equipment_id,period_month,operating_hours,utilization_pct
EQ-FILT-0048,2025-08,485.0,67.4
EQ-FILT-0048,2025-09,541.3,75.2
EQ-FILT-0048,2025-10,445.9,61.9
EQ-FILT-0048,2025-11,444.9,61.8
EQ-FILT-0048,2025-12,511.1,71.0
EQ-FILT-0048,2026-01,460.2,63.9
EQ-FILT-0048,2026-02,485.0,67.4
EQ-FILT-0048,2026-03,450.6,62.6
EQ-FILT-0048,2026-04,494.9,68.7
EQ-FILT-0048,2026-05,499.5,69.4
EQ-FILT-0048,2026-06,479.4,66.6
EQ-FILT-0048,2026-07,487.5,67.7
EQ-FILT-0048,2026-08,517.1,71.8
