Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000402,4000,0.000,0.00,V,25750.52,0.00,1.000,3200
000000000010000403,3000,59.000,972535.94,V,16483.66,0.00,1.000,3200
000000000010000404,3000,149.000,68494508.81,V,459694.69,0.00,1.000,3200
000000000080000094,1000,0.000,0.00,V,408828.28,0.00,1.000,3200
000000000010000405,1000,0.000,0.00,V,4104.31,0.00,1.000,3200
000000000030000091,1000,0.000,0.00,V,90092.48,0.00,1.000,3200
000000000010000406,3000,0.000,0.00,V,90452.80,0.00,1.000,3200
000000000010000406,1000,7.000,633169.60,V,90452.80,0.00,1.000,3200
000000000030000092,3000,4.000,2968986.60,V,742246.65,0.00,1.000,3200
000000000010000407,4000,0.000,0.00,V,52821.99,0.00,1.000,3200
000000000030000093,1000,0.000,0.00,V,122779.78,0.00,1.000,3200
000000000080000095,2000,31.000,3839673.64,V,123860.44,0.00,1.000,3200
000000000010000408,2000,110.000,2095208.50,V,19047.35,0.00,1.000,3200
000000000080000096,3000,5.000,2130459.40,V,426091.88,0.00,1.000,3200
000000000080000096,4000,8.000,3408735.04,V,426091.88,0.00,1.000,3200
000000000010000409,2000,3.000,134316.12,V,44772.04,0.00,1.000,3200
000000000080000097,2000,0.000,0.00,V,252375.02,0.00,1.000,3200
000000000080000097,4000,7.000,1766625.14,V,252375.02,0.00,1.000,3200
000000000010000410,3000,102.000,509770.50,V,4997.75,0.00,1.000,3200
000000000010000410,4000,121.000,604727.75,V,4997.75,0.00,1.000,3200
000000000010000411,4000,2.000,144999.46,V,72499.73,0.00,1.000,3200
000000000030000094,2000,5.000,704894.20,V,140978.84,0.00,1.000,3200
000000000080000098,1000,3.000,915381.75,V,305127.25,0.00,1.000,3200
000000000080000098,3000,7.000,2135890.75,V,305127.25,0.00,1.000,3200
000000000010000412,3000,13.000,614916.12,V,47301.24,0.00,1.000,3200
000000000010000412,1000,19.000,898723.56,V,47301.24,0.00,1.000,3200
000000000010000413,1000,11.000,1466105.08,V,133282.28,0.00,1.000,3200
000000000030000095,2000,6.000,1029732.54,V,171622.09,0.00,1.000,3200
000000000030000095,1000,0.000,0.00,V,171622.09,0.00,1.000,3200
000000000010000414,3000,3.000,152264.79,V,50754.93,0.00,1.000,3200
000000000010000414,1000,4.000,203019.72,V,50754.93,0.00,1.000,3200
000000000010000415,1000,0.000,0.00,V,19785.51,0.00,1.000,3200
000000000010000416,4000,0.000,0.00,V,10558.28,0.00,1.000,3200
000000000010000417,3000,80.000,1418180.00,V,17727.25,0.00,1.000,3200
000000000010000417,4000,26.000,460908.50,V,17727.25,0.00,1.000,3200
000000000080000099,3000,4.000,1081775.84,V,270443.96,0.00,1.000,3200
000000000010000418,4000,1.000,472804.70,V,472804.70,0.00,1.000,3200
000000000010000419,2000,5.000,83388.30,V,16677.66,0.00,1.000,3200
000000000010000420,1000,0.000,0.00,V,510035.44,0.00,1.000,3200
000000000010000420,4000,0.000,0.00,V,510035.44,0.00,1.000,3200
000000000010000421,4000,12.000,324854.76,V,27071.23,0.00,1.000,3200
000000000010000421,2000,16.000,433139.68,V,27071.23,0.00,1.000,3200
000000000010000422,1000,3.000,212682.45,V,70894.15,0.00,1.000,3200
000000000010000423,4000,1.000,125123.51,V,125123.51,0.00,1.000,3200
000000000080000100,4000,0.000,0.00,V,227146.01,0.00,1.000,3200
000000000080000100,1000,16.000,3634336.16,V,227146.01,0.00,1.000,3200
000000000010000424,2000,0.000,0.00,V,118571.24,0.00,1.000,3200
000000000010000425,1000,0.000,0.00,V,126630.08,0.00,1.000,3200
000000000010000426,1000,6.000,4099084.26,V,683180.71,0.00,1.000,3200
000000000010000427,4000,62.000,260474.40,V,4201.20,0.00,1.000,3200
000000000010000428,3000,2.000,129301.90,V,64650.95,0.00,1.000,3200
000000000010000429,2000,0.000,0.00,V,96306.57,0.00,1.000,3200
000000000010000429,1000,0.000,0.00,V,96306.57,0.00,1.000,3200
000000000030000096,2000,0.000,0.00,V,144983.14,0.00,1.000,3200
000000000030000097,3000,3.000,398528.04,V,132842.68,0.00,1.000,3200
000000000010000430,2000,5.000,480940.95,V,96188.19,0.00,1.000,3200
000000000010000431,2000,0.000,0.00,V,130716.87,0.00,1.000,3200
000000000010000432,2000,56.000,1193120.32,V,21305.72,0.00,1.000,3200
000000000010000433,2000,8.000,827335.44,V,103416.93,0.00,1.000,3200
000000000010000434,1000,2.000,1463521.34,V,731760.67,0.00,1.000,3200
000000000010000434,2000,6.000,4390564.02,V,731760.67,0.00,1.000,3200
000000000010000435,1000,0.000,0.00,V,4200.69,0.00,1.000,3200
000000000010000436,4000,6.000,249722.82,V,41620.47,0.00,1.000,3200
000000000010000437,1000,0.000,0.00,V,131735.60,0.00,1.000,3200
000000000010000438,4000,57.000,42744.30,V,749.90,0.00,1.000,3200
000000000010000439,3000,4.000,66038.28,V,16509.57,0.00,1.000,3200
000000000080000101,4000,38.000,11948056.14,V,314422.53,0.00,1.000,3200
000000000010000440,3000,72.000,21675665.52,V,301050.91,0.00,1.000,3200
000000000010000441,4000,0.000,0.00,V,119617.58,0.00,1.000,3200
000000000030000098,1000,0.000,0.00,V,126564.24,0.00,1.000,3200
000000000080000102,4000,2.000,857649.30,V,428824.65,0.00,1.000,3200
000000000030000099,3000,6.000,354119.52,V,59019.92,0.00,1.000,3200
000000000030000099,2000,2.000,118039.84,V,59019.92,0.00,1.000,3200
000000000030000100,1000,0.000,0.00,V,142669.46,0.00,1.000,3200
000000000080000103,1000,6.000,616882.74,V,102813.79,0.00,1.000,3200
000000000010000442,3000,9.000,406596.78,V,45177.42,0.00,1.000,3200
000000000090000023,3000,22.000,3633485.90,V,165158.45,0.00,1.000,3200
000000000030000101,2000,2.000,187953.90,V,93976.95,0.00,1.000,3200
000000000080000104,4000,6.000,1869095.28,V,311515.88,0.00,1.000,3200
000000000080000104,3000,5.000,1557579.40,V,311515.88,0.00,1.000,3200
000000000010000443,3000,11.000,1784073.17,V,162188.47,0.00,1.000,3200
000000000030000102,1000,4.000,406036.48,V,101509.12,0.00,1.000,3200
000000000080000105,3000,8.000,2335684.80,V,291960.60,0.00,1.000,3200
000000000080000105,4000,3.000,875881.80,V,291960.60,0.00,1.000,3200
000000000010000444,3000,0.000,0.00,V,63665.27,0.00,1.000,3200
000000000030000103,1000,0.000,0.00,V,658769.19,0.00,1.000,3200
000000000010000445,3000,0.000,0.00,V,10565.71,0.00,1.000,3200
000000000010000446,1000,8.000,3614465.92,V,451808.24,0.00,1.000,3200
000000000010000447,2000,0.000,0.00,V,161038.44,0.00,1.000,3200
000000000010000448,2000,7.000,35618.66,V,5088.38,0.00,1.000,3200
000000000010000448,1000,21.000,106855.98,V,5088.38,0.00,1.000,3200
000000000010000449,2000,2.000,97228.74,V,48614.37,0.00,1.000,3200
000000000010000450,3000,4.000,1339352.12,V,334838.03,0.00,1.000,3200
000000000010000451,4000,0.000,0.00,V,140420.75,0.00,1.000,3200
000000000010000451,2000,0.000,0.00,V,140420.75,0.00,1.000,3200
000000000080000106,3000,15.000,829359.45,V,55290.63,0.00,1.000,3200
000000000010000452,3000,0.000,0.00,V,179229.28,0.00,1.000,3200
000000000010000453,3000,0.000,0.00,V,148776.85,0.00,1.000,3200
000000000010000453,2000,0.000,0.00,V,148776.85,0.00,1.000,3200
000000000030000104,3000,0.000,0.00,V,94854.95,0.00,1.000,3200
000000000030000104,4000,0.000,0.00,V,94854.95,0.00,1.000,3200
000000000010000454,4000,5.000,521003.00,V,104200.60,0.00,1.000,3200
000000000010000454,1000,3.000,312601.80,V,104200.60,0.00,1.000,3200
000000000010000455,4000,10.000,1743854.30,V,174385.43,0.00,1.000,3200
000000000030000105,2000,0.000,0.00,V,65775.22,0.00,1.000,3200
000000000010000456,2000,7.000,1894669.00,V,270667.00,0.00,1.000,3200
000000000010000457,2000,2.000,258100.28,V,129050.14,0.00,1.000,3200
000000000010000457,3000,3.000,387150.42,V,129050.14,0.00,1.000,3200
000000000010000458,1000,1.000,780246.44,V,780246.44,0.00,1.000,3200
000000000010000458,3000,3.000,2340739.32,V,780246.44,0.00,1.000,3200
000000000090000024,1000,27.000,1216500.12,V,45055.56,0.00,1.000,3200
000000000010000459,4000,131.000,55706846.10,V,425243.10,0.00,1.000,3200
000000000010000460,1000,86.000,736236.54,V,8560.89,0.00,1.000,3200
000000000010000460,3000,25.000,214022.25,V,8560.89,0.00,1.000,3200
000000000010000461,3000,2.000,95126.80,V,47563.40,0.00,1.000,3200
000000000010000462,3000,125.000,2089657.50,V,16717.26,0.00,1.000,3200
000000000010000463,1000,13.000,550487.34,V,42345.18,0.00,1.000,3200
000000000010000463,4000,6.000,254071.08,V,42345.18,0.00,1.000,3200
000000000010000464,4000,0.000,0.00,V,177452.72,0.00,1.000,3200
000000000010000465,4000,7.000,54524.54,V,7789.22,0.00,1.000,3200
000000000010000465,3000,10.000,77892.20,V,7789.22,0.00,1.000,3200
000000000010000466,1000,7.000,1211137.62,V,173019.66,0.00,1.000,3200
000000000010000466,4000,7.000,1211137.62,V,173019.66,0.00,1.000,3200
000000000010000467,2000,0.000,0.00,V,79624.27,0.00,1.000,3200
000000000010000467,4000,0.000,0.00,V,79624.27,0.00,1.000,3200
000000000080000107,4000,17.000,1391766.03,V,81868.59,0.00,1.000,3200
000000000080000107,3000,1.000,81868.59,V,81868.59,0.00,1.000,3200
000000000010000468,1000,0.000,0.00,V,141657.69,0.00,1.000,3200
000000000010000468,4000,0.000,0.00,V,141657.69,0.00,1.000,3200
000000000010000469,3000,34.000,123196.28,V,3623.42,0.00,1.000,3200
000000000010000470,3000,5.000,416770.70,V,83354.14,0.00,1.000,3200
000000000010000470,2000,16.000,1333666.24,V,83354.14,0.00,1.000,3200
000000000010000471,4000,1.000,21405.40,V,21405.40,0.00,1.000,3200
000000000010000471,2000,1.000,21405.40,V,21405.40,0.00,1.000,3200
000000000080000108,3000,12.000,3692576.16,V,307714.68,0.00,1.000,3200
000000000080000108,4000,6.000,1846288.08,V,307714.68,0.00,1.000,3200
000000000010000472,1000,19.000,2946744.01,V,155091.79,0.00,1.000,3200
000000000080000109,2000,6.000,1356699.48,V,226116.58,0.00,1.000,3200
000000000080000109,4000,8.000,1808932.64,V,226116.58,0.00,1.000,3200
000000000010000473,4000,0.000,0.00,V,55432.50,0.00,1.000,3200
000000000080000110,2000,7.000,160503.35,V,22929.05,0.00,1.000,3200
000000000080000110,1000,0.000,0.00,V,22929.05,0.00,1.000,3200
000000000030000106,1000,4.000,614851.84,V,153712.96,0.00,1.000,3200
000000000080000111,4000,5.000,1538525.55,V,307705.11,0.00,1.000,3200
000000000010000474,4000,0.000,0.00,V,79468.95,0.00,1.000,3200
000000000010000475,1000,0.000,0.00,V,18642.52,0.00,1.000,3200
000000000010000476,2000,34.000,9810012.52,V,288529.78,0.00,1.000,3200
000000000030000107,3000,3.000,34448.94,V,11482.98,0.00,1.000,3200
000000000010000477,1000,68.000,639044.28,V,9397.71,0.00,1.000,3200
000000000010000478,1000,0.000,0.00,V,38675.15,0.00,1.000,3200
000000000010000478,2000,0.000,0.00,V,38675.15,0.00,1.000,3200
000000000010000479,4000,6.000,876991.68,V,146165.28,0.00,1.000,3200
000000000010000479,1000,7.000,1023156.96,V,146165.28,0.00,1.000,3200
000000000010000480,1000,1.000,52459.05,V,52459.05,0.00,1.000,3200
000000000010000480,4000,3.000,157377.15,V,52459.05,0.00,1.000,3200
000000000010000481,3000,5.000,757852.80,V,151570.56,0.00,1.000,3200
000000000010000482,3000,0.000,0.00,V,76474.20,0.00,1.000,3200
000000000010000482,1000,0.000,0.00,V,76474.20,0.00,1.000,3200
000000000030000108,4000,1.000,74982.43,V,74982.43,0.00,1.000,3200
000000000030000108,1000,1.000,74982.43,V,74982.43,0.00,1.000,3200
000000000010000483,3000,0.000,0.00,V,281811.90,0.00,1.000,3200
000000000010000484,3000,4.000,408520.12,V,102130.03,0.00,1.000,3200
000000000010000484,2000,15.000,1531950.45,V,102130.03,0.00,1.000,3200
000000000010000485,2000,0.000,0.00,V,156146.28,0.00,1.000,3200
000000000010000486,2000,47.000,1003491.83,V,21350.89,0.00,1.000,3200
000000000010000487,4000,0.000,0.00,V,141725.11,0.00,1.000,3200
000000000030000109,1000,4.000,288188.68,V,72047.17,0.00,1.000,3200
000000000030000109,3000,0.000,0.00,V,72047.17,0.00,1.000,3200
000000000010000488,3000,2.000,52718.58,V,26359.29,0.00,1.000,3200
000000000010000489,1000,22.000,2292992.02,V,104226.91,0.00,1.000,3200
000000000010000490,4000,0.000,0.00,V,92256.65,0.00,1.000,3200
000000000010000491,4000,91.000,1848480.27,V,20312.97,0.00,1.000,3200
000000000010000492,3000,4.000,3180392.24,V,795098.06,0.00,1.000,3200
000000000010000493,3000,2.000,162694.42,V,81347.21,0.00,1.000,3200
000000000010000494,3000,116.000,73544882.76,V,634007.61,0.00,1.000,3200
000000000010000494,2000,126.000,79884958.86,V,634007.61,0.00,1.000,3200
000000000080000112,2000,11.000,4919808.19,V,447255.29,0.00,1.000,3200
000000000010000495,2000,1.000,145448.82,V,145448.82,0.00,1.000,3200
000000000010000495,1000,5.000,727244.10,V,145448.82,0.00,1.000,3200
000000000030000110,4000,0.000,0.00,V,51898.40,0.00,1.000,3200
000000000030000110,3000,4.000,207593.60,V,51898.40,0.00,1.000,3200
000000000010000496,3000,14.000,62109.18,V,4436.37,0.00,1.000,3200
000000000010000496,1000,56.000,248436.72,V,4436.37,0.00,1.000,3200
000000000010000497,1000,150.000,797169.00,V,5314.46,0.00,1.000,3200
000000000010000498,1000,2.000,18421.26,V,9210.63,0.00,1.000,3200
000000000090000025,2000,5.000,792686.55,V,158537.31,0.00,1.000,3200
000000000010000499,4000,27.000,333471.33,V,12350.79,0.00,1.000,3200
000000000010000500,3000,18.000,1410537.78,V,78363.21,0.00,1.000,3200
000000000010000500,1000,5.000,391816.05,V,78363.21,0.00,1.000,3200
000000000010000501,1000,0.000,0.00,V,690790.71,0.00,1.000,3200
000000000030000111,1000,10.000,862440.10,V,86244.01,0.00,1.000,3200
000000000010000502,4000,5.000,776587.60,V,155317.52,0.00,1.000,3200
000000000010000503,2000,0.000,0.00,V,360540.76,0.00,1.000,3200
000000000010000503,4000,0.000,0.00,V,360540.76,0.00,1.000,3200
000000000010000504,2000,0.000,0.00,V,86005.24,0.00,1.000,3200
000000000010000504,1000,0.000,0.00,V,86005.24,0.00,1.000,3200
000000000010000505,4000,53.000,83126.26,V,1568.42,0.00,1.000,3200
000000000010000506,2000,9.000,1256919.12,V,139657.68,0.00,1.000,3200
000000000010000506,3000,5.000,698288.40,V,139657.68,0.00,1.000,3200
000000000010000507,4000,0.000,0.00,V,126067.45,0.00,1.000,3200
000000000010000507,1000,0.000,0.00,V,126067.45,0.00,1.000,3200
000000000010000508,1000,144.000,1393106.40,V,9674.35,0.00,1.000,3200
000000000010000508,2000,226.000,2186403.10,V,9674.35,0.00,1.000,3200
000000000010000509,4000,0.000,0.00,V,59252.25,0.00,1.000,3200
000000000010000510,2000,35.000,475681.50,V,13590.90,0.00,1.000,3200
000000000010000511,2000,1.000,131152.11,V,131152.11,0.00,1.000,3200
000000000090000026,4000,7.000,874670.58,V,124952.94,0.00,1.000,3200
000000000090000026,2000,31.000,3873541.14,V,124952.94,0.00,1.000,3200
000000000030000112,4000,3.000,10042.80,V,3347.60,0.00,1.000,3200
000000000010000512,3000,0.000,0.00,V,76249.76,0.00,1.000,3200
000000000010000512,1000,0.000,0.00,V,76249.76,0.00,1.000,3200
000000000030000113,3000,2.000,303391.18,V,151695.59,0.00,1.000,3200
000000000010000513,2000,1.000,157275.07,V,157275.07,0.00,1.000,3200
000000000010000514,1000,17.000,150287.82,V,8840.46,0.00,1.000,3200
000000000010000514,2000,227.000,2006784.42,V,8840.46,0.00,1.000,3200
000000000080000113,4000,5.000,254026.35,V,50805.27,0.00,1.000,3200
000000000010000515,4000,0.000,0.00,V,73898.25,0.00,1.000,3200
000000000010000515,3000,0.000,0.00,V,73898.25,0.00,1.000,3200
000000000010000516,2000,0.000,0.00,V,110529.92,0.00,1.000,3200
000000000010000516,1000,48.000,5305436.16,V,110529.92,0.00,1.000,3200
000000000010000517,1000,40.000,908992.40,V,22724.81,0.00,1.000,3200
000000000080000114,1000,6.000,2247509.94,V,374584.99,0.00,1.000,3200
000000000080000114,3000,6.000,2247509.94,V,374584.99,0.00,1.000,3200
000000000010000518,4000,16.000,2522619.04,V,157663.69,0.00,1.000,3200
000000000010000518,2000,7.000,1103645.83,V,157663.69,0.00,1.000,3200
000000000030000114,2000,2.000,24861.52,V,12430.76,0.00,1.000,3200
000000000090000027,2000,35.000,704026.05,V,20115.03,0.00,1.000,3200
000000000010000519,3000,0.000,0.00,V,13375.78,0.00,1.000,3200
000000000010000520,3000,118.000,1903306.96,V,16129.72,0.00,1.000,3200
000000000010000521,2000,0.000,0.00,V,111762.89,0.00,1.000,3200
000000000010000521,4000,0.000,0.00,V,111762.89,0.00,1.000,3200
000000000010000522,2000,8.000,5471396.96,V,683924.62,0.00,1.000,3200
000000000010000523,3000,3.000,2306400.72,V,768800.24,0.00,1.000,3200
000000000010000524,1000,1.000,4062.93,V,4062.93,0.00,1.000,3200
000000000010000525,3000,4.000,2659916.04,V,664979.01,0.00,1.000,3200
000000000010000525,4000,5.000,3324895.05,V,664979.01,0.00,1.000,3200
000000000010000526,3000,0.000,0.00,V,169438.88,0.00,1.000,3200
000000000010000527,4000,72.000,1791077.76,V,24876.08,0.00,1.000,3200
000000000090000028,4000,7.000,138803.77,V,19829.11,0.00,1.000,3200
000000000090000028,3000,10.000,198291.10,V,19829.11,0.00,1.000,3200
000000000030000115,2000,5.000,192807.75,V,38561.55,0.00,1.000,3200
000000000010000528,1000,2.000,293337.32,V,146668.66,0.00,1.000,3200
000000000010000529,4000,0.000,0.00,V,46458.54,0.00,1.000,3200
000000000010000529,3000,0.000,0.00,V,46458.54,0.00,1.000,3200
000000000010000530,1000,4.000,498803.16,V,124700.79,0.00,1.000,3200
000000000010000531,3000,0.000,0.00,V,59104.47,0.00,1.000,3200
000000000010000531,4000,0.000,0.00,V,59104.47,0.00,1.000,3200
000000000010000532,4000,0.000,0.00,V,163734.65,0.00,1.000,3200
000000000010000533,2000,8.000,535694.64,V,66961.83,0.00,1.000,3200
000000000080000115,3000,3.000,444899.31,V,148299.77,0.00,1.000,3200
000000000010000534,1000,0.000,0.00,V,272983.32,0.00,1.000,3200
000000000010000535,2000,0.000,0.00,V,78371.53,0.00,1.000,3200
000000000010000535,4000,0.000,0.00,V,78371.53,0.00,1.000,3200
000000000030000116,4000,5.000,575061.05,V,115012.21,0.00,1.000,3200
000000000030000116,2000,0.000,0.00,V,115012.21,0.00,1.000,3200
000000000080000116,4000,6.000,189571.98,V,31595.33,0.00,1.000,3200
000000000030000117,1000,0.000,0.00,V,10098.75,0.00,1.000,3200
000000000080000117,3000,11.000,2227887.42,V,202535.22,0.00,1.000,3200
000000000010000536,2000,4.000,2434568.68,V,608642.17,0.00,1.000,3200
000000000010000537,1000,36.000,611767.44,V,16993.54,0.00,1.000,3200
000000000010000538,4000,23.000,11874022.78,V,516261.86,0.00,1.000,3200
000000000030000118,4000,0.000,0.00,V,4472.82,0.00,1.000,3200
000000000010000539,2000,1.000,174966.37,V,174966.37,0.00,1.000,3200
000000000030000119,1000,5.000,447146.25,V,89429.25,0.00,1.000,3200
000000000080000118,2000,12.000,2148347.40,V,179028.95,0.00,1.000,3200
000000000010000540,3000,17.000,4811831.81,V,283048.93,0.00,1.000,3200
000000000010000540,4000,0.000,0.00,V,283048.93,0.00,1.000,3200
000000000010000541,1000,0.000,0.00,V,91241.83,0.00,1.000,3200
000000000010000542,2000,0.000,0.00,V,165409.07,0.00,1.000,3200
000000000010000542,4000,0.000,0.00,V,165409.07,0.00,1.000,3200
000000000010000543,2000,175.000,230209.00,V,1315.48,0.00,1.000,3200
000000000030000120,2000,1.000,116149.89,V,116149.89,0.00,1.000,3200
000000000030000121,3000,4.000,506326.76,V,126581.69,0.00,1.000,3200
000000000080000119,4000,1.000,345218.60,V,345218.60,0.00,1.000,3200
000000000080000119,2000,15.000,5178279.00,V,345218.60,0.00,1.000,3200
000000000010000544,4000,8.000,103950.96,V,12993.87,0.00,1.000,3200
000000000010000544,1000,83.000,1078491.21,V,12993.87,0.00,1.000,3200
000000000010000545,1000,58.000,175963.88,V,3033.86,0.00,1.000,3200
000000000010000545,3000,12.000,36406.32,V,3033.86,0.00,1.000,3200
000000000010000546,3000,2.000,1474537.62,V,737268.81,0.00,1.000,3200
000000000010000547,1000,123.000,970904.19,V,7893.53,0.00,1.000,3200
000000000030000122,3000,2.000,12385.20,V,6192.60,0.00,1.000,3200
000000000080000120,4000,2.000,246293.92,V,123146.96,0.00,1.000,3200
000000000030000123,3000,3.000,1066014.84,V,355338.28,0.00,1.000,3200
000000000080000121,1000,7.000,1599651.34,V,228521.62,0.00,1.000,3200
000000000010000548,1000,7.000,126704.27,V,18100.61,0.00,1.000,3200
000000000030000124,4000,3.000,320573.88,V,106857.96,0.00,1.000,3200
000000000010000549,2000,20.000,467519.60,V,23375.98,0.00,1.000,3200
000000000010000550,1000,12.000,336763.80,V,28063.65,0.00,1.000,3200
000000000030000125,3000,0.000,0.00,V,14223.95,0.00,1.000,3200
000000000030000125,4000,0.000,0.00,V,14223.95,0.00,1.000,3200
000000000010000551,2000,0.000,0.00,V,51180.39,0.00,1.000,3200
000000000030000126,4000,4.000,231176.92,V,57794.23,0.00,1.000,3200
000000000010000552,4000,8.000,6240259.28,V,780032.41,0.00,1.000,3200
000000000010000553,2000,27.000,1349366.04,V,49976.52,0.00,1.000,3200
000000000030000127,2000,0.000,0.00,V,155965.18,0.00,1.000,3200
000000000010000554,3000,52.000,904831.20,V,17400.60,0.00,1.000,3200
000000000010000555,4000,21.000,1695046.29,V,80716.49,0.00,1.000,3200
000000000010000556,4000,2.000,1124691.26,V,562345.63,0.00,1.000,3200
000000000010000557,2000,14.000,2279924.78,V,162851.77,0.00,1.000,3200
000000000010000558,3000,1.000,505745.13,V,505745.13,0.00,1.000,3200
000000000010000559,4000,2.000,48177.72,V,24088.86,0.00,1.000,3200
000000000010000560,4000,2.000,259936.94,V,129968.47,0.00,1.000,3200
000000000010000560,3000,5.000,649842.35,V,129968.47,0.00,1.000,3200
000000000080000122,1000,11.000,4774260.59,V,434023.69,0.00,1.000,3200
000000000080000122,3000,4.000,1736094.76,V,434023.69,0.00,1.000,3200
000000000010000561,4000,0.000,0.00,V,487598.90,0.00,1.000,3200
000000000010000562,3000,0.000,0.00,V,77971.32,0.00,1.000,3200
000000000010000563,4000,0.000,0.00,V,68269.03,0.00,1.000,3200
000000000030000128,3000,1.000,92038.43,V,92038.43,0.00,1.000,3200
000000000030000128,1000,2.000,184076.86,V,92038.43,0.00,1.000,3200
000000000080000123,3000,3.000,1343930.04,V,447976.68,0.00,1.000,3200
000000000090000029,3000,33.000,1672890.45,V,50693.65,0.00,1.000,3200
000000000090000030,4000,26.000,2187885.70,V,84149.45,0.00,1.000,3200
000000000010000564,2000,11.000,850432.55,V,77312.05,0.00,1.000,3200
000000000010000565,1000,142.000,100544440.48,V,708059.44,0.00,1.000,3200
000000000010000565,3000,63.000,44607744.72,V,708059.44,0.00,1.000,3200
000000000010000566,1000,0.000,0.00,V,45398.33,0.00,1.000,3200
000000000030000129,3000,1.000,316978.69,V,316978.69,0.00,1.000,3200
000000000080000124,2000,5.000,264347.70,V,52869.54,0.00,1.000,3200
000000000010000567,2000,9.000,6633451.80,V,737050.20,0.00,1.000,3200
000000000030000130,2000,0.000,0.00,V,149414.03,0.00,1.000,3200
000000000030000130,4000,4.000,597656.12,V,149414.03,0.00,1.000,3200
000000000010000568,4000,0.000,0.00,V,39985.79,0.00,1.000,3200
000000000010000568,3000,0.000,0.00,V,39985.79,0.00,1.000,3200
000000000010000569,2000,0.000,0.00,V,60441.28,0.00,1.000,3200
000000000080000125,2000,4.000,927978.52,V,231994.63,0.00,1.000,3200
000000000030000131,2000,6.000,573740.58,V,95623.43,0.00,1.000,3200
000000000010000570,1000,17.000,365597.75,V,21505.75,0.00,1.000,3200
000000000010000571,3000,0.000,0.00,V,74212.01,0.00,1.000,3200
000000000010000571,1000,0.000,0.00,V,74212.01,0.00,1.000,3200
000000000010000572,4000,2.000,224021.84,V,112010.92,0.00,1.000,3200
000000000010000573,1000,0.000,0.00,V,2655.47,0.00,1.000,3200
000000000010000573,4000,0.000,0.00,V,2655.47,0.00,1.000,3200
000000000010000574,1000,1.000,73010.65,V,73010.65,0.00,1.000,3200
000000000010000574,3000,1.000,73010.65,V,73010.65,0.00,1.000,3200
000000000080000126,3000,10.000,1305352.10,V,130535.21,0.00,1.000,3200
000000000080000127,1000,3.000,879871.08,V,293290.36,0.00,1.000,3200
000000000030000132,4000,0.000,0.00,V,116318.75,0.00,1.000,3200
000000000010000575,3000,0.000,0.00,V,284732.59,0.00,1.000,3200
000000000030000133,3000,1.000,102159.98,V,102159.98,0.00,1.000,3200
000000000080000128,3000,11.000,3498804.21,V,318073.11,0.00,1.000,3200
000000000080000128,1000,13.000,4134950.43,V,318073.11,0.00,1.000,3200
000000000010000576,1000,2.000,38467.72,V,19233.86,0.00,1.000,3200
000000000080000129,2000,4.000,441143.80,V,110285.95,0.00,1.000,3200
000000000010000577,4000,0.000,0.00,V,139295.49,0.00,1.000,3200
000000000010000577,1000,0.000,0.00,V,139295.49,0.00,1.000,3200
000000000010000578,2000,0.000,0.00,V,156517.95,0.00,1.000,3200
000000000010000578,4000,0.000,0.00,V,156517.95,0.00,1.000,3200
000000000010000579,2000,3.000,317986.89,V,105995.63,0.00,1.000,3200
000000000010000580,3000,0.000,0.00,V,105204.01,0.00,1.000,3200
000000000010000581,1000,37.000,12741379.57,V,344361.61,0.00,1.000,3200
000000000010000581,4000,20.000,6887232.20,V,344361.61,0.00,1.000,3200
000000000010000582,3000,1.000,138224.31,V,138224.31,0.00,1.000,3200
000000000010000583,1000,67.000,1564408.46,V,23349.38,0.00,1.000,3200
000000000080000130,4000,1.000,306318.84,V,306318.84,0.00,1.000,3200
000000000010000584,2000,2.000,652058.98,V,326029.49,0.00,1.000,3200
000000000010000585,3000,1.000,122943.97,V,122943.97,0.00,1.000,3200
000000000010000585,2000,3.000,368831.91,V,122943.97,0.00,1.000,3200
000000000010000586,4000,0.000,0.00,V,119785.90,0.00,1.000,3200
000000000010000587,2000,7.000,238518.07,V,34074.01,0.00,1.000,3200
000000000010000588,2000,4.000,409649.72,V,102412.43,0.00,1.000,3200
000000000010000589,3000,38.000,28328975.30,V,745499.35,0.00,1.000,3200
000000000080000131,2000,8.000,3089486.40,V,386185.80,0.00,1.000,3200
000000000090000031,1000,29.000,5168529.93,V,178225.17,0.00,1.000,3200
000000000010000590,3000,0.000,0.00,V,41669.41,0.00,1.000,3200
000000000010000591,2000,29.000,2035217.68,V,70179.92,0.00,1.000,3200
000000000010000591,1000,218.000,15299222.56,V,70179.92,0.00,1.000,3200
000000000090000032,1000,38.000,1970122.54,V,51845.33,0.00,1.000,3200
000000000010000592,3000,33.000,2190353.88,V,66374.36,0.00,1.000,3200
000000000080000132,2000,11.000,1107630.26,V,100693.66,0.00,1.000,3200
000000000080000132,1000,3.000,302080.98,V,100693.66,0.00,1.000,3200
000000000010000593,3000,7.000,344278.55,V,49182.65,0.00,1.000,3200
000000000030000134,2000,7.000,772954.00,V,110422.00,0.00,1.000,3200
000000000030000135,4000,0.000,0.00,V,114571.83,0.00,1.000,3200
000000000010000594,4000,0.000,0.00,V,87641.83,0.00,1.000,3200
000000000010000595,1000,5.000,696935.10,V,139387.02,0.00,1.000,3200
