Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900016425,2024,2024-09-11T00:00:00,2024-09-11T00:00:00,
4900016426,2024,2024-10-24T00:00:00,2024-10-24T00:00:00,
4900016427,2024,2024-11-16T00:00:00,2024-11-16T00:00:00,
4900016428,2024,2024-12-22T00:00:00,2024-12-22T00:00:00,
4900016429,2025,2025-01-08T00:00:00,2025-01-08T00:00:00,4500005171
4900016430,2025,2025-01-25T00:00:00,2025-01-25T00:00:00,
4900016431,2025,2025-02-07T00:00:00,2025-02-07T00:00:00,
4900016432,2025,2025-03-16T00:00:00,2025-03-16T00:00:00,
4900016433,2025,2025-04-18T00:00:00,2025-04-18T00:00:00,
4900016434,2025,2025-05-09T00:00:00,2025-05-09T00:00:00,
4900016435,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,4500005172
4900016436,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900016437,2025,2025-08-04T00:00:00,2025-08-04T00:00:00,
4900016438,2025,2025-09-04T00:00:00,2025-09-04T00:00:00,
4900016439,2025,2025-10-15T00:00:00,2025-10-15T00:00:00,
4900016440,2025,2025-11-18T00:00:00,2025-11-18T00:00:00,
4900016441,2025,2025-12-13T00:00:00,2025-12-13T00:00:00,
4900016442,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,4500005173
4900016443,2026,2026-01-11T00:00:00,2026-01-11T00:00:00,
4900016444,2026,2026-02-16T00:00:00,2026-02-16T00:00:00,
4900016445,2026,2026-03-04T00:00:00,2026-03-04T00:00:00,
4900016446,2026,2026-04-03T00:00:00,2026-04-03T00:00:00,4500005174
4900016447,2026,2026-04-18T00:00:00,2026-04-18T00:00:00,
4900016448,2026,2026-05-22T00:00:00,2026-05-22T00:00:00,
4900016449,2026,2026-06-28T00:00:00,2026-06-28T00:00:00,
4900016450,2026,2026-07-13T00:00:00,2026-07-13T00:00:00,4500005175
4900016451,2026,2026-09-03T00:00:00,2026-09-03T00:00:00,
4900016452,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,
4900016453,2024,2024-10-10T00:00:00,2024-10-10T00:00:00,
4900016454,2024,2024-11-15T00:00:00,2024-11-15T00:00:00,
4900016455,2024,2024-12-23T00:00:00,2024-12-23T00:00:00,
4900016456,2025,2025-01-05T00:00:00,2025-01-05T00:00:00,4500005176
4900016457,2025,2025-01-24T00:00:00,2025-01-24T00:00:00,
4900016458,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,
4900016459,2025,2025-03-10T00:00:00,2025-03-10T00:00:00,
4900016460,2025,2025-04-07T00:00:00,2025-04-07T00:00:00,
4900016461,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,4500005177
4900016462,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900016463,2025,2025-06-05T00:00:00,2025-06-05T00:00:00,
4900016464,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900016465,2025,2025-07-31T00:00:00,2025-07-31T00:00:00,4500005178
4900016466,2025,2025-08-13T00:00:00,2025-08-13T00:00:00,
4900016467,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900016468,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,
4900016469,2025,2025-11-07T00:00:00,2025-11-07T00:00:00,
4900016470,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,
4900016471,2026,2026-01-04T00:00:00,2026-01-04T00:00:00,
4900016472,2026,2026-02-25T00:00:00,2026-02-25T00:00:00,
4900016473,2026,2026-03-10T00:00:00,2026-03-10T00:00:00,
4900016474,2026,2026-04-23T00:00:00,2026-04-23T00:00:00,4500005180
4900016475,2026,2026-04-29T00:00:00,2026-04-29T00:00:00,
4900016476,2026,2026-05-05T00:00:00,2026-05-05T00:00:00,
4900016477,2026,2026-06-21T00:00:00,2026-06-21T00:00:00,
4900016478,2026,2026-07-16T00:00:00,2026-07-16T00:00:00,
4900016479,2026,2026-08-28T00:00:00,2026-08-28T00:00:00,
4900016480,2024,2024-09-28T00:00:00,2024-09-28T00:00:00,
4900016481,2024,2024-10-29T00:00:00,2024-10-29T00:00:00,
4900016482,2024,2024-11-12T00:00:00,2024-11-12T00:00:00,
4900016483,2024,2024-12-18T00:00:00,2024-12-18T00:00:00,
4900016484,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900016485,2025,2025-01-17T00:00:00,2025-01-17T00:00:00,4500005183
4900016486,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,
4900016487,2025,2025-03-06T00:00:00,2025-03-06T00:00:00,
4900016488,2025,2025-04-24T00:00:00,2025-04-24T00:00:00,
4900016489,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,
4900016490,2025,2025-05-16T00:00:00,2025-05-16T00:00:00,4500005184
4900016491,2025,2025-06-17T00:00:00,2025-06-17T00:00:00,
4900016492,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,
4900016493,2025,2025-08-24T00:00:00,2025-08-24T00:00:00,
4900016494,2025,2025-09-01T00:00:00,2025-09-01T00:00:00,
4900016495,2025,2025-10-10T00:00:00,2025-10-10T00:00:00,
4900016496,2025,2025-11-24T00:00:00,2025-11-24T00:00:00,
4900016497,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,4500005185
4900016498,2025,2025-12-27T00:00:00,2025-12-27T00:00:00,
4900016499,2026,2026-01-29T00:00:00,2026-01-29T00:00:00,4500005186
4900016500,2026,2026-01-31T00:00:00,2026-01-31T00:00:00,
4900016501,2026,2026-02-13T00:00:00,2026-02-13T00:00:00,
4900016502,2026,2026-03-01T00:00:00,2026-03-01T00:00:00,
4900016503,2026,2026-04-23T00:00:00,2026-04-23T00:00:00,
4900016504,2026,2026-05-23T00:00:00,2026-05-23T00:00:00,
4900016505,2026,2026-06-07T00:00:00,2026-06-07T00:00:00,
4900016506,2026,2026-07-11T00:00:00,2026-07-11T00:00:00,
4900016507,2026,2026-08-10T00:00:00,2026-08-10T00:00:00,4500005187
4900016508,2026,2026-08-30T00:00:00,2026-08-30T00:00:00,
4900016509,2024,2024-09-02T00:00:00,2024-09-02T00:00:00,
4900016510,2024,2024-10-10T00:00:00,2024-10-10T00:00:00,
4900016511,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,
4900016512,2025,2025-01-12T00:00:00,2025-01-12T00:00:00,
4900016513,2025,2025-03-12T00:00:00,2025-03-12T00:00:00,
4900016514,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,4500005190
4900016515,2025,2025-04-21T00:00:00,2025-04-21T00:00:00,
4900016516,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900016517,2025,2025-06-07T00:00:00,2025-06-07T00:00:00,
4900016518,2025,2025-07-09T00:00:00,2025-07-09T00:00:00,
4900016519,2025,2025-09-20T00:00:00,2025-09-20T00:00:00,
4900016520,2025,2025-10-11T00:00:00,2025-10-11T00:00:00,4500005191
4900016521,2025,2025-11-30T00:00:00,2025-11-30T00:00:00,
4900016522,2025,2025-12-17T00:00:00,2025-12-17T00:00:00,
4900016523,2026,2026-01-06T00:00:00,2026-01-06T00:00:00,
4900016524,2026,2026-02-22T00:00:00,2026-02-22T00:00:00,
4900016525,2026,2026-03-07T00:00:00,2026-03-07T00:00:00,4500005192
4900016526,2026,2026-05-13T00:00:00,2026-05-13T00:00:00,
4900016527,2026,2026-07-17T00:00:00,2026-07-17T00:00:00,
4900016528,2024,2024-09-12T00:00:00,2024-09-12T00:00:00,
4900016529,2024,2024-10-15T00:00:00,2024-10-15T00:00:00,
4900016530,2024,2024-10-18T00:00:00,2024-10-18T00:00:00,4500005193
4900016531,2024,2024-11-03T00:00:00,2024-11-03T00:00:00,
4900016532,2024,2024-12-16T00:00:00,2024-12-16T00:00:00,4500005194
4900016533,2025,2025-03-21T00:00:00,2025-03-21T00:00:00,
4900016534,2025,2025-05-11T00:00:00,2025-05-11T00:00:00,4500005196
4900016535,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900016536,2025,2025-06-30T00:00:00,2025-06-30T00:00:00,4500005197
4900016537,2025,2025-12-01T00:00:00,2025-12-01T00:00:00,
4900016538,2026,2026-01-15T00:00:00,2026-01-15T00:00:00,
4900016539,2026,2026-02-28T00:00:00,2026-02-28T00:00:00,
4900016540,2026,2026-04-10T00:00:00,2026-04-10T00:00:00,4500005199
4900016541,2026,2026-04-16T00:00:00,2026-04-16T00:00:00,
4900016542,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900016543,2026,2026-06-11T00:00:00,2026-06-11T00:00:00,4500005200
4900016544,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,
4900016545,2024,2024-11-11T00:00:00,2024-11-11T00:00:00,4500005201
4900016546,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900016547,2025,2025-03-31T00:00:00,2025-03-31T00:00:00,
4900016548,2025,2025-04-25T00:00:00,2025-04-25T00:00:00,
4900016549,2025,2025-05-20T00:00:00,2025-05-20T00:00:00,4500005202
4900016550,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,
4900016551,2025,2025-07-09T00:00:00,2025-07-09T00:00:00,
4900016552,2025,2025-07-14T00:00:00,2025-07-14T00:00:00,4500005203
4900016553,2025,2025-08-16T00:00:00,2025-08-16T00:00:00,
4900016554,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,4500005205
4900016555,2026,2026-01-13T00:00:00,2026-01-13T00:00:00,
4900016556,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900016557,2026,2026-08-25T00:00:00,2026-08-25T00:00:00,
4900016558,2026,2026-08-27T00:00:00,2026-08-27T00:00:00,4500005206
4900016559,2024,2024-11-15T00:00:00,2024-11-15T00:00:00,
4900016560,2025,2025-01-21T00:00:00,2025-01-21T00:00:00,4500005207
4900016561,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900016562,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,
4900016563,2025,2025-10-31T00:00:00,2025-10-31T00:00:00,
4900016564,2025,2025-11-24T00:00:00,2025-11-24T00:00:00,
4900016565,2026,2026-01-10T00:00:00,2026-01-10T00:00:00,4500005209
4900016566,2026,2026-03-04T00:00:00,2026-03-04T00:00:00,
4900016567,2026,2026-05-14T00:00:00,2026-05-14T00:00:00,
4900016568,2024,2024-10-18T00:00:00,2024-10-18T00:00:00,4500005210
4900016569,2024,2024-11-30T00:00:00,2024-11-30T00:00:00,
4900016570,2025,2025-05-03T00:00:00,2025-05-03T00:00:00,
4900016571,2025,2025-06-14T00:00:00,2025-06-14T00:00:00,4500005211
4900016572,2025,2025-06-17T00:00:00,2025-06-17T00:00:00,
4900016573,2025,2025-07-15T00:00:00,2025-07-15T00:00:00,
4900016574,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,
4900016575,2025,2025-09-03T00:00:00,2025-09-03T00:00:00,4500005213
4900016576,2025,2025-09-28T00:00:00,2025-09-28T00:00:00,4500005214
4900016577,2025,2025-12-25T00:00:00,2025-12-25T00:00:00,
4900016578,2026,2026-05-17T00:00:00,2026-05-17T00:00:00,
4900016579,2026,2026-06-18T00:00:00,2026-06-18T00:00:00,
4900016580,2026,2026-08-10T00:00:00,2026-08-10T00:00:00,4500005215
4900016581,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900016582,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,4500005216
4900016583,2024,2024-12-13T00:00:00,2024-12-13T00:00:00,
4900016584,2025,2025-01-26T00:00:00,2025-01-26T00:00:00,
4900016585,2025,2025-03-18T00:00:00,2025-03-18T00:00:00,
4900016586,2025,2025-04-17T00:00:00,2025-04-17T00:00:00,
4900016587,2025,2025-05-03T00:00:00,2025-05-03T00:00:00,4500005217
4900016588,2025,2025-05-05T00:00:00,2025-05-05T00:00:00,
4900016589,2025,2025-06-03T00:00:00,2025-06-03T00:00:00,
4900016590,2025,2025-07-14T00:00:00,2025-07-14T00:00:00,
4900016591,2025,2025-08-29T00:00:00,2025-08-29T00:00:00,4500005218
4900016592,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,
4900016593,2025,2025-10-09T00:00:00,2025-10-09T00:00:00,
4900016594,2025,2025-11-08T00:00:00,2025-11-08T00:00:00,
4900016595,2026,2026-04-11T00:00:00,2026-04-11T00:00:00,
4900016596,2026,2026-08-05T00:00:00,2026-08-05T00:00:00,
4900016597,2026,2026-08-11T00:00:00,2026-08-11T00:00:00,4500005221
4900016598,2024,2024-10-30T00:00:00,2024-10-30T00:00:00,
4900016599,2024,2024-11-19T00:00:00,2024-11-19T00:00:00,
4900016600,2024,2024-12-28T00:00:00,2024-12-28T00:00:00,4500005222
4900016601,2025,2025-03-01T00:00:00,2025-03-01T00:00:00,
4900016602,2025,2025-05-16T00:00:00,2025-05-16T00:00:00,
4900016603,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900016604,2025,2025-08-22T00:00:00,2025-08-22T00:00:00,
4900016605,2025,2025-10-12T00:00:00,2025-10-12T00:00:00,
4900016606,2025,2025-12-13T00:00:00,2025-12-13T00:00:00,4500005224
4900016607,2025,2025-12-13T00:00:00,2025-12-13T00:00:00,
4900016608,2026,2026-01-05T00:00:00,2026-01-05T00:00:00,
4900016609,2026,2026-02-03T00:00:00,2026-02-03T00:00:00,
4900016610,2026,2026-05-08T00:00:00,2026-05-08T00:00:00,
4900016611,2026,2026-07-03T00:00:00,2026-07-03T00:00:00,
4900016612,2024,2024-09-12T00:00:00,2024-09-12T00:00:00,
4900016613,2024,2024-10-06T00:00:00,2024-10-06T00:00:00,
4900016614,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,4500005226
4900016615,2024,2024-12-22T00:00:00,2024-12-22T00:00:00,
4900016616,2025,2025-01-21T00:00:00,2025-01-21T00:00:00,
4900016617,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,4500005227
4900016618,2025,2025-03-20T00:00:00,2025-03-20T00:00:00,4500005228
4900016619,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900016620,2025,2025-05-08T00:00:00,2025-05-08T00:00:00,
4900016621,2026,2026-05-17T00:00:00,2026-05-17T00:00:00,
4900016622,2026,2026-07-14T00:00:00,2026-07-14T00:00:00,4500005229
4900016623,2026,2026-07-23T00:00:00,2026-07-23T00:00:00,
4900016624,2026,2026-08-31T00:00:00,2026-08-31T00:00:00,
4900016625,2024,2024-09-06T00:00:00,2024-09-06T00:00:00,
4900016626,2024,2024-10-13T00:00:00,2024-10-13T00:00:00,
4900016627,2024,2024-12-01T00:00:00,2024-12-01T00:00:00,
4900016628,2025,2025-02-10T00:00:00,2025-02-10T00:00:00,4500005231
4900016629,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900016630,2025,2025-04-29T00:00:00,2025-04-29T00:00:00,
4900016631,2025,2025-05-09T00:00:00,2025-05-09T00:00:00,
4900016632,2025,2025-07-16T00:00:00,2025-07-16T00:00:00,
4900016633,2025,2025-08-27T00:00:00,2025-08-27T00:00:00,
4900016634,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900016635,2026,2026-01-28T00:00:00,2026-01-28T00:00:00,
4900016636,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,
4900016637,2026,2026-04-16T00:00:00,2026-04-16T00:00:00,
4900016638,2026,2026-06-26T00:00:00,2026-06-26T00:00:00,4500005232
4900016639,2026,2026-06-27T00:00:00,2026-06-27T00:00:00,
4900016640,2024,2024-09-19T00:00:00,2024-09-19T00:00:00,
4900016641,2024,2024-10-05T00:00:00,2024-10-05T00:00:00,
4900016642,2025,2025-02-26T00:00:00,2025-02-26T00:00:00,
4900016643,2025,2025-03-04T00:00:00,2025-03-04T00:00:00,
4900016644,2025,2025-04-06T00:00:00,2025-04-06T00:00:00,4500005234
4900016645,2025,2025-06-18T00:00:00,2025-06-18T00:00:00,
4900016646,2025,2025-09-04T00:00:00,2025-09-04T00:00:00,
4900016647,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900016648,2025,2025-12-13T00:00:00,2025-12-13T00:00:00,4500005235
4900016649,2026,2026-01-23T00:00:00,2026-01-23T00:00:00,
4900016650,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,
4900016651,2026,2026-05-30T00:00:00,2026-05-30T00:00:00,
4900016652,2026,2026-07-14T00:00:00,2026-07-14T00:00:00,
4900016653,2024,2024-10-10T00:00:00,2024-10-10T00:00:00,
4900016654,2024,2024-11-11T00:00:00,2024-11-11T00:00:00,4500005237
4900016655,2024,2024-11-27T00:00:00,2024-11-27T00:00:00,
4900016656,2024,2024-12-31T00:00:00,2024-12-31T00:00:00,4500005238
4900016657,2025,2025-01-31T00:00:00,2025-01-31T00:00:00,
4900016658,2025,2025-02-23T00:00:00,2025-02-23T00:00:00,
4900016659,2025,2025-03-28T00:00:00,2025-03-28T00:00:00,4500005239
4900016660,2025,2025-04-30T00:00:00,2025-04-30T00:00:00,
4900016661,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900016662,2025,2025-07-17T00:00:00,2025-07-17T00:00:00,
4900016663,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,4500005241
4900016664,2025,2025-11-04T00:00:00,2025-11-04T00:00:00,
4900016665,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,4500005243
4900016666,2026,2026-03-01T00:00:00,2026-03-01T00:00:00,
4900016667,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,
4900016668,2026,2026-06-29T00:00:00,2026-06-29T00:00:00,
4900016669,2026,2026-08-02T00:00:00,2026-08-02T00:00:00,4500005245
4900016670,2024,2024-09-30T00:00:00,2024-09-30T00:00:00,
4900016671,2024,2024-12-08T00:00:00,2024-12-08T00:00:00,4500005246
4900016672,2025,2025-03-21T00:00:00,2025-03-21T00:00:00,
4900016673,2025,2025-04-04T00:00:00,2025-04-04T00:00:00,
4900016674,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,
4900016675,2025,2025-06-12T00:00:00,2025-06-12T00:00:00,
4900016676,2025,2025-07-23T00:00:00,2025-07-23T00:00:00,
4900016677,2025,2025-11-13T00:00:00,2025-11-13T00:00:00,4500005249
4900016678,2026,2026-01-09T00:00:00,2026-01-09T00:00:00,
4900016679,2026,2026-02-21T00:00:00,2026-02-21T00:00:00,
4900016680,2026,2026-03-30T00:00:00,2026-03-30T00:00:00,
4900016681,2026,2026-06-24T00:00:00,2026-06-24T00:00:00,
4900016682,2026,2026-08-29T00:00:00,2026-08-29T00:00:00,
4900016683,2024,2024-10-08T00:00:00,2024-10-08T00:00:00,
4900016684,2024,2024-12-29T00:00:00,2024-12-29T00:00:00,
4900016685,2025,2025-01-23T00:00:00,2025-01-23T00:00:00,4500005251
4900016686,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,
4900016687,2025,2025-03-07T00:00:00,2025-03-07T00:00:00,
4900016688,2025,2025-08-28T00:00:00,2025-08-28T00:00:00,
4900016689,2025,2025-10-22T00:00:00,2025-10-22T00:00:00,4500005253
4900016690,2026,2026-02-09T00:00:00,2026-02-09T00:00:00,
4900016691,2026,2026-03-27T00:00:00,2026-03-27T00:00:00,
4900016692,2026,2026-04-29T00:00:00,2026-04-29T00:00:00,
4900016693,2026,2026-05-11T00:00:00,2026-05-11T00:00:00,4500005254
4900016694,2026,2026-05-28T00:00:00,2026-05-28T00:00:00,
4900016695,2026,2026-06-15T00:00:00,2026-06-15T00:00:00,
4900016696,2026,2026-08-20T00:00:00,2026-08-20T00:00:00,4500005255
4900016697,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,
4900016698,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,4500005256
4900016699,2025,2025-09-07T00:00:00,2025-09-07T00:00:00,
4900016700,2025,2025-09-27T00:00:00,2025-09-27T00:00:00,4500005257
4900016701,2026,2026-02-13T00:00:00,2026-02-13T00:00:00,
4900016702,2026,2026-03-10T00:00:00,2026-03-10T00:00:00,4500005258
4900016703,2026,2026-05-16T00:00:00,2026-05-16T00:00:00,
4900016704,2026,2026-08-30T00:00:00,2026-08-30T00:00:00,
4900016705,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900016706,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,
4900016707,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900016708,2024,2024-11-02T00:00:00,2024-11-02T00:00:00,4500005260
4900016709,2024,2024-12-11T00:00:00,2024-12-11T00:00:00,
4900016710,2025,2025-04-05T00:00:00,2025-04-05T00:00:00,
4900016711,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,4500005261
4900016712,2025,2025-05-28T00:00:00,2025-05-28T00:00:00,
4900016713,2025,2025-09-05T00:00:00,2025-09-05T00:00:00,
4900016714,2025,2025-10-08T00:00:00,2025-10-08T00:00:00,
4900016715,2025,2025-10-14T00:00:00,2025-10-14T00:00:00,4500005262
4900016716,2025,2025-11-30T00:00:00,2025-11-30T00:00:00,
4900016717,2025,2025-12-11T00:00:00,2025-12-11T00:00:00,
4900016718,2026,2026-02-16T00:00:00,2026-02-16T00:00:00,4500005264
4900016719,2026,2026-03-30T00:00:00,2026-03-30T00:00:00,
4900016720,2026,2026-04-19T00:00:00,2026-04-19T00:00:00,
4900016721,2026,2026-05-10T00:00:00,2026-05-10T00:00:00,
4900016722,2026,2026-05-25T00:00:00,2026-05-25T00:00:00,4500005265
4900016723,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,
4900016724,2024,2024-12-16T00:00:00,2024-12-16T00:00:00,
4900016725,2025,2025-01-27T00:00:00,2025-01-27T00:00:00,
4900016726,2025,2025-03-30T00:00:00,2025-03-30T00:00:00,
4900016727,2025,2025-07-05T00:00:00,2025-07-05T00:00:00,
4900016728,2025,2025-09-20T00:00:00,2025-09-20T00:00:00,
4900016729,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,
4900016730,2025,2025-12-01T00:00:00,2025-12-01T00:00:00,4500005266
4900016731,2026,2026-04-09T00:00:00,2026-04-09T00:00:00,
4900016732,2026,2026-05-05T00:00:00,2026-05-05T00:00:00,
4900016733,2026,2026-06-15T00:00:00,2026-06-15T00:00:00,
4900016734,2026,2026-07-03T00:00:00,2026-07-03T00:00:00,
4900016735,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,4500005267
4900016736,2024,2024-09-11T00:00:00,2024-09-11T00:00:00,
4900016737,2024,2024-10-16T00:00:00,2024-10-16T00:00:00,
4900016738,2024,2024-12-30T00:00:00,2024-12-30T00:00:00,
4900016739,2025,2025-01-09T00:00:00,2025-01-09T00:00:00,
4900016740,2025,2025-01-20T00:00:00,2025-01-20T00:00:00,4500005268
4900016741,2025,2025-02-08T00:00:00,2025-02-08T00:00:00,
4900016742,2025,2025-06-23T00:00:00,2025-06-23T00:00:00,4500005270
4900016743,2025,2025-06-25T00:00:00,2025-06-25T00:00:00,
4900016744,2025,2025-08-03T00:00:00,2025-08-03T00:00:00,
4900016745,2025,2025-09-14T00:00:00,2025-09-14T00:00:00,
4900016746,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900016747,2025,2025-11-09T00:00:00,2025-11-09T00:00:00,
4900016748,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,
4900016749,2026,2026-01-18T00:00:00,2026-01-18T00:00:00,4500005271
4900016750,2026,2026-06-25T00:00:00,2026-06-25T00:00:00,
4900016751,2026,2026-07-11T00:00:00,2026-07-11T00:00:00,
4900016752,2024,2024-10-02T00:00:00,2024-10-02T00:00:00,
4900016753,2024,2024-12-10T00:00:00,2024-12-10T00:00:00,
4900016754,2025,2025-01-09T00:00:00,2025-01-09T00:00:00,4500005273
4900016755,2025,2025-01-27T00:00:00,2025-01-27T00:00:00,
4900016756,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900016757,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,
4900016758,2025,2025-07-17T00:00:00,2025-07-17T00:00:00,
4900016759,2025,2025-07-24T00:00:00,2025-07-24T00:00:00,4500005274
4900016760,2025,2025-08-23T00:00:00,2025-08-23T00:00:00,
4900016761,2026,2026-01-09T00:00:00,2026-01-09T00:00:00,
4900016762,2026,2026-01-26T00:00:00,2026-01-26T00:00:00,4500005275
4900016763,2026,2026-02-21T00:00:00,2026-02-21T00:00:00,
4900016764,2026,2026-05-13T00:00:00,2026-05-13T00:00:00,
4900016765,2026,2026-06-30T00:00:00,2026-06-30T00:00:00,
4900016766,2026,2026-08-30T00:00:00,2026-08-30T00:00:00,
4900016767,2024,2024-09-08T00:00:00,2024-09-08T00:00:00,
4900016768,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,4500005277
4900016769,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900016770,2024,2024-11-10T00:00:00,2024-11-10T00:00:00,
4900016771,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,4500005278
4900016772,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,4500005279
4900016773,2025,2025-01-31T00:00:00,2025-01-31T00:00:00,
4900016774,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900016775,2025,2025-03-18T00:00:00,2025-03-18T00:00:00,4500005280
4900016776,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,
4900016777,2025,2025-04-24T00:00:00,2025-04-24T00:00:00,
4900016778,2025,2025-04-25T00:00:00,2025-04-25T00:00:00,4500005281
4900016779,2025,2025-05-25T00:00:00,2025-05-25T00:00:00,4500005282
4900016780,2025,2025-08-18T00:00:00,2025-08-18T00:00:00,
4900016781,2025,2025-09-05T00:00:00,2025-09-05T00:00:00,
4900016782,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,
4900016783,2026,2026-01-26T00:00:00,2026-01-26T00:00:00,
4900016784,2026,2026-02-13T00:00:00,2026-02-13T00:00:00,4500005283
4900016785,2026,2026-04-17T00:00:00,2026-04-17T00:00:00,4500005286
4900016786,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900016787,2026,2026-06-11T00:00:00,2026-06-11T00:00:00,4500005287
4900016788,2026,2026-06-20T00:00:00,2026-06-20T00:00:00,
4900016789,2026,2026-07-25T00:00:00,2026-07-25T00:00:00,4500005288
4900016790,2026,2026-09-03T00:00:00,2026-09-03T00:00:00,
4900016791,2025,2025-01-17T00:00:00,2025-01-17T00:00:00,
4900016792,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,4500005289
4900016793,2025,2025-07-16T00:00:00,2025-07-16T00:00:00,
4900016794,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,4500005290
4900016795,2025,2025-10-06T00:00:00,2025-10-06T00:00:00,
4900016796,2025,2025-11-03T00:00:00,2025-11-03T00:00:00,4500005291
4900016797,2026,2026-03-19T00:00:00,2026-03-19T00:00:00,
4900016798,2026,2026-04-23T00:00:00,2026-04-23T00:00:00,
4900016799,2026,2026-05-21T00:00:00,2026-05-21T00:00:00,4500005292
4900016800,2026,2026-06-14T00:00:00,2026-06-14T00:00:00,
4900016801,2024,2024-09-22T00:00:00,2024-09-22T00:00:00,
4900016802,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900016803,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,
4900016804,2025,2025-01-22T00:00:00,2025-01-22T00:00:00,
4900016805,2025,2025-02-13T00:00:00,2025-02-13T00:00:00,
4900016806,2025,2025-03-17T00:00:00,2025-03-17T00:00:00,
4900016807,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,4500005296
4900016808,2025,2025-05-31T00:00:00,2025-05-31T00:00:00,
4900016809,2025,2025-12-19T00:00:00,2025-12-19T00:00:00,4500005298
4900016810,2026,2026-01-10T00:00:00,2026-01-10T00:00:00,
4900016811,2026,2026-03-07T00:00:00,2026-03-07T00:00:00,
4900016812,2026,2026-07-23T00:00:00,2026-07-23T00:00:00,
