Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500004142,ZDOM,2025-11-06T00:00:00,0001000040,Z100,Z02,ZAR
4500004143,AN,2026-02-23T00:00:00,0001000040,Z100,Z02,ZAR
4500004144,ZDOM,2026-03-25T00:00:00,0001000040,Z100,Z01,ZAR
4500004145,AN,2024-10-28T00:00:00,0001000040,Z100,Z01,ZAR
4500004146,ZDOM,2025-07-30T00:00:00,0001000040,Z100,Z03,ZAR
4500004147,AN,2025-08-17T00:00:00,0001000040,Z100,Z03,ZAR
4500004148,AN,2026-05-29T00:00:00,0001000040,Z100,Z03,ZAR
4500004149,WK,2026-07-02T00:00:00,0001000040,Z100,Z03,ZAR
4500004150,WK,2024-10-06T00:00:00,0001000007,Z100,Z03,ZAR
4500004151,WK,2024-10-30T00:00:00,0001000007,Z100,Z01,ZAR
4500004152,ZDOM,2025-04-11T00:00:00,0001000007,Z100,Z03,ZAR
4500004153,AN,2024-12-11T00:00:00,0001000007,Z100,Z03,ZAR
4500004154,WK,2025-11-09T00:00:00,0001000007,Z100,Z01,ZAR
4500004155,WK,2025-09-18T00:00:00,0001000059,Z100,Z03,ZAR
4500004156,WK,2026-07-24T00:00:00,0001000059,Z100,Z02,ZAR
4500004157,ZDOM,2024-10-27T00:00:00,0001000012,Z100,Z01,ZAR
4500004158,AN,2025-03-19T00:00:00,0001000012,Z100,Z03,ZAR
4500004159,WK,2025-04-13T00:00:00,0001000012,Z100,Z01,ZAR
4500004160,WK,2026-02-19T00:00:00,0001000012,Z100,Z02,ZAR
4500004161,AN,2026-06-08T00:00:00,0001000012,Z100,Z01,ZAR
4500004162,ZDOM,2024-09-24T00:00:00,0001000002,Z100,Z03,ZAR
4500004163,ZDOM,2024-10-19T00:00:00,0001000002,Z100,Z02,ZAR
4500004164,AN,2025-04-06T00:00:00,0001000002,Z100,Z03,ZAR
4500004165,ZDOM,2025-12-03T00:00:00,0001000002,Z100,Z02,ZAR
4500004166,ZDOM,2026-06-26T00:00:00,0001000002,Z100,Z02,ZAR
4500004167,WK,2025-02-17T00:00:00,0001000021,Z100,Z01,ZAR
4500004168,WK,2025-05-04T00:00:00,0001000021,Z100,Z01,ZAR
4500004169,AN,2026-06-21T00:00:00,0001000021,Z100,Z02,ZAR
4500004170,WK,2026-08-16T00:00:00,0001000021,Z100,Z03,ZAR
4500004171,WK,2024-10-06T00:00:00,0001000054,Z100,Z03,ZAR
4500004172,ZDOM,2024-11-17T00:00:00,0001000054,Z100,Z02,ZAR
4500004173,AN,2025-05-29T00:00:00,0001000054,Z100,Z01,ZAR
4500004174,AN,2025-12-03T00:00:00,0001000054,Z100,Z01,ZAR
4500004175,ZDOM,2026-03-30T00:00:00,0001000054,Z100,Z03,ZAR
4500004176,WK,2024-09-19T00:00:00,0001000054,Z100,Z01,ZAR
4500004177,AN,2024-10-11T00:00:00,0001000054,Z100,Z02,ZAR
4500004178,AN,2025-04-06T00:00:00,0001000054,Z100,Z01,ZAR
4500004179,ZDOM,2025-05-10T00:00:00,0001000054,Z100,Z02,ZAR
4500004180,ZDOM,2025-07-22T00:00:00,0001000054,Z100,Z03,ZAR
4500004181,ZDOM,2025-11-20T00:00:00,0001000054,Z100,Z03,ZAR
4500004182,WK,2026-05-30T00:00:00,0001000054,Z100,Z01,ZAR
4500004183,ZDOM,2026-06-26T00:00:00,0001000054,Z100,Z02,ZAR
4500004184,WK,2025-03-12T00:00:00,0001000052,Z100,Z01,ZAR
4500004185,ZDOM,2025-05-11T00:00:00,0001000052,Z100,Z01,ZAR
4500004186,ZDOM,2025-05-24T00:00:00,0001000052,Z100,Z03,ZAR
4500004187,WK,2025-09-08T00:00:00,0001000052,Z100,Z02,ZAR
4500004188,AN,2025-12-01T00:00:00,0001000052,Z100,Z01,ZAR
4500004189,ZDOM,2026-02-20T00:00:00,0001000052,Z100,Z03,ZAR
4500004190,ZDOM,2026-03-12T00:00:00,0001000052,Z100,Z01,ZAR
4500004191,AN,2026-08-27T00:00:00,0001000052,Z100,Z02,ZAR
4500004192,WK,2024-11-11T00:00:00,0001000005,Z100,Z03,ZAR
4500004193,ZDOM,2024-12-03T00:00:00,0001000005,Z100,Z02,ZAR
4500004194,ZDOM,2025-06-23T00:00:00,0001000005,Z100,Z03,ZAR
4500004195,WK,2026-01-21T00:00:00,0001000005,Z100,Z02,ZAR
4500004196,ZDOM,2026-03-08T00:00:00,0001000005,Z100,Z03,ZAR
4500004197,AN,2025-09-08T00:00:00,0001000019,Z100,Z01,ZAR
4500004198,WK,2025-12-22T00:00:00,0001000019,Z100,Z03,ZAR
4500004199,WK,2026-01-24T00:00:00,0001000019,Z100,Z02,ZAR
4500004200,WK,2024-11-28T00:00:00,0001000006,Z100,Z01,ZAR
4500004201,ZDOM,2025-11-04T00:00:00,0001000006,Z100,Z01,ZAR
4500004202,AN,2026-03-13T00:00:00,0001000006,Z100,Z01,ZAR
4500004203,WK,2026-05-09T00:00:00,0001000006,Z100,Z03,ZAR
4500004204,WK,2026-07-03T00:00:00,0001000006,Z100,Z01,ZAR
4500004205,WK,2024-10-31T00:00:00,0001000006,Z100,Z02,ZAR
4500004206,WK,2025-05-03T00:00:00,0001000006,Z100,Z03,ZAR
4500004207,ZDOM,2025-10-20T00:00:00,0001000006,Z100,Z02,ZAR
4500004208,ZDOM,2026-02-08T00:00:00,0001000006,Z100,Z02,ZAR
4500004209,AN,2026-07-10T00:00:00,0001000006,Z100,Z01,ZAR
4500004210,ZDOM,2024-09-23T00:00:00,0001000039,Z100,Z01,ZAR
4500004211,ZDOM,2024-11-25T00:00:00,0001000039,Z100,Z01,ZAR
4500004212,WK,2025-06-12T00:00:00,0001000039,Z100,Z03,ZAR
4500004213,ZDOM,2025-09-19T00:00:00,0001000039,Z100,Z01,ZAR
4500004214,AN,2026-04-02T00:00:00,0001000039,Z100,Z01,ZAR
4500004215,ZDOM,2026-06-21T00:00:00,0001000039,Z100,Z02,ZAR
4500004216,AN,2026-04-24T00:00:00,0001000002,Z100,Z01,ZAR
4500004217,AN,2024-10-14T00:00:00,0001000038,Z100,Z01,ZAR
4500004218,ZDOM,2024-11-27T00:00:00,0001000038,Z100,Z02,ZAR
4500004219,WK,2025-01-21T00:00:00,0001000038,Z100,Z03,ZAR
4500004220,AN,2025-08-12T00:00:00,0001000038,Z100,Z03,ZAR
4500004221,WK,2025-09-22T00:00:00,0001000038,Z100,Z02,ZAR
4500004222,WK,2026-02-28T00:00:00,0001000038,Z100,Z01,ZAR
4500004223,ZDOM,2026-07-21T00:00:00,0001000038,Z100,Z01,ZAR
4500004224,AN,2024-09-15T00:00:00,0001000018,Z100,Z02,ZAR
4500004225,AN,2025-09-09T00:00:00,0001000018,Z100,Z01,ZAR
4500004226,WK,2026-07-18T00:00:00,0001000018,Z100,Z01,ZAR
4500004227,WK,2026-08-19T00:00:00,0001000018,Z100,Z01,ZAR
4500004228,AN,2024-09-28T00:00:00,0001000018,Z100,Z02,ZAR
4500004229,ZDOM,2025-02-26T00:00:00,0001000018,Z100,Z01,ZAR
4500004230,ZDOM,2026-01-30T00:00:00,0001000018,Z100,Z01,ZAR
4500004231,ZDOM,2026-08-09T00:00:00,0001000018,Z100,Z02,ZAR
4500004232,AN,2025-06-22T00:00:00,0001000039,Z100,Z02,ZAR
4500004233,AN,2025-08-21T00:00:00,0001000039,Z100,Z01,ZAR
4500004234,AN,2025-12-15T00:00:00,0001000039,Z100,Z02,ZAR
4500004235,ZDOM,2026-03-20T00:00:00,0001000039,Z100,Z02,ZAR
4500004236,WK,2026-08-05T00:00:00,0001000039,Z100,Z03,ZAR
4500004237,WK,2024-10-21T00:00:00,0001000045,Z100,Z03,ZAR
4500004238,AN,2024-11-22T00:00:00,0001000045,Z100,Z03,ZAR
4500004239,WK,2025-06-23T00:00:00,0001000045,Z100,Z03,ZAR
4500004240,ZDOM,2026-05-23T00:00:00,0001000045,Z100,Z01,ZAR
4500004241,ZDOM,2024-10-11T00:00:00,0001000045,Z100,Z02,ZAR
4500004242,AN,2025-04-29T00:00:00,0001000045,Z100,Z03,ZAR
4500004243,AN,2025-06-15T00:00:00,0001000045,Z100,Z01,ZAR
4500004244,ZDOM,2025-09-10T00:00:00,0001000045,Z100,Z01,ZAR
4500004245,AN,2026-07-18T00:00:00,0001000045,Z100,Z02,ZAR
4500004246,WK,2024-10-18T00:00:00,0001000013,Z100,Z03,ZAR
4500004247,ZDOM,2025-04-25T00:00:00,0001000013,Z100,Z03,ZAR
4500004248,WK,2025-10-04T00:00:00,0001000013,Z100,Z02,ZAR
4500004249,AN,2025-10-15T00:00:00,0001000013,Z100,Z03,ZAR
4500004250,WK,2026-04-16T00:00:00,0001000013,Z100,Z01,ZAR
4500004251,ZDOM,2026-05-10T00:00:00,0001000013,Z100,Z02,ZAR
4500004252,AN,2024-11-11T00:00:00,0001000008,Z100,Z01,ZAR
4500004253,WK,2025-01-26T00:00:00,0001000008,Z100,Z03,ZAR
4500004254,AN,2025-04-23T00:00:00,0001000008,Z100,Z02,ZAR
4500004255,WK,2025-08-19T00:00:00,0001000008,Z100,Z03,ZAR
4500004256,WK,2025-10-11T00:00:00,0001000008,Z100,Z03,ZAR
4500004257,WK,2025-12-04T00:00:00,0001000008,Z100,Z03,ZAR
4500004258,WK,2026-03-22T00:00:00,0001000008,Z100,Z01,ZAR
4500004259,ZDOM,2026-04-23T00:00:00,0001000008,Z100,Z01,ZAR
4500004260,WK,2024-09-16T00:00:00,0001000032,Z100,Z01,ZAR
4500004261,ZDOM,2024-10-28T00:00:00,0001000032,Z100,Z02,ZAR
4500004262,WK,2025-11-14T00:00:00,0001000032,Z100,Z01,ZAR
4500004263,ZDOM,2024-11-20T00:00:00,0001000053,Z100,Z02,ZAR
4500004264,WK,2025-05-30T00:00:00,0001000053,Z100,Z02,ZAR
4500004265,ZDOM,2025-07-03T00:00:00,0001000053,Z100,Z02,ZAR
4500004266,WK,2025-07-20T00:00:00,0001000053,Z100,Z03,ZAR
4500004267,WK,2026-03-12T00:00:00,0001000053,Z100,Z03,ZAR
4500004268,ZDOM,2024-09-26T00:00:00,0001000058,Z100,Z01,ZAR
4500004269,ZDOM,2025-03-27T00:00:00,0001000058,Z100,Z03,ZAR
4500004270,WK,2025-08-24T00:00:00,0001000058,Z100,Z01,ZAR
4500004271,WK,2026-01-23T00:00:00,0001000058,Z100,Z02,ZAR
4500004272,AN,2024-09-13T00:00:00,0001000014,Z100,Z03,ZAR
4500004273,ZDOM,2024-10-09T00:00:00,0001000014,Z100,Z02,ZAR
4500004274,AN,2024-12-02T00:00:00,0001000014,Z100,Z01,ZAR
4500004275,AN,2024-12-24T00:00:00,0001000014,Z100,Z03,ZAR
4500004276,AN,2025-05-17T00:00:00,0001000014,Z100,Z03,ZAR
4500004277,AN,2025-09-25T00:00:00,0001000014,Z100,Z03,ZAR
4500004278,AN,2026-05-24T00:00:00,0001000014,Z100,Z03,ZAR
4500004279,WK,2024-09-16T00:00:00,0001000004,Z100,Z02,ZAR
4500004280,ZDOM,2024-12-26T00:00:00,0001000004,Z100,Z02,ZAR
4500004281,WK,2025-01-17T00:00:00,0001000004,Z100,Z03,ZAR
4500004282,ZDOM,2025-09-28T00:00:00,0001000004,Z100,Z02,ZAR
4500004283,ZDOM,2026-03-29T00:00:00,0001000004,Z100,Z03,ZAR
4500004284,AN,2024-11-05T00:00:00,0001000022,Z100,Z01,ZAR
4500004285,WK,2024-11-13T00:00:00,0001000022,Z100,Z03,ZAR
4500004286,WK,2026-02-07T00:00:00,0001000022,Z100,Z03,ZAR
4500004287,WK,2024-09-18T00:00:00,0001000025,Z100,Z03,ZAR
4500004288,ZDOM,2024-11-22T00:00:00,0001000025,Z100,Z01,ZAR
4500004289,WK,2025-03-26T00:00:00,0001000025,Z100,Z03,ZAR
4500004290,WK,2025-04-13T00:00:00,0001000025,Z100,Z03,ZAR
4500004291,AN,2024-09-06T00:00:00,0001000034,Z100,Z03,ZAR
4500004292,ZDOM,2025-02-01T00:00:00,0001000034,Z100,Z01,ZAR
4500004293,AN,2025-02-09T00:00:00,0001000034,Z100,Z02,ZAR
4500004294,AN,2025-07-20T00:00:00,0001000034,Z100,Z02,ZAR
4500004295,ZDOM,2025-12-25T00:00:00,0001000034,Z100,Z01,ZAR
4500004296,WK,2026-04-16T00:00:00,0001000034,Z100,Z01,ZAR
4500004297,ZDOM,2024-10-02T00:00:00,0001000034,Z100,Z01,ZAR
4500004298,WK,2024-12-27T00:00:00,0001000034,Z100,Z02,ZAR
4500004299,WK,2025-04-11T00:00:00,0001000034,Z100,Z03,ZAR
4500004300,ZDOM,2025-05-28T00:00:00,0001000034,Z100,Z01,ZAR
4500004301,WK,2025-08-29T00:00:00,0001000034,Z100,Z01,ZAR
4500004302,WK,2025-11-06T00:00:00,0001000034,Z100,Z03,ZAR
4500004303,WK,2026-01-12T00:00:00,0001000034,Z100,Z03,ZAR
4500004304,AN,2026-02-09T00:00:00,0001000034,Z100,Z03,ZAR
4500004305,ZDOM,2026-05-29T00:00:00,0001000034,Z100,Z02,ZAR
4500004306,ZDOM,2026-09-02T00:00:00,0001000034,Z100,Z02,ZAR
4500004307,WK,2024-09-10T00:00:00,0001000028,Z100,Z01,ZAR
4500004308,WK,2025-02-27T00:00:00,0001000028,Z100,Z03,ZAR
4500004309,AN,2025-10-13T00:00:00,0001000028,Z100,Z01,ZAR
4500004310,AN,2026-02-26T00:00:00,0001000028,Z100,Z01,ZAR
4500004311,ZDOM,2026-03-21T00:00:00,0001000028,Z100,Z03,ZAR
4500004312,WK,2026-05-02T00:00:00,0001000028,Z100,Z02,ZAR
4500004313,WK,2025-11-10T00:00:00,0001000046,Z100,Z02,ZAR
4500004314,AN,2026-02-09T00:00:00,0001000046,Z100,Z01,ZAR
4500004315,ZDOM,2024-10-12T00:00:00,0001000045,Z100,Z03,ZAR
4500004316,ZDOM,2025-08-10T00:00:00,0001000045,Z100,Z01,ZAR
4500004317,WK,2026-05-12T00:00:00,0001000045,Z100,Z02,ZAR
4500004318,AN,2024-09-25T00:00:00,0001000018,Z100,Z01,ZAR
4500004319,WK,2024-10-29T00:00:00,0001000018,Z100,Z03,ZAR
4500004320,ZDOM,2025-06-10T00:00:00,0001000018,Z100,Z01,ZAR
4500004321,ZDOM,2025-12-06T00:00:00,0001000018,Z100,Z03,ZAR
4500004322,AN,2026-03-06T00:00:00,0001000018,Z100,Z03,ZAR
4500004323,WK,2026-08-13T00:00:00,0001000018,Z100,Z01,ZAR
4500004324,ZDOM,2024-09-18T00:00:00,0001000018,Z100,Z01,ZAR
4500004325,ZDOM,2025-04-06T00:00:00,0001000018,Z100,Z03,ZAR
4500004326,AN,2025-04-10T00:00:00,0001000018,Z100,Z01,ZAR
4500004327,WK,2025-10-14T00:00:00,0001000018,Z100,Z01,ZAR
4500004328,AN,2025-11-11T00:00:00,0001000018,Z100,Z01,ZAR
4500004329,WK,2026-05-31T00:00:00,0001000018,Z100,Z01,ZAR
4500004330,WK,2026-09-07T00:00:00,0001000018,Z100,Z02,ZAR
4500004331,AN,2024-09-21T00:00:00,0001000054,Z100,Z01,ZAR
4500004332,ZDOM,2025-02-07T00:00:00,0001000054,Z100,Z02,ZAR
4500004333,ZDOM,2025-07-30T00:00:00,0001000054,Z100,Z03,ZAR
4500004334,WK,2026-03-03T00:00:00,0001000054,Z100,Z03,ZAR
4500004335,AN,2026-04-05T00:00:00,0001000054,Z100,Z02,ZAR
4500004336,AN,2026-07-31T00:00:00,0001000054,Z100,Z03,ZAR
4500004337,WK,2024-12-30T00:00:00,0001000015,Z100,Z01,ZAR
4500004338,ZDOM,2025-08-06T00:00:00,0001000015,Z100,Z03,ZAR
4500004339,WK,2024-09-28T00:00:00,0001000003,Z100,Z02,ZAR
4500004340,WK,2025-03-08T00:00:00,0001000003,Z100,Z02,ZAR
4500004341,WK,2024-10-18T00:00:00,0001000004,Z100,Z03,ZAR
4500004342,AN,2024-12-17T00:00:00,0001000004,Z100,Z01,ZAR
4500004343,AN,2025-02-10T00:00:00,0001000004,Z100,Z03,ZAR
4500004344,ZDOM,2025-04-04T00:00:00,0001000004,Z100,Z01,ZAR
4500004345,AN,2025-05-06T00:00:00,0001000004,Z100,Z03,ZAR
4500004346,ZDOM,2025-08-25T00:00:00,0001000004,Z100,Z02,ZAR
4500004347,ZDOM,2025-10-02T00:00:00,0001000004,Z100,Z01,ZAR
4500004348,ZDOM,2025-10-31T00:00:00,0001000004,Z100,Z02,ZAR
4500004349,WK,2025-12-20T00:00:00,0001000054,Z100,Z03,ZAR
4500004350,ZDOM,2026-01-09T00:00:00,0001000054,Z100,Z02,ZAR
4500004351,ZDOM,2024-09-18T00:00:00,0001000034,Z100,Z01,ZAR
4500004352,WK,2024-10-07T00:00:00,0001000034,Z100,Z02,ZAR
4500004353,WK,2026-01-22T00:00:00,0001000034,Z100,Z01,ZAR
4500004354,ZDOM,2024-10-09T00:00:00,0001000049,Z100,Z02,ZAR
4500004355,ZDOM,2025-10-15T00:00:00,0001000049,Z100,Z02,ZAR
4500004356,ZDOM,2026-02-23T00:00:00,0001000054,Z100,Z01,ZAR
4500004357,ZDOM,2025-08-02T00:00:00,0001000054,Z100,Z01,ZAR
4500004358,WK,2025-08-06T00:00:00,0001000054,Z100,Z02,ZAR
4500004359,AN,2026-03-14T00:00:00,0001000054,Z100,Z02,ZAR
4500004360,AN,2024-09-14T00:00:00,0001000020,Z100,Z02,ZAR
4500004361,ZDOM,2024-12-24T00:00:00,0001000020,Z100,Z03,ZAR
4500004362,WK,2025-01-26T00:00:00,0001000020,Z100,Z02,ZAR
4500004363,AN,2025-08-16T00:00:00,0001000020,Z100,Z01,ZAR
4500004364,AN,2026-05-30T00:00:00,0001000020,Z100,Z02,ZAR
4500004365,AN,2024-10-06T00:00:00,0001000020,Z100,Z02,ZAR
4500004366,WK,2024-11-05T00:00:00,0001000020,Z100,Z03,ZAR
4500004367,AN,2024-12-22T00:00:00,0001000020,Z100,Z01,ZAR
4500004368,AN,2025-01-19T00:00:00,0001000020,Z100,Z02,ZAR
4500004369,AN,2025-07-19T00:00:00,0001000020,Z100,Z03,ZAR
4500004370,ZDOM,2026-03-22T00:00:00,0001000020,Z100,Z01,ZAR
4500004371,AN,2026-09-07T00:00:00,0001000020,Z100,Z01,ZAR
4500004372,WK,2025-03-31T00:00:00,0001000024,Z100,Z01,ZAR
4500004373,AN,2025-07-27T00:00:00,0001000024,Z100,Z02,ZAR
4500004374,AN,2025-08-29T00:00:00,0001000024,Z100,Z03,ZAR
4500004375,WK,2026-02-20T00:00:00,0001000024,Z100,Z03,ZAR
4500004376,WK,2024-11-06T00:00:00,0001000024,Z100,Z01,ZAR
4500004377,AN,2025-08-18T00:00:00,0001000024,Z100,Z01,ZAR
4500004378,AN,2025-12-27T00:00:00,0001000024,Z100,Z03,ZAR
4500004379,AN,2026-02-08T00:00:00,0001000024,Z100,Z01,ZAR
4500004380,WK,2026-02-18T00:00:00,0001000024,Z100,Z03,ZAR
4500004381,AN,2026-04-15T00:00:00,0001000024,Z100,Z02,ZAR
4500004382,WK,2026-06-05T00:00:00,0001000024,Z100,Z03,ZAR
4500004383,ZDOM,2026-06-26T00:00:00,0001000024,Z100,Z03,ZAR
4500004384,ZDOM,2026-07-10T00:00:00,0001000024,Z100,Z03,ZAR
4500004385,WK,2026-08-24T00:00:00,0001000024,Z100,Z02,ZAR
4500004386,WK,2026-05-13T00:00:00,0001000014,Z100,Z03,ZAR
4500004387,WK,2024-11-01T00:00:00,0001000047,Z100,Z02,ZAR
4500004388,WK,2025-07-19T00:00:00,0001000047,Z100,Z03,ZAR
4500004389,WK,2026-02-12T00:00:00,0001000047,Z100,Z03,ZAR
4500004390,ZDOM,2026-08-17T00:00:00,0001000047,Z100,Z01,ZAR
4500004391,AN,2024-10-02T00:00:00,0001000003,Z100,Z01,ZAR
4500004392,AN,2024-11-29T00:00:00,0001000003,Z100,Z01,ZAR
4500004393,AN,2025-05-24T00:00:00,0001000003,Z100,Z03,ZAR
4500004394,WK,2025-07-16T00:00:00,0001000003,Z100,Z01,ZAR
4500004395,AN,2025-08-31T00:00:00,0001000003,Z100,Z02,ZAR
4500004396,ZDOM,2025-09-18T00:00:00,0001000003,Z100,Z02,ZAR
4500004397,AN,2025-12-15T00:00:00,0001000003,Z100,Z02,ZAR
4500004398,WK,2026-03-20T00:00:00,0001000003,Z100,Z02,ZAR
4500004399,ZDOM,2026-04-22T00:00:00,0001000003,Z100,Z02,ZAR
4500004400,ZDOM,2026-08-26T00:00:00,0001000003,Z100,Z02,ZAR
4500004401,WK,2024-11-16T00:00:00,0001000019,Z100,Z01,ZAR
4500004402,ZDOM,2025-07-10T00:00:00,0001000019,Z100,Z03,ZAR
4500004403,AN,2025-08-28T00:00:00,0001000019,Z100,Z01,ZAR
4500004404,ZDOM,2026-03-11T00:00:00,0001000019,Z100,Z01,ZAR
4500004405,AN,2026-04-13T00:00:00,0001000019,Z100,Z03,ZAR
4500004406,ZDOM,2024-10-01T00:00:00,0001000050,Z100,Z02,ZAR
4500004407,WK,2024-10-22T00:00:00,0001000050,Z100,Z02,ZAR
4500004408,ZDOM,2024-11-16T00:00:00,0001000050,Z100,Z02,ZAR
4500004409,ZDOM,2025-09-02T00:00:00,0001000050,Z100,Z01,ZAR
4500004410,AN,2026-06-07T00:00:00,0001000050,Z100,Z03,ZAR
4500004411,WK,2024-09-23T00:00:00,0001000038,Z100,Z03,ZAR
4500004412,ZDOM,2025-10-31T00:00:00,0001000038,Z100,Z02,ZAR
4500004413,WK,2025-11-28T00:00:00,0001000038,Z100,Z03,ZAR
4500004414,ZDOM,2026-08-18T00:00:00,0001000038,Z100,Z03,ZAR
4500004415,WK,2025-01-20T00:00:00,0001000018,Z100,Z01,ZAR
4500004416,ZDOM,2025-03-20T00:00:00,0001000018,Z100,Z01,ZAR
4500004417,AN,2025-04-23T00:00:00,0001000018,Z100,Z03,ZAR
4500004418,ZDOM,2025-08-07T00:00:00,0001000018,Z100,Z02,ZAR
4500004419,AN,2026-03-19T00:00:00,0001000018,Z100,Z02,ZAR
4500004420,AN,2025-03-02T00:00:00,0001000004,Z100,Z03,ZAR
4500004421,WK,2025-03-17T00:00:00,0001000004,Z100,Z01,ZAR
4500004422,AN,2025-05-19T00:00:00,0001000004,Z100,Z02,ZAR
4500004423,WK,2026-02-21T00:00:00,0001000004,Z100,Z03,ZAR
4500004424,ZDOM,2026-07-10T00:00:00,0001000004,Z100,Z02,ZAR
4500004425,ZDOM,2024-09-30T00:00:00,0001000029,Z100,Z03,ZAR
4500004426,ZDOM,2025-01-16T00:00:00,0001000029,Z100,Z02,ZAR
4500004427,ZDOM,2025-02-24T00:00:00,0001000029,Z100,Z03,ZAR
4500004428,ZDOM,2026-01-16T00:00:00,0001000029,Z100,Z01,ZAR
4500004429,WK,2026-06-06T00:00:00,0001000029,Z100,Z02,ZAR
4500004430,ZDOM,2026-06-25T00:00:00,0001000029,Z100,Z03,ZAR
4500004431,WK,2024-10-03T00:00:00,0001000029,Z100,Z01,ZAR
4500004432,WK,2025-02-26T00:00:00,0001000029,Z100,Z01,ZAR
4500004433,ZDOM,2025-07-21T00:00:00,0001000029,Z100,Z01,ZAR
4500004434,AN,2026-01-01T00:00:00,0001000029,Z100,Z01,ZAR
4500004435,WK,2024-12-07T00:00:00,0001000009,Z100,Z01,ZAR
4500004436,AN,2025-08-10T00:00:00,0001000009,Z100,Z03,ZAR
4500004437,WK,2025-09-17T00:00:00,0001000009,Z100,Z02,ZAR
4500004438,WK,2026-02-14T00:00:00,0001000009,Z100,Z03,ZAR
4500004439,WK,2026-07-12T00:00:00,0001000009,Z100,Z03,ZAR
4500004440,WK,2026-09-06T00:00:00,0001000009,Z100,Z02,ZAR
4500004441,AN,2024-09-09T00:00:00,0001000010,Z100,Z02,ZAR
4500004442,ZDOM,2024-12-03T00:00:00,0001000010,Z100,Z01,ZAR
4500004443,WK,2025-10-02T00:00:00,0001000010,Z100,Z02,ZAR
4500004444,ZDOM,2026-04-09T00:00:00,0001000010,Z100,Z01,ZAR
4500004445,AN,2026-09-07T00:00:00,0001000010,Z100,Z01,ZAR
4500004446,ZDOM,2025-12-26T00:00:00,0001000027,Z100,Z03,ZAR
4500004447,ZDOM,2026-03-19T00:00:00,0001000027,Z100,Z02,ZAR
4500004448,WK,2024-11-08T00:00:00,0001000004,Z100,Z01,ZAR
4500004449,WK,2025-03-06T00:00:00,0001000004,Z100,Z02,ZAR
4500004450,ZDOM,2025-05-31T00:00:00,0001000004,Z100,Z02,ZAR
4500004451,WK,2025-07-31T00:00:00,0001000004,Z100,Z01,ZAR
4500004452,ZDOM,2026-07-23T00:00:00,0001000004,Z100,Z01,ZAR
4500004453,ZDOM,2024-09-16T00:00:00,0001000004,Z100,Z01,ZAR
4500004454,WK,2024-11-04T00:00:00,0001000004,Z100,Z01,ZAR
4500004455,WK,2025-01-07T00:00:00,0001000004,Z100,Z03,ZAR
4500004456,ZDOM,2025-03-07T00:00:00,0001000004,Z100,Z02,ZAR
4500004457,AN,2025-06-22T00:00:00,0001000004,Z100,Z02,ZAR
4500004458,ZDOM,2025-08-17T00:00:00,0001000004,Z100,Z01,ZAR
4500004459,ZDOM,2025-09-25T00:00:00,0001000004,Z100,Z02,ZAR
4500004460,ZDOM,2026-01-08T00:00:00,0001000004,Z100,Z03,ZAR
4500004461,WK,2026-02-22T00:00:00,0001000004,Z100,Z02,ZAR
4500004462,AN,2026-03-20T00:00:00,0001000004,Z100,Z03,ZAR
4500004463,AN,2026-04-30T00:00:00,0001000004,Z100,Z01,ZAR
4500004464,ZDOM,2026-06-18T00:00:00,0001000004,Z100,Z02,ZAR
4500004465,WK,2024-12-03T00:00:00,0001000020,Z100,Z02,ZAR
4500004466,ZDOM,2025-06-19T00:00:00,0001000020,Z100,Z03,ZAR
4500004467,AN,2026-02-13T00:00:00,0001000020,Z100,Z01,ZAR
4500004468,AN,2024-11-22T00:00:00,0001000046,Z100,Z03,ZAR
4500004469,AN,2025-03-16T00:00:00,0001000046,Z100,Z01,ZAR
4500004470,ZDOM,2025-06-21T00:00:00,0001000046,Z100,Z03,ZAR
4500004471,AN,2025-07-18T00:00:00,0001000046,Z100,Z02,ZAR
4500004472,ZDOM,2025-10-15T00:00:00,0001000046,Z100,Z03,ZAR
4500004473,WK,2026-06-02T00:00:00,0001000046,Z100,Z03,ZAR
4500004474,WK,2024-10-24T00:00:00,0001000015,Z100,Z01,ZAR
4500004475,ZDOM,2025-02-05T00:00:00,0001000015,Z100,Z01,ZAR
4500004476,WK,2025-05-06T00:00:00,0001000015,Z100,Z01,ZAR
4500004477,ZDOM,2025-06-06T00:00:00,0001000015,Z100,Z03,ZAR
4500004478,WK,2025-12-27T00:00:00,0001000015,Z100,Z02,ZAR
4500004479,ZDOM,2026-01-17T00:00:00,0001000015,Z100,Z02,ZAR
4500004480,AN,2026-04-30T00:00:00,0001000015,Z100,Z02,ZAR
4500004481,WK,2024-10-08T00:00:00,0001000056,Z100,Z02,ZAR
4500004482,AN,2025-02-26T00:00:00,0001000056,Z100,Z01,ZAR
4500004483,ZDOM,2025-11-29T00:00:00,0001000056,Z100,Z02,ZAR
4500004484,AN,2026-08-06T00:00:00,0001000056,Z100,Z01,ZAR
4500004485,WK,2026-08-27T00:00:00,0001000056,Z100,Z02,ZAR
4500004486,ZDOM,2025-02-20T00:00:00,0001000032,Z100,Z03,ZAR
4500004487,AN,2025-03-27T00:00:00,0001000032,Z100,Z03,ZAR
4500004488,AN,2025-09-26T00:00:00,0001000032,Z100,Z02,ZAR
4500004489,AN,2026-04-10T00:00:00,0001000032,Z100,Z01,ZAR
