Rsnum,Rspos,Xloek,Kzear,Matnr,Werks,Lgort,Bdter,Bdmng,Meins,Enmng,Enwrt,Banfn,Bnfpo,Aufnr,Bwart,Umwrk,Umlgo,Wempf,Zzaisession
1000000324,0001,false,true,000000000030000139,1000,SP01,2026-02-25T00:00:00,2.000,EA,1.000,142819.12,2000008217,00010,415685227,261,,,VZIREQ03,SESS-000307
1000000325,0001,false,false,000000000030000140,1000,SP01,2025-10-20T00:00:00,2.000,EA,1.000,105302.31,2000008218,00010,418846252,261,,,VZIREQ02,SESS-000308
1000000326,0001,false,true,000000000030000140,1000,SP01,2026-03-15T00:00:00,2.000,EA,2.000,210604.62,2000008219,00010,419077640,261,,,VZIREQ01,SESS-000309
1000000327,0001,false,false,000000000030000140,1000,SP01,2026-05-05T00:00:00,3.000,EA,0.000,0.00,2000008220,00010,412605727,261,,,VZIREQ05,SESS-000310
1000000328,0001,false,true,000000000030000140,3000,SP03,2026-03-10T00:00:00,3.000,EA,3.000,315906.93,2000008221,00010,435094424,261,,,VZIREQ05,SESS-000311
1000000329,0001,false,true,000000000030000140,3000,SP03,2025-10-09T00:00:00,2.000,EA,2.000,210604.62,2000008222,00010,434156783,261,,,VZIREQ04,SESS-000312
1000000330,0001,false,true,000000000030000141,3000,SP03,2026-05-18T00:00:00,2.000,EA,2.000,21491.44,2000008223,00010,439515462,261,,,VZIREQ04,SESS-000313
1000000331,0001,false,true,000000000030000142,2000,SP02,2025-11-27T00:00:00,4.000,EA,2.000,168141.72,2000008224,00010,423832473,261,,,VZIREQ02,SESS-000314
1000000332,0001,false,true,000000000030000142,2000,SP02,2026-07-27T00:00:00,4.000,EA,4.000,336283.44,2000008225,00010,429554649,261,,,VZIREQ01,SESS-000315
1000000333,0001,false,true,000000000030000143,3000,SP03,2025-12-31T00:00:00,1.000,EA,1.000,783308.66,2000008226,00010,432156340,261,,,VZIREQ04,SESS-000316
1000000334,0001,false,true,000000000030000143,3000,SP03,2025-11-04T00:00:00,3.000,EA,3.000,2349925.98,2000008227,00010,436084640,261,,,VZIREQ01,SESS-000317
1000000335,0001,false,false,000000000030000144,1000,SP01,2026-04-03T00:00:00,3.000,EA,0.000,0.00,2000008228,00010,412460611,261,,,VZIREQ05,SESS-000318
1000000336,0001,false,false,000000000030000144,1000,SP01,2025-09-28T00:00:00,3.000,EA,0.000,0.00,2000008229,00010,411687925,261,,,VZIREQ04,SESS-000319
1000000337,0001,false,false,000000000030000144,1000,SP01,2026-01-04T00:00:00,3.000,EA,0.000,0.00,2000008230,00010,417429669,261,,,VZIREQ03,SESS-000320
1000000338,0001,false,true,000000000030000144,4000,SP04,2025-10-19T00:00:00,2.000,EA,2.000,299866.02,2000008231,00010,444388195,261,,,VZIREQ04,SESS-000321
1000000339,0001,false,true,000000000030000144,4000,SP04,2026-05-24T00:00:00,4.000,EA,4.000,599732.04,2000008232,00010,447878981,261,,,VZIREQ03,SESS-000322
1000000340,0001,false,false,000000000030000145,4000,SP04,2026-04-03T00:00:00,3.000,EA,0.000,0.00,2000008233,00010,446266728,261,,,VZIREQ02,SESS-000323
1000000341,0001,false,false,000000000030000146,2000,SP02,2026-05-30T00:00:00,4.000,EA,0.000,0.00,2000008234,00010,428717157,261,,,VZIREQ04,SESS-000324
1000000342,0001,false,false,000000000030000146,2000,SP02,2026-06-12T00:00:00,3.000,EA,0.000,0.00,2000008235,00010,424708166,261,,,VZIREQ04,SESS-000325
1000000343,0001,false,false,000000000030000146,2000,SP02,2026-05-20T00:00:00,1.000,EA,0.000,0.00,2000008236,00010,421207008,261,,,VZIREQ04,SESS-000326
1000000344,0001,false,false,000000000030000147,2000,SP02,2026-03-06T00:00:00,4.000,EA,0.000,0.00,2000008237,00010,425418155,261,,,VZIREQ03,SESS-000327
1000000345,0001,false,false,000000000030000147,2000,SP02,2026-03-03T00:00:00,2.000,EA,0.000,0.00,2000008238,00010,423320363,261,,,VZIREQ01,SESS-000328
1000000346,0001,false,false,000000000030000147,2000,SP02,2026-05-07T00:00:00,1.000,EA,1.000,33056.50,2000008239,00010,422518051,261,,,VZIREQ03,SESS-000329
1000000347,0001,false,false,000000000030000148,1000,SP01,2025-11-03T00:00:00,4.000,EA,0.000,0.00,2000008240,00010,411363451,261,,,VZIREQ02,SESS-000330
1000000348,0001,false,true,000000000030000149,4000,SP04,2025-09-10T00:00:00,4.000,EA,2.000,74292.30,2000008241,00010,444145284,261,,,VZIREQ05,SESS-000331
1000000349,0001,false,true,000000000030000150,1000,SP01,2026-03-23T00:00:00,3.000,EA,1.000,96682.84,2000008242,00010,413992276,261,,,VZIREQ03,SESS-000332
1000000350,0001,false,false,000000000030000150,2000,SP02,2026-01-16T00:00:00,2.000,EA,0.000,0.00,2000008243,00010,425984680,261,,,VZIREQ01,SESS-000333
1000000351,0001,false,false,000000000030000151,2000,SP02,2026-03-16T00:00:00,1.000,EA,0.000,0.00,2000008244,00010,424145641,261,,,VZIREQ04,SESS-000334
1000000352,0001,false,false,000000000030000151,2000,SP02,2026-04-17T00:00:00,4.000,EA,0.000,0.00,2000008245,00010,423662260,261,,,VZIREQ02,SESS-000335
1000000353,0001,false,false,000000000030000151,2000,SP02,2026-01-23T00:00:00,2.000,EA,0.000,0.00,2000008246,00010,428800617,261,,,VZIREQ05,SESS-000336
1000000354,0001,false,true,000000000030000152,4000,SP04,2026-03-28T00:00:00,2.000,EA,1.000,138594.89,2000008247,00010,447310001,261,,,VZIREQ05,SESS-000337
1000000355,0001,false,false,000000000030000152,4000,SP04,2026-02-21T00:00:00,1.000,EA,0.000,0.00,2000008248,00010,443398762,261,,,VZIREQ01,SESS-000338
1000000356,0001,false,false,000000000030000152,4000,SP04,2026-03-13T00:00:00,1.000,EA,1.000,138594.89,2000008249,00010,445141352,261,,,VZIREQ02,SESS-000339
1000000357,0001,false,true,000000000030000153,3000,SP03,2026-05-30T00:00:00,4.000,EA,4.000,239842.64,2000008250,00010,437991359,261,,,VZIREQ05,SESS-000340
1000000358,0001,false,true,000000000030000153,3000,SP03,2026-06-12T00:00:00,1.000,EA,1.000,59960.66,2000008251,00010,431135496,261,,,VZIREQ05,SESS-000341
1000000359,0001,false,true,000000000030000153,3000,SP03,2026-03-18T00:00:00,2.000,EA,2.000,119921.32,2000008252,00010,433615260,261,,,VZIREQ05,
1000000360,0001,false,false,000000000030000154,3000,SP03,2025-08-21T00:00:00,3.000,EA,0.000,0.00,2000008253,00010,435211985,261,,,VZIREQ02,SESS-000342
1000000361,0001,false,true,000000000030000154,3000,SP03,2025-12-04T00:00:00,3.000,EA,1.000,136435.20,2000008254,00010,433102412,261,,,VZIREQ05,SESS-000343
1000000362,0001,false,true,000000000030000155,3000,SP03,2025-11-03T00:00:00,2.000,EA,2.000,176581.24,2000008255,00010,432132985,261,,,VZIREQ04,SESS-000344
1000000363,0001,false,true,000000000030000155,3000,SP03,2025-12-25T00:00:00,1.000,EA,1.000,88290.62,2000008256,00010,434163885,261,,,VZIREQ05,SESS-000345
1000000364,0001,false,true,000000000030000155,2000,SP02,2026-05-15T00:00:00,3.000,EA,3.000,264871.86,2000008257,00010,426059711,261,,,VZIREQ02,SESS-000346
1000000365,0001,false,true,000000000030000155,2000,SP02,2026-03-11T00:00:00,3.000,EA,3.000,264871.86,2000008258,00010,427746688,261,,,VZIREQ03,SESS-000347
1000000366,0001,false,false,000000000030000156,4000,SP04,2026-01-19T00:00:00,3.000,EA,0.000,0.00,2000008259,00010,444697704,261,,,VZIREQ02,SESS-000348
1000000367,0001,false,false,000000000030000156,4000,SP04,2025-12-15T00:00:00,1.000,EA,0.000,0.00,2000008260,00010,448884908,261,,,VZIREQ01,SESS-000349
1000000368,0001,false,false,000000000030000156,4000,SP04,2026-01-26T00:00:00,3.000,EA,0.000,0.00,2000008261,00010,449921873,261,,,VZIREQ05,SESS-000350
1000000369,0001,false,false,000000000030000157,4000,SP04,2026-05-21T00:00:00,3.000,EA,0.000,0.00,2000008262,00010,443617098,261,,,VZIREQ03,SESS-000351
1000000370,0001,false,true,000000000030000158,3000,SP03,2026-07-18T00:00:00,2.000,EA,2.000,12051.90,2000008263,00010,438620248,261,,,VZIREQ05,SESS-000352
1000000371,0001,false,true,000000000030000158,3000,SP03,2026-03-24T00:00:00,4.000,EA,4.000,24103.80,2000008264,00010,436774047,261,,,VZIREQ05,SESS-000353
1000000372,0001,false,true,000000000030000158,1000,SP01,2026-04-07T00:00:00,3.000,EA,3.000,18077.85,2000008265,00010,417681718,261,,,VZIREQ02,
1000000373,0001,false,true,000000000030000159,1000,SP01,2026-04-30T00:00:00,3.000,EA,3.000,1940290.35,2000008266,00010,418203469,261,,,VZIREQ03,SESS-000354
1000000374,0001,false,false,000000000030000159,1000,SP01,2025-08-08T00:00:00,4.000,EA,2.000,1293526.90,2000008267,00010,413735312,261,,,VZIREQ02,SESS-000355
1000000375,0001,false,true,000000000030000160,4000,SP04,2026-08-14T00:00:00,1.000,EA,1.000,53956.62,2000008268,00010,448394917,261,,,VZIREQ01,
1000000376,0001,false,true,000000000030000160,4000,SP04,2026-03-15T00:00:00,2.000,EA,2.000,107913.24,2000008269,00010,442084410,261,,,VZIREQ03,SESS-000356
1000000377,0001,false,false,000000000030000160,4000,SP04,2025-12-14T00:00:00,3.000,EA,0.000,0.00,2000008270,00010,447524181,261,,,VZIREQ04,SESS-000357
1000000378,0001,false,true,000000000030000161,3000,SP03,2026-06-25T00:00:00,4.000,EA,4.000,459912.36,2000008271,00010,433465184,261,,,VZIREQ02,
1000000379,0001,false,true,000000000030000161,3000,SP03,2026-01-16T00:00:00,2.000,EA,1.000,114978.09,2000008272,00010,434923041,261,,,VZIREQ03,SESS-000358
1000000380,0001,false,true,000000000030000162,2000,SP02,2025-12-25T00:00:00,1.000,EA,1.000,107086.82,2000008273,00010,427738786,261,,,VZIREQ05,SESS-000359
1000000381,0001,false,false,000000000030000162,2000,SP02,2025-12-21T00:00:00,4.000,EA,0.000,0.00,2000008274,00010,421721669,261,,,VZIREQ03,SESS-000360
1000000382,0001,false,true,000000000030000162,2000,SP02,2026-04-09T00:00:00,3.000,EA,3.000,321260.46,2000008275,00010,422160603,261,,,VZIREQ04,SESS-000361
1000000383,0001,false,true,000000000030000163,3000,SP03,2025-12-16T00:00:00,1.000,EA,1.000,508542.11,2000008276,00010,432606358,261,,,VZIREQ05,SESS-000362
1000000384,0001,false,true,000000000030000163,3000,SP03,2026-05-22T00:00:00,4.000,EA,4.000,2034168.44,2000008277,00010,439100647,261,,,VZIREQ01,
1000000385,0001,false,true,000000000030000164,4000,SP04,2026-08-03T00:00:00,2.000,EA,1.000,86606.76,2000008278,00010,443454610,261,,,VZIREQ04,SESS-000363
1000000386,0001,false,true,000000000030000165,1000,SP01,2026-04-03T00:00:00,4.000,EA,2.000,316607.10,2000008279,00010,415907852,261,,,VZIREQ05,SESS-000364
1000000387,0001,false,false,000000000030000166,1000,SP01,2026-05-02T00:00:00,3.000,EA,0.000,0.00,2000008280,00010,415950132,261,,,VZIREQ04,SESS-000365
1000000388,0001,false,true,000000000030000166,1000,SP01,2026-07-16T00:00:00,2.000,EA,2.000,261744.08,2000008281,00010,419793885,261,,,VZIREQ01,SESS-000366
1000000389,0001,false,false,000000000030000166,1000,SP01,2026-06-16T00:00:00,1.000,EA,0.000,0.00,2000008282,00010,419568406,261,,,VZIREQ04,SESS-000367
1000000390,0001,false,true,000000000030000167,2000,SP02,2026-03-08T00:00:00,2.000,EA,1.000,714230.08,2000008283,00010,422950328,261,,,VZIREQ03,SESS-000368
1000000391,0001,false,true,000000000030000167,2000,SP02,2025-10-26T00:00:00,1.000,EA,1.000,714230.08,2000008284,00010,429523263,261,,,VZIREQ03,SESS-000369
1000000392,0001,false,false,000000000030000167,2000,SP02,2025-08-20T00:00:00,3.000,EA,0.000,0.00,2000008285,00010,427111719,261,,,VZIREQ05,SESS-000370
1000000393,0001,false,true,000000000030000168,4000,SP04,2026-05-03T00:00:00,1.000,EA,1.000,119977.94,2000008286,00010,449554304,261,,,VZIREQ03,SESS-000371
1000000394,0001,false,true,000000000030000169,3000,SP03,2026-04-04T00:00:00,2.000,EA,2.000,18319.38,2000008287,00010,433312341,261,,,VZIREQ04,SESS-000372
1000000395,0001,false,true,000000000030000170,4000,SP04,2026-05-27T00:00:00,2.000,EA,2.000,167148.88,2000008288,00010,447144505,261,,,VZIREQ02,SESS-000373
1000000396,0001,false,false,000000000030000170,4000,SP04,2026-03-29T00:00:00,3.000,EA,0.000,0.00,2000008289,00010,441414458,261,,,VZIREQ05,SESS-000374
1000000397,0001,false,false,000000000030000171,4000,SP04,2025-12-02T00:00:00,2.000,EA,0.000,0.00,2000008290,00010,446579160,261,,,VZIREQ03,SESS-000375
1000000398,0001,false,true,000000000030000171,4000,SP04,2025-10-21T00:00:00,3.000,EA,2.000,264757.96,2000008291,00010,444832893,261,,,VZIREQ01,SESS-000376
1000000399,0001,false,false,000000000030000172,2000,SP02,2026-07-19T00:00:00,1.000,EA,0.000,0.00,2000008292,00010,427239157,261,,,VZIREQ03,SESS-000377
1000000400,0001,false,false,000000000030000172,2000,SP02,2026-05-14T00:00:00,2.000,EA,0.000,0.00,2000008293,00010,421965459,261,,,VZIREQ04,SESS-000378
1000000401,0001,false,false,000000000030000173,4000,SP04,2026-01-09T00:00:00,4.000,EA,0.000,0.00,2000008294,00010,448759148,261,,,VZIREQ04,SESS-000379
1000000402,0001,false,false,000000000030000173,4000,SP04,2025-11-04T00:00:00,4.000,EA,0.000,0.00,2000008295,00010,443216637,261,,,VZIREQ04,SESS-000380
1000000403,0001,false,false,000000000030000173,4000,SP04,2025-10-24T00:00:00,2.000,EA,0.000,0.00,2000008296,00010,441508951,261,,,VZIREQ01,SESS-000381
1000000404,0001,false,true,000000000030000174,1000,SP01,2025-11-01T00:00:00,4.000,EA,3.000,434016.60,2000008297,00010,412021042,261,,,VZIREQ04,SESS-000382
1000000405,0001,false,true,000000000030000174,1000,SP01,2026-05-16T00:00:00,3.000,EA,2.000,289344.40,2000008298,00010,417435284,261,,,VZIREQ03,SESS-000383
1000000406,0001,false,true,000000000030000174,1000,SP01,2025-09-12T00:00:00,3.000,EA,1.000,144672.20,2000008299,00010,413505679,261,,,VZIREQ04,SESS-000384
1000000407,0001,false,false,000000000030000174,2000,SP02,2026-04-19T00:00:00,4.000,EA,0.000,0.00,2000008300,00010,427922006,261,,,VZIREQ05,SESS-000385
1000000408,0001,false,true,000000000030000174,2000,SP02,2025-12-29T00:00:00,3.000,EA,3.000,434016.60,2000008301,00010,426223945,261,,,VZIREQ02,SESS-000386
1000000409,0001,false,true,000000000030000175,3000,SP03,2026-03-27T00:00:00,1.000,EA,1.000,174949.78,2000008302,00010,433004065,261,,,VZIREQ01,SESS-000387
1000000410,0001,false,true,000000000030000175,1000,SP01,2025-11-13T00:00:00,4.000,EA,2.000,349899.56,2000008303,00010,417463741,261,,,VZIREQ03,SESS-000388
1000000411,0001,false,false,000000000030000175,1000,SP01,2026-08-04T00:00:00,2.000,EA,0.000,0.00,2000008304,00010,419559457,261,,,VZIREQ02,SESS-000389
1000000412,0001,false,false,000000000030000175,1000,SP01,2026-02-18T00:00:00,4.000,EA,0.000,0.00,2000008305,00010,419876059,261,,,VZIREQ03,SESS-000390
1000000413,0001,false,false,000000000030000176,3000,SP03,2026-02-09T00:00:00,4.000,EA,2.000,949878.62,2000008306,00010,436967163,261,,,VZIREQ05,SESS-000391
1000000414,0001,false,true,000000000030000176,3000,SP03,2026-04-25T00:00:00,1.000,EA,1.000,474939.31,2000008307,00010,434323302,261,,,VZIREQ02,
1000000415,0001,false,false,000000000030000177,2000,SP02,2025-12-11T00:00:00,4.000,EA,0.000,0.00,2000008308,00010,423793435,261,,,VZIREQ03,SESS-000392
1000000416,0001,false,true,000000000030000177,2000,SP02,2026-04-14T00:00:00,1.000,EA,1.000,119011.81,2000008309,00010,429958541,261,,,VZIREQ04,SESS-000393
1000000417,0001,false,true,000000000030000178,3000,SP03,2026-01-31T00:00:00,1.000,EA,1.000,218849.01,2000008310,00010,434801824,261,,,VZIREQ01,SESS-000394
1000000418,0001,false,false,000000000030000178,3000,SP03,2026-04-13T00:00:00,4.000,EA,0.000,0.00,2000008311,00010,433123599,261,,,VZIREQ03,SESS-000395
1000000419,0001,false,false,000000000030000178,3000,SP03,2026-04-13T00:00:00,2.000,EA,0.000,0.00,2000008312,00010,435202381,261,,,VZIREQ03,SESS-000396
1000000420,0001,false,false,000000000030000178,4000,SP04,2026-04-14T00:00:00,3.000,EA,0.000,0.00,2000008313,00010,447028687,261,,,VZIREQ02,SESS-000397
1000000421,0001,false,true,000000000030000178,4000,SP04,2025-11-27T00:00:00,3.000,EA,3.000,656547.03,2000008314,00010,449341684,261,,,VZIREQ01,SESS-000398
1000000422,0001,false,false,000000000030000178,4000,SP04,2025-12-19T00:00:00,2.000,EA,0.000,0.00,2000008315,00010,447783624,261,,,VZIREQ01,SESS-000399
1000000423,0001,false,true,000000000030000179,1000,SP01,2026-06-16T00:00:00,3.000,EA,3.000,489167.70,2000008316,00010,417240651,261,,,VZIREQ04,SESS-000400
1000000424,0001,false,false,000000000030000179,1000,SP01,2026-06-26T00:00:00,4.000,EA,0.000,0.00,2000008317,00010,414261225,261,,,VZIREQ01,SESS-000401
1000000425,0001,false,false,000000000030000180,4000,SP04,2026-01-31T00:00:00,1.000,EA,0.000,0.00,2000008318,00010,443945465,261,,,VZIREQ04,SESS-000402
1000000426,0001,false,true,000000000030000180,1000,SP01,2026-05-04T00:00:00,3.000,EA,3.000,375580.29,2000008319,00010,414912846,261,,,VZIREQ02,SESS-000403
1000000427,0001,false,true,000000000030000181,1000,SP01,2026-04-09T00:00:00,1.000,EA,1.000,61956.61,2000008320,00010,418035202,261,,,VZIREQ02,SESS-000404
1000000428,0001,false,true,000000000030000182,1000,SP01,2026-01-25T00:00:00,4.000,EA,4.000,448964.52,2000008321,00010,416594079,261,,,VZIREQ04,SESS-000405
1000000429,0001,false,false,000000000030000182,1000,SP01,2025-12-29T00:00:00,4.000,EA,0.000,0.00,2000008322,00010,414960822,261,,,VZIREQ03,SESS-000406
1000000430,0001,false,false,000000000030000182,1000,SP01,2026-05-03T00:00:00,1.000,EA,0.000,0.00,2000008323,00010,419319538,261,,,VZIREQ05,SESS-000407
1000000431,0001,false,false,000000000030000182,3000,SP03,2026-04-01T00:00:00,3.000,EA,0.000,0.00,2000008324,00010,431873633,261,,,VZIREQ05,SESS-000408
1000000432,0001,false,false,000000000030000183,4000,SP04,2025-10-15T00:00:00,2.000,EA,0.000,0.00,2000008325,00010,441505251,261,,,VZIREQ03,SESS-000409
1000000433,0001,false,false,000000000030000183,4000,SP04,2026-04-19T00:00:00,1.000,EA,0.000,0.00,2000008326,00010,442385564,261,,,VZIREQ03,SESS-000410
1000000434,0001,false,false,000000000030000183,4000,SP04,2026-02-05T00:00:00,2.000,EA,0.000,0.00,2000008327,00010,447391207,261,,,VZIREQ03,SESS-000411
1000000435,0001,false,false,000000000030000183,1000,SP01,2026-06-11T00:00:00,1.000,EA,0.000,0.00,2000008328,00010,419873419,261,,,VZIREQ04,SESS-000412
1000000436,0001,false,false,000000000030000184,1000,SP01,2026-03-20T00:00:00,4.000,EA,0.000,0.00,2000008329,00010,415585369,261,,,VZIREQ03,SESS-000413
1000000437,0001,false,true,000000000030000184,1000,SP01,2025-11-12T00:00:00,4.000,EA,4.000,478638.92,2000008330,00010,416307646,261,,,VZIREQ01,SESS-000414
1000000438,0001,false,true,000000000030000184,1000,SP01,2026-05-02T00:00:00,3.000,EA,3.000,358979.19,2000008331,00010,411538212,261,,,VZIREQ04,SESS-000415
1000000439,0001,false,false,000000000030000185,4000,SP04,2025-12-03T00:00:00,3.000,EA,0.000,0.00,2000008332,00010,449137140,261,,,VZIREQ03,SESS-000416
1000000440,0001,false,false,000000000030000185,1000,SP01,2026-04-16T00:00:00,1.000,EA,0.000,0.00,2000008333,00010,415462797,261,,,VZIREQ02,SESS-000417
1000000441,0001,false,true,000000000030000186,2000,SP02,2026-01-02T00:00:00,1.000,EA,1.000,112241.96,2000008334,00010,426469403,261,,,VZIREQ03,SESS-000418
1000000442,0001,false,false,000000000030000186,2000,SP02,2025-10-14T00:00:00,3.000,EA,0.000,0.00,2000008335,00010,428053017,261,,,VZIREQ02,SESS-000419
1000000443,0001,false,false,000000000030000186,2000,SP02,2026-05-22T00:00:00,4.000,EA,0.000,0.00,2000008336,00010,422741621,261,,,VZIREQ05,SESS-000420
1000000444,0001,false,false,000000000030000187,1000,SP01,2026-01-21T00:00:00,2.000,EA,0.000,0.00,2000008337,00010,413064589,261,,,VZIREQ01,SESS-000421
1000000445,0001,false,true,000000000030000188,4000,SP04,2025-12-06T00:00:00,2.000,EA,2.000,16153.62,2000008338,00010,441960527,261,,,VZIREQ05,SESS-000422
1000000446,0001,false,false,000000000030000189,4000,SP04,2025-12-28T00:00:00,1.000,EA,0.000,0.00,2000008339,00010,448647997,261,,,VZIREQ04,SESS-000423
1000000447,0001,false,false,000000000030000189,4000,SP04,2026-04-08T00:00:00,2.000,EA,0.000,0.00,2000008340,00010,449230356,261,,,VZIREQ05,SESS-000424
1000000448,0001,false,false,000000000030000190,2000,SP02,2025-11-12T00:00:00,3.000,EA,2.000,68194.52,2000008341,00010,424807261,261,,,VZIREQ04,SESS-000425
1000000449,0001,false,false,000000000030000190,4000,SP04,2025-09-02T00:00:00,3.000,EA,0.000,0.00,2000008342,00010,442684623,261,,,VZIREQ05,SESS-000426
1000000450,0001,false,false,000000000030000190,4000,SP04,2026-03-02T00:00:00,2.000,EA,0.000,0.00,2000008343,00010,443830063,261,,,VZIREQ01,SESS-000427
1000000451,0001,false,false,000000000030000190,4000,SP04,2026-02-26T00:00:00,2.000,EA,0.000,0.00,2000008344,00010,444401413,261,,,VZIREQ01,SESS-000428
1000000452,0001,false,false,000000000030000191,1000,SP01,2026-07-21T00:00:00,2.000,EA,0.000,0.00,2000008345,00010,415872587,261,,,VZIREQ02,SESS-000429
1000000453,0001,false,false,000000000030000192,2000,SP02,2026-01-31T00:00:00,3.000,EA,0.000,0.00,2000008346,00010,422925957,261,,,VZIREQ05,SESS-000430
1000000454,0001,false,false,000000000030000193,1000,SP01,2025-12-02T00:00:00,4.000,EA,0.000,0.00,2000008347,00010,414720337,261,,,VZIREQ04,SESS-000431
1000000455,0001,false,false,000000000030000193,2000,SP02,2025-09-13T00:00:00,3.000,EA,0.000,0.00,2000008348,00010,425857675,261,,,VZIREQ01,SESS-000432
1000000456,0001,false,true,000000000030000193,2000,SP02,2025-11-09T00:00:00,3.000,EA,2.000,824549.20,2000008349,00010,421171053,261,,,VZIREQ03,SESS-000433
1000000457,0001,false,false,000000000030000193,2000,SP02,2026-03-27T00:00:00,4.000,EA,0.000,0.00,2000008350,00010,422429288,261,,,VZIREQ05,SESS-000434
1000000458,0001,false,true,000000000030000194,4000,SP04,2025-08-23T00:00:00,2.000,EA,1.000,485868.82,2000008351,00010,446824470,261,,,VZIREQ03,SESS-000435
1000000459,0001,false,false,000000000030000194,4000,SP04,2026-02-11T00:00:00,2.000,EA,0.000,0.00,2000008352,00010,449632636,261,,,VZIREQ03,SESS-000436
1000000460,0001,false,false,000000000030000195,3000,SP03,2026-01-14T00:00:00,1.000,EA,0.000,0.00,2000008353,00010,435476597,261,,,VZIREQ04,SESS-000437
1000000461,0001,false,true,000000000030000196,2000,SP02,2026-05-20T00:00:00,2.000,EA,2.000,65281.04,2000008354,00010,427041390,261,,,VZIREQ02,
1000000462,0001,false,false,000000000030000197,2000,SP02,2025-11-06T00:00:00,1.000,EA,0.000,0.00,2000008355,00010,421017034,261,,,VZIREQ03,SESS-000438
1000000463,0001,false,true,000000000030000197,2000,SP02,2026-05-28T00:00:00,2.000,EA,2.000,256346.16,2000008356,00010,427617184,261,,,VZIREQ02,SESS-000439
1000000464,0001,false,true,000000000030000197,1000,SP01,2025-07-07T00:00:00,3.000,EA,3.000,384519.24,2000008357,00010,414899262,261,,,VZIREQ03,
1000000465,0001,false,false,000000000030000197,1000,SP01,2025-09-10T00:00:00,2.000,EA,0.000,0.00,2000008358,00010,415281935,261,,,VZIREQ01,SESS-000440
1000000466,0001,false,false,000000000030000198,3000,SP03,2026-03-22T00:00:00,4.000,EA,0.000,0.00,2000008359,00010,432365483,261,,,VZIREQ03,SESS-000441
1000000467,0001,false,false,000000000030000199,3000,SP03,2025-12-01T00:00:00,1.000,EA,1.000,149109.21,2000008360,00010,436771737,261,,,VZIREQ03,SESS-000442
1000000468,0001,false,false,000000000030000200,1000,SP01,2026-03-21T00:00:00,2.000,EA,0.000,0.00,2000008361,00010,414782556,261,,,VZIREQ01,SESS-000443
1000000469,0001,false,true,000000000030000200,1000,SP01,2026-02-10T00:00:00,2.000,EA,2.000,101084.78,2000008362,00010,417601672,261,,,VZIREQ04,SESS-000444
1000000470,0001,false,false,000000000030000200,1000,SP01,2026-04-16T00:00:00,2.000,EA,0.000,0.00,2000008363,00010,419407937,261,,,VZIREQ05,SESS-000445
1000000471,0001,false,false,000000000030000201,4000,SP04,2026-06-06T00:00:00,4.000,EA,0.000,0.00,2000008364,00010,445968626,261,,,VZIREQ01,SESS-000446
1000000472,0001,false,true,000000000030000201,4000,SP04,2025-11-27T00:00:00,1.000,EA,1.000,124307.17,2000008365,00010,441355405,261,,,VZIREQ02,SESS-000447
1000000473,0001,false,false,000000000030000201,3000,SP03,2026-02-28T00:00:00,1.000,EA,0.000,0.00,2000008366,00010,433681338,261,,,VZIREQ01,SESS-000448
1000000474,0001,false,true,000000000030000201,3000,SP03,2026-02-08T00:00:00,1.000,EA,1.000,124307.17,2000008367,00010,439946015,261,,,VZIREQ04,SESS-000449
1000000475,0001,false,true,000000000030000202,3000,SP03,2025-12-26T00:00:00,3.000,EA,3.000,187912.17,2000008368,00010,434309602,261,,,VZIREQ01,
1000000476,0001,false,false,000000000030000202,3000,SP03,2026-01-23T00:00:00,3.000,EA,0.000,0.00,2000008369,00010,438689820,261,,,VZIREQ02,SESS-000450
1000000477,0001,false,false,000000000030000203,2000,SP02,2026-02-04T00:00:00,3.000,EA,0.000,0.00,2000008370,00010,429685064,261,,,VZIREQ03,SESS-000451
1000000478,0001,false,true,000000000030000203,2000,SP02,2026-03-07T00:00:00,3.000,EA,3.000,1746513.75,2000008371,00010,428253126,261,,,VZIREQ05,SESS-000452
1000000479,0001,false,true,000000000030000203,2000,SP02,2026-05-01T00:00:00,2.000,EA,2.000,1164342.50,2000008372,00010,426776528,261,,,VZIREQ04,
1000000480,0001,false,false,000000000030000204,1000,SP01,2026-01-04T00:00:00,2.000,EA,0.000,0.00,2000008373,00010,414743347,261,,,VZIREQ02,SESS-000453
1000000481,0001,false,false,000000000030000204,3000,SP03,2026-06-02T00:00:00,1.000,EA,1.000,74953.52,2000008374,00010,434729771,261,,,VZIREQ01,SESS-000454
1000000482,0001,false,true,000000000030000205,3000,SP03,2025-11-28T00:00:00,1.000,EA,1.000,26734.02,2000008375,00010,439233931,261,,,VZIREQ03,SESS-000455
1000000483,0001,false,false,000000000030000205,3000,SP03,2026-02-22T00:00:00,4.000,EA,0.000,0.00,2000008376,00010,437553601,261,,,VZIREQ01,SESS-000456
1000000484,0001,false,false,000000000030000205,3000,SP03,2026-02-05T00:00:00,1.000,EA,0.000,0.00,2000008377,00010,438947123,261,,,VZIREQ04,SESS-000457
1000000485,0001,false,true,000000000030000206,1000,SP01,2026-01-17T00:00:00,1.000,EA,1.000,162092.01,2000008378,00010,416185858,261,,,VZIREQ05,SESS-000458
1000000486,0001,false,false,000000000030000207,1000,SP01,2026-07-01T00:00:00,1.000,EA,0.000,0.00,2000008379,00010,415668067,261,,,VZIREQ01,SESS-000459
