Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000010000465,3000,SP03,10.000,0.000,0.000,C-06-4
000000000010000466,1000,SP01,7.000,0.000,0.000,D-16-5
000000000010000466,4000,SP04,7.000,0.000,0.000,E-16-1
000000000010000467,2000,SP02,0.000,0.000,0.000,D-14-6
000000000010000467,4000,SP04,0.000,0.000,0.000,E-12-2
000000000080000107,4000,SP04,17.000,0.000,0.000,D-17-1
000000000080000107,3000,SP03,0.000,1.000,0.000,D-12-6
000000000010000468,1000,SP01,0.000,0.000,0.000,C-06-6
000000000010000468,4000,SP04,0.000,0.000,0.000,C-09-4
000000000010000469,3000,SP03,34.000,0.000,0.000,E-11-5
000000000010000470,3000,SP03,5.000,0.000,0.000,A-19-3
000000000010000470,2000,SP02,16.000,0.000,0.000,B-05-1
000000000010000471,4000,SP04,1.000,0.000,0.000,D-23-6
000000000010000471,2000,SP02,1.000,0.000,0.000,A-20-4
000000000080000108,3000,SP03,12.000,0.000,0.000,A-21-3
000000000080000108,4000,SP04,6.000,0.000,0.000,D-21-3
000000000010000472,1000,SP01,19.000,0.000,0.000,B-14-4
000000000080000109,2000,SP02,6.000,0.000,0.000,C-21-2
000000000080000109,4000,SP04,7.000,1.000,0.000,E-14-5
000000000010000473,4000,SP04,0.000,0.000,0.000,A-15-5
000000000080000110,2000,SP02,7.000,0.000,0.000,A-04-3
000000000080000110,1000,SP01,0.000,0.000,0.000,D-17-6
000000000030000106,1000,SP01,4.000,0.000,0.000,A-06-2
000000000080000111,4000,SP04,5.000,0.000,0.000,D-02-4
000000000010000474,4000,SP04,0.000,0.000,0.000,E-16-2
000000000010000475,1000,SP01,0.000,0.000,0.000,E-17-3
000000000010000476,2000,SP02,34.000,0.000,0.000,B-06-1
000000000030000107,3000,SP03,3.000,0.000,0.000,E-24-6
000000000010000477,1000,SP01,68.000,0.000,0.000,D-07-5
000000000010000478,1000,SP01,0.000,0.000,0.000,B-08-3
000000000010000478,2000,SP02,0.000,0.000,0.000,E-22-2
000000000010000479,4000,SP04,6.000,0.000,0.000,B-05-3
000000000010000479,1000,SP01,7.000,0.000,0.000,D-08-6
000000000010000480,1000,SP01,1.000,0.000,0.000,C-15-2
000000000010000480,4000,SP04,3.000,0.000,0.000,C-03-4
000000000010000481,3000,SP03,5.000,0.000,0.000,E-21-1
000000000010000482,3000,SP03,0.000,0.000,0.000,B-04-5
000000000010000482,1000,SP01,0.000,0.000,0.000,D-20-1
000000000030000108,4000,SP04,1.000,0.000,0.000,D-19-4
000000000030000108,1000,SP01,1.000,0.000,0.000,C-06-2
000000000010000483,3000,SP03,0.000,0.000,0.000,B-22-1
000000000010000484,3000,SP03,4.000,0.000,0.000,D-13-3
000000000010000484,2000,SP02,15.000,0.000,0.000,A-24-4
000000000010000485,2000,SP02,0.000,0.000,0.000,B-21-5
000000000010000486,2000,SP02,47.000,0.000,0.000,A-11-5
000000000010000487,4000,SP04,0.000,0.000,0.000,A-24-6
000000000030000109,1000,SP01,4.000,0.000,0.000,D-03-4
000000000030000109,3000,SP03,0.000,0.000,0.000,C-05-2
000000000010000488,3000,SP03,2.000,0.000,0.000,E-11-6
000000000010000489,1000,SP01,22.000,0.000,0.000,E-05-6
000000000010000490,4000,SP04,0.000,0.000,0.000,D-24-4
000000000010000491,4000,SP04,91.000,0.000,0.000,D-16-1
000000000010000492,3000,SP03,4.000,0.000,0.000,A-18-6
000000000010000493,3000,SP03,2.000,0.000,0.000,A-02-4
000000000010000494,3000,SP03,116.000,0.000,0.000,B-06-1
000000000010000494,2000,SP02,126.000,0.000,0.000,C-07-4
000000000080000112,2000,SP02,11.000,0.000,0.000,D-23-1
000000000010000495,2000,SP02,1.000,0.000,0.000,D-13-2
000000000010000495,1000,SP01,5.000,0.000,0.000,D-23-4
000000000030000110,4000,SP04,0.000,0.000,0.000,E-16-6
000000000030000110,3000,SP03,4.000,0.000,0.000,C-17-2
000000000010000496,3000,SP03,14.000,0.000,0.000,D-23-2
000000000010000496,1000,SP01,56.000,0.000,0.000,A-15-4
000000000010000497,1000,SP01,150.000,0.000,0.000,D-09-6
000000000010000498,1000,SP01,2.000,0.000,0.000,C-11-6
000000000090000025,2000,SP02,5.000,0.000,0.000,C-17-5
000000000010000499,4000,SP04,27.000,0.000,0.000,A-22-4
000000000010000500,3000,SP03,18.000,0.000,0.000,D-22-5
000000000010000500,1000,SP01,5.000,0.000,0.000,D-13-3
000000000010000501,1000,SP01,0.000,0.000,0.000,C-22-5
000000000030000111,1000,SP01,10.000,0.000,0.000,E-15-1
000000000010000502,4000,SP04,5.000,0.000,0.000,A-23-2
000000000010000503,2000,SP02,0.000,0.000,0.000,B-23-4
000000000010000503,4000,SP04,0.000,0.000,0.000,B-21-6
000000000010000504,2000,SP02,0.000,0.000,0.000,C-23-2
000000000010000504,1000,SP01,0.000,0.000,0.000,A-12-6
000000000010000505,4000,SP04,53.000,0.000,0.000,D-10-5
000000000010000506,2000,SP02,9.000,0.000,0.000,D-19-5
000000000010000506,3000,SP03,5.000,0.000,0.000,E-07-4
000000000010000507,4000,SP04,0.000,0.000,0.000,C-01-3
000000000010000507,1000,SP01,0.000,0.000,0.000,E-22-3
000000000010000508,1000,SP01,144.000,0.000,0.000,A-03-1
000000000010000508,2000,SP02,226.000,0.000,0.000,E-04-4
000000000010000509,4000,SP04,0.000,0.000,0.000,C-08-6
000000000010000510,2000,SP02,35.000,0.000,0.000,D-06-2
000000000010000511,2000,SP02,1.000,0.000,0.000,D-20-6
000000000090000026,4000,SP04,7.000,0.000,0.000,E-11-2
000000000090000026,2000,SP02,31.000,0.000,0.000,C-24-5
000000000030000112,4000,SP04,3.000,0.000,0.000,A-14-4
000000000010000512,3000,SP03,0.000,0.000,0.000,D-07-5
000000000010000512,1000,SP01,0.000,0.000,0.000,D-19-6
000000000030000113,3000,SP03,2.000,0.000,0.000,C-02-6
000000000010000513,2000,SP02,1.000,0.000,0.000,C-06-6
000000000010000514,1000,SP01,17.000,0.000,0.000,E-23-2
000000000010000514,2000,SP02,227.000,0.000,0.000,E-14-3
000000000080000113,4000,SP04,5.000,0.000,0.000,C-02-6
000000000010000515,4000,SP04,0.000,0.000,0.000,C-21-4
000000000010000515,3000,SP03,0.000,0.000,0.000,D-12-1
000000000010000516,2000,SP02,0.000,0.000,0.000,A-03-2
000000000010000516,1000,SP01,48.000,0.000,0.000,D-16-2
000000000010000517,1000,SP01,40.000,0.000,0.000,B-22-2
000000000080000114,1000,SP01,6.000,0.000,0.000,C-03-2
000000000080000114,3000,SP03,5.000,1.000,0.000,E-04-3
000000000010000518,4000,SP04,16.000,0.000,0.000,D-02-3
000000000010000518,2000,SP02,7.000,0.000,0.000,A-14-3
000000000030000114,2000,SP02,2.000,0.000,0.000,D-08-1
000000000090000027,2000,SP02,35.000,0.000,0.000,C-21-3
000000000010000519,3000,SP03,0.000,0.000,0.000,C-08-3
000000000010000520,3000,SP03,118.000,0.000,0.000,B-23-6
000000000010000521,2000,SP02,0.000,0.000,0.000,B-12-1
000000000010000521,4000,SP04,0.000,0.000,0.000,B-08-6
000000000010000522,2000,SP02,8.000,0.000,0.000,D-08-1
000000000010000523,3000,SP03,3.000,0.000,0.000,A-03-1
000000000010000524,1000,SP01,1.000,0.000,0.000,E-06-5
000000000010000525,3000,SP03,4.000,0.000,0.000,C-14-6
000000000010000525,4000,SP04,5.000,0.000,0.000,C-16-3
000000000010000526,3000,SP03,0.000,0.000,0.000,A-24-3
000000000010000527,4000,SP04,72.000,0.000,0.000,D-02-5
000000000090000028,4000,SP04,7.000,0.000,0.000,E-14-2
000000000090000028,3000,SP03,10.000,0.000,0.000,B-05-2
000000000030000115,2000,SP02,5.000,0.000,0.000,D-08-4
000000000010000528,1000,SP01,2.000,0.000,0.000,D-14-4
000000000010000529,4000,SP04,0.000,0.000,0.000,D-13-6
000000000010000529,3000,SP03,0.000,0.000,0.000,B-08-4
000000000010000530,1000,SP01,4.000,0.000,0.000,D-15-6
000000000010000531,3000,SP03,0.000,0.000,0.000,A-22-1
000000000010000531,4000,SP04,0.000,0.000,0.000,D-15-2
000000000010000532,4000,SP04,0.000,0.000,0.000,A-24-1
000000000010000533,2000,SP02,8.000,0.000,0.000,A-23-2
000000000080000115,3000,SP03,3.000,0.000,0.000,E-15-6
000000000010000534,1000,SP01,0.000,0.000,0.000,A-05-4
000000000010000535,2000,SP02,0.000,0.000,0.000,C-10-2
000000000010000535,4000,SP04,0.000,0.000,0.000,D-08-6
000000000030000116,4000,SP04,5.000,0.000,0.000,C-12-3
000000000030000116,2000,SP02,0.000,0.000,0.000,C-20-4
000000000080000116,4000,SP04,5.000,1.000,0.000,C-17-6
000000000030000117,1000,SP01,0.000,0.000,0.000,E-03-5
000000000080000117,3000,SP03,11.000,0.000,0.000,A-14-3
000000000010000536,2000,SP02,4.000,0.000,0.000,B-09-4
000000000010000537,1000,SP01,36.000,0.000,0.000,E-22-2
000000000010000538,4000,SP04,23.000,0.000,0.000,B-08-4
000000000030000118,4000,SP04,0.000,0.000,0.000,E-16-3
000000000010000539,2000,SP02,1.000,0.000,0.000,C-09-2
000000000030000119,1000,SP01,5.000,0.000,0.000,A-11-6
000000000080000118,2000,SP02,12.000,0.000,0.000,D-24-3
000000000010000540,3000,SP03,17.000,0.000,0.000,D-11-2
000000000010000540,4000,SP04,0.000,0.000,0.000,B-13-3
000000000010000541,1000,SP01,0.000,0.000,0.000,E-05-6
000000000010000542,2000,SP02,0.000,0.000,0.000,D-24-1
000000000010000542,4000,SP04,0.000,0.000,0.000,A-16-4
000000000010000543,2000,SP02,175.000,0.000,0.000,A-17-4
000000000030000120,2000,SP02,1.000,0.000,0.000,E-02-5
000000000030000121,3000,SP03,4.000,0.000,0.000,E-14-1
000000000080000119,4000,SP04,1.000,0.000,0.000,B-10-3
000000000080000119,2000,SP02,15.000,0.000,0.000,C-02-5
000000000010000544,4000,SP04,8.000,0.000,0.000,D-12-6
000000000010000544,1000,SP01,83.000,0.000,0.000,A-05-6
000000000010000545,1000,SP01,58.000,0.000,0.000,C-21-1
000000000010000545,3000,SP03,12.000,0.000,0.000,D-05-1
000000000010000546,3000,SP03,2.000,0.000,0.000,A-10-5
000000000010000547,1000,SP01,123.000,0.000,0.000,B-07-5
000000000030000122,3000,SP03,2.000,0.000,0.000,C-15-6
000000000080000120,4000,SP04,2.000,0.000,0.000,C-03-6
000000000030000123,3000,SP03,3.000,0.000,0.000,B-19-5
000000000080000121,1000,SP01,7.000,0.000,0.000,B-11-4
000000000010000548,1000,SP01,7.000,0.000,0.000,E-08-6
000000000030000124,4000,SP04,3.000,0.000,0.000,A-21-4
000000000010000549,2000,SP02,20.000,0.000,0.000,D-24-1
000000000010000550,1000,SP01,12.000,0.000,0.000,C-07-6
000000000030000125,3000,SP03,0.000,0.000,0.000,D-02-1
000000000030000125,4000,SP04,0.000,0.000,0.000,A-14-2
000000000010000551,2000,SP02,0.000,0.000,0.000,B-05-6
000000000030000126,4000,SP04,4.000,0.000,0.000,D-03-6
000000000010000552,4000,SP04,8.000,0.000,0.000,E-22-6
000000000010000553,2000,SP02,27.000,0.000,0.000,C-08-2
000000000030000127,2000,SP02,0.000,0.000,0.000,A-08-4
000000000010000554,3000,SP03,52.000,0.000,0.000,A-06-3
000000000010000555,4000,SP04,21.000,0.000,0.000,D-08-1
000000000010000556,4000,SP04,2.000,0.000,0.000,B-09-1
000000000010000557,2000,SP02,14.000,0.000,0.000,A-21-5
000000000010000558,3000,SP03,1.000,0.000,0.000,D-16-1
000000000010000559,4000,SP04,2.000,0.000,0.000,E-08-1
000000000010000560,4000,SP04,2.000,0.000,0.000,D-24-2
000000000010000560,3000,SP03,5.000,0.000,0.000,C-02-5
000000000080000122,1000,SP01,11.000,0.000,0.000,A-01-5
000000000080000122,3000,SP03,4.000,0.000,0.000,A-11-2
000000000010000561,4000,SP04,0.000,0.000,0.000,D-01-4
000000000010000562,3000,SP03,0.000,0.000,0.000,D-07-3
000000000010000563,4000,SP04,0.000,0.000,0.000,D-15-6
000000000030000128,3000,SP03,1.000,0.000,0.000,E-08-1
000000000030000128,1000,SP01,2.000,0.000,0.000,A-01-5
000000000080000123,3000,SP03,3.000,0.000,0.000,C-13-6
000000000090000029,3000,SP03,33.000,0.000,0.000,E-15-6
000000000090000030,4000,SP04,26.000,0.000,0.000,B-22-5
000000000010000564,2000,SP02,11.000,0.000,0.000,B-22-5
000000000010000565,1000,SP01,142.000,0.000,0.000,D-21-1
000000000010000565,3000,SP03,63.000,0.000,0.000,E-06-4
000000000010000566,1000,SP01,0.000,0.000,0.000,C-18-4
000000000030000129,3000,SP03,1.000,0.000,0.000,A-03-4
000000000080000124,2000,SP02,5.000,0.000,0.000,D-14-2
000000000010000567,2000,SP02,9.000,0.000,0.000,B-13-5
000000000030000130,2000,SP02,0.000,0.000,0.000,E-17-1
000000000030000130,4000,SP04,4.000,0.000,0.000,D-14-1
000000000010000568,4000,SP04,0.000,0.000,0.000,E-18-2
000000000010000568,3000,SP03,0.000,0.000,0.000,B-05-1
000000000010000569,2000,SP02,0.000,0.000,0.000,C-24-1
000000000080000125,2000,SP02,4.000,0.000,0.000,E-22-3
000000000030000131,2000,SP02,6.000,0.000,0.000,E-15-5
000000000010000570,1000,SP01,17.000,0.000,0.000,E-10-6
000000000010000571,3000,SP03,0.000,0.000,0.000,D-07-1
000000000010000571,1000,SP01,0.000,0.000,0.000,D-15-2
000000000010000572,4000,SP04,2.000,0.000,0.000,B-10-4
000000000010000573,1000,SP01,0.000,0.000,0.000,A-14-5
000000000010000573,4000,SP04,0.000,0.000,0.000,A-01-2
000000000010000574,1000,SP01,1.000,0.000,0.000,D-06-5
000000000010000574,3000,SP03,1.000,0.000,0.000,E-10-5
000000000080000126,3000,SP03,9.000,1.000,0.000,D-24-2
000000000080000127,1000,SP01,3.000,0.000,0.000,A-05-5
000000000030000132,4000,SP04,0.000,0.000,0.000,B-04-3
000000000010000575,3000,SP03,0.000,0.000,0.000,D-13-3
000000000030000133,3000,SP03,1.000,0.000,0.000,D-08-3
000000000080000128,3000,SP03,11.000,0.000,0.000,C-10-3
000000000080000128,1000,SP01,13.000,0.000,0.000,B-15-1
000000000010000576,1000,SP01,2.000,0.000,0.000,D-14-3
000000000080000129,2000,SP02,4.000,0.000,0.000,C-19-6
000000000010000577,4000,SP04,0.000,0.000,0.000,B-11-1
000000000010000577,1000,SP01,0.000,0.000,0.000,A-16-4
000000000010000578,2000,SP02,0.000,0.000,0.000,A-20-2
000000000010000578,4000,SP04,0.000,0.000,0.000,C-12-2
000000000010000579,2000,SP02,3.000,0.000,0.000,D-23-1
000000000010000580,3000,SP03,0.000,0.000,0.000,E-02-1
000000000010000581,1000,SP01,37.000,0.000,0.000,E-14-3
000000000010000581,4000,SP04,20.000,0.000,0.000,A-03-2
000000000010000582,3000,SP03,1.000,0.000,0.000,C-04-6
000000000010000583,1000,SP01,67.000,0.000,0.000,E-06-4
000000000080000130,4000,SP04,1.000,0.000,0.000,B-11-6
000000000010000584,2000,SP02,2.000,0.000,0.000,D-14-5
000000000010000585,3000,SP03,1.000,0.000,0.000,B-16-4
000000000010000585,2000,SP02,3.000,0.000,0.000,B-05-4
000000000010000586,4000,SP04,0.000,0.000,0.000,B-15-5
000000000010000587,2000,SP02,7.000,0.000,0.000,D-02-5
000000000010000588,2000,SP02,4.000,0.000,0.000,B-07-4
000000000010000589,3000,SP03,38.000,0.000,0.000,E-07-6
000000000080000131,2000,SP02,8.000,0.000,0.000,A-12-2
000000000090000031,1000,SP01,29.000,0.000,0.000,B-17-1
000000000010000590,3000,SP03,0.000,0.000,0.000,C-05-4
000000000010000591,2000,SP02,29.000,0.000,0.000,D-22-3
000000000010000591,1000,SP01,218.000,0.000,0.000,E-04-3
000000000090000032,1000,SP01,38.000,0.000,0.000,C-12-3
000000000010000592,3000,SP03,33.000,0.000,0.000,B-17-3
000000000080000132,2000,SP02,11.000,0.000,0.000,E-03-2
000000000080000132,1000,SP01,3.000,0.000,0.000,E-03-1
000000000010000593,3000,SP03,7.000,0.000,0.000,D-19-4
000000000030000134,2000,SP02,7.000,0.000,0.000,A-07-4
000000000030000135,4000,SP04,0.000,0.000,0.000,C-13-2
000000000010000594,4000,SP04,0.000,0.000,0.000,E-15-6
000000000010000595,1000,SP01,5.000,0.000,0.000,B-09-6
000000000010000595,4000,SP04,9.000,0.000,0.000,D-14-3
000000000010000596,1000,SP01,10.000,0.000,0.000,A-04-2
000000000010000597,3000,SP03,0.000,0.000,0.000,C-17-6
000000000080000133,4000,SP04,4.000,0.000,0.000,C-10-4
000000000010000598,1000,SP01,1.000,0.000,0.000,B-24-2
000000000010000598,4000,SP04,11.000,0.000,0.000,D-21-6
000000000010000599,3000,SP03,3.000,0.000,0.000,C-11-4
000000000080000134,2000,SP02,16.000,0.000,0.000,A-24-3
000000000080000134,4000,SP04,18.000,0.000,0.000,E-17-5
000000000010000600,3000,SP03,0.000,0.000,0.000,E-03-2
000000000010000601,4000,SP04,67.000,0.000,0.000,A-13-4
000000000010000601,2000,SP02,133.000,0.000,0.000,C-13-3
000000000010000602,1000,SP01,0.000,0.000,0.000,C-07-3
000000000010000602,4000,SP04,3.000,0.000,0.000,E-21-2
000000000010000603,2000,SP02,15.000,0.000,0.000,D-23-1
000000000010000604,2000,SP02,102.000,0.000,0.000,A-11-1
000000000080000135,1000,SP01,7.000,0.000,0.000,B-20-3
000000000010000605,3000,SP03,28.000,0.000,0.000,A-19-6
000000000010000606,3000,SP03,0.000,0.000,0.000,A-24-5
000000000010000606,4000,SP04,0.000,0.000,0.000,D-15-6
000000000030000136,3000,SP03,0.000,0.000,0.000,B-02-6
000000000080000136,1000,SP01,0.000,0.000,0.000,C-12-6
000000000080000137,3000,SP03,11.000,0.000,0.000,B-06-3
000000000010000607,3000,SP03,22.000,0.000,0.000,C-16-4
000000000010000607,4000,SP04,5.000,0.000,0.000,B-22-5
000000000010000608,3000,SP03,0.000,0.000,0.000,C-16-5
000000000010000609,4000,SP04,9.000,0.000,0.000,A-20-5
000000000010000610,2000,SP02,0.000,0.000,0.000,B-05-4
000000000010000611,1000,SP01,2.000,0.000,0.000,A-17-1
000000000010000611,2000,SP02,1.000,0.000,0.000,C-08-4
000000000010000612,3000,SP03,11.000,0.000,0.000,A-23-6
000000000080000138,4000,SP04,7.000,0.000,0.000,B-09-1
000000000010000613,3000,SP03,1.000,0.000,0.000,C-11-4
000000000010000614,2000,SP02,0.000,0.000,0.000,C-23-2
000000000090000033,3000,SP03,23.000,0.000,0.000,C-15-2
000000000030000137,2000,SP02,2.000,0.000,0.000,E-16-2
000000000030000137,3000,SP03,2.000,0.000,0.000,A-12-1
000000000010000615,2000,SP02,0.000,0.000,0.000,D-08-2
000000000010000616,3000,SP03,60.000,0.000,0.000,C-15-3
000000000080000139,3000,SP03,6.000,0.000,0.000,A-13-6
000000000010000617,2000,SP02,0.000,0.000,0.000,A-15-5
000000000010000618,4000,SP04,21.000,0.000,0.000,B-05-1
000000000010000618,3000,SP03,7.000,0.000,0.000,D-02-3
000000000010000619,2000,SP02,4.000,0.000,0.000,A-05-2
000000000010000619,4000,SP04,5.000,0.000,0.000,B-11-5
000000000010000620,2000,SP02,0.000,0.000,0.000,C-17-3
000000000010000621,1000,SP01,0.000,0.000,0.000,D-10-5
000000000010000621,4000,SP04,0.000,0.000,0.000,D-21-5
000000000080000140,4000,SP04,3.000,0.000,0.000,E-04-6
000000000030000138,4000,SP04,0.000,0.000,0.000,E-15-1
000000000010000622,1000,SP01,0.000,0.000,0.000,B-08-3
000000000010000623,4000,SP04,0.000,0.000,0.000,B-11-1
000000000010000623,3000,SP03,0.000,0.000,0.000,A-18-4
000000000010000624,2000,SP02,16.000,0.000,0.000,B-07-6
000000000010000625,4000,SP04,0.000,0.000,0.000,E-02-2
000000000010000626,3000,SP03,0.000,0.000,0.000,D-07-5
000000000080000141,1000,SP01,6.000,0.000,0.000,D-12-1
000000000030000139,3000,SP03,3.000,0.000,0.000,E-03-3
000000000030000139,1000,SP01,8.000,0.000,0.000,C-21-3
000000000010000627,4000,SP04,2.000,0.000,0.000,A-13-1
000000000010000627,3000,SP03,1.000,0.000,0.000,C-24-2
000000000030000140,1000,SP01,1.000,0.000,0.000,E-09-5
000000000030000140,3000,SP03,0.000,0.000,0.000,B-13-1
000000000010000628,2000,SP02,4.000,0.000,0.000,C-23-4
000000000010000629,4000,SP04,0.000,0.000,0.000,C-09-4
000000000010000630,4000,SP04,7.000,0.000,0.000,B-02-1
000000000010000631,1000,SP01,0.000,0.000,0.000,E-04-4
000000000010000632,4000,SP04,5.000,0.000,0.000,B-05-6
000000000010000632,1000,SP01,4.000,0.000,0.000,C-21-4
000000000080000142,4000,SP04,6.000,0.000,0.000,E-21-6
000000000080000142,2000,SP02,0.000,0.000,0.000,C-20-2
000000000010000633,4000,SP04,11.000,0.000,0.000,A-15-5
000000000010000634,1000,SP01,58.000,0.000,0.000,D-05-1
000000000010000635,2000,SP02,0.000,0.000,0.000,A-14-6
000000000080000143,3000,SP03,15.000,0.000,0.000,E-03-6
000000000010000636,2000,SP02,6.000,0.000,0.000,B-24-1
000000000010000637,4000,SP04,0.000,0.000,0.000,D-05-1
000000000010000637,3000,SP03,0.000,0.000,0.000,C-24-4
000000000030000141,3000,SP03,0.000,0.000,0.000,D-21-2
000000000030000142,2000,SP02,0.000,0.000,0.000,D-24-4
000000000080000144,1000,SP01,8.000,1.000,0.000,C-06-6
000000000030000143,3000,SP03,0.000,0.000,0.000,B-22-5
000000000010000638,3000,SP03,7.000,0.000,0.000,B-09-5
000000000010000639,2000,SP02,12.000,0.000,0.000,C-18-2
000000000010000640,3000,SP03,4.000,0.000,0.000,A-16-2
000000000010000641,4000,SP04,0.000,0.000,0.000,C-24-3
000000000010000641,1000,SP01,0.000,0.000,0.000,A-14-3
000000000010000642,4000,SP04,36.000,0.000,0.000,D-04-6
000000000010000643,1000,SP01,1.000,0.000,0.000,B-09-2
000000000030000144,1000,SP01,9.000,0.000,0.000,A-18-1
000000000030000144,4000,SP04,0.000,0.000,0.000,D-14-4
000000000010000644,4000,SP04,3.000,0.000,0.000,B-01-1
000000000010000645,3000,SP03,0.000,0.000,0.000,B-22-3
000000000010000646,3000,SP03,0.000,0.000,0.000,E-04-2
000000000010000646,2000,SP02,0.000,0.000,0.000,E-20-4
000000000010000647,3000,SP03,49.000,0.000,0.000,D-23-3
000000000010000648,2000,SP02,4.000,0.000,0.000,A-18-6
000000000010000649,1000,SP01,0.000,0.000,0.000,D-09-5
000000000010000650,3000,SP03,7.000,0.000,0.000,D-07-6
000000000010000651,3000,SP03,48.000,0.000,0.000,A-21-5
000000000010000652,2000,SP02,7.000,0.000,0.000,E-11-3
000000000010000653,2000,SP02,0.000,0.000,0.000,D-23-1
000000000030000145,4000,SP04,3.000,0.000,0.000,B-23-2
000000000010000654,4000,SP04,28.000,0.000,0.000,B-08-4
000000000010000654,3000,SP03,49.000,0.000,0.000,D-04-5
000000000010000655,4000,SP04,180.000,0.000,0.000,C-11-2
000000000010000656,1000,SP01,92.000,0.000,0.000,C-05-1
000000000080000145,3000,SP03,5.000,0.000,0.000,D-09-6
000000000080000145,2000,SP02,2.000,0.000,0.000,D-12-5
000000000030000146,2000,SP02,8.000,0.000,0.000,D-22-4
000000000010000657,1000,SP01,9.000,0.000,0.000,A-09-6
000000000010000658,4000,SP04,18.000,0.000,0.000,A-17-6
000000000010000659,2000,SP02,30.000,0.000,0.000,C-24-3
000000000010000660,1000,SP01,16.000,0.000,0.000,D-23-2
000000000010000660,2000,SP02,4.000,0.000,0.000,E-18-1
000000000010000661,2000,SP02,0.000,0.000,0.000,B-20-1
000000000030000147,2000,SP02,6.000,0.000,0.000,C-21-1
000000000010000662,3000,SP03,9.000,0.000,0.000,E-24-4
000000000010000662,1000,SP01,2.000,0.000,0.000,D-04-5
000000000010000663,4000,SP04,0.000,0.000,0.000,B-02-3
000000000080000146,1000,SP01,6.000,0.000,0.000,D-22-4
000000000030000148,1000,SP01,4.000,0.000,0.000,D-15-2
000000000010000664,1000,SP01,11.000,0.000,0.000,A-11-3
000000000080000147,3000,SP03,9.000,0.000,0.000,E-24-1
000000000010000665,3000,SP03,8.000,0.000,0.000,D-06-6
000000000030000149,4000,SP04,0.000,0.000,0.000,B-24-4
000000000080000148,4000,SP04,10.000,0.000,0.000,A-18-5
000000000080000149,1000,SP01,6.000,1.000,0.000,C-03-2
000000000010000666,3000,SP03,0.000,0.000,0.000,D-19-2
000000000030000150,1000,SP01,0.000,0.000,0.000,A-03-1
000000000030000150,2000,SP02,2.000,0.000,0.000,D-22-6
000000000010000667,3000,SP03,2.000,0.000,0.000,E-01-5
000000000010000668,3000,SP03,10.000,0.000,0.000,D-08-6
000000000010000669,1000,SP01,18.000,0.000,0.000,C-08-4
000000000010000669,3000,SP03,6.000,0.000,0.000,A-08-4
000000000010000670,2000,SP02,49.000,0.000,0.000,A-08-2
000000000090000034,4000,SP04,24.000,0.000,0.000,C-13-5
000000000080000150,3000,SP03,1.000,0.000,0.000,C-05-2
000000000030000151,2000,SP02,7.000,0.000,0.000,C-10-6
000000000010000671,2000,SP02,9.000,0.000,0.000,E-23-6
000000000090000035,2000,SP02,22.000,0.000,0.000,A-07-1
000000000010000672,2000,SP02,27.000,0.000,0.000,B-13-1
000000000010000672,1000,SP01,79.000,0.000,0.000,C-13-2
000000000030000152,4000,SP04,1.000,0.000,0.000,E-06-6
000000000010000673,3000,SP03,2.000,0.000,0.000,B-12-1
000000000010000673,2000,SP02,2.000,0.000,0.000,E-12-1
000000000010000674,3000,SP03,0.000,0.000,0.000,C-23-3
000000000010000675,2000,SP02,0.000,0.000,0.000,E-05-2
000000000010000675,1000,SP01,0.000,0.000,0.000,A-15-4
000000000080000151,3000,SP03,3.000,0.000,0.000,D-06-5
000000000010000676,1000,SP01,6.000,0.000,0.000,B-18-4
000000000010000677,4000,SP04,31.000,0.000,0.000,D-21-2
000000000030000153,3000,SP03,0.000,0.000,0.000,E-11-4
000000000090000036,3000,SP03,27.000,0.000,0.000,E-14-1
000000000090000036,1000,SP01,24.000,0.000,0.000,E-10-5
000000000010000678,3000,SP03,0.000,0.000,0.000,B-05-2
000000000080000152,1000,SP01,0.000,0.000,0.000,B-20-5
000000000030000154,3000,SP03,3.000,0.000,0.000,A-02-4
000000000030000155,3000,SP03,0.000,0.000,0.000,D-17-1
000000000030000155,2000,SP02,0.000,0.000,0.000,E-10-4
000000000010000679,3000,SP03,0.000,0.000,0.000,B-09-3
000000000010000679,2000,SP02,0.000,0.000,0.000,D-24-5
000000000010000680,3000,SP03,6.000,0.000,0.000,B-19-3
000000000010000681,1000,SP01,4.000,0.000,0.000,A-09-4
000000000030000156,4000,SP04,4.000,0.000,0.000,D-09-3
000000000010000682,4000,SP04,13.000,0.000,0.000,B-12-2
000000000080000153,4000,SP04,11.000,0.000,0.000,D-17-4
000000000090000037,3000,SP03,15.000,0.000,0.000,A-23-2
000000000010000683,1000,SP01,12.000,0.000,0.000,A-23-2
000000000010000684,4000,SP04,0.000,0.000,0.000,A-21-2
000000000010000684,3000,SP03,0.000,0.000,0.000,D-11-5
000000000010000685,2000,SP02,0.000,0.000,0.000,C-05-5
000000000010000685,1000,SP01,0.000,0.000,0.000,C-14-4
000000000010000686,4000,SP04,0.000,0.000,0.000,B-12-2
000000000010000687,4000,SP04,7.000,0.000,0.000,C-22-3
000000000080000154,4000,SP04,7.000,0.000,0.000,A-03-4
000000000080000154,3000,SP03,5.000,0.000,0.000,D-17-3
000000000010000688,3000,SP03,18.000,0.000,0.000,A-13-1
000000000030000157,4000,SP04,3.000,0.000,0.000,C-12-5
