Ebeln,Ebelp,Loekz,Txz01,Matnr,Werks,Lgort,Bednr,Menge,Meins,Netpr,Peinh,Netwr,Elikz,Pstyp,Knttp,Plifz,Banfn,Bnfpo
4500004002,00010,,SPARE FOR CV-502,000000000080000149,1000,SP01,,8.000,EA,216074.24,1.000,1728593.92,false,0,,54.000,2000004002,00010
4500004003,00010,,SPARE FOR FA-810,000000000080000149,1000,SP01,,8.000,EA,216074.24,1.000,1728593.92,true,0,,54.000,2000004003,00010
4500004004,00010,,SPARE FOR CR-102,000000000080000149,1000,SP01,,8.000,EA,216074.24,1.000,1728593.92,false,0,,54.000,2000004004,00010
4500004005,00010,,SPARE FOR CV-502,000000000080000149,1000,SP01,,6.000,EA,216074.24,1.000,1296445.44,true,0,,54.000,2000004005,00010
4500004006,00010,,SPARE FOR FL-310,000000000080000149,1000,SP01,,5.000,EA,216074.24,1.000,1080371.20,false,0,,54.000,2000004006,00010
4500004007,00010,,SPARE FOR ML-202,000000000080000149,1000,SP01,,5.000,EA,216074.24,1.000,1080371.20,false,0,,54.000,2000004007,00010
4500004008,00010,,SPARE FOR ML-201,000000000080000149,1000,SP01,,8.000,EA,216074.24,1.000,1728593.92,false,0,,54.000,2000004008,00010
4500004009,00010,,SPARE FOR CV-501,000000000080000149,1000,SP01,,8.000,EA,216074.24,1.000,1728593.92,true,0,,54.000,2000004009,00010
4500004010,00010,,SPARE FOR PU-610,000000000010000667,3000,SP03,,1.000,EA,161681.51,1.000,161681.51,true,0,,37.000,2000004010,00010
4500004011,00010,,SPARE FOR CR-101,000000000010000667,3000,SP03,,1.000,EA,161681.51,1.000,161681.51,true,0,,37.000,2000004011,00010
4500004012,00010,,SPARE FOR TH-401,000000000010000668,3000,SP03,,13.000,EA,171259.46,1.000,2226372.98,true,0,,30.000,2000004012,00010
4500004013,00010,,SPARE FOR PU-611,000000000010000668,3000,SP03,,14.000,EA,171259.46,1.000,2397632.44,true,0,,30.000,2000004013,00010
4500004014,00010,,SPARE FOR SC-701,000000000010000668,3000,SP03,,12.000,EA,171259.46,1.000,2055113.52,true,0,,30.000,2000004014,00010
4500004015,00010,,SPARE FOR PU-610,000000000010000668,3000,SP03,,13.000,EA,171259.46,1.000,2226372.98,true,0,,30.000,2000004015,00010
4500004016,00010,,SPARE FOR PU-610,000000000010000669,1000,SP01,,16.000,EA,148167.21,1.000,2370675.36,true,0,,177.000,2000004016,00010
4500004017,00010,,SPARE FOR CR-101,000000000010000669,1000,SP01,,16.000,EA,148167.21,1.000,2370675.36,true,0,,177.000,2000004017,00010
4500004018,00010,,SPARE FOR CV-502,000000000010000669,3000,SP03,,12.000,EA,148167.21,1.000,1778006.52,false,0,,177.000,2000004018,00010
4500004019,00010,,SPARE FOR ML-201,000000000010000669,3000,SP03,,12.000,EA,148167.21,1.000,1778006.52,false,0,,177.000,2000004019,00010
4500004020,00010,,SPARE FOR SC-701,000000000010000669,3000,SP03,,16.000,EA,148167.21,1.000,2370675.36,true,0,,177.000,2000004020,00010
4500004021,00010,,SPARE FOR CR-101,000000000010000669,3000,SP03,,11.000,EA,148167.21,1.000,1629839.31,false,0,,177.000,2000004021,00010
4500004022,00010,,SPARE FOR CR-102,000000000010000670,2000,SP02,,41.000,EA,14909.16,1.000,611275.56,true,0,,113.000,2000004022,00010
4500004023,00010,,SPARE FOR CV-502,000000000010000670,2000,SP02,,35.000,EA,14909.16,1.000,521820.60,true,0,,113.000,2000004023,00010
4500004024,00010,,SPARE FOR CV-502,000000000010000670,2000,SP02,,38.000,EA,14909.16,1.000,566548.08,true,0,,113.000,2000004024,00010
4500004025,00010,,SPARE FOR ML-202,000000000010000670,2000,SP02,,74.000,EA,14909.16,1.000,1103277.84,true,0,,113.000,2000004025,00010
4500004026,00010,,SPARE FOR ML-201,000000000010000670,2000,SP02,,40.000,EA,14909.16,1.000,596366.40,false,0,,113.000,2000004026,00010
4500004027,00010,,SPARE FOR CV-502,000000000080000150,3000,SP03,,2.000,EA,163441.43,1.000,326882.86,false,0,,10.000,2000004027,00010
4500004028,00010,,SPARE FOR CV-501,000000000080000150,3000,SP03,,2.000,EA,163441.43,1.000,326882.86,false,0,,10.000,2000004028,00010
4500004029,00010,,SPARE FOR CR-102,000000000080000150,3000,SP03,,2.000,EA,163441.43,1.000,326882.86,true,0,,10.000,2000004029,00010
4500004030,00010,,SPARE FOR CR-101,000000000080000150,3000,SP03,,2.000,EA,163441.43,1.000,326882.86,false,0,,10.000,2000004030,00010
4500004031,00010,,SPARE FOR FA-810,000000000010000671,2000,SP02,,15.000,EA,18445.92,1.000,276688.80,true,0,,33.000,2000004031,00010
4500004032,00010,,SPARE FOR FA-810,000000000010000671,2000,SP02,,13.000,EA,18445.92,1.000,239796.96,true,0,,33.000,2000004032,00010
4500004033,00010,,SPARE FOR PU-610,000000000010000671,2000,SP02,,12.000,EA,18445.92,1.000,221351.04,false,0,,33.000,2000004033,00010
4500004034,00010,,SPARE FOR FA-810,000000000010000671,2000,SP02,,16.000,EA,18445.92,1.000,295134.72,false,0,,33.000,2000004034,00010
4500004035,00010,,SPARE FOR SC-701,000000000010000671,2000,SP02,,16.000,EA,18445.92,1.000,295134.72,true,0,,33.000,2000004035,00010
4500004036,00010,,SPARE FOR PU-611,000000000010000672,2000,SP02,,65.000,EA,447835.20,1.000,29109288.00,false,0,,72.000,2000004036,00010
4500004037,00010,,SPARE FOR SC-701,000000000010000672,2000,SP02,,77.000,EA,447835.20,1.000,34483310.40,true,0,,72.000,2000004037,00010
4500004038,00010,,SPARE FOR PU-610,000000000010000672,2000,SP02,,64.000,EA,447835.20,1.000,28661452.80,false,0,,72.000,2000004038,00010
4500004039,00010,,SPARE FOR FL-310,000000000010000672,2000,SP02,,75.000,EA,447835.20,1.000,33587640.00,false,0,,72.000,2000004039,00010
4500004040,00010,,SPARE FOR PU-610,000000000010000672,2000,SP02,,86.000,EA,447835.20,1.000,38513827.20,false,0,,72.000,2000004040,00010
4500004041,00010,,SPARE FOR CR-101,000000000010000672,2000,SP02,,92.000,EA,447835.20,1.000,41200838.40,false,0,,72.000,2000004041,00010
4500004042,00010,,SPARE FOR PU-611,000000000010000672,2000,SP02,,92.000,EA,447835.20,1.000,41200838.40,true,0,,72.000,2000004042,00010
4500004043,00010,,SPARE FOR FA-810,000000000010000672,2000,SP02,,65.000,EA,447835.20,1.000,29109288.00,false,0,,72.000,2000004043,00010
4500004044,00010,,SPARE FOR FA-810,000000000010000672,1000,SP01,,124.000,EA,447835.20,1.000,55531564.80,true,0,,72.000,2000004044,00010
4500004045,00010,,SPARE FOR CR-102,000000000010000672,1000,SP01,,127.000,EA,447835.20,1.000,56875070.40,true,0,,72.000,2000004045,00010
4500004046,00010,,SPARE FOR SC-701,000000000010000672,1000,SP01,,117.000,EA,447835.20,1.000,52396718.40,true,0,,72.000,2000004046,00010
4500004047,00010,,SPARE FOR TH-401,000000000010000673,3000,SP03,,1.000,EA,209149.80,1.000,209149.80,true,0,,89.000,2000004047,00010
4500004048,00010,,SPARE FOR PU-611,000000000010000673,3000,SP03,,1.000,EA,209149.80,1.000,209149.80,false,0,,89.000,2000004048,00010
4500004049,00010,,SPARE FOR CV-502,000000000010000673,3000,SP03,,1.000,EA,209149.80,1.000,209149.80,true,0,,89.000,2000004049,00010
4500004050,00010,,SPARE FOR TH-401,000000000010000673,2000,SP02,,2.000,EA,209149.80,1.000,418299.60,false,0,,89.000,2000004050,00010
4500004051,00010,,SPARE FOR CR-102,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,true,0,,17.000,2000004051,00010
4500004052,00010,,SPARE FOR CR-101,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,true,0,,17.000,2000004052,00010
4500004053,00010,,SPARE FOR ML-202,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,false,0,,17.000,2000004053,00010
4500004054,00010,,SPARE FOR CV-501,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,true,0,,17.000,2000004054,00010
4500004055,00010,,SPARE FOR SC-701,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,false,0,,17.000,2000004055,00010
4500004056,00010,,SPARE FOR PU-611,000000000080000151,3000,SP03,,2.000,EA,161617.33,1.000,323234.66,true,0,,17.000,2000004056,00010
4500004057,00010,,SPARE FOR CV-501,000000000080000151,3000,SP03,,3.000,EA,161617.33,1.000,484851.99,true,0,,17.000,2000004057,00010
4500004058,00010,,SPARE FOR ML-201,000000000010000676,1000,SP01,,7.000,EA,76865.18,1.000,538056.26,true,0,,49.000,2000004058,00010
4500004059,00010,,SPARE FOR CR-101,000000000010000676,1000,SP01,,6.000,EA,76865.18,1.000,461191.08,true,0,,49.000,2000004059,00010
4500004060,00010,,SPARE FOR CR-101,000000000010000676,1000,SP01,,6.000,EA,76865.18,1.000,461191.08,true,0,,49.000,2000004060,00010
4500004061,00010,,SPARE FOR TH-401,000000000010000677,4000,SP04,,42.000,EA,3784.12,1.000,158933.04,false,0,,59.000,2000004061,00010
4500004062,00010,,SPARE FOR FL-310,000000000010000677,4000,SP04,,54.000,EA,3784.12,1.000,204342.48,true,0,,59.000,2000004062,00010
4500004063,00010,,SPARE FOR SC-701,000000000010000677,4000,SP04,,45.000,EA,3784.12,1.000,170285.40,true,0,,59.000,2000004063,00010
4500004064,00010,,SPARE FOR FL-310,000000000010000677,4000,SP04,,48.000,EA,3784.12,1.000,181637.76,true,0,,59.000,2000004064,00010
4500004065,00010,,SPARE FOR CV-502,000000000010000677,4000,SP04,,49.000,EA,3784.12,1.000,185421.88,true,0,,59.000,2000004065,00010
4500004066,00010,,SPARE FOR ML-201,000000000010000677,4000,SP04,,46.000,EA,3784.12,1.000,174069.52,true,0,,59.000,2000004066,00010
4500004067,00010,,SPARE FOR PU-611,000000000080000152,1000,SP01,,5.000,EA,54006.05,1.000,270030.25,false,0,,20.000,2000004067,00010
4500004068,00010,,SPARE FOR CV-501,000000000080000152,1000,SP01,,5.000,EA,54006.05,1.000,270030.25,true,0,,20.000,2000004068,00010
4500004069,00010,,SPARE FOR FA-810,000000000080000152,1000,SP01,,3.000,EA,54006.05,1.000,162018.15,true,0,,20.000,2000004069,00010
4500004070,00010,,SPARE FOR CR-102,000000000080000152,1000,SP01,,4.000,EA,54006.05,1.000,216024.20,true,0,,20.000,2000004070,00010
4500004071,00010,,SPARE FOR FA-810,000000000080000152,1000,SP01,,3.000,EA,54006.05,1.000,162018.15,true,0,,20.000,2000004071,00010
4500004072,00010,,SPARE FOR FA-810,000000000080000152,1000,SP01,,4.000,EA,54006.05,1.000,216024.20,false,0,,20.000,2000004072,00010
4500004073,00010,,SPARE FOR CV-502,000000000010000680,3000,SP03,,4.000,EA,26732.35,1.000,106929.40,true,0,,22.000,2000004073,00010
4500004074,00010,,SPARE FOR ML-202,000000000010000680,3000,SP03,,6.000,EA,26732.35,1.000,160394.10,false,0,,22.000,2000004074,00010
4500004075,00010,,SPARE FOR CR-101,000000000010000680,3000,SP03,,6.000,EA,26732.35,1.000,160394.10,true,0,,22.000,2000004075,00010
4500004076,00010,,SPARE FOR TH-401,000000000010000680,3000,SP03,,4.000,EA,26732.35,1.000,106929.40,true,0,,22.000,2000004076,00010
4500004077,00010,,SPARE FOR TH-401,000000000010000680,3000,SP03,,8.000,EA,26732.35,1.000,213858.80,false,0,,22.000,2000004077,00010
4500004078,00010,,SPARE FOR CR-101,000000000010000680,3000,SP03,,8.000,EA,26732.35,1.000,213858.80,true,0,,22.000,2000004078,00010
4500004079,00010,,SPARE FOR TH-401,000000000010000680,3000,SP03,,4.000,EA,26732.35,1.000,106929.40,true,0,,22.000,2000004079,00010
4500004080,00010,,SPARE FOR ML-202,000000000010000681,1000,SP01,,10.000,EA,16381.56,1.000,163815.60,true,0,,51.000,2000004080,00010
4500004081,00010,,SPARE FOR SC-701,000000000010000681,1000,SP01,,8.000,EA,16381.56,1.000,131052.48,true,0,,51.000,2000004081,00010
4500004082,00010,,SPARE FOR TH-401,000000000010000681,1000,SP01,,9.000,EA,16381.56,1.000,147434.04,true,0,,51.000,2000004082,00010
4500004083,00010,,SPARE FOR SC-701,000000000010000682,4000,SP04,,28.000,EA,19850.84,1.000,555823.52,true,0,,29.000,2000004083,00010
4500004084,00010,,SPARE FOR ML-202,000000000010000682,4000,SP04,,21.000,EA,19850.84,1.000,416867.64,false,0,,29.000,2000004084,00010
4500004085,00010,,SPARE FOR FL-310,000000000010000682,4000,SP04,,30.000,EA,19850.84,1.000,595525.20,false,0,,29.000,2000004085,00010
4500004086,00010,,SPARE FOR CR-101,000000000010000682,4000,SP04,,37.000,EA,19850.84,1.000,734481.08,true,0,,29.000,2000004086,00010
4500004087,00010,,SPARE FOR TH-401,000000000010000682,4000,SP04,,26.000,EA,19850.84,1.000,516121.84,true,0,,29.000,2000004087,00010
4500004088,00010,,SPARE FOR FL-310,000000000010000682,4000,SP04,,20.000,EA,19850.84,1.000,397016.80,true,0,,29.000,2000004088,00010
4500004089,00010,,SPARE FOR CR-102,000000000010000682,4000,SP04,,21.000,EA,19850.84,1.000,416867.64,false,0,,29.000,2000004089,00010
4500004090,00010,,SPARE FOR FL-310,000000000010000682,4000,SP04,,30.000,EA,19850.84,1.000,595525.20,false,0,,29.000,2000004090,00010
4500004091,00010,,SPARE FOR ML-202,000000000010000682,4000,SP04,,37.000,EA,19850.84,1.000,734481.08,true,0,,29.000,2000004091,00010
4500004092,00010,,SPARE FOR ML-201,000000000010000682,4000,SP04,,28.000,EA,19850.84,1.000,555823.52,true,0,,29.000,2000004092,00010
4500004093,00010,,SPARE FOR ML-201,000000000010000682,4000,SP04,,24.000,EA,19850.84,1.000,476420.16,false,0,,29.000,2000004093,00010
4500004094,00010,,SPARE FOR SC-701,000000000080000153,4000,SP04,,12.000,EA,44584.15,1.000,535009.80,false,0,,9.000,2000004094,00010
4500004095,00010,,SPARE FOR CR-102,000000000080000153,4000,SP04,,12.000,EA,44584.15,1.000,535009.80,true,0,,9.000,2000004095,00010
4500004096,00010,,SPARE FOR TH-401,000000000080000153,4000,SP04,,12.000,EA,44584.15,1.000,535009.80,true,0,,9.000,2000004096,00010
4500004097,00010,,SPARE FOR CR-101,000000000080000153,4000,SP04,,12.000,EA,44584.15,1.000,535009.80,false,0,,9.000,2000004097,00010
4500004098,00010,,SPARE FOR FL-310,000000000080000153,4000,SP04,,10.000,EA,44584.15,1.000,445841.50,true,0,,9.000,2000004098,00010
4500004099,00010,,SPARE FOR CR-102,000000000010000683,1000,SP01,,7.000,EA,169797.97,1.000,1188585.79,true,0,,150.000,2000004099,00010
4500004100,00010,,SPARE FOR CR-102,000000000010000683,1000,SP01,,7.000,EA,169797.97,1.000,1188585.79,true,0,,150.000,2000004100,00010
4500004101,00010,,SPARE FOR CR-101,000000000010000687,4000,SP04,,2.000,EA,10400.57,1.000,20801.14,true,0,,33.000,2000004101,00010
4500004102,00010,,SPARE FOR FA-810,000000000010000687,4000,SP04,,2.000,EA,10400.57,1.000,20801.14,true,0,,33.000,2000004102,00010
4500004103,00010,,SPARE FOR CR-101,000000000010000687,4000,SP04,,2.000,EA,10400.57,1.000,20801.14,true,0,,33.000,2000004103,00010
4500004104,00010,,SPARE FOR CV-501,000000000010000687,4000,SP04,,5.000,EA,10400.57,1.000,52002.85,true,0,,33.000,2000004104,00010
4500004105,00010,,SPARE FOR CV-502,000000000010000687,4000,SP04,,3.000,EA,10400.57,1.000,31201.71,true,0,,33.000,2000004105,00010
4500004106,00010,,SPARE FOR PU-611,000000000010000687,4000,SP04,,5.000,EA,10400.57,1.000,52002.85,false,0,,33.000,2000004106,00010
4500004107,00010,,SPARE FOR CV-502,000000000010000687,4000,SP04,,2.000,EA,10400.57,1.000,20801.14,false,0,,33.000,2000004107,00010
4500004108,00010,,SPARE FOR ML-201,000000000010000687,4000,SP04,,2.000,EA,10400.57,1.000,20801.14,true,0,,33.000,2000004108,00010
4500004109,00010,,SPARE FOR CV-502,000000000010000687,4000,SP04,,5.000,EA,10400.57,1.000,52002.85,true,0,,33.000,2000004109,00010
4500004110,00010,,SPARE FOR CR-102,000000000080000154,4000,SP04,,8.000,EA,397738.42,1.000,3181907.36,false,0,,12.000,2000004110,00010
4500004111,00010,,SPARE FOR TH-401,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004111,00010
4500004112,00010,,SPARE FOR FL-310,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,false,0,,12.000,2000004112,00010
4500004113,00010,,SPARE FOR TH-401,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004113,00010
4500004114,00010,,SPARE FOR FA-810,000000000080000154,4000,SP04,,4.000,EA,397738.42,1.000,1590953.68,true,0,,12.000,2000004114,00010
4500004115,00010,,SPARE FOR TH-401,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004115,00010
4500004116,00010,,SPARE FOR CR-102,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004116,00010
4500004117,00010,,SPARE FOR CV-501,000000000080000154,4000,SP04,,6.000,EA,397738.42,1.000,2386430.52,true,0,,12.000,2000004117,00010
4500004118,00010,,SPARE FOR ML-201,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004118,00010
4500004119,00010,,SPARE FOR FL-310,000000000080000154,4000,SP04,,6.000,EA,397738.42,1.000,2386430.52,false,0,,12.000,2000004119,00010
4500004120,00010,,SPARE FOR TH-401,000000000080000154,4000,SP04,,5.000,EA,397738.42,1.000,1988692.10,true,0,,12.000,2000004120,00010
4500004121,00010,,SPARE FOR FA-810,000000000080000154,3000,SP03,,10.000,EA,397738.42,1.000,3977384.20,false,0,,12.000,2000004121,00010
4500004122,00010,,SPARE FOR FA-810,000000000080000154,3000,SP03,,9.000,EA,397738.42,1.000,3579645.78,true,0,,12.000,2000004122,00010
4500004123,00010,,SPARE FOR CR-102,000000000080000154,3000,SP03,,10.000,EA,397738.42,1.000,3977384.20,true,0,,12.000,2000004123,00010
4500004124,00010,,SPARE FOR CV-501,000000000010000688,3000,SP03,,64.000,EA,23187.68,1.000,1484011.52,true,0,,43.000,2000004124,00010
4500004125,00010,,SPARE FOR PU-610,000000000010000688,3000,SP03,,61.000,EA,23187.68,1.000,1414448.48,true,0,,43.000,2000004125,00010
4500004126,00010,,SPARE FOR SC-701,000000000010000688,3000,SP03,,50.000,EA,23187.68,1.000,1159384.00,true,0,,43.000,2000004126,00010
4500004127,00010,,SPARE FOR CR-102,000000000010000688,3000,SP03,,94.000,EA,23187.68,1.000,2179641.92,true,0,,43.000,2000004127,00010
4500004128,00010,,SPARE FOR CV-502,000000000010000688,3000,SP03,,50.000,EA,23187.68,1.000,1159384.00,false,0,,43.000,2000004128,00010
4500004129,00010,,SPARE FOR TH-401,000000000010000688,3000,SP03,,70.000,EA,23187.68,1.000,1623137.60,false,0,,43.000,2000004129,00010
4500004130,00010,,SPARE FOR CR-101,000000000010000688,3000,SP03,,96.000,EA,23187.68,1.000,2226017.28,false,0,,43.000,2000004130,00010
4500004131,00010,,SPARE FOR TH-401,000000000010000688,3000,SP03,,111.000,EA,23187.68,1.000,2573832.48,true,0,,43.000,2000004131,00010
4500004132,00010,,SPARE FOR ML-201,000000000010000688,3000,SP03,,45.000,EA,23187.68,1.000,1043445.60,false,0,,43.000,2000004132,00010
4500004133,00010,,SPARE FOR CR-102,000000000010000688,3000,SP03,,64.000,EA,23187.68,1.000,1484011.52,false,0,,43.000,2000004133,00010
4500004134,00010,,SPARE FOR SC-701,000000000010000688,3000,SP03,,92.000,EA,23187.68,1.000,2133266.56,true,0,,43.000,2000004134,00010
4500004135,00010,,SPARE FOR CR-101,000000000010000688,3000,SP03,,64.000,EA,23187.68,1.000,1484011.52,false,0,,43.000,2000004135,00010
4500004136,00010,,SPARE FOR ML-201,000000000010000688,3000,SP03,,93.000,EA,23187.68,1.000,2156454.24,false,0,,43.000,2000004136,00010
4500004137,00010,,SPARE FOR SC-701,000000000080000155,2000,SP02,,12.000,EA,396549.38,1.000,4758592.56,true,0,,10.000,2000004137,00010
4500004138,00010,,SPARE FOR CV-501,000000000080000155,2000,SP02,,8.000,EA,396549.38,1.000,3172395.04,true,0,,10.000,2000004138,00010
4500004139,00010,,SPARE FOR CR-101,000000000080000155,2000,SP02,,11.000,EA,396549.38,1.000,4362043.18,false,0,,10.000,2000004139,00010
4500004140,00010,,SPARE FOR CR-102,000000000080000155,2000,SP02,,11.000,EA,396549.38,1.000,4362043.18,true,0,,10.000,2000004140,00010
4500004141,00010,,SPARE FOR FA-810,000000000080000155,2000,SP02,,12.000,EA,396549.38,1.000,4758592.56,true,0,,10.000,2000004141,00010
4500004142,00010,,SPARE FOR SC-701,000000000080000155,2000,SP02,,9.000,EA,396549.38,1.000,3568944.42,true,0,,10.000,2000004142,00010
4500004143,00010,,SPARE FOR CV-501,000000000080000155,2000,SP02,,8.000,EA,396549.38,1.000,3172395.04,false,0,,10.000,2000004143,00010
4500004144,00010,,SPARE FOR ML-202,000000000080000155,2000,SP02,,10.000,EA,396549.38,1.000,3965493.80,true,0,,10.000,2000004144,00010
4500004145,00010,,SPARE FOR PU-610,000000000080000155,3000,SP03,,6.000,EA,396549.38,1.000,2379296.28,true,0,,10.000,2000004145,00010
4500004146,00010,,SPARE FOR FL-310,000000000080000155,3000,SP03,,8.000,EA,396549.38,1.000,3172395.04,false,0,,10.000,2000004146,00010
4500004147,00010,,SPARE FOR ML-202,000000000080000155,3000,SP03,,8.000,EA,396549.38,1.000,3172395.04,true,0,,10.000,2000004147,00010
4500004148,00010,,SPARE FOR ML-201,000000000080000155,3000,SP03,,7.000,EA,396549.38,1.000,2775845.66,false,0,,10.000,2000004148,00010
4500004149,00010,,SPARE FOR CR-102,000000000080000155,3000,SP03,,8.000,EA,396549.38,1.000,3172395.04,true,0,,10.000,2000004149,00010
4500004150,00010,,SPARE FOR PU-611,000000000010000689,4000,SP04,,5.000,EA,60320.04,1.000,301600.20,false,0,,220.000,2000004150,00010
4500004151,00010,,SPARE FOR FL-310,000000000010000689,4000,SP04,,6.000,EA,60320.04,1.000,361920.24,true,0,,220.000,2000004151,00010
4500004152,00010,,SPARE FOR CR-102,000000000010000689,4000,SP04,,11.000,EA,60320.04,1.000,663520.44,true,0,,220.000,2000004152,00010
4500004153,00010,,SPARE FOR ML-202,000000000010000689,1000,SP01,,19.000,EA,60320.04,1.000,1146080.76,true,0,,220.000,2000004153,00010
4500004154,00010,,SPARE FOR ML-201,000000000010000689,1000,SP01,,18.000,EA,60320.04,1.000,1085760.72,true,0,,220.000,2000004154,00010
4500004155,00010,,SPARE FOR CV-502,000000000010000691,1000,SP01,,4.000,EA,174424.26,1.000,697697.04,true,0,,58.000,2000004155,00010
4500004156,00010,,SPARE FOR CV-502,000000000010000691,1000,SP01,,4.000,EA,174424.26,1.000,697697.04,false,0,,58.000,2000004156,00010
4500004157,00010,,SPARE FOR PU-611,000000000080000156,3000,SP03,,9.000,EA,102829.51,1.000,925465.59,true,0,,29.000,2000004157,00010
4500004158,00010,,SPARE FOR CV-501,000000000080000156,3000,SP03,,9.000,EA,102829.51,1.000,925465.59,false,0,,29.000,2000004158,00010
4500004159,00010,,SPARE FOR ML-201,000000000080000156,3000,SP03,,10.000,EA,102829.51,1.000,1028295.10,true,0,,29.000,2000004159,00010
4500004160,00010,,SPARE FOR TH-401,000000000080000156,3000,SP03,,10.000,EA,102829.51,1.000,1028295.10,true,0,,29.000,2000004160,00010
4500004161,00010,,SPARE FOR FL-310,000000000080000156,3000,SP03,,10.000,EA,102829.51,1.000,1028295.10,true,0,,29.000,2000004161,00010
4500004162,00010,,SPARE FOR PU-611,000000000010000693,1000,SP01,,85.000,EA,20373.37,1.000,1731736.45,false,0,,8.000,2000004162,00010
4500004163,00010,,SPARE FOR TH-401,000000000010000693,1000,SP01,,95.000,EA,20373.37,1.000,1935470.15,true,0,,8.000,2000004163,00010
4500004164,00010,,SPARE FOR TH-401,000000000010000693,1000,SP01,,85.000,EA,20373.37,1.000,1731736.45,true,0,,8.000,2000004164,00010
4500004165,00010,,SPARE FOR CR-101,000000000010000693,1000,SP01,,90.000,EA,20373.37,1.000,1833603.30,true,0,,8.000,2000004165,00010
4500004166,00010,,SPARE FOR CV-502,000000000010000693,1000,SP01,,95.000,EA,20373.37,1.000,1935470.15,true,0,,8.000,2000004166,00010
4500004167,00010,,SPARE FOR CR-102,000000000010000694,1000,SP01,,9.000,EA,73797.03,1.000,664173.27,true,0,,115.000,2000004167,00010
4500004168,00010,,SPARE FOR ML-201,000000000010000694,1000,SP01,,19.000,EA,73797.03,1.000,1402143.57,true,0,,115.000,2000004168,00010
4500004169,00010,,SPARE FOR ML-202,000000000010000694,1000,SP01,,9.000,EA,73797.03,1.000,664173.27,false,0,,115.000,2000004169,00010
4500004170,00010,,SPARE FOR PU-611,000000000010000694,1000,SP01,,18.000,EA,73797.03,1.000,1328346.54,false,0,,115.000,2000004170,00010
4500004171,00010,,SPARE FOR SC-701,000000000010000698,3000,SP03,,227.000,EA,11607.23,1.000,2634841.21,false,0,,18.000,2000004171,00010
4500004172,00010,,SPARE FOR FA-810,000000000010000698,3000,SP03,,227.000,EA,11607.23,1.000,2634841.21,true,0,,18.000,2000004172,00010
4500004173,00010,,SPARE FOR CV-502,000000000010000698,3000,SP03,,227.000,EA,11607.23,1.000,2634841.21,true,0,,18.000,2000004173,00010
4500004174,00010,,SPARE FOR CR-101,000000000010000698,3000,SP03,,218.000,EA,11607.23,1.000,2530376.14,false,0,,18.000,2000004174,00010
4500004175,00010,,SPARE FOR PU-611,000000000010000698,3000,SP03,,208.000,EA,11607.23,1.000,2414303.84,true,0,,18.000,2000004175,00010
4500004176,00010,,SPARE FOR CV-502,000000000010000698,1000,SP01,,176.000,EA,11607.23,1.000,2042872.48,false,0,,18.000,2000004176,00010
4500004177,00010,,SPARE FOR SC-701,000000000010000698,1000,SP01,,209.000,EA,11607.23,1.000,2425911.07,true,0,,18.000,2000004177,00010
4500004178,00010,,SPARE FOR SC-701,000000000010000698,1000,SP01,,200.000,EA,11607.23,1.000,2321446.00,false,0,,18.000,2000004178,00010
4500004179,00010,,SPARE FOR TH-401,000000000010000698,1000,SP01,,217.000,EA,11607.23,1.000,2518768.91,false,0,,18.000,2000004179,00010
4500004180,00010,,SPARE FOR CR-102,000000000010000698,1000,SP01,,181.000,EA,11607.23,1.000,2100908.63,false,0,,18.000,2000004180,00010
4500004181,00010,,SPARE FOR PU-610,000000000010000698,1000,SP01,,188.000,EA,11607.23,1.000,2182159.24,true,0,,18.000,2000004181,00010
4500004182,00010,,SPARE FOR FA-810,000000000010000698,1000,SP01,,206.000,EA,11607.23,1.000,2391089.38,false,0,,18.000,2000004182,00010
4500004183,00010,,SPARE FOR ML-202,000000000010000698,1000,SP01,,217.000,EA,11607.23,1.000,2518768.91,true,0,,18.000,2000004183,00010
4500004184,00010,,SPARE FOR CR-102,000000000080000157,2000,SP02,,4.000,EA,239015.91,1.000,956063.64,false,0,,34.000,2000004184,00010
4500004185,00010,,SPARE FOR PU-611,000000000080000157,2000,SP02,,4.000,EA,239015.91,1.000,956063.64,false,0,,34.000,2000004185,00010
4500004186,00010,,SPARE FOR TH-401,000000000080000157,2000,SP02,,4.000,EA,239015.91,1.000,956063.64,true,0,,34.000,2000004186,00010
4500004187,00010,,SPARE FOR FA-810,000000000080000157,2000,SP02,,3.000,EA,239015.91,1.000,717047.73,true,0,,34.000,2000004187,00010
