Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900015798,2026,0001,201,000000000010000833,4000,SP04,,H,22740340.14,42.000,EA,,,ISSUED TO TH-401,VZIREQ04,4000-MECH,,,,,,,2026-05-30T00:00:00,2026-05-30T00:00:00
4900015799,2026,0001,201,000000000010000833,4000,SP04,,H,17325973.44,32.000,EA,,,ISSUED TO CV-501,VZIREQ04,4000-MECH,,,,,,,2026-06-01T00:00:00,2026-06-01T00:00:00
4900015800,2026,0001,201,000000000010000833,4000,SP04,,H,10287296.73,19.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ02,4000-MECH,,,,,,,2026-07-09T00:00:00,2026-07-09T00:00:00
4900015801,2026,0001,101,000000000010000833,4000,SP04,0001000047,S,56850850.35,105.000,EA,4500004985,00010,GR AGAINST PO,,,,,,,,,2026-08-02T00:00:00,2026-08-02T00:00:00
4900015802,2026,0001,201,000000000010000833,4000,SP04,,H,16243100.10,30.000,EA,,,ISSUED TO FA-810,VZIREQ05,4000-MECH,,,,,,,2026-08-22T00:00:00,2026-08-22T00:00:00
4900015803,2024,0001,261,000000000010000834,3000,SP03,,H,7340648.40,12.000,EA,,,ISSUED TO CV-501,VZIREQ01,,439512103,,,,,,2024-09-23T00:00:00,2024-09-23T00:00:00
4900015804,2024,0001,261,000000000010000834,3000,SP03,,H,9787531.20,16.000,EA,,,CHANGEOUT PU-611,VZIREQ05,,431212781,,,,,,2024-10-12T00:00:00,2024-10-12T00:00:00
4900015805,2024,0001,201,000000000010000834,3000,SP03,,H,8564089.80,14.000,EA,,,ISSUED TO FA-810,VZIREQ01,3000-MECH,,,,,,,2024-11-19T00:00:00,2024-11-19T00:00:00
4900015806,2025,0001,101,000000000010000834,3000,SP03,0001000037,S,83805735.90,137.000,EA,4500004987,00010,GR AGAINST PO,,,,,,,,,2025-02-10T00:00:00,2025-02-10T00:00:00
4900015807,2025,0001,261,000000000010000834,3000,SP03,,H,9175810.50,15.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,,432043914,,,,,,2025-03-13T00:00:00,2025-03-13T00:00:00
4900015808,2025,0001,201,000000000010000834,3000,SP03,,H,9175810.50,15.000,EA,,,CHANGEOUT ML-202,VZIREQ01,3000-MECH,,,,,,,2025-04-22T00:00:00,2025-04-22T00:00:00
4900015809,2025,0001,261,000000000010000834,3000,SP03,,H,8564089.80,14.000,EA,,,CHANGEOUT SC-701,VZIREQ05,,433750517,,,,,,2025-05-08T00:00:00,2025-05-08T00:00:00
4900015810,2025,0001,201,000000000010000834,3000,SP03,,H,9787531.20,16.000,EA,,,CHANGEOUT PU-610,VZIREQ05,3000-MECH,,,,,,,2025-06-14T00:00:00,2025-06-14T00:00:00
4900015811,2025,0001,201,000000000010000834,3000,SP03,,H,12234414.00,20.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ05,3000-MECH,,,,,,,2025-07-30T00:00:00,2025-07-30T00:00:00
4900015812,2025,0001,201,000000000010000834,3000,SP03,,H,6728927.70,11.000,EA,,,ISSUED TO TH-401,VZIREQ04,3000-MECH,,,,,,,2025-08-25T00:00:00,2025-08-25T00:00:00
4900015813,2025,0001,261,000000000010000834,3000,SP03,,H,6117207.00,10.000,EA,,,CHANGEOUT CV-502,VZIREQ04,,431095436,,,,,,2025-09-17T00:00:00,2025-09-17T00:00:00
4900015814,2025,0001,261,000000000010000834,3000,SP03,,H,12846134.70,21.000,EA,,,CHANGEOUT PU-611,VZIREQ04,,438819364,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900015815,2025,0001,201,000000000010000834,3000,SP03,,H,6117207.00,10.000,EA,,,ISSUED TO ML-201,VZIREQ05,3000-MECH,,,,,,,2025-11-22T00:00:00,2025-11-22T00:00:00
4900015816,2025,0001,261,000000000010000834,3000,SP03,,H,3058603.50,5.000,EA,,,CHANGEOUT PU-611,VZIREQ04,,435879403,,,,,,2025-12-02T00:00:00,2025-12-02T00:00:00
4900015817,2026,0001,101,000000000010000834,3000,SP03,0001000037,S,92981546.40,152.000,EA,4500004989,00010,GR AGAINST PO,,,,,,,,,2026-03-05T00:00:00,2026-03-05T00:00:00
4900015818,2026,0001,261,000000000010000834,3000,SP03,,H,8564089.80,14.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,438363665,,,,,,2026-04-04T00:00:00,2026-04-04T00:00:00
4900015819,2026,0001,261,000000000010000834,3000,SP03,,H,11622693.30,19.000,EA,,,CHANGEOUT ML-202,VZIREQ04,,434333294,,,,,,2026-05-14T00:00:00,2026-05-14T00:00:00
4900015820,2026,0001,261,000000000010000834,3000,SP03,,H,7952369.10,13.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ05,,434202876,,,,,,2026-06-19T00:00:00,2026-06-19T00:00:00
4900015821,2026,0001,201,000000000010000834,3000,SP03,,H,7340648.40,12.000,EA,,,ISSUED TO ML-202,VZIREQ03,3000-MECH,,,,,,,2026-07-09T00:00:00,2026-07-09T00:00:00
4900015822,2026,0001,261,000000000010000834,3000,SP03,,H,8564089.80,14.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ03,,432733764,,,,,,2026-08-22T00:00:00,2026-08-22T00:00:00
4900015823,2024,0001,101,000000000080000189,3000,SP03,0001000004,S,1586397.92,16.000,EA,4500004990,00010,GR AGAINST PO,,,,,,,,,2024-11-13T00:00:00,2024-11-13T00:00:00
4900015824,2024,0001,201,000000000080000189,3000,SP03,,H,694049.09,7.000,EA,,,ISSUED TO ML-201,VZIREQ01,3000-MECH,,,,,,,2024-12-28T00:00:00,2024-12-28T00:00:00
4900015825,2025,0001,261,000000000080000189,3000,SP03,,H,594899.22,6.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ02,,436179372,,,,,,2025-02-26T00:00:00,2025-02-26T00:00:00
4900015826,2025,0001,261,000000000080000189,3000,SP03,,H,694049.09,7.000,EA,,,ISSUED TO ML-201,VZIREQ05,,432154473,,,,,,2025-03-04T00:00:00,2025-03-04T00:00:00
4900015827,2025,0001,261,000000000080000189,3000,SP03,,H,396599.48,4.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,,432691902,,,,,,2025-04-15T00:00:00,2025-04-15T00:00:00
4900015828,2025,0001,101,000000000080000189,3000,SP03,0001000004,S,1982997.40,20.000,EA,4500004991,00010,GR AGAINST PO,,,,,,,,,2025-04-30T00:00:00,2025-04-30T00:00:00
4900015829,2025,0001,201,000000000080000189,3000,SP03,,H,396599.48,4.000,EA,,,ISSUED TO ML-201,VZIREQ04,3000-MECH,,,,,,,2025-06-20T00:00:00,2025-06-20T00:00:00
4900015830,2025,0001,201,000000000080000189,3000,SP03,,H,594899.22,6.000,EA,,,CHANGEOUT ML-201,VZIREQ01,3000-MECH,,,,,,,2025-09-19T00:00:00,2025-09-19T00:00:00
4900015831,2025,0001,261,000000000080000189,3000,SP03,,H,396599.48,4.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ03,,439209927,,,,,,2025-11-21T00:00:00,2025-11-21T00:00:00
4900015832,2026,0001,101,000000000080000189,3000,SP03,0001000004,S,1784697.66,18.000,EA,4500004992,00010,GR AGAINST PO,,,,,,,,,2026-01-19T00:00:00,2026-01-19T00:00:00
4900015833,2026,0001,261,000000000080000189,3000,SP03,,H,594899.22,6.000,EA,,,CHANGEOUT FL-310,VZIREQ03,,435417849,,,,,,2026-01-22T00:00:00,2026-01-22T00:00:00
4900015834,2026,0001,201,000000000080000189,3000,SP03,,H,396599.48,4.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ02,3000-MECH,,,,,,,2026-04-07T00:00:00,2026-04-07T00:00:00
4900015835,2026,0001,201,000000000080000189,3000,SP03,,H,594899.22,6.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ02,3000-MECH,,,,,,,2026-05-17T00:00:00,2026-05-17T00:00:00
4900015836,2026,0001,101,000000000080000189,3000,SP03,0001000004,S,1586397.92,16.000,EA,4500004993,00010,GR AGAINST PO,,,,,,,,,2026-08-02T00:00:00,2026-08-02T00:00:00
4900015837,2024,0001,261,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,CHANGEOUT CV-501,VZIREQ05,,432580049,,,,,,2024-11-13T00:00:00,2024-11-13T00:00:00
4900015838,2025,0001,101,000000000010000835,3000,SP03,0001000007,S,351856.23,3.000,EA,4500004996,00010,GR AGAINST PO,,,,,,,,,2025-02-03T00:00:00,2025-02-03T00:00:00
4900015839,2025,0001,201,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,ISSUED TO CR-102,VZIREQ04,3000-MECH,,,,,,,2025-02-11T00:00:00,2025-02-11T00:00:00
4900015840,2025,0001,101,000000000010000835,3000,SP03,0001000007,S,586427.05,5.000,EA,4500004997,00010,GR AGAINST PO,,,,,,,,,2025-03-04T00:00:00,2025-03-04T00:00:00
4900015841,2025,0001,201,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,ISSUED TO PU-610,VZIREQ05,3000-MECH,,,,,,,2025-03-12T00:00:00,2025-03-12T00:00:00
4900015842,2025,0001,101,000000000010000835,3000,SP03,0001000007,S,351856.23,3.000,EA,4500004998,00010,GR AGAINST PO,,,,,,,,,2025-04-01T00:00:00,2025-04-01T00:00:00
4900015843,2025,0001,201,000000000010000835,3000,SP03,,H,234570.82,2.000,EA,,,ISSUED TO FL-310,VZIREQ02,3000-MECH,,,,,,,2025-05-25T00:00:00,2025-05-25T00:00:00
4900015844,2025,0001,261,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,CHANGEOUT CV-502,VZIREQ04,,432441710,,,,,,2025-06-24T00:00:00,2025-06-24T00:00:00
4900015845,2025,0001,101,000000000010000835,3000,SP03,0001000007,S,586427.05,5.000,EA,4500005001,00010,GR AGAINST PO,,,,,,,,,2025-09-20T00:00:00,2025-09-20T00:00:00
4900015846,2025,0001,261,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,ISSUED TO FL-310,VZIREQ02,,432922912,,,,,,2025-10-29T00:00:00,2025-10-29T00:00:00
4900015847,2025,0001,101,000000000010000835,3000,SP03,0001000007,S,351856.23,3.000,EA,4500005002,00010,GR AGAINST PO,,,,,,,,,2025-12-07T00:00:00,2025-12-07T00:00:00
4900015848,2026,0001,201,000000000010000835,3000,SP03,,H,234570.82,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ01,3000-MECH,,,,,,,2026-01-30T00:00:00,2026-01-30T00:00:00
4900015849,2026,0001,261,000000000010000835,3000,SP03,,H,351856.23,3.000,EA,,,ISSUED TO PU-610,VZIREQ05,,438144045,,,,,,2026-04-05T00:00:00,2026-04-05T00:00:00
4900015850,2026,0001,101,000000000010000835,3000,SP03,0001000007,S,351856.23,3.000,EA,4500005003,00010,GR AGAINST PO,,,,,,,,,2026-04-26T00:00:00,2026-04-26T00:00:00
4900015851,2025,0001,261,000000000010000836,3000,SP03,,H,23890.59,1.000,EA,,,ISSUED TO ML-201,VZIREQ05,,436322030,,,,,,2025-03-13T00:00:00,2025-03-13T00:00:00
4900015852,2024,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ03,3000-MECH,,,,,,,2024-12-01T00:00:00,2024-12-01T00:00:00
4900015853,2025,0001,101,000000000010000837,3000,SP03,0001000009,S,208160.72,8.000,EA,4500005004,00010,GR AGAINST PO,,,,,,,,,2025-02-02T00:00:00,2025-02-02T00:00:00
4900015854,2025,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,CHANGEOUT TH-401,VZIREQ03,3000-MECH,,,,,,,2025-02-10T00:00:00,2025-02-10T00:00:00
4900015855,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO FL-310,VZIREQ02,,431727575,,,,,,2025-04-11T00:00:00,2025-04-11T00:00:00
4900015856,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,435693145,,,,,,2025-05-20T00:00:00,2025-05-20T00:00:00
4900015857,2025,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO PU-610,VZIREQ03,3000-MECH,,,,,,,2025-06-10T00:00:00,2025-06-10T00:00:00
4900015858,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ04,,432497671,,,,,,2025-08-11T00:00:00,2025-08-11T00:00:00
4900015859,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO CV-501,VZIREQ03,,434920465,,,,,,2025-09-29T00:00:00,2025-09-29T00:00:00
4900015860,2025,0001,101,000000000010000837,3000,SP03,0001000009,S,104080.36,4.000,EA,4500005005,00010,GR AGAINST PO,,,,,,,,,2025-10-01T00:00:00,2025-10-01T00:00:00
4900015861,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,431265923,,,,,,2025-10-10T00:00:00,2025-10-10T00:00:00
4900015862,2025,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO TH-401,VZIREQ04,3000-MECH,,,,,,,2025-11-29T00:00:00,2025-11-29T00:00:00
4900015863,2025,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,,433208289,,,,,,2025-12-07T00:00:00,2025-12-07T00:00:00
4900015864,2026,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ01,3000-MECH,,,,,,,2026-01-23T00:00:00,2026-01-23T00:00:00
4900015865,2026,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO FL-310,VZIREQ03,3000-MECH,,,,,,,2026-02-20T00:00:00,2026-02-20T00:00:00
4900015866,2026,0001,101,000000000010000837,3000,SP03,0001000009,S,364281.26,14.000,EA,4500005007,00010,GR AGAINST PO,,,,,,,,,2026-02-23T00:00:00,2026-02-23T00:00:00
4900015867,2026,0001,261,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ02,,431285175,,,,,,2026-03-24T00:00:00,2026-03-24T00:00:00
4900015868,2026,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,CHANGEOUT TH-401,VZIREQ03,3000-MECH,,,,,,,2026-05-07T00:00:00,2026-05-07T00:00:00
4900015869,2026,0001,201,000000000010000837,3000,SP03,,H,52040.18,2.000,EA,,,ISSUED TO ML-202,VZIREQ05,3000-MECH,,,,,,,2026-08-03T00:00:00,2026-08-03T00:00:00
4900015870,2026,0001,101,000000000010000837,3000,SP03,0001000009,S,208160.72,8.000,EA,4500005008,00010,GR AGAINST PO,,,,,,,,,2026-08-18T00:00:00,2026-08-18T00:00:00
4900015871,2024,0001,261,000000000010000838,1000,SP01,,H,332605.06,29.000,EA,,,CHANGEOUT CV-502,VZIREQ01,,413610338,,,,,,2024-09-03T00:00:00,2024-09-03T00:00:00
4900015872,2024,0001,201,000000000010000838,1000,SP01,,H,344074.20,30.000,EA,,,ISSUED TO CV-501,VZIREQ05,1000-MECH,,,,,,,2024-10-11T00:00:00,2024-10-11T00:00:00
4900015873,2024,0001,261,000000000010000838,1000,SP01,,H,114691.40,10.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ03,,412104490,,,,,,2024-11-04T00:00:00,2024-11-04T00:00:00
4900015874,2024,0001,101,000000000010000838,1000,SP01,0001000043,S,1261605.40,110.000,EA,4500005009,00010,GR AGAINST PO,,,,,,,,,2024-11-05T00:00:00,2024-11-05T00:00:00
4900015875,2024,0001,201,000000000010000838,1000,SP01,,H,321135.92,28.000,EA,,,CHANGEOUT ML-201,VZIREQ01,1000-MECH,,,,,,,2024-12-12T00:00:00,2024-12-12T00:00:00
4900015876,2025,0001,261,000000000010000838,1000,SP01,,H,309666.78,27.000,EA,,,CHANGEOUT CV-501,VZIREQ02,,419983033,,,,,,2025-01-04T00:00:00,2025-01-04T00:00:00
4900015877,2025,0001,201,000000000010000838,1000,SP01,,H,206444.52,18.000,EA,,,ISSUED TO PU-610,VZIREQ03,1000-MECH,,,,,,,2025-02-28T00:00:00,2025-02-28T00:00:00
4900015878,2025,0001,261,000000000010000838,1000,SP01,,H,183506.24,16.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ01,,414334189,,,,,,2025-03-07T00:00:00,2025-03-07T00:00:00
4900015879,2025,0001,201,000000000010000838,1000,SP01,,H,160567.96,14.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ02,1000-MECH,,,,,,,2025-04-15T00:00:00,2025-04-15T00:00:00
4900015880,2025,0001,101,000000000010000838,1000,SP01,0001000043,S,1296012.82,113.000,EA,4500005010,00010,GR AGAINST PO,,,,,,,,,2025-05-27T00:00:00,2025-05-27T00:00:00
4900015881,2025,0001,201,000000000010000838,1000,SP01,,H,183506.24,16.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ02,1000-MECH,,,,,,,2025-05-29T00:00:00,2025-05-29T00:00:00
4900015882,2025,0001,261,000000000010000838,1000,SP01,,H,401419.90,35.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ03,,418724233,,,,,,2025-06-29T00:00:00,2025-06-29T00:00:00
4900015883,2025,0001,201,000000000010000838,1000,SP01,,H,217913.66,19.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,1000-MECH,,,,,,,2025-07-26T00:00:00,2025-07-26T00:00:00
4900015884,2025,0001,261,000000000010000838,1000,SP01,,H,355543.34,31.000,EA,,,ISSUED TO PU-610,VZIREQ02,,412247163,,,,,,2025-08-19T00:00:00,2025-08-19T00:00:00
4900015885,2025,0001,201,000000000010000838,1000,SP01,,H,217913.66,19.000,EA,,,ISSUED TO CV-501,VZIREQ05,1000-MECH,,,,,,,2025-09-27T00:00:00,2025-09-27T00:00:00
4900015886,2025,0001,201,000000000010000838,1000,SP01,,H,137629.68,12.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ02,1000-MECH,,,,,,,2025-10-13T00:00:00,2025-10-13T00:00:00
4900015887,2025,0001,101,000000000010000838,1000,SP01,0001000043,S,1376296.80,120.000,EA,4500005011,00010,GR AGAINST PO,,,,,,,,,2025-11-10T00:00:00,2025-11-10T00:00:00
4900015888,2025,0001,261,000000000010000838,1000,SP01,,H,172037.10,15.000,EA,,,ISSUED TO FA-810,VZIREQ03,,415559989,,,,,,2025-11-12T00:00:00,2025-11-12T00:00:00
4900015889,2025,0001,201,000000000010000838,1000,SP01,,H,355543.34,31.000,EA,,,ISSUED TO ML-201,VZIREQ02,1000-MECH,,,,,,,2025-12-27T00:00:00,2025-12-27T00:00:00
4900015890,2026,0001,261,000000000010000838,1000,SP01,,H,263790.22,23.000,EA,,,CHANGEOUT TH-401,VZIREQ03,,416531071,,,,,,2026-01-07T00:00:00,2026-01-07T00:00:00
4900015891,2026,0001,261,000000000010000838,1000,SP01,,H,263790.22,23.000,EA,,,CHANGEOUT ML-201,VZIREQ05,,412795041,,,,,,2026-02-15T00:00:00,2026-02-15T00:00:00
4900015892,2026,0001,101,000000000010000838,1000,SP01,0001000043,S,1192790.56,104.000,EA,4500005012,00010,GR AGAINST PO,,,,,,,,,2026-03-10T00:00:00,2026-03-10T00:00:00
4900015893,2026,0001,261,000000000010000838,1000,SP01,,H,217913.66,19.000,EA,,,ISSUED TO PU-610,VZIREQ05,,413382939,,,,,,2026-03-14T00:00:00,2026-03-14T00:00:00
4900015894,2026,0001,261,000000000010000838,1000,SP01,,H,263790.22,23.000,EA,,,CHANGEOUT CR-101,VZIREQ02,,417179826,,,,,,2026-04-23T00:00:00,2026-04-23T00:00:00
4900015895,2026,0001,261,000000000010000838,1000,SP01,,H,160567.96,14.000,EA,,,ISSUED TO CR-101,VZIREQ02,,416134178,,,,,,2026-05-15T00:00:00,2026-05-15T00:00:00
4900015896,2026,0001,261,000000000010000838,1000,SP01,,H,80283.98,7.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ02,,415910818,,,,,,2026-06-28T00:00:00,2026-06-28T00:00:00
4900015897,2026,0001,261,000000000010000838,1000,SP01,,H,206444.52,18.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,411319584,,,,,,2026-07-02T00:00:00,2026-07-02T00:00:00
4900015898,2026,0001,261,000000000010000838,1000,SP01,,H,355543.34,31.000,EA,,,ISSUED TO ML-201,VZIREQ04,,414492560,,,,,,2026-09-07T00:00:00,2026-09-07T00:00:00
4900015899,2024,0001,201,000000000010000839,2000,SP02,,H,355080.52,2.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ02,2000-MECH,,,,,,,2024-09-03T00:00:00,2024-09-03T00:00:00
4900015900,2025,0001,261,000000000010000839,2000,SP02,,H,355080.52,2.000,EA,,,CHANGEOUT ML-202,VZIREQ05,,428463905,,,,,,2025-02-02T00:00:00,2025-02-02T00:00:00
4900015901,2025,0001,261,000000000010000839,2000,SP02,,H,177540.26,1.000,EA,,,ISSUED TO FL-310,VZIREQ05,,428861210,,,,,,2025-03-29T00:00:00,2025-03-29T00:00:00
4900015902,2025,0001,201,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,1000-MECH,,,,,,,2025-01-11T00:00:00,2025-01-11T00:00:00
4900015903,2025,0001,261,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,CHANGEOUT PU-610,VZIREQ01,,417859679,,,,,,2025-05-31T00:00:00,2025-05-31T00:00:00
4900015904,2025,0001,201,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,ISSUED TO ML-201,VZIREQ02,1000-MECH,,,,,,,2025-09-11T00:00:00,2025-09-11T00:00:00
4900015905,2025,0001,261,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ03,,414272050,,,,,,2025-11-08T00:00:00,2025-11-08T00:00:00
4900015906,2026,0001,261,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,ISSUED TO PU-610,VZIREQ04,,416336140,,,,,,2026-02-10T00:00:00,2026-02-10T00:00:00
4900015907,2026,0001,101,000000000010000840,1000,SP01,0001000006,S,234976.58,2.000,EA,4500005016,00010,GR AGAINST PO,,,,,,,,,2026-04-23T00:00:00,2026-04-23T00:00:00
4900015908,2026,0001,261,000000000010000840,1000,SP01,,H,117488.29,1.000,EA,,,ISSUED TO ML-202,VZIREQ03,,413296639,,,,,,2026-07-31T00:00:00,2026-07-31T00:00:00
4900015909,2024,0001,261,000000000080000190,4000,SP04,,H,645531.96,2.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ04,,449698316,,,,,,2024-09-16T00:00:00,2024-09-16T00:00:00
4900015910,2024,0001,101,000000000080000190,4000,SP04,0001000056,S,1613829.90,5.000,EA,4500005017,00010,GR AGAINST PO,,,,,,,,,2024-10-19T00:00:00,2024-10-19T00:00:00
4900015911,2024,0001,261,000000000080000190,4000,SP04,,H,322765.98,1.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,448965566,,,,,,2024-12-22T00:00:00,2024-12-22T00:00:00
4900015912,2025,0001,261,000000000080000190,4000,SP04,,H,968297.94,3.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ05,,449751004,,,,,,2025-01-20T00:00:00,2025-01-20T00:00:00
4900015913,2025,0001,101,000000000080000190,4000,SP04,0001000056,S,1291063.92,4.000,EA,4500005018,00010,GR AGAINST PO,,,,,,,,,2025-02-27T00:00:00,2025-02-27T00:00:00
4900015914,2025,0001,261,000000000080000190,4000,SP04,,H,645531.96,2.000,EA,,,ISSUED TO FL-310,VZIREQ05,,444350771,,,,,,2025-07-08T00:00:00,2025-07-08T00:00:00
4900015915,2025,0001,261,000000000080000190,4000,SP04,,H,322765.98,1.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ04,,441827534,,,,,,2025-08-13T00:00:00,2025-08-13T00:00:00
4900015916,2025,0001,261,000000000080000190,4000,SP04,,H,645531.96,2.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ02,,441396089,,,,,,2025-09-30T00:00:00,2025-09-30T00:00:00
4900015917,2025,0001,101,000000000080000190,4000,SP04,0001000056,S,968297.94,3.000,EA,4500005021,00010,GR AGAINST PO,,,,,,,,,2025-12-04T00:00:00,2025-12-04T00:00:00
4900015918,2025,0001,261,000000000080000190,4000,SP04,,H,645531.96,2.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,443776325,,,,,,2025-12-09T00:00:00,2025-12-09T00:00:00
4900015919,2026,0001,101,000000000080000190,4000,SP04,0001000056,S,1291063.92,4.000,EA,4500005022,00010,GR AGAINST PO,,,,,,,,,2026-02-11T00:00:00,2026-02-11T00:00:00
4900015920,2026,0001,261,000000000080000190,4000,SP04,,H,968297.94,3.000,EA,,,ISSUED TO SC-701,VZIREQ01,,441335828,,,,,,2026-02-18T00:00:00,2026-02-18T00:00:00
4900015921,2026,0001,201,000000000080000190,4000,SP04,,H,645531.96,2.000,EA,,,CHANGEOUT PU-611,VZIREQ01,4000-MECH,,,,,,,2026-03-18T00:00:00,2026-03-18T00:00:00
4900015922,2026,0001,101,000000000080000190,4000,SP04,0001000056,S,968297.94,3.000,EA,4500005023,00010,GR AGAINST PO,,,,,,,,,2026-03-22T00:00:00,2026-03-22T00:00:00
4900015923,2026,0001,261,000000000080000190,4000,SP04,,H,968297.94,3.000,EA,,,ISSUED TO ML-202,VZIREQ04,,443673957,,,,,,2026-04-23T00:00:00,2026-04-23T00:00:00
4900015924,2026,0001,101,000000000080000190,4000,SP04,0001000056,S,1613829.90,5.000,EA,4500005024,00010,GR AGAINST PO,,,,,,,,,2026-05-21T00:00:00,2026-05-21T00:00:00
4900015925,2026,0001,261,000000000080000190,4000,SP04,,H,968297.94,3.000,EA,,,CHANGEOUT CR-101,VZIREQ01,,445640629,,,,,,2026-07-16T00:00:00,2026-07-16T00:00:00
4900015926,2026,0001,101,000000000080000190,4000,SP04,0001000056,S,968297.94,3.000,EA,4500005025,00010,GR AGAINST PO,,,,,,,,,2026-08-15T00:00:00,2026-08-15T00:00:00
4900015927,2024,0001,261,000000000010000842,1000,SP01,,H,664227.40,5.000,EA,,,ISSUED TO PU-611,VZIREQ02,,414028763,,,,,,2024-10-13T00:00:00,2024-10-13T00:00:00
4900015928,2024,0001,201,000000000010000842,1000,SP01,,H,132845.48,1.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ05,1000-MECH,,,,,,,2024-11-24T00:00:00,2024-11-24T00:00:00
4900015929,2024,0001,261,000000000010000842,3000,SP03,,H,531381.92,4.000,EA,,,CHANGEOUT CR-102,VZIREQ02,,438033650,,,,,,2024-09-21T00:00:00,2024-09-21T00:00:00
4900015930,2024,0001,201,000000000010000842,3000,SP03,,H,398536.44,3.000,EA,,,ISSUED TO CR-102,VZIREQ04,3000-MECH,,,,,,,2024-10-06T00:00:00,2024-10-06T00:00:00
4900015931,2024,0001,201,000000000010000843,4000,SP04,,H,151591.11,1.000,EA,,,CHANGEOUT CV-502,VZIREQ05,4000-MECH,,,,,,,2024-12-10T00:00:00,2024-12-10T00:00:00
4900015932,2024,0001,201,000000000080000191,1000,SP01,,H,260874.00,1.000,EA,,,ISSUED TO TH-401,VZIREQ05,1000-MECH,,,,,,,2024-11-13T00:00:00,2024-11-13T00:00:00
