Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000010000671,2000,false,VB,010,33.000,1.000,4.713,3.251,1.708,10.250,15.794
000000000090000035,2000,false,ND,002,21.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000672,2000,false,VB,010,72.000,2.000,34.274,6.370,9.375,56.250,92.089
000000000010000672,1000,false,VB,008,0.000,2.000,25.664,4.708,15.583,93.500,138.765
000000000030000152,4000,false,PD,007,8.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000010000673,3000,false,PD,007,89.000,2.000,1.577,1.056,1.000,1.000,1.835
000000000010000673,2000,false,PD,007,89.000,1.000,2.871,1.637,1.000,1.500,3.486
000000000010000674,3000,false,PD,008,17.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000675,2000,false,VB,009,75.000,0.000,15.897,9.900,2.333,14.000,30.103
000000000010000675,1000,false,PD,010,75.000,0.000,7.565,4.817,1.750,10.500,16.843
000000000080000151,3000,false,VB,008,17.000,2.000,1.348,1.103,1.000,2.250,2.981
000000000010000676,1000,false,PD,010,49.000,2.000,1.475,0.841,1.000,3.750,7.156
000000000010000677,4000,false,PD,003,59.000,3.000,25.018,3.532,14.000,84.000,63.633
000000000030000153,3000,false,PD,001,21.000,3.000,0.000,0.000,1.000,2.250,0.000
000000000090000036,3000,false,ND,009,19.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000036,1000,false,ND,010,19.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000678,3000,false,PD,007,84.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000152,1000,false,PD,005,20.000,2.000,2.106,1.581,1.000,4.500,5.415
000000000030000154,3000,false,PD,009,104.000,2.000,0.000,0.000,1.958,11.750,0.000
000000000030000155,3000,false,PD,005,52.000,2.000,0.000,0.000,1.292,7.750,0.000
000000000030000155,2000,false,PD,001,52.000,0.000,0.000,0.000,1.208,7.250,0.000
000000000010000679,3000,false,PD,008,114.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000679,2000,false,PD,002,114.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000680,3000,false,VB,004,22.000,0.000,4.298,2.854,1.250,7.500,7.549
000000000010000681,1000,false,PD,009,51.000,3.000,3.276,2.076,1.125,6.750,10.746
000000000030000156,4000,false,PD,009,34.000,2.000,0.000,0.000,1.375,8.250,0.000
000000000010000682,4000,false,VB,007,29.000,2.000,17.246,2.945,8.458,50.750,36.587
000000000080000153,4000,false,PD,002,9.000,2.000,3.130,2.541,1.625,9.750,12.168
000000000090000037,3000,false,ND,005,54.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000683,1000,false,VB,010,150.000,2.000,11.826,7.044,1.000,3.500,11.826
000000000010000684,4000,false,VB,009,30.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000684,3000,false,VB,004,30.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000685,2000,false,VB,007,112.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000685,1000,false,PD,007,112.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000686,4000,false,PD,002,41.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000687,4000,false,PD,010,33.000,1.000,3.018,1.868,1.000,4.500,5.329
000000000080000154,4000,false,PD,007,12.000,3.000,5.027,3.776,2.000,12.000,8.161
000000000080000154,3000,false,PD,002,12.000,1.000,1.382,1.130,1.042,6.250,9.562
000000000010000688,3000,false,PD,001,43.000,3.000,73.175,10.308,24.958,149.750,111.211
000000000030000157,4000,false,PD,006,58.000,1.000,0.000,0.000,1.083,6.500,0.000
000000000090000038,3000,false,ND,005,13.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000038,4000,false,ND,007,13.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000080000155,2000,false,VB,008,10.000,3.000,4.086,3.136,2.417,14.500,11.854
000000000080000155,3000,false,VB,010,10.000,1.000,2.009,1.609,1.042,6.250,7.835
000000000010000689,4000,false,PD,006,220.000,1.000,9.423,4.524,1.000,2.500,10.640
000000000010000689,1000,false,PD,009,220.000,0.000,31.881,14.633,1.375,8.250,35.366
000000000010000690,4000,false,VB,005,41.000,2.000,1.201,0.887,1.000,2.500,4.646
000000000010000691,1000,false,VB,007,58.000,2.000,3.856,2.099,1.000,3.500,7.183
000000000080000156,3000,false,PD,004,29.000,1.000,3.913,2.372,1.625,9.750,10.196
000000000010000692,4000,false,PD,007,85.000,0.000,23.279,13.663,2.333,14.000,39.160
000000000010000692,3000,false,VB,003,0.000,0.000,18.749,11.992,1.458,8.750,24.552
000000000010000693,1000,false,PD,004,8.000,0.000,10.070,3.480,15.917,95.500,95.438
000000000010000694,1000,false,VB,005,115.000,3.000,14.684,8.549,1.625,9.750,17.259
000000000010000695,2000,false,VB,010,30.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000695,4000,false,VB,006,30.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000696,3000,false,PD,001,139.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000158,3000,false,PD,006,25.000,1.000,0.000,0.000,1.000,4.500,0.000
000000000030000158,1000,false,PD,010,25.000,0.000,0.000,0.000,1.083,6.500,0.000
000000000010000697,3000,false,PD,008,34.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000697,4000,false,PD,007,34.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000698,3000,false,VB,007,18.000,2.000,27.232,6.214,35.125,210.750,227.172
000000000010000698,1000,false,VB,008,18.000,0.000,48.414,14.063,33.125,198.750,216.762
000000000080000157,2000,false,PD,007,34.000,3.000,1.147,0.624,1.042,6.250,4.042
000000000010000699,4000,false,VB,005,27.000,1.000,70.235,20.336,35.542,213.250,271.366
000000000010000700,4000,false,VB,009,149.000,2.000,2.625,1.329,1.000,1.500,3.937
000000000010000701,3000,false,PD,005,56.000,2.000,4.979,3.343,1.000,5.000,6.764
000000000010000701,2000,false,PD,004,56.000,2.000,5.582,3.219,2.000,12.000,12.677
000000000030000159,1000,false,PD,007,117.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000010000702,3000,false,VB,010,62.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000703,3000,false,VB,010,31.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000704,1000,false,PD,006,105.000,2.000,75.530,9.742,16.292,97.750,82.263
000000000010000705,1000,false,PD,007,51.000,2.000,1.852,1.282,1.000,1.500,2.778
000000000010000705,4000,false,VB,003,51.000,3.000,1.292,0.894,1.000,1.500,3.392
000000000010000706,3000,false,VB,004,130.000,0.000,10.746,4.201,1.208,7.250,10.746
000000000010000707,4000,false,VB,009,149.000,0.000,22.764,3.044,9.292,55.750,108.367
000000000010000707,2000,false,VB,005,149.000,1.000,99.989,11.996,15.333,92.000,193.174
000000000010000708,4000,false,VB,002,7.000,1.000,0.553,0.459,1.000,5.750,3.138
000000000010000709,4000,false,PD,010,7.000,0.000,1.525,1.278,1.000,4.000,5.195
000000000010000709,3000,false,PD,002,7.000,0.000,1.186,0.943,1.500,9.000,7.598
000000000010000710,4000,false,VB,005,108.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000711,2000,false,VB,004,0.000,2.000,0.968,0.769,1.917,11.500,13.365
000000000080000158,1000,false,VB,007,9.000,2.000,3.201,2.402,2.125,12.750,10.820
000000000080000159,1000,false,VB,007,140.000,1.000,5.266,2.850,1.250,7.500,18.274
000000000010000712,1000,false,PD,008,23.000,2.000,23.959,7.091,37.375,224.250,255.917
000000000010000713,2000,false,PD,009,140.000,0.000,207.935,33.623,21.292,127.750,228.207
000000000030000160,4000,false,PD,008,31.000,2.000,0.000,0.000,2.042,12.250,0.000
000000000030000161,3000,false,PD,002,48.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000030000162,2000,false,PD,009,50.000,3.000,0.000,0.000,1.000,5.500,0.000
000000000010000714,2000,false,VB,010,0.000,2.000,11.210,2.778,11.083,66.500,81.216
000000000030000163,3000,false,PD,006,49.000,2.000,0.000,0.000,1.000,5.000,0.000
000000000080000160,4000,false,VB,001,48.000,1.000,5.365,3.532,1.000,4.250,5.365
000000000030000164,4000,false,PD,002,12.000,3.000,0.000,0.000,1.042,6.250,0.000
000000000010000715,4000,false,VB,008,233.000,2.000,9.692,3.983,1.000,3.250,9.692
000000000010000716,3000,false,PD,008,36.000,3.000,4.015,2.295,1.000,5.000,7.860
000000000010000717,1000,false,VB,005,125.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000165,1000,false,PD,002,44.000,2.000,0.000,0.000,1.667,10.000,0.000
000000000010000718,3000,false,VB,002,53.000,3.000,34.948,9.251,10.125,60.750,71.748
000000000010000718,2000,false,VB,001,53.000,3.000,30.765,8.466,14.458,86.750,60.521
000000000080000161,3000,false,PD,007,43.000,1.000,14.191,10.087,1.750,10.500,16.275
000000000010000719,1000,false,VB,003,48.000,2.000,0.653,0.406,1.000,1.250,1.620
000000000030000166,1000,false,PD,008,34.000,1.000,0.000,0.000,1.417,8.500,0.000
000000000010000720,1000,false,VB,006,58.000,3.000,10.557,7.988,1.000,4.500,12.582
000000000010000721,1000,false,PD,006,41.000,0.000,53.686,12.020,30.667,184.000,211.313
000000000010000721,2000,false,VB,009,41.000,0.000,76.798,14.633,34.833,209.000,261.546
000000000010000722,2000,false,VB,008,16.000,2.000,8.766,2.308,8.292,49.750,42.182
000000000030000167,2000,false,PD,007,140.000,0.000,0.000,0.000,1.458,8.750,0.000
000000000010000723,1000,false,VB,006,122.000,0.000,19.283,12.394,1.000,5.750,19.283
000000000010000723,3000,false,VB,003,122.000,2.000,8.963,6.407,1.000,2.500,12.066
000000000010000724,1000,false,PD,010,89.000,2.000,7.745,4.711,1.125,6.750,16.882
000000000010000725,4000,false,VB,007,13.000,0.000,0.231,0.195,1.000,1.000,0.608
000000000010000726,3000,false,VB,003,174.000,0.000,5.911,2.763,1.000,3.000,8.633
000000000080000162,3000,false,VB,004,16.000,2.000,2.532,1.909,1.000,6.000,4.388
000000000010000727,3000,false,VB,010,132.000,0.000,2.190,1.368,1.000,1.000,2.190
000000000010000728,1000,false,PD,001,98.000,3.000,2.716,1.739,1.000,2.750,9.396
000000000010000729,2000,false,VB,009,224.000,2.000,12.944,5.117,1.167,7.000,25.017
000000000010000730,2000,false,PD,009,103.000,0.000,8.656,5.919,1.000,4.500,8.656
000000000010000730,3000,false,VB,007,103.000,0.000,7.202,4.254,1.125,6.750,19.837
000000000010000731,1000,false,VB,002,45.000,3.000,7.502,4.829,1.458,8.750,17.015
000000000010000732,3000,false,VB,003,41.000,1.000,8.261,5.987,1.292,7.750,8.261
000000000010000733,3000,false,VB,009,46.000,3.000,0.285,0.198,1.000,1.000,1.426
000000000010000733,2000,false,VB,006,46.000,1.000,2.119,1.268,1.000,3.000,4.685
000000000030000168,4000,false,PD,005,28.000,2.000,0.000,0.000,1.000,5.500,0.000
000000000080000163,2000,false,PD,009,55.000,0.000,7.192,4.667,1.500,9.000,12.385
000000000080000163,1000,false,VB,007,55.000,3.000,2.638,1.536,1.000,4.250,5.934
000000000090000039,4000,false,ND,007,19.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000080000164,1000,false,VB,006,36.000,2.000,1.905,1.305,1.000,3.250,5.313
000000000080000164,4000,false,VB,003,36.000,1.000,6.627,4.599,1.708,10.250,10.514
000000000010000734,4000,false,PD,007,45.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000735,3000,false,VB,002,33.000,3.000,0.501,0.348,1.000,2.000,3.917
000000000090000040,2000,false,ND,001,48.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000030000169,3000,false,PD,008,11.000,2.000,0.000,0.000,1.208,7.250,0.000
000000000030000170,4000,false,PD,002,39.000,3.000,0.000,0.000,1.167,7.000,0.000
000000000010000736,2000,false,PD,004,145.000,3.000,8.958,4.016,1.000,3.500,8.958
000000000010000737,3000,false,PD,004,57.000,0.000,140.096,23.182,36.375,218.250,209.627
000000000010000738,3000,false,VB,004,50.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000738,2000,false,VB,010,50.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000739,3000,false,PD,008,49.000,1.000,3.996,1.928,2.042,12.250,12.105
000000000010000740,2000,false,PD,009,56.000,2.000,15.030,4.260,7.958,47.750,78.798
000000000010000741,4000,false,VB,009,239.000,2.000,18.322,8.607,1.000,5.000,18.322
000000000030000171,4000,false,PD,007,71.000,2.000,0.000,0.000,1.708,10.250,0.000
000000000010000742,2000,false,VB,010,11.000,3.000,1.399,1.182,1.000,2.500,3.309
000000000080000165,2000,false,VB,005,49.000,0.000,8.881,5.915,1.083,6.500,10.673
000000000010000743,4000,false,PD,003,93.000,3.000,16.658,7.804,1.708,10.250,22.048
000000000010000743,2000,false,PD,006,93.000,2.000,7.774,3.102,1.000,5.500,13.136
000000000010000744,3000,false,VB,006,62.000,2.000,4.187,2.285,1.875,11.250,18.641
000000000030000172,2000,false,PD,005,41.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000010000745,4000,false,VB,010,80.000,3.000,1.803,1.160,1.000,1.000,2.264
000000000010000745,3000,false,VB,009,80.000,3.000,2.119,1.236,1.000,1.500,2.119
000000000010000746,3000,false,PD,009,7.000,2.000,0.106,0.088,1.000,1.000,0.973
000000000030000173,4000,false,PD,003,39.000,0.000,0.000,0.000,1.000,4.000,0.000
000000000080000166,2000,false,VB,010,37.000,3.000,15.613,10.812,2.208,13.250,19.046
000000000080000166,3000,false,PD,003,37.000,1.000,10.140,6.886,2.167,13.000,13.551
000000000080000167,4000,false,PD,002,13.000,2.000,1.701,1.317,1.000,5.500,7.795
000000000010000747,1000,false,VB,001,44.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000747,3000,false,PD,002,44.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000174,1000,false,PD,005,89.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000030000174,2000,false,PD,004,89.000,2.000,0.000,0.000,2.625,15.750,0.000
000000000010000748,4000,false,VB,008,27.000,2.000,8.520,4.544,2.833,17.000,19.147
000000000010000749,1000,false,PD,009,32.000,3.000,11.917,9.013,1.667,10.000,19.454
000000000010000750,1000,false,PD,001,23.000,1.000,2.367,1.430,1.167,7.000,6.047
000000000080000168,2000,false,PD,002,0.000,2.000,4.375,3.293,1.000,2.750,5.007
000000000080000169,2000,false,VB,006,34.000,0.000,4.969,2.799,1.792,10.750,16.056
000000000080000170,3000,false,VB,007,17.000,3.000,1.417,1.133,1.000,3.500,3.035
000000000010000751,2000,false,VB,010,41.000,0.000,1.220,0.872,1.000,3.000,5.179
000000000010000752,1000,false,VB,007,0.000,2.000,7.236,4.936,1.000,2.750,7.236
000000000010000753,3000,false,VB,002,60.000,0.000,8.675,4.877,1.375,8.250,13.038
000000000080000171,4000,false,VB,003,84.000,1.000,14.092,7.836,1.833,11.000,14.340
000000000080000171,1000,false,PD,003,84.000,2.000,25.107,12.832,3.000,18.000,44.517
000000000010000754,1000,false,PD,005,50.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000755,3000,false,VB,006,0.000,3.000,12.885,4.137,1.250,7.500,15.717
000000000010000756,2000,false,PD,005,149.000,1.000,2.773,1.292,1.000,3.250,10.228
000000000010000756,4000,false,PD,009,149.000,1.000,12.156,5.917,1.000,6.000,22.177
000000000080000172,2000,false,PD,005,103.000,2.000,24.435,13.685,1.792,10.750,24.435
000000000010000757,1000,false,PD,009,238.000,1.000,7.012,2.500,1.000,2.500,7.012
000000000010000757,4000,false,VB,003,238.000,3.000,4.170,1.487,1.000,2.500,7.768
000000000030000175,3000,false,PD,007,13.000,3.000,0.000,0.000,1.000,3.750,0.000
000000000030000175,1000,false,PD,005,13.000,1.000,0.000,0.000,2.417,14.500,0.000
000000000010000758,4000,false,VB,007,47.000,2.000,4.035,2.566,1.750,10.500,20.393
000000000010000759,1000,false,VB,005,78.000,0.000,2.698,1.939,1.000,1.250,3.637
000000000080000173,4000,false,VB,003,11.000,0.000,2.340,1.843,1.333,8.000,9.429
000000000080000173,2000,false,PD,004,11.000,3.000,2.372,1.806,1.833,11.000,8.501
000000000010000760,4000,false,PD,006,0.000,0.000,4.882,2.543,1.833,11.000,17.753
000000000010000760,2000,false,PD,008,47.000,0.000,2.873,1.399,1.708,10.250,18.212
000000000010000761,4000,false,PD,005,174.000,3.000,7.676,3.429,1.000,3.250,7.676
000000000010000761,1000,false,VB,004,174.000,0.000,10.150,3.657,1.417,8.500,22.737
000000000010000762,2000,false,VB,009,213.000,2.000,11.402,4.212,1.250,7.500,17.282
000000000080000174,1000,false,PD,005,17.000,0.000,1.766,1.350,1.000,3.750,4.332
000000000010000763,1000,false,VB,009,83.000,0.000,3.091,2.053,1.000,1.750,4.845
000000000010000763,3000,false,VB,009,83.000,2.000,2.865,1.970,1.000,1.500,2.865
000000000030000176,3000,false,PD,006,53.000,3.000,0.000,0.000,1.500,9.000,0.000
000000000090000041,2000,false,ND,006,17.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000764,1000,false,VB,001,97.000,3.000,29.124,4.422,7.875,47.250,47.376
000000000010000764,4000,false,VB,002,97.000,0.000,89.362,13.543,15.167,91.000,180.224
000000000080000175,3000,false,PD,006,0.000,0.000,2.759,1.526,1.000,6.000,4.961
000000000080000175,2000,false,PD,008,26.000,1.000,1.471,0.936,1.000,3.000,4.209
000000000010000765,2000,false,VB,006,197.000,2.000,6.160,2.332,1.000,2.500,6.160
000000000010000766,2000,false,VB,004,44.000,3.000,6.299,3.737,1.625,9.750,15.682
000000000010000766,3000,false,VB,003,44.000,3.000,1.933,1.208,1.000,3.000,6.058
000000000010000767,1000,false,VB,006,33.000,0.000,53.352,8.000,40.750,244.500,283.734
000000000010000768,3000,false,PD,001,134.000,0.000,202.000,27.018,23.750,142.500,202.000
000000000030000177,2000,false,PD,008,31.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000010000769,1000,false,PD,005,62.000,3.000,12.620,7.796,2.000,12.000,28.112
000000000080000176,1000,false,VB,006,52.000,2.000,3.375,2.178,1.000,3.000,3.375
000000000010000770,2000,false,PD,006,52.000,0.000,68.653,14.435,20.000,120.000,97.540
000000000010000771,1000,false,VB,007,50.000,0.000,1.461,0.840,1.000,3.500,5.694
000000000080000177,4000,false,VB,003,57.000,0.000,10.365,6.782,1.333,8.000,11.269
000000000080000177,1000,false,VB,009,57.000,0.000,4.448,3.026,1.000,3.000,6.128
000000000010000772,3000,false,VB,010,43.000,2.000,1.698,1.130,1.000,2.000,2.438
000000000080000178,1000,false,PD,003,14.000,2.000,1.924,1.509,1.458,8.750,9.878
000000000010000773,1000,false,VB,006,19.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000774,2000,false,PD,008,182.000,3.000,4.158,1.219,1.000,3.750,6.123
000000000010000774,3000,false,PD,004,182.000,3.000,10.514,3.869,1.000,5.500,15.863
000000000010000775,3000,false,VB,008,12.000,0.000,3.469,0.862,12.958,77.750,48.624
000000000010000775,1000,false,VB,007,12.000,2.000,6.421,1.606,19.333,116.000,90.617
000000000030000178,3000,false,PD,003,146.000,1.000,0.000,0.000,1.000,3.250,0.000
000000000030000178,4000,false,PD,004,146.000,0.000,0.000,0.000,1.083,6.500,0.000
000000000010000776,4000,false,VB,005,16.000,1.000,11.304,3.419,13.000,78.000,38.212
000000000010000776,2000,false,PD,005,16.000,2.000,45.984,12.679,37.167,223.000,182.704
000000000010000777,2000,false,VB,009,41.000,3.000,46.146,8.836,21.917,131.500,170.817
000000000010000778,4000,false,VB,008,146.000,2.000,14.243,8.385,1.458,8.750,16.691
000000000010000779,2000,false,VB,002,31.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000179,1000,false,VB,009,45.000,0.000,3.038,2.117,1.000,2.750,4.636
000000000080000179,4000,false,VB,010,45.000,0.000,10.050,6.214,2.500,15.000,25.069
000000000010000780,3000,false,VB,006,95.000,0.000,1.432,0.846,1.000,1.250,1.761
000000000010000781,2000,false,PD,004,166.000,1.000,10.341,4.894,1.500,9.000,32.226
000000000030000179,1000,false,PD,006,25.000,1.000,0.000,0.000,1.625,9.750,0.000
000000000010000782,3000,false,PD,001,14.000,2.000,18.698,5.019,18.875,113.250,101.572
000000000010000783,1000,false,VB,001,37.000,1.000,8.072,5.898,1.042,6.250,12.885
000000000010000784,4000,false,PD,005,60.000,2.000,16.004,2.736,11.042,66.250,51.850
000000000010000785,4000,false,VB,009,11.000,3.000,0.740,0.566,1.000,2.250,2.505
000000000030000180,4000,false,PD,002,52.000,0.000,0.000,0.000,1.417,8.500,0.000
000000000030000180,1000,false,PD,009,52.000,1.000,0.000,0.000,2.292,13.750,0.000
000000000080000180,3000,false,PD,004,60.000,2.000,6.705,3.578,1.167,7.000,13.725
000000000080000180,1000,false,VB,004,60.000,1.000,10.000,4.844,1.958,11.750,23.225
000000000010000786,1000,false,VB,008,54.000,0.000,5.602,3.471,1.000,6.000,7.384
000000000010000787,3000,false,PD,007,24.000,2.000,3.954,2.552,1.000,6.000,6.507
000000000010000787,2000,false,PD,004,24.000,3.000,1.860,1.209,1.000,5.250,7.415
000000000010000788,4000,false,VB,004,48.000,2.000,74.595,13.200,33.875,203.250,183.697
000000000010000789,3000,false,VB,005,8.000,2.000,0.820,0.675,1.000,2.000,1.061
000000000010000789,1000,false,VB,009,8.000,2.000,0.687,0.594,1.000,1.250,0.751
000000000010000790,2000,false,VB,010,124.000,0.000,1.892,1.057,1.000,1.250,1.892
000000000030000181,1000,false,PD,006,81.000,1.000,0.000,0.000,1.167,7.000,0.000
000000000010000791,4000,false,VB,003,147.000,0.000,23.645,12.095,1.333,8.000,25.962
000000000010000792,2000,false,PD,010,127.000,0.000,97.211,18.491,16.042,96.250,99.173
000000000010000793,1000,false,VB,005,70.000,3.000,24.451,14.926,2.375,14.250,24.451
000000000080000181,2000,false,VB,004,91.000,1.000,8.921,5.560,1.000,4.750,11.636
000000000010000794,3000,false,VB,010,23.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000795,1000,false,PD,007,81.000,1.000,2.943,2.031,1.000,1.500,3.506
000000000010000796,3000,false,PD,001,100.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000182,3000,false,VB,002,29.000,0.000,4.094,2.825,1.292,7.750,13.892
000000000010000797,3000,false,VB,004,59.000,1.000,148.536,38.757,38.667,232.000,243.376
000000000010000798,4000,false,PD,002,0.000,0.000,3.423,0.813,10.083,60.500,47.056
000000000010000798,2000,false,VB,003,19.000,2.000,59.179,13.368,42.333,254.000,254.687
000000000030000182,1000,false,PD,001,31.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000030000182,3000,false,PD,006,31.000,0.000,0.000,0.000,1.375,8.250,0.000
000000000030000183,4000,false,PD,008,53.000,0.000,0.000,0.000,1.167,7.000,0.000
000000000030000183,1000,false,PD,007,53.000,3.000,0.000,0.000,1.000,3.250,0.000
000000000030000184,1000,false,PD,006,15.000,2.000,0.000,0.000,1.000,3.500,0.000
000000000010000799,1000,false,VB,001,131.000,0.000,8.111,4.204,1.833,11.000,36.427
000000000010000800,1000,false,PD,008,137.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000183,1000,false,PD,007,52.000,0.000,5.495,2.995,1.583,9.500,15.137
000000000080000183,3000,false,VB,010,52.000,3.000,5.071,2.577,1.833,11.000,16.794
000000000030000185,4000,false,PD,001,67.000,3.000,0.000,0.000,2.250,13.500,0.000
000000000030000185,1000,false,PD,007,67.000,3.000,0.000,0.000,1.000,2.500,0.000
000000000010000801,3000,false,PD,003,148.000,3.000,9.634,4.242,1.167,7.000,11.172
000000000080000184,3000,false,VB,004,54.000,0.000,6.353,4.034,1.833,11.000,15.906
000000000010000802,2000,false,PD,007,79.000,1.000,7.212,4.376,1.000,5.750,15.137
000000000010000803,1000,false,VB,001,183.000,3.000,9.126,3.352,1.000,5.500,15.423
000000000010000804,3000,false,PD,009,15.000,3.000,3.799,2.470,1.667,10.000,8.727
000000000010000805,1000,false,VB,005,88.000,2.000,19.083,9.861,1.875,11.250,23.615
000000000010000806,2000,false,VB,008,124.000,0.000,2.231,1.017,1.000,2.250,3.937
000000000010000807,2000,false,PD,005,46.000,1.000,3.268,1.837,1.583,9.500,7.365
000000000010000808,3000,false,PD,002,41.000,2.000,27.153,5.473,32.333,194.000,157.842
000000000030000186,2000,false,PD,008,56.000,3.000,0.000,0.000,1.208,7.250,0.000
000000000010000809,3000,false,VB,007,87.000,0.000,14.976,8.531,1.375,8.250,18.655
000000000030000187,1000,false,PD,002,73.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000030000188,4000,false,PD,004,39.000,3.000,0.000,0.000,1.000,3.250,0.000
000000000010000810,2000,false,VB,010,20.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000189,4000,false,PD,008,20.000,1.000,0.000,0.000,2.042,12.250,0.000
000000000010000811,4000,false,VB,008,48.000,2.000,2.754,1.991,1.000,2.500,3.788
000000000010000811,1000,false,VB,002,48.000,2.000,0.608,0.496,1.000,1.000,1.078
000000000010000812,1000,false,VB,002,74.000,3.000,15.670,10.495,1.292,7.750,19.123
000000000010000813,3000,false,VB,006,34.000,1.000,5.213,2.851,1.250,7.500,9.871
000000000010000813,1000,false,PD,006,34.000,3.000,2.760,1.732,1.000,3.250,3.313
000000000010000814,2000,false,PD,009,116.000,1.000,19.301,10.943,1.333,8.000,21.554
000000000010000815,3000,false,VB,001,72.000,1.000,17.531,11.493,1.792,10.750,17.531
000000000030000190,2000,false,PD,002,112.000,0.000,0.000,0.000,1.167,7.000,0.000
000000000030000190,4000,false,PD,009,112.000,2.000,0.000,0.000,1.000,4.500,0.000
000000000010000816,3000,false,VB,002,32.000,3.000,2.914,1.637,1.208,7.250,5.883
000000000010000817,2000,false,PD,007,181.000,0.000,16.968,7.144,1.167,7.000,26.375
000000000080000185,3000,false,VB,009,43.000,3.000,5.996,3.197,1.458,8.750,11.532
000000000080000186,4000,false,PD,006,52.000,0.000,3.285,2.385,1.000,4.000,8.651
000000000080000186,2000,false,PD,003,52.000,3.000,5.425,3.024,2.292,13.750,15.275
000000000010000818,2000,false,PD,010,80.000,0.000,69.095,16.984,11.875,71.250,69.095
000000000010000818,4000,false,VB,009,80.000,3.000,59.546,13.122,18.750,112.500,184.240
000000000090000042,2000,false,ND,004,42.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000819,4000,false,VB,007,51.000,2.000,1.752,1.024,1.000,5.000,10.305
000000000010000820,3000,false,VB,004,0.000,1.000,6.767,4.139,1.167,7.000,16.341
000000000010000821,4000,false,PD,002,36.000,3.000,1.962,1.428,1.000,6.000,10.083
000000000010000821,3000,false,VB,001,36.000,0.000,4.146,3.263,1.000,3.000,4.146
000000000010000822,1000,false,PD,005,57.000,3.000,7.624,5.157,1.000,5.750,12.882
000000000010000822,4000,false,VB,003,57.000,1.000,6.396,4.410,1.708,10.250,13.448
000000000080000187,2000,false,VB,006,16.000,2.000,1.596,0.857,1.917,11.500,12.292
000000000010000823,4000,false,VB,008,37.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000824,3000,false,PD,008,24.000,2.000,1.024,0.828,1.000,1.000,1.024
000000000030000191,1000,false,PD,001,38.000,3.000,0.000,0.000,1.000,4.500,0.000
000000000030000192,2000,false,PD,005,112.000,0.000,0.000,0.000,1.000,5.250,0.000
000000000010000825,3000,false,PD,004,22.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000825,4000,false,PD,010,22.000,0.000,0.000,0.000,1.000,1.000,0.000
