Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Extwg,Sernp
000000000030000132,false,ERSA,ELEC-CTRL,ELL763646,EA,,100,
000000000010000575,false,ERSA,ELEC-MOTR,,EA,,400,
000000000030000133,false,HIBE,MECH-PUMP,ELL936355,EA,,100,
000000000080000128,false,ERSA,INST-XMTR,,EA,,200,
000000000010000576,false,HIBE,HYDR-ASSY,,EA,,400,
000000000080000129,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000577,false,ERSA,MILL-LINR,,EA,,300,
000000000010000578,false,HIBE,MECH-GBOX,ELL345653,EA,,400,
000000000010000579,false,HIBE,ELEC-MOTR,,EA,,200,
000000000010000580,false,ERSA,MILL-LINR,,EA,,200,
000000000010000581,false,HIBE,MILL-LINR,,EA,,400,
000000000010000582,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000583,false,ERSA,ELEC-CTRL,ELL335837,EA,,300,
000000000080000130,false,ERSA,INST-XMTR,ELL279582,EA,,,
000000000010000584,false,HIBE,MECH-GBOX,,EA,,,
000000000010000585,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010000586,false,ERSA,CONV-COMP,ELL159326,EA,,,
000000000010000587,false,ERSA,INST-XMTR,,EA,,400,
000000000010000588,false,ERSA,ELEC-MOTR,,EA,,,
000000000010000589,false,HIBE,HYDR-ASSY,,EA,,300,
000000000080000131,false,ERSA,MECH-GBOX,,EA,,200,
000000000090000031,false,ERSA,INST-XMTR,,EA,01,,
000000000010000590,false,HIBE,MECH-BRG,,EA,,,
000000000010000591,false,ERSA,INST-XMTR,,EA,,400,
000000000090000032,false,ERSA,CONV-COMP,,EA,01,200,
000000000010000592,false,ERSA,CONV-COMP,,EA,,400,
000000000080000132,false,ERSA,MECH-BRG,,EA,,,
000000000010000593,false,ERSA,HYDR-ASSY,ELL748698,EA,,200,
000000000030000134,false,ERSA,HYDR-ASSY,,EA,,100,
000000000030000135,false,ERSA,INST-XMTR,,EA,,100,
000000000010000594,false,HIBE,MILL-LINR,ELL383936,EA,,,
000000000010000595,false,ERSA,MECH-GBOX,,EA,,200,
000000000010000596,false,ERSA,CONV-COMP,,EA,,,
000000000010000597,false,ERSA,MECH-BRG,,EA,,200,
000000000080000133,false,ERSA,CONV-COMP,,EA,,,
000000000010000598,false,ERSA,INST-XMTR,ELL389971,EA,,400,
000000000010000599,false,ERSA,HYDR-ASSY,,EA,,,
000000000080000134,false,ERSA,MILL-LINR,ELL338198,EA,,200,
000000000010000600,false,ERSA,MECH-BRG,ELL298780,EA,,400,
000000000010000601,false,HIBE,HYDR-ASSY,,EA,,400,
000000000010000602,false,ERSA,MECH-PUMP,,EA,,400,
000000000010000603,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010000604,false,ERSA,MECH-GBOX,ELL442152,EA,,300,
000000000080000135,false,ERSA,MECH-BRG,,EA,,,
000000000010000605,false,HIBE,MECH-SEAL,,EA,,200,
000000000010000606,false,ERSA,ELEC-MOTR,,EA,,,
000000000030000136,false,ERSA,INST-XMTR,,EA,,100,
000000000080000136,false,ERSA,MILL-LINR,,EA,,400,
000000000080000137,false,ERSA,CONV-COMP,,EA,,,
000000000010000607,false,HIBE,INST-XMTR,ELL276412,EA,,200,
000000000010000608,false,ERSA,MECH-BRG,,EA,,200,
000000000010000609,false,ERSA,INST-XMTR,ELL880438,EA,,300,
000000000010000610,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010000611,false,ERSA,ELEC-MOTR,,EA,,,
000000000010000612,false,ERSA,MECH-SEAL,,EA,,400,
000000000080000138,false,ERSA,HYDR-ASSY,ELL649934,EA,,300,
000000000010000613,false,ERSA,MECH-SEAL,,EA,,,
000000000010000614,false,ERSA,MECH-PUMP,ELL483453,EA,,300,
000000000090000033,false,ERSA,MILL-LINR,ELL998515,EA,01,400,
000000000030000137,false,ERSA,CONV-COMP,ELL882134,EA,,100,
000000000010000615,false,ERSA,MECH-BRG,,EA,,300,
000000000010000616,false,ERSA,MECH-GBOX,,EA,,,
000000000080000139,false,ERSA,MECH-PUMP,,EA,,300,
000000000010000617,false,HIBE,ELEC-CTRL,ELL899354,EA,,300,
000000000010000618,false,ERSA,CONV-COMP,,EA,,400,
000000000010000619,false,ERSA,CONV-COMP,,EA,,200,
000000000010000620,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000621,false,ERSA,ELEC-MOTR,,EA,,,
000000000080000140,false,ERSA,MECH-PUMP,,EA,,400,
000000000030000138,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000622,false,ERSA,INST-XMTR,,EA,,300,
000000000010000623,false,ERSA,MECH-SEAL,ELL305938,EA,,,
000000000010000624,false,ERSA,MECH-BRG,,EA,,200,
000000000010000625,false,HIBE,MECH-PUMP,ELL808985,EA,,300,
000000000010000626,false,ERSA,MECH-GBOX,ELL891035,EA,,,
000000000080000141,false,ERSA,ELEC-MOTR,,EA,,300,
000000000030000139,false,ERSA,CONV-COMP,,EA,,100,
000000000010000627,false,HIBE,MECH-BRG,,EA,,200,
000000000030000140,false,ERSA,INST-XMTR,,EA,,100,
000000000010000628,false,ERSA,CONV-COMP,,EA,,200,
000000000010000629,false,ERSA,INST-XMTR,ELL703166,EA,,200,
000000000010000630,false,ERSA,CONV-COMP,ELL650744,EA,,400,
000000000010000631,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000632,false,ERSA,MECH-SEAL,,EA,,400,
000000000080000142,false,ERSA,MECH-BRG,ELL817292,EA,,300,Z00R
000000000010000633,false,ERSA,MECH-GBOX,,EA,,400,
000000000010000634,false,ERSA,MECH-SEAL,ELL814111,EA,,400,
000000000010000635,false,ERSA,CONV-COMP,,EA,,200,
000000000080000143,false,ERSA,HYDR-ASSY,ELL271289,EA,,300,
000000000010000636,false,ERSA,MECH-BRG,,EA,,,
000000000010000637,false,ERSA,ELEC-CTRL,,EA,,,
000000000030000141,false,ERSA,MECH-PUMP,ELL308181,EA,,100,
000000000030000142,false,ERSA,MECH-BRG,,EA,,100,
000000000080000144,false,ERSA,ELEC-CTRL,,EA,,,
000000000030000143,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010000638,false,ERSA,MECH-GBOX,ELL789988,EA,,300,
000000000010000639,false,ERSA,ELEC-MOTR,ELL525397,EA,,,
000000000010000640,false,HIBE,MILL-LINR,,EA,,400,
000000000010000641,false,HIBE,MECH-BRG,,EA,,300,
000000000010000642,false,ERSA,MILL-LINR,,EA,,200,
000000000010000643,false,ERSA,MILL-LINR,,EA,,300,
000000000030000144,false,ERSA,MECH-BRG,,EA,,100,
000000000010000644,false,ERSA,MECH-GBOX,,EA,,200,
000000000010000645,false,ERSA,CONV-COMP,,EA,,400,
000000000010000646,false,ERSA,MECH-GBOX,,EA,,,
000000000010000647,false,ERSA,ELEC-MOTR,,EA,,,
000000000010000648,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000649,false,ERSA,INST-XMTR,,EA,,300,
000000000010000650,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010000651,false,ERSA,MECH-PUMP,ELL382148,EA,,400,
000000000010000652,false,ERSA,MECH-SEAL,,EA,,400,
000000000010000653,false,ERSA,HYDR-ASSY,,EA,,200,
000000000030000145,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000654,false,ERSA,MILL-LINR,,EA,,,
000000000010000655,false,HIBE,INST-XMTR,,EA,,200,
000000000010000656,false,ERSA,ELEC-CTRL,ELL131269,EA,,300,
000000000080000145,false,ERSA,INST-XMTR,ELL865864,EA,,,0001
000000000030000146,false,ERSA,CONV-COMP,,EA,,100,
000000000010000657,false,ERSA,ELEC-MOTR,,EA,,300,
000000000010000658,false,ERSA,MILL-LINR,,EA,,300,
000000000010000659,false,HIBE,MECH-GBOX,,EA,,400,
000000000010000660,false,ERSA,MECH-BRG,ELL373484,EA,,300,
000000000010000661,false,ERSA,MECH-GBOX,ELL211781,EA,,300,
000000000030000147,false,ERSA,MILL-LINR,,EA,,100,
000000000010000662,false,HIBE,ELEC-MOTR,,EA,,300,
000000000010000663,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000146,false,HIBE,HYDR-ASSY,,EA,,400,
000000000030000148,false,HIBE,INST-XMTR,,EA,,100,
000000000010000664,false,ERSA,MECH-BRG,,EA,,400,
000000000080000147,false,ERSA,HYDR-ASSY,ELL808825,EA,,300,
000000000010000665,false,ERSA,MILL-LINR,,EA,,,
000000000030000149,false,ERSA,ELEC-MOTR,,EA,,100,
000000000080000148,false,ERSA,ELEC-MOTR,,EA,,300,Z00R
000000000080000149,false,ERSA,MILL-LINR,,EA,,400,
000000000010000666,false,ERSA,MECH-BRG,ELL898650,EA,,400,
000000000030000150,false,ERSA,MILL-LINR,,EA,,100,
000000000010000667,false,HIBE,CONV-COMP,ELL632163,EA,,,
000000000010000668,false,ERSA,MECH-BRG,,EA,,400,
000000000010000669,false,ERSA,MILL-LINR,,EA,,200,
000000000010000670,false,ERSA,MECH-GBOX,,EA,,300,
000000000090000034,false,ERSA,MECH-BRG,ELL615453,EA,01,400,
000000000080000150,false,ERSA,ELEC-MOTR,,EA,,,
000000000030000151,false,HIBE,MECH-PUMP,,EA,,100,
000000000010000671,false,ERSA,MECH-BRG,,EA,,300,
000000000090000035,false,ERSA,MECH-BRG,,EA,01,300,
000000000010000672,false,ERSA,MECH-BRG,ELL887519,EA,,,
000000000030000152,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010000673,false,ERSA,ELEC-CTRL,,EA,,200,
000000000010000674,false,ERSA,MECH-SEAL,ELL279169,EA,,300,
000000000010000675,false,ERSA,HYDR-ASSY,,EA,,300,
000000000080000151,false,ERSA,INST-XMTR,,EA,,300,
000000000010000676,false,ERSA,MECH-BRG,ELL503696,EA,,,
000000000010000677,false,ERSA,MECH-BRG,,EA,,,
000000000030000153,false,ERSA,HYDR-ASSY,ELL448309,EA,,100,
000000000090000036,false,ERSA,CONV-COMP,ELL387721,EA,01,400,
000000000010000678,false,ERSA,MECH-BRG,,EA,,,
000000000080000152,false,HIBE,MECH-PUMP,,EA,,400,
000000000030000154,false,ERSA,MECH-BRG,,EA,,100,
000000000030000155,false,ERSA,MECH-BRG,ELL966969,EA,,100,
000000000010000679,false,ERSA,ELEC-CTRL,,EA,,200,
000000000010000680,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000681,false,ERSA,ELEC-CTRL,,EA,,400,
000000000030000156,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000682,false,ERSA,MECH-PUMP,,EA,,400,
000000000080000153,false,ERSA,ELEC-CTRL,,EA,,200,
000000000090000037,false,ERSA,MILL-LINR,ELL496206,EA,01,,
000000000010000683,false,ERSA,MECH-GBOX,,EA,,,
000000000010000684,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000685,false,ERSA,HYDR-ASSY,ELL780436,EA,,200,
000000000010000686,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010000687,false,ERSA,MECH-GBOX,ELL501453,EA,,300,
000000000080000154,false,ERSA,INST-XMTR,,EA,,400,
000000000010000688,false,ERSA,MECH-BRG,,EA,,,
000000000030000157,false,ERSA,MECH-SEAL,,EA,,100,
000000000090000038,false,ERSA,MILL-LINR,,EA,01,300,
000000000080000155,false,ERSA,INST-XMTR,ELL666633,EA,,,
000000000010000689,false,ERSA,INST-XMTR,,EA,,300,
000000000010000690,false,ERSA,MECH-BRG,,EA,,,
000000000010000691,false,HIBE,MECH-GBOX,,EA,,200,
000000000080000156,false,ERSA,CONV-COMP,ELL386509,EA,,300,
000000000010000692,false,ERSA,MECH-BRG,,EA,,400,
000000000010000693,false,ERSA,MILL-LINR,ELL190049,EA,,200,
000000000010000694,false,HIBE,MECH-BRG,ELL783859,EA,,300,
000000000010000695,false,HIBE,MECH-BRG,,EA,,,
000000000010000696,false,ERSA,ELEC-CTRL,,EA,,,
000000000030000158,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000697,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000698,false,ERSA,MECH-SEAL,,EA,,200,
000000000080000157,false,ERSA,HYDR-ASSY,ELL192715,EA,,,
000000000010000699,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000700,false,ERSA,MECH-GBOX,,EA,,400,
000000000010000701,false,ERSA,CONV-COMP,,EA,,400,
000000000030000159,false,ERSA,MECH-PUMP,ELL592458,EA,,100,
000000000010000702,false,ERSA,MECH-SEAL,ELL219252,EA,,,
000000000010000703,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000704,false,ERSA,CONV-COMP,,EA,,,
000000000010000705,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010000706,false,ERSA,INST-XMTR,,EA,,200,
000000000010000707,false,ERSA,CONV-COMP,,EA,,,
000000000010000708,false,ERSA,MECH-PUMP,ELL830382,EA,,,
000000000010000709,false,ERSA,MECH-GBOX,,EA,,400,
000000000010000710,false,ERSA,MECH-GBOX,,EA,,,
000000000010000711,false,ERSA,MILL-LINR,ELL543785,EA,,400,
000000000080000158,false,ERSA,ELEC-CTRL,,EA,,300,
000000000080000159,false,ERSA,MILL-LINR,,EA,,300,
000000000010000712,false,ERSA,MILL-LINR,ELL164652,EA,,200,
000000000010000713,false,ERSA,MECH-GBOX,,EA,,400,
000000000030000160,false,ERSA,HYDR-ASSY,,EA,,100,
000000000030000161,false,HIBE,HYDR-ASSY,,EA,,100,
000000000030000162,false,ERSA,MECH-BRG,,EA,,100,
000000000010000714,false,ERSA,CONV-COMP,,EA,,,
000000000030000163,false,ERSA,ELEC-CTRL,ELL761333,EA,,100,
000000000080000160,false,ERSA,CONV-COMP,,EA,,,
000000000030000164,false,ERSA,CONV-COMP,,EA,,100,
000000000010000715,false,HIBE,ELEC-CTRL,,EA,,200,
000000000010000716,false,ERSA,MILL-LINR,,EA,,400,
000000000010000717,false,ERSA,MECH-SEAL,,EA,,400,
000000000030000165,false,ERSA,MECH-PUMP,,EA,,100,
000000000010000718,false,ERSA,MECH-SEAL,,EA,,300,
000000000080000161,false,ERSA,CONV-COMP,,EA,,200,Z00R
000000000010000719,false,ERSA,ELEC-MOTR,,EA,,400,
000000000030000166,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010000720,false,ERSA,INST-XMTR,,EA,,,
000000000010000721,false,ERSA,MECH-GBOX,ELL194433,EA,,300,
000000000010000722,false,ERSA,MECH-SEAL,,EA,,300,
000000000030000167,false,ERSA,MECH-GBOX,,EA,,100,
000000000010000723,false,ERSA,MECH-SEAL,ELL222885,EA,,200,
000000000010000724,false,ERSA,MILL-LINR,,EA,,300,
000000000010000725,false,ERSA,MECH-BRG,ELL324467,EA,,400,
000000000010000726,false,ERSA,MILL-LINR,,EA,,400,
000000000080000162,false,HIBE,MECH-BRG,ELL836835,EA,,400,
000000000010000727,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010000728,false,ERSA,MECH-SEAL,ELL258175,EA,,300,
000000000010000729,false,ERSA,INST-XMTR,,EA,,300,
000000000010000730,false,ERSA,MILL-LINR,ELL233806,EA,,300,
000000000010000731,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000732,false,HIBE,ELEC-MOTR,,EA,,200,
000000000010000733,false,ERSA,ELEC-CTRL,,EA,,300,
000000000030000168,false,ERSA,MILL-LINR,,EA,,100,
000000000080000163,false,ERSA,ELEC-MOTR,ELL731862,EA,,200,
000000000090000039,false,ERSA,ELEC-CTRL,,EA,01,400,
000000000080000164,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000734,false,HIBE,ELEC-CTRL,,EA,,300,
000000000010000735,false,HIBE,HYDR-ASSY,,EA,,300,
000000000090000040,false,ERSA,MECH-BRG,,EA,01,200,
000000000030000169,false,ERSA,ELEC-MOTR,,EA,,100,
000000000030000170,false,ERSA,MECH-BRG,,EA,,100,
000000000010000736,false,ERSA,HYDR-ASSY,,EA,,,
000000000010000737,false,ERSA,MILL-LINR,ELL364546,EA,,400,
000000000010000738,false,ERSA,MECH-SEAL,ELL518462,EA,,,
000000000010000739,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010000740,false,ERSA,INST-XMTR,,EA,,400,
000000000010000741,false,ERSA,MECH-GBOX,,EA,,200,
000000000030000171,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000742,false,ERSA,INST-XMTR,,EA,,,
000000000080000165,false,ERSA,MILL-LINR,,EA,,200,
000000000010000743,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000744,false,ERSA,MILL-LINR,,EA,,200,
000000000030000172,false,HIBE,MECH-BRG,,EA,,100,
000000000010000745,false,HIBE,MECH-BRG,ELL118700,EA,,300,
000000000010000746,false,ERSA,ELEC-CTRL,,EA,,400,
000000000030000173,false,ERSA,MECH-BRG,,EA,,100,
000000000080000166,false,ERSA,MECH-SEAL,,EA,,400,
000000000080000167,false,ERSA,MILL-LINR,,EA,,200,
000000000010000747,false,ERSA,MECH-BRG,,EA,,,
000000000030000174,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000748,false,HIBE,HYDR-ASSY,ELL856183,EA,,,
000000000010000749,false,ERSA,INST-XMTR,ELL922147,EA,,,
000000000010000750,false,ERSA,MILL-LINR,,EA,,200,
000000000080000168,false,ERSA,MECH-PUMP,ELL434189,EA,,300,
000000000080000169,false,ERSA,MECH-SEAL,,EA,,200,
000000000080000170,false,ERSA,MILL-LINR,,EA,,,
000000000010000751,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010000752,false,ERSA,MILL-LINR,,EA,,200,
000000000010000753,false,ERSA,MECH-PUMP,,EA,,400,
000000000080000171,false,ERSA,ELEC-MOTR,ELL350122,EA,,200,
000000000010000754,false,HIBE,CONV-COMP,ELL753432,EA,,200,
000000000010000755,false,ERSA,MECH-GBOX,ELL897741,EA,,300,
000000000010000756,false,ERSA,MECH-GBOX,ELL508304,EA,,400,
000000000080000172,false,ERSA,INST-XMTR,,EA,,200,
000000000010000757,false,ERSA,MECH-PUMP,,EA,,200,
000000000030000175,false,ERSA,CONV-COMP,,EA,,100,
000000000010000758,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010000759,false,ERSA,HYDR-ASSY,ELL554044,EA,,400,
000000000080000173,false,ERSA,HYDR-ASSY,,EA,,,
000000000010000760,false,ERSA,MECH-GBOX,,EA,,,
000000000010000761,false,ERSA,INST-XMTR,,EA,,200,
000000000010000762,false,HIBE,MILL-LINR,,EA,,200,
000000000080000174,false,HIBE,MECH-PUMP,,EA,,300,
000000000010000763,false,ERSA,INST-XMTR,ELL106401,EA,,300,
000000000030000176,false,ERSA,MECH-PUMP,,EA,,100,
000000000090000041,false,ERSA,MECH-GBOX,,EA,01,300,
000000000010000764,false,ERSA,INST-XMTR,,EA,,,
000000000080000175,false,ERSA,HYDR-ASSY,ELL648808,EA,,200,
000000000010000765,false,ERSA,CONV-COMP,ELL903155,EA,,,
000000000010000766,false,ERSA,MECH-GBOX,ELL540342,EA,,300,
000000000010000767,false,ERSA,ELEC-MOTR,ELL566811,EA,,300,
000000000010000768,false,ERSA,HYDR-ASSY,ELL379140,EA,,,
000000000030000177,false,ERSA,MILL-LINR,,EA,,100,
000000000010000769,false,ERSA,MECH-BRG,,EA,,,
000000000080000176,false,ERSA,MILL-LINR,ELL888408,EA,,200,
000000000010000770,false,ERSA,MECH-SEAL,,EA,,,
000000000010000771,false,ERSA,MECH-PUMP,,EA,,,
000000000080000177,false,ERSA,INST-XMTR,ELL194232,EA,,400,Z00R
000000000010000772,false,ERSA,INST-XMTR,,EA,,300,
000000000080000178,false,ERSA,CONV-COMP,,EA,,200,
000000000010000773,false,ERSA,ELEC-CTRL,,EA,,200,
000000000010000774,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010000775,false,ERSA,MECH-GBOX,,EA,,,
000000000030000178,false,ERSA,MECH-BRG,ELL592904,EA,,100,
000000000010000776,false,HIBE,MECH-SEAL,ELL975564,EA,,,
000000000010000777,false,ERSA,MECH-GBOX,,EA,,,
000000000010000778,false,ERSA,MECH-BRG,,EA,,200,
000000000010000779,false,ERSA,INST-XMTR,,EA,,200,
000000000080000179,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000780,false,HIBE,ELEC-CTRL,,EA,,300,
000000000010000781,false,ERSA,MECH-GBOX,,EA,,300,
000000000030000179,false,HIBE,ELEC-CTRL,,EA,,100,
000000000010000782,false,HIBE,MECH-PUMP,,EA,,,
000000000010000783,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010000784,false,ERSA,MECH-GBOX,ELL458217,EA,,,
000000000010000785,false,ERSA,CONV-COMP,ELL315695,EA,,300,
000000000030000180,false,ERSA,ELEC-CTRL,,EA,,100,
000000000080000180,false,ERSA,MECH-BRG,,EA,,400,
000000000010000786,false,ERSA,MILL-LINR,ELL759562,EA,,400,
000000000010000787,false,ERSA,MECH-BRG,,EA,,,
000000000010000788,false,ERSA,INST-XMTR,,EA,,300,
000000000010000789,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010000790,false,ERSA,CONV-COMP,,EA,,300,
000000000030000181,false,ERSA,CONV-COMP,,EA,,100,
000000000010000791,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000792,false,ERSA,MILL-LINR,,EA,,,
000000000010000793,false,ERSA,INST-XMTR,,EA,,300,
000000000080000181,false,ERSA,MECH-GBOX,ELL976296,EA,,,
000000000010000794,false,ERSA,INST-XMTR,ELL119079,EA,,400,
000000000010000795,false,HIBE,MECH-PUMP,ELL454899,EA,,,
000000000010000796,false,ERSA,INST-XMTR,,EA,,200,
000000000080000182,false,ERSA,MECH-BRG,,EA,,200,
000000000010000797,false,ERSA,INST-XMTR,,EA,,,
000000000010000798,false,ERSA,CONV-COMP,ELL485324,EA,,300,
000000000030000182,false,ERSA,INST-XMTR,,EA,,100,
000000000030000183,false,ERSA,MECH-GBOX,,EA,,100,
000000000030000184,false,ERSA,INST-XMTR,,EA,,100,
000000000010000799,false,ERSA,CONV-COMP,ELL239454,EA,,300,
000000000010000800,false,ERSA,HYDR-ASSY,,EA,,300,
000000000080000183,false,ERSA,MECH-GBOX,,EA,,300,
000000000030000185,false,ERSA,HYDR-ASSY,ELL880204,EA,,100,
000000000010000801,false,ERSA,MECH-PUMP,,EA,,200,
000000000080000184,false,ERSA,MILL-LINR,ELL153985,EA,,400,
000000000010000802,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000803,false,HIBE,HYDR-ASSY,,EA,,,
000000000010000804,false,ERSA,MILL-LINR,,EA,,,
000000000010000805,false,ERSA,MECH-BRG,ELL616819,EA,,400,
000000000010000806,false,ERSA,ELEC-MOTR,ELL766567,EA,,400,
000000000010000807,false,ERSA,MECH-PUMP,,EA,,,
000000000010000808,false,ERSA,INST-XMTR,,EA,,200,
000000000030000186,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000809,false,ERSA,MECH-BRG,,EA,,200,
000000000030000187,false,HIBE,ELEC-CTRL,,EA,,100,
000000000030000188,false,ERSA,ELEC-MOTR,ELL991876,EA,,100,
000000000010000810,false,ERSA,ELEC-CTRL,,EA,,300,
000000000030000189,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000811,false,ERSA,MECH-BRG,,EA,,,
000000000010000812,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010000813,false,ERSA,MECH-BRG,ELL965365,EA,,,
000000000010000814,false,ERSA,MECH-GBOX,ELL307398,EA,,,
000000000010000815,false,HIBE,ELEC-MOTR,,EA,,300,
000000000030000190,false,ERSA,INST-XMTR,,EA,,100,
000000000010000816,false,ERSA,MECH-PUMP,,EA,,200,
000000000010000817,false,ERSA,MECH-PUMP,,EA,,,
000000000080000185,false,ERSA,MECH-PUMP,ELL668722,EA,,200,
000000000080000186,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000818,false,ERSA,CONV-COMP,ELL976884,EA,,200,
000000000090000042,false,ERSA,CONV-COMP,,EA,01,200,
000000000010000819,false,HIBE,MECH-SEAL,,EA,,400,
000000000010000820,false,ERSA,MILL-LINR,,EA,,,
000000000010000821,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000822,false,ERSA,CONV-COMP,,EA,,400,
000000000080000187,false,ERSA,MILL-LINR,,EA,,200,
000000000010000823,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000824,false,ERSA,MILL-LINR,,EA,,200,
000000000030000191,false,ERSA,HYDR-ASSY,,EA,,100,
000000000030000192,false,HIBE,ELEC-CTRL,ELL690272,EA,,100,
000000000010000825,false,ERSA,HYDR-ASSY,ELL597979,EA,,400,
000000000010000826,false,ERSA,MECH-BRG,,EA,,,
000000000010000827,false,ERSA,MECH-GBOX,,EA,,300,
000000000010000828,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010000829,false,ERSA,MECH-GBOX,,EA,,,
000000000010000830,false,ERSA,MECH-BRG,,EA,,400,
000000000010000831,false,ERSA,ELEC-MOTR,ELL854775,EA,,400,
000000000010000832,false,ERSA,ELEC-MOTR,,EA,,,
000000000080000188,false,ERSA,MECH-BRG,ELL947034,EA,,300,
000000000010000833,false,ERSA,CONV-COMP,,EA,,300,
000000000030000193,false,HIBE,MECH-PUMP,ELL811888,EA,,100,
000000000010000834,false,ERSA,ELEC-MOTR,,EA,,300,
000000000080000189,false,ERSA,CONV-COMP,,EA,,300,
000000000030000194,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000835,false,ERSA,ELEC-CTRL,ELL642444,EA,,200,
000000000030000195,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000836,false,HIBE,ELEC-MOTR,,EA,,,
000000000030000196,false,ERSA,CONV-COMP,,EA,,100,
000000000010000837,false,ERSA,MILL-LINR,,EA,,300,
000000000010000838,false,ERSA,CONV-COMP,ELL331207,EA,,200,
000000000090000043,false,ERSA,MECH-PUMP,ELL836881,EA,01,400,
000000000010000839,false,HIBE,MILL-LINR,,EA,,300,
000000000010000840,false,HIBE,MECH-PUMP,,EA,,200,
000000000010000841,false,ERSA,MECH-BRG,,EA,,200,
000000000080000190,false,ERSA,MILL-LINR,,EA,,300,
000000000010000842,false,ERSA,MECH-PUMP,ELL715101,EA,,300,
000000000010000843,false,ERSA,INST-XMTR,,EA,,300,
000000000030000197,false,ERSA,MECH-PUMP,,EA,,100,
000000000080000191,false,ERSA,MECH-PUMP,ELL528036,EA,,300,
000000000030000198,false,ERSA,MECH-BRG,ELL821436,EA,,100,
000000000030000199,false,ERSA,MECH-SEAL,,EA,,100,
000000000080000192,false,ERSA,INST-XMTR,,EA,,300,
000000000010000844,false,ERSA,INST-XMTR,,EA,,200,
000000000030000200,false,ERSA,MECH-PUMP,,EA,,100,
000000000010000845,false,ERSA,MECH-GBOX,,EA,,,
000000000080000193,false,ERSA,MECH-GBOX,,EA,,400,
000000000010000846,false,ERSA,CONV-COMP,,EA,,300,
000000000030000201,false,HIBE,MECH-PUMP,,EA,,100,
000000000010000847,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010000848,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010000849,false,ERSA,ELEC-MOTR,ELL397979,EA,,300,
000000000030000202,false,ERSA,MECH-BRG,ELL647476,EA,,100,
000000000010000850,false,HIBE,MECH-GBOX,,EA,,400,
000000000010000851,false,ERSA,MECH-SEAL,ELL322728,EA,,200,
000000000010000852,false,ERSA,MECH-PUMP,ELL326595,EA,,200,
000000000030000203,false,HIBE,MECH-SEAL,,EA,,100,
000000000030000204,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010000853,false,ERSA,ELEC-CTRL,ELL479588,EA,,200,
000000000010000854,false,HIBE,MECH-BRG,,EA,,400,
000000000010000855,false,ERSA,MECH-SEAL,ELL656306,EA,,400,
000000000010000856,false,HIBE,ELEC-MOTR,ELL131231,EA,,200,
