Objectclas,Objectid,Changenr,Tabname,Tabkey,Fname,Chngind,Value_new,Value_old
MATERIAL,000000000010000756,0001000299,MARC,0000000000100007562000,MABST,U,6.600,10.228
MATERIAL,000000000080000172,0001000300,MARC,0000000000800001722000,MINBE,U,13.800,24.435
MATERIAL,000000000080000172,0001000300,MARC,0000000000800001722000,MABST,U,19.200,24.435
MATERIAL,000000000080000173,0001000301,MARC,0000000000800001732000,MINBE,U,2.800,2.372
MATERIAL,000000000080000173,0001000301,MARC,0000000000800001732000,MABST,U,8.300,8.501
MATERIAL,000000000010000761,0001000302,MARC,0000000000100007611000,MINBE,U,12.700,10.150
MATERIAL,000000000010000761,0001000302,MARC,0000000000100007611000,MABST,U,16.900,22.737
MATERIAL,000000000010000766,0001000303,MARC,0000000000100007663000,MINBE,U,1.900,1.933
MATERIAL,000000000010000766,0001000303,MARC,0000000000100007663000,MABST,U,3.400,6.058
MATERIAL,000000000080000176,0001000304,MARC,0000000000800001761000,MINBE,U,2.500,3.375
MATERIAL,000000000080000176,0001000304,MARC,0000000000800001761000,MABST,U,4.000,3.375
MATERIAL,000000000010000771,0001000305,MARC,0000000000100007711000,MINBE,U,2.300,1.461
MATERIAL,000000000010000771,0001000305,MARC,0000000000100007711000,MABST,U,4.000,5.694
MATERIAL,000000000080000177,0001000306,MARC,0000000000800001774000,MINBE,U,7.200,10.365
MATERIAL,000000000080000177,0001000306,MARC,0000000000800001774000,MABST,U,11.200,11.269
MATERIAL,000000000010000776,0001000307,MARC,0000000000100007762000,MINBE,U,26.900,45.984
MATERIAL,000000000010000776,0001000307,MARC,0000000000100007762000,MABST,U,138.400,182.704
MATERIAL,000000000080000179,0001000308,MARC,0000000000800001791000,MINBE,U,2.300,3.038
MATERIAL,000000000080000179,0001000308,MARC,0000000000800001791000,MABST,U,3.700,4.636
MATERIAL,000000000080000179,0001000309,MARC,0000000000800001794000,MINBE,U,9.700,10.050
MATERIAL,000000000080000179,0001000309,MARC,0000000000800001794000,MABST,U,17.200,25.069
MATERIAL,000000000010000780,0001000310,MARC,0000000000100007803000,MINBE,U,1.600,1.432
MATERIAL,000000000010000780,0001000310,MARC,0000000000100007803000,MABST,U,2.200,1.761
MATERIAL,000000000010000782,0001000311,MARC,0000000000100007823000,MINBE,U,11.900,18.698
MATERIAL,000000000010000782,0001000311,MARC,0000000000100007823000,MABST,U,68.500,101.572
MATERIAL,000000000010000784,0001000312,MARC,0000000000100007844000,MINBE,U,26.300,16.004
MATERIAL,000000000010000784,0001000312,MARC,0000000000100007844000,MABST,U,59.400,51.850
MATERIAL,000000000030000180,0001000313,MARC,0000000000300001804000,MINBE,U,6.900,0.000
MATERIAL,000000000030000180,0001000313,MARC,0000000000300001804000,MABST,U,11.200,0.000
MATERIAL,000000000080000180,0001000314,MARC,0000000000800001801000,MINBE,U,7.500,10.000
MATERIAL,000000000080000180,0001000314,MARC,0000000000800001801000,MABST,U,13.400,23.225
MATERIAL,000000000010000786,0001000315,MARC,0000000000100007861000,MINBE,U,4.700,5.602
MATERIAL,000000000010000786,0001000315,MARC,0000000000100007861000,MABST,U,7.700,7.384
MATERIAL,000000000010000790,0001000316,MARC,0000000000100007902000,MINBE,U,1.900,1.892
MATERIAL,000000000010000790,0001000316,MARC,0000000000100007902000,MABST,U,2.500,1.892
MATERIAL,000000000030000181,0001000317,MARC,0000000000300001811000,MINBE,U,9.000,0.000
MATERIAL,000000000030000181,0001000317,MARC,0000000000300001811000,MABST,U,12.500,0.000
MATERIAL,000000000010000798,0001000318,MARC,0000000000100007982000,MINBE,U,34.100,59.179
MATERIAL,000000000010000798,0001000318,MARC,0000000000100007982000,MABST,U,161.100,254.687
MATERIAL,000000000030000184,0001000319,MARC,0000000000300001841000,MINBE,U,1.500,0.000
MATERIAL,000000000030000184,0001000319,MARC,0000000000300001841000,MABST,U,3.200,0.000
MATERIAL,000000000010000799,0001000320,MARC,0000000000100007991000,MINBE,U,16.400,8.111
MATERIAL,000000000010000799,0001000320,MARC,0000000000100007991000,MABST,U,21.900,36.427
MATERIAL,000000000080000183,0001000321,MARC,0000000000800001831000,MINBE,U,5.900,5.495
MATERIAL,000000000080000183,0001000321,MARC,0000000000800001831000,MABST,U,10.700,15.137
MATERIAL,000000000010000801,0001000322,MARC,0000000000100008013000,MINBE,U,10.200,9.634
MATERIAL,000000000010000801,0001000322,MARC,0000000000100008013000,MABST,U,13.700,11.172
MATERIAL,000000000010000802,0001000323,MARC,0000000000100008022000,MINBE,U,6.300,7.212
MATERIAL,000000000010000802,0001000323,MARC,0000000000100008022000,MABST,U,9.200,15.137
MATERIAL,000000000010000803,0001000324,MARC,0000000000100008031000,MINBE,U,8.700,9.126
MATERIAL,000000000010000803,0001000324,MARC,0000000000100008031000,MABST,U,11.400,15.423
MATERIAL,000000000010000807,0001000325,MARC,0000000000100008072000,MINBE,U,5.500,3.268
MATERIAL,000000000010000807,0001000325,MARC,0000000000100008072000,MABST,U,10.200,7.365
MATERIAL,000000000030000187,0001000326,MARC,0000000000300001871000,MINBE,U,6.900,0.000
MATERIAL,000000000030000187,0001000326,MARC,0000000000300001871000,MABST,U,9.800,0.000
MATERIAL,000000000010000811,0001000327,MARC,0000000000100008114000,MINBE,U,2.400,2.754
MATERIAL,000000000010000811,0001000327,MARC,0000000000100008114000,MABST,U,3.600,3.788
MATERIAL,000000000010000815,0001000328,MARC,0000000000100008153000,MINBE,U,12.300,17.531
MATERIAL,000000000010000815,0001000328,MARC,0000000000100008153000,MABST,U,17.700,17.531
MATERIAL,000000000030000190,0001000329,MARC,0000000000300001904000,MINBE,U,7.800,0.000
MATERIAL,000000000030000190,0001000329,MARC,0000000000300001904000,MABST,U,10.100,0.000
MATERIAL,000000000010000816,0001000330,MARC,0000000000100008163000,MINBE,U,2.900,2.914
MATERIAL,000000000010000816,0001000330,MARC,0000000000100008163000,MABST,U,6.500,5.883
MATERIAL,000000000010000817,0001000331,MARC,0000000000100008172000,MINBE,U,11.900,16.968
MATERIAL,000000000010000817,0001000331,MARC,0000000000100008172000,MABST,U,15.400,26.375
MATERIAL,000000000010000829,0001000332,MARC,0000000000100008291000,MINBE,U,0.600,0.945
MATERIAL,000000000010000829,0001000332,MARC,0000000000100008291000,MABST,U,2.400,2.568
MATERIAL,000000000080000188,0001000333,MARC,0000000000800001882000,MINBE,U,8.500,12.114
MATERIAL,000000000080000188,0001000333,MARC,0000000000800001882000,MABST,U,14.000,18.470
MATERIAL,000000000010000834,0001000334,MARC,0000000000100008343000,MINBE,U,75.300,42.069
MATERIAL,000000000010000834,0001000334,MARC,0000000000100008343000,MABST,U,119.800,167.075
MATERIAL,000000000080000190,0001000335,MARC,0000000000800001904000,MINBE,U,3.000,5.124
MATERIAL,000000000080000190,0001000335,MARC,0000000000800001904000,MABST,U,6.000,7.411
MATERIAL,000000000030000201,0001000336,MARC,0000000000300002013000,MINBE,U,7.300,0.000
MATERIAL,000000000030000201,0001000336,MARC,0000000000300002013000,MABST,U,13.300,0.000
MATERIAL,000000000010000850,0001000337,MARC,0000000000100008503000,MINBE,U,11.300,20.342
MATERIAL,000000000010000850,0001000337,MARC,0000000000100008503000,MABST,U,17.100,23.489
MATERIAL,000000000010000851,0001000338,MARC,0000000000100008511000,MINBE,U,58.200,96.627
MATERIAL,000000000010000851,0001000338,MARC,0000000000100008511000,MABST,U,126.200,153.691
MATERIAL,000000000010000854,0001000339,MARC,0000000000100008543000,MINBE,U,6.000,7.159
MATERIAL,000000000010000854,0001000339,MARC,0000000000100008543000,MABST,U,39.000,43.419
MATERIAL,000000000010000859,0001000340,MARC,0000000000100008592000,MINBE,U,7.100,9.367
MATERIAL,000000000010000859,0001000340,MARC,0000000000100008592000,MABST,U,34.600,57.210
MATERIAL,000000000010000864,0001000341,MARC,0000000000100008641000,MINBE,U,15.000,23.089
MATERIAL,000000000010000864,0001000341,MARC,0000000000100008641000,MABST,U,42.600,57.100
MATERIAL,000000000010000864,0001000342,MARC,0000000000100008642000,MINBE,U,24.700,13.224
MATERIAL,000000000010000864,0001000342,MARC,0000000000100008642000,MABST,U,69.200,73.835
MATERIAL,000000000010000865,0001000343,MARC,0000000000100008654000,MINBE,U,136.300,241.035
MATERIAL,000000000010000865,0001000343,MARC,0000000000100008654000,MABST,U,226.700,241.035
MATERIAL,000000000010000867,0001000344,MARC,0000000000100008674000,MINBE,U,14.900,24.188
MATERIAL,000000000010000867,0001000344,MARC,0000000000100008674000,MABST,U,20.900,24.188
MATERIAL,000000000010000871,0001000345,MARC,0000000000100008714000,MINBE,U,4.500,5.547
MATERIAL,000000000010000871,0001000345,MARC,0000000000100008714000,MABST,U,9.900,13.567
MATERIAL,000000000080000199,0001000346,MARC,0000000000800001994000,MINBE,U,2.700,1.601
MATERIAL,000000000080000199,0001000346,MARC,0000000000800001994000,MABST,U,8.000,7.712
MATERIAL,000000000010000880,0001000347,MARC,0000000000100008804000,MINBE,U,42.900,70.281
MATERIAL,000000000010000880,0001000347,MARC,0000000000100008804000,MABST,U,94.000,158.143
MATERIAL,000000000010000886,0001000348,MARC,0000000000100008863000,MINBE,U,9.800,8.105
MATERIAL,000000000010000886,0001000348,MARC,0000000000100008863000,MABST,U,15.300,14.735
MATERIAL,000000000010000887,0001000349,MARC,0000000000100008873000,MINBE,U,8.200,10.995
MATERIAL,000000000010000887,0001000349,MARC,0000000000100008873000,MABST,U,11.400,18.454
MATERIAL,000000000010000893,0001000350,MARC,0000000000100008934000,MINBE,U,5.100,4.710
MATERIAL,000000000010000893,0001000350,MARC,0000000000100008934000,MABST,U,9.300,10.321
MATERIAL,000000000010000894,0001000351,MARC,0000000000100008942000,MINBE,U,14.200,10.258
MATERIAL,000000000010000894,0001000351,MARC,0000000000100008942000,MABST,U,75.200,68.533
MATERIAL,000000000080000201,0001000352,MARC,0000000000800002011000,MINBE,U,6.500,6.441
MATERIAL,000000000080000201,0001000352,MARC,0000000000800002011000,MABST,U,13.400,9.775
MATERIAL,000000000080000202,0001000353,MARC,0000000000800002023000,MINBE,U,3.100,4.761
MATERIAL,000000000080000202,0001000353,MARC,0000000000800002023000,MABST,U,5.600,5.681
MATERIAL,000000000010000903,0001000354,MARC,0000000000100009032000,MINBE,U,7.300,8.713
MATERIAL,000000000010000903,0001000354,MARC,0000000000100009032000,MABST,U,9.300,8.713
MATERIAL,000000000010000904,0001000355,MARC,0000000000100009044000,MINBE,U,9.400,6.187
MATERIAL,000000000010000904,0001000355,MARC,0000000000100009044000,MABST,U,12.900,12.028
MATERIAL,000000000010000905,0001000356,MARC,0000000000100009054000,MINBE,U,6.000,4.239
MATERIAL,000000000010000905,0001000356,MARC,0000000000100009054000,MABST,U,8.500,11.794
MATERIAL,000000000080000204,0001000357,MARC,0000000000800002044000,MINBE,U,5.500,5.624
MATERIAL,000000000080000204,0001000357,MARC,0000000000800002044000,MABST,U,11.100,15.298
MATERIAL,000000000030000224,0001000358,MARC,0000000000300002243000,MINBE,U,3.100,0.000
MATERIAL,000000000030000224,0001000358,MARC,0000000000300002243000,MABST,U,9.100,0.000
MATERIAL,000000000080000206,0001000359,MARC,0000000000800002061000,MINBE,U,3.400,1.362
MATERIAL,000000000080000206,0001000359,MARC,0000000000800002061000,MABST,U,5.800,5.229
MATERIAL,000000000080000208,0001000360,MARC,0000000000800002083000,MINBE,U,1.900,2.987
MATERIAL,000000000080000208,0001000360,MARC,0000000000800002083000,MABST,U,2.800,2.987
MATERIAL,000000000010000917,0001000361,MARC,0000000000100009171000,MINBE,U,119.900,202.671
MATERIAL,000000000010000917,0001000361,MARC,0000000000100009171000,MABST,U,223.400,359.149
MATERIAL,000000000010000918,0001000362,MARC,0000000000100009181000,MINBE,U,8.400,11.472
MATERIAL,000000000010000918,0001000362,MARC,0000000000100009181000,MABST,U,11.500,19.889
MATERIAL,000000000080000210,0001000363,MARC,0000000000800002103000,MINBE,U,1.000,1.256
MATERIAL,000000000080000210,0001000363,MARC,0000000000800002103000,MABST,U,3.100,4.661
MATERIAL,000000000010000931,0001000364,MARC,0000000000100009314000,MINBE,U,4.600,4.706
MATERIAL,000000000010000931,0001000364,MARC,0000000000100009314000,MABST,U,6.000,7.335
MATERIAL,000000000010000932,0001000365,MARC,0000000000100009321000,MINBE,U,12.100,15.032
MATERIAL,000000000010000932,0001000365,MARC,0000000000100009321000,MABST,U,16.200,27.879
MATERIAL,000000000080000219,0001000366,MARC,0000000000800002193000,MINBE,U,3.700,2.921
MATERIAL,000000000080000219,0001000366,MARC,0000000000800002193000,MABST,U,8.400,11.841
MATERIAL,000000000080000220,0001000367,MARC,0000000000800002203000,MINBE,U,5.600,6.208
MATERIAL,000000000080000220,0001000367,MARC,0000000000800002203000,MABST,U,9.300,15.454
MATERIAL,000000000010000939,0001000368,MARC,0000000000100009393000,MINBE,U,2.000,2.421
MATERIAL,000000000010000939,0001000368,MARC,0000000000100009393000,MABST,U,2.600,3.621
MATERIAL,000000000010000943,0001000369,MARC,0000000000100009431000,MINBE,U,4.900,8.581
MATERIAL,000000000010000943,0001000369,MARC,0000000000100009431000,MABST,U,6.500,8.581
MATERIAL,000000000010000948,0001000370,MARC,0000000000100009483000,MINBE,U,0.800,1.300
MATERIAL,000000000010000948,0001000370,MARC,0000000000100009483000,MABST,U,2.900,2.385
MATERIAL,000000000080000225,0001000371,MARC,0000000000800002251000,MINBE,U,3.700,6.220
MATERIAL,000000000080000225,0001000371,MARC,0000000000800002251000,MABST,U,7.800,8.224
MATERIAL,000000000080000227,0001000372,MARC,0000000000800002271000,MINBE,U,1.200,0.610
MATERIAL,000000000080000227,0001000372,MARC,0000000000800002271000,MABST,U,2.800,3.400
MATERIAL,000000000010000952,0001000373,MARC,0000000000100009524000,MINBE,U,2.600,4.360
MATERIAL,000000000010000952,0001000373,MARC,0000000000100009524000,MABST,U,10.600,18.161
MATERIAL,000000000010000954,0001000374,MARC,0000000000100009544000,MINBE,U,35.600,59.536
MATERIAL,000000000010000954,0001000374,MARC,0000000000100009544000,MABST,U,99.500,73.481
MATERIAL,000000000010000958,0001000375,MARC,0000000000100009584000,MINBE,U,5.800,9.295
MATERIAL,000000000010000958,0001000375,MARC,0000000000100009584000,MABST,U,7.300,11.707
MATERIAL,000000000080000232,0001000376,MARC,0000000000800002321000,MINBE,U,3.200,3.413
MATERIAL,000000000080000232,0001000376,MARC,0000000000800002321000,MABST,U,5.200,8.136
MATERIAL,000000000010000963,0001000377,MARC,0000000000100009632000,MINBE,U,3.300,4.244
MATERIAL,000000000010000963,0001000377,MARC,0000000000100009632000,MABST,U,7.000,8.955
MATERIAL,000000000010000969,0001000378,MARC,0000000000100009692000,MINBE,U,5.500,4.058
MATERIAL,000000000010000969,0001000378,MARC,0000000000100009692000,MABST,U,8.400,8.996
MATERIAL,000000000010000970,0001000379,MARC,0000000000100009703000,MINBE,U,77.600,33.361
MATERIAL,000000000010000970,0001000379,MARC,0000000000100009703000,MABST,U,121.500,183.862
MATERIAL,000000000010000972,0001000380,MARC,0000000000100009721000,MINBE,U,4.600,6.203
MATERIAL,000000000010000972,0001000380,MARC,0000000000100009721000,MABST,U,6.800,6.678
MATERIAL,000000000010000973,0001000381,MARC,0000000000100009732000,MINBE,U,40.900,55.796
MATERIAL,000000000010000973,0001000381,MARC,0000000000100009732000,MABST,U,107.500,81.405
MATERIAL,000000000010000975,0001000382,MARC,0000000000100009751000,MINBE,U,49.900,24.351
MATERIAL,000000000010000975,0001000382,MARC,0000000000100009751000,MABST,U,87.200,87.816
MATERIAL,000000000010000982,0001000383,MARC,0000000000100009824000,MINBE,U,3.200,5.202
MATERIAL,000000000010000982,0001000383,MARC,0000000000100009824000,MABST,U,6.600,7.216
MATERIAL,000000000080000237,0001000384,MARC,0000000000800002374000,MINBE,U,1.200,0.680
MATERIAL,000000000080000237,0001000384,MARC,0000000000800002374000,MABST,U,4.100,6.072
MATERIAL,000000000010000989,0001000385,MARC,0000000000100009891000,MINBE,U,1.700,2.946
MATERIAL,000000000010000989,0001000385,MARC,0000000000100009891000,MABST,U,2.200,3.416
MATERIAL,000000000080000240,0001000386,MARC,0000000000800002403000,MINBE,U,0.900,1.152
MATERIAL,000000000080000240,0001000386,MARC,0000000000800002403000,MABST,U,2.500,4.061
MATERIAL,000000000010000994,0001000387,MARC,0000000000100009941000,MINBE,U,2.100,1.551
MATERIAL,000000000010000994,0001000387,MARC,0000000000100009941000,MABST,U,3.600,4.062
MATERIAL,000000000010000996,0001000388,MARC,0000000000100009963000,MINBE,U,22.700,22.636
MATERIAL,000000000010000996,0001000388,MARC,0000000000100009963000,MABST,U,69.700,69.377
MATERIAL,000000000010000997,0001000389,MARC,0000000000100009974000,MINBE,U,52.800,58.927
MATERIAL,000000000010000997,0001000389,MARC,0000000000100009974000,MABST,U,95.900,144.956
MATERIAL,000000000010000998,0001000390,MARC,0000000000100009984000,MINBE,U,20.900,27.644
MATERIAL,000000000010000998,0001000390,MARC,0000000000100009984000,MABST,U,28.600,27.644
MATERIAL,000000000010000999,0001000391,MARC,0000000000100009992000,MINBE,U,12.500,16.006
MATERIAL,000000000010000999,0001000391,MARC,0000000000100009992000,MABST,U,16.400,16.006
MATERIAL,000000000010001002,0001000392,MARC,0000000000100010024000,MINBE,U,4.600,4.041
MATERIAL,000000000010001002,0001000392,MARC,0000000000100010024000,MABST,U,5.800,5.663
MATERIAL,000000000080000241,0001000393,MARC,0000000000800002411000,MINBE,U,1.900,1.953
MATERIAL,000000000080000241,0001000393,MARC,0000000000800002411000,MABST,U,4.000,6.200
MATERIAL,000000000080000241,0001000394,MARC,0000000000800002414000,MINBE,U,1.800,2.295
MATERIAL,000000000080000241,0001000394,MARC,0000000000800002414000,MABST,U,3.800,3.620
MATERIAL,000000000010001007,0001000395,MARC,0000000000100010074000,MINBE,U,2.000,3.107
MATERIAL,000000000010001007,0001000395,MARC,0000000000100010074000,MABST,U,2.800,3.475
MATERIAL,000000000010001008,0001000396,MARC,0000000000100010083000,MINBE,U,3.900,3.534
MATERIAL,000000000010001008,0001000396,MARC,0000000000100010083000,MABST,U,6.300,7.009
MATERIAL,000000000010001009,0001000397,MARC,0000000000100010092000,MINBE,U,1.800,1.344
MATERIAL,000000000010001009,0001000397,MARC,0000000000100010092000,MABST,U,3.300,5.362
MATERIAL,000000000080000244,0001000398,MARC,0000000000800002443000,MINBE,U,1.200,1.302
MATERIAL,000000000080000244,0001000398,MARC,0000000000800002443000,MABST,U,2.600,2.306
MATERIAL,000000000080000245,0001000399,MARC,0000000000800002453000,MINBE,U,5.200,2.410
MATERIAL,000000000080000245,0001000399,MARC,0000000000800002453000,MABST,U,10.600,17.877
MATERIAL,000000000080000248,0001000400,MARC,0000000000800002482000,MINBE,U,2.100,3.485
MATERIAL,000000000080000248,0001000400,MARC,0000000000800002482000,MABST,U,3.100,4.233
MATERIAL,000000000080000250,0001000401,MARC,0000000000800002503000,MINBE,U,4.900,6.222
MATERIAL,000000000080000250,0001000401,MARC,0000000000800002503000,MABST,U,9.000,13.115
MATERIAL,000000000080000252,0001000402,MARC,0000000000800002522000,MINBE,U,1.200,1.084
MATERIAL,000000000080000252,0001000402,MARC,0000000000800002522000,MABST,U,3.200,3.577
MATERIAL,000000000010001022,0001000403,MARC,0000000000100010224000,MINBE,U,0.700,0.798
MATERIAL,000000000010001022,0001000403,MARC,0000000000100010224000,MABST,U,1.100,1.803
MATERIAL,000000000080000253,0001000404,MARC,0000000000800002533000,MINBE,U,3.000,1.948
MATERIAL,000000000080000253,0001000404,MARC,0000000000800002533000,MABST,U,4.000,4.843
MATERIAL,000000000010001024,0001000405,MARC,0000000000100010244000,MINBE,U,90.900,62.612
MATERIAL,000000000010001024,0001000405,MARC,0000000000100010244000,MABST,U,144.900,108.248
MATERIAL,000000000010001027,0001000406,MARC,0000000000100010273000,MINBE,U,64.000,71.494
MATERIAL,000000000010001027,0001000406,MARC,0000000000100010273000,MABST,U,145.200,126.445
MATERIAL,000000000010001028,0001000407,MARC,0000000000100010281000,MINBE,U,4.500,2.626
MATERIAL,000000000010001028,0001000407,MARC,0000000000100010281000,MABST,U,6.000,10.789
MATERIAL,000000000010001031,0001000408,MARC,0000000000100010314000,MINBE,U,1.200,1.520
MATERIAL,000000000010001031,0001000408,MARC,0000000000100010314000,MABST,U,2.300,4.044
MATERIAL,000000000010001034,0001000409,MARC,0000000000100010343000,MINBE,U,13.600,8.382
MATERIAL,000000000010001034,0001000409,MARC,0000000000100010343000,MABST,U,18.700,13.887
MATERIAL,000000000010001037,0001000410,MARC,0000000000100010372000,MINBE,U,1.200,1.732
MATERIAL,000000000010001037,0001000410,MARC,0000000000100010372000,MABST,U,2.600,2.616
MATERIAL,000000000010001044,0001000411,MARC,0000000000100010441000,MINBE,U,51.100,20.680
MATERIAL,000000000010001044,0001000411,MARC,0000000000100010441000,MABST,U,121.000,87.829
MATERIAL,000000000010001046,0001000412,MARC,0000000000100010463000,MINBE,U,2.400,2.483
MATERIAL,000000000010001046,0001000412,MARC,0000000000100010463000,MABST,U,4.200,3.196
MATERIAL,000000000080000260,0001000413,MARC,0000000000800002604000,MINBE,U,14.900,6.712
MATERIAL,000000000080000260,0001000413,MARC,0000000000800002604000,MABST,U,19.100,22.225
MATERIAL,000000000030000266,0001000414,MARC,0000000000300002663000,MINBE,U,13.100,0.000
MATERIAL,000000000030000266,0001000414,MARC,0000000000300002663000,MABST,U,16.600,0.000
MATERIAL,000000000010001058,0001000415,MARC,0000000000100010581000,MINBE,U,4.700,7.993
MATERIAL,000000000010001058,0001000415,MARC,0000000000100010581000,MABST,U,6.100,7.993
MATERIAL,000000000010001059,0001000416,MARC,0000000000100010593000,MINBE,U,16.000,17.015
MATERIAL,000000000010001059,0001000416,MARC,0000000000100010593000,MABST,U,20.400,17.015
MATERIAL,000000000080000262,0001000417,MARC,0000000000800002624000,MINBE,U,0.900,0.707
MATERIAL,000000000080000262,0001000417,MARC,0000000000800002624000,MABST,U,2.400,2.889
MATERIAL,000000000010001062,0001000418,MARC,0000000000100010621000,MINBE,U,11.000,11.297
MATERIAL,000000000010001062,0001000418,MARC,0000000000100010621000,MABST,U,14.000,11.297
MATERIAL,000000000010001063,0001000419,MARC,0000000000100010632000,MINBE,U,3.200,2.124
MATERIAL,000000000010001063,0001000419,MARC,0000000000100010632000,MABST,U,5.000,4.808
MATERIAL,000000000010001064,0001000420,MARC,0000000000100010641000,MINBE,U,67.500,62.220
MATERIAL,000000000010001064,0001000420,MARC,0000000000100010641000,MABST,U,147.000,141.317
MATERIAL,000000000010001066,0001000421,MARC,0000000000100010664000,MINBE,U,4.700,3.818
MATERIAL,000000000010001066,0001000421,MARC,0000000000100010664000,MABST,U,6.500,9.837
MATERIAL,000000000010001068,0001000422,MARC,0000000000100010681000,MINBE,U,68.600,81.970
MATERIAL,000000000010001068,0001000422,MARC,0000000000100010681000,MABST,U,171.000,298.827
MATERIAL,000000000010001075,0001000423,MARC,0000000000100010752000,MINBE,U,2.600,4.062
MATERIAL,000000000010001075,0001000423,MARC,0000000000100010752000,MABST,U,3.200,4.062
MATERIAL,000000000010001078,0001000424,MARC,0000000000100010783000,MINBE,U,5.700,4.282
MATERIAL,000000000010001078,0001000424,MARC,0000000000100010783000,MABST,U,7.100,11.976
MATERIAL,000000000080000264,0001000425,MARC,0000000000800002642000,MINBE,U,6.500,11.048
MATERIAL,000000000080000264,0001000425,MARC,0000000000800002642000,MABST,U,10.600,11.104
MATERIAL,000000000010001080,0001000426,MARC,0000000000100010801000,MINBE,U,12.800,11.192
MATERIAL,000000000010001080,0001000426,MARC,0000000000100010801000,MABST,U,17.300,29.836
MATERIAL,000000000030000272,0001000427,MARC,0000000000300002722000,MINBE,U,9.200,0.000
MATERIAL,000000000030000272,0001000427,MARC,0000000000300002722000,MABST,U,12.400,0.000
MATERIAL,000000000010001086,0001000428,MARC,0000000000100010864000,MINBE,U,4.200,4.326
MATERIAL,000000000010001086,0001000428,MARC,0000000000100010864000,MABST,U,8.900,6.870
MATERIAL,000000000010001089,0001000429,MARC,0000000000100010894000,MINBE,U,1.500,1.982
MATERIAL,000000000010001089,0001000429,MARC,0000000000100010894000,MABST,U,3.200,5.492
MATERIAL,000000000010001090,0001000430,MARC,0000000000100010903000,MINBE,U,4.300,6.394
MATERIAL,000000000010001090,0001000430,MARC,0000000000100010903000,MABST,U,5.900,6.394
MATERIAL,000000000010001093,0001000431,MARC,0000000000100010932000,MINBE,U,3.100,5.499
MATERIAL,000000000010001093,0001000431,MARC,0000000000100010932000,MABST,U,7.100,5.499
MATERIAL,000000000010001097,0001000432,MARC,0000000000100010974000,MINBE,U,0.500,0.438
MATERIAL,000000000010001097,0001000432,MARC,0000000000100010974000,MABST,U,1.000,1.642
MATERIAL,000000000080000265,0001000433,MARC,0000000000800002651000,MINBE,U,6.500,5.527
MATERIAL,000000000080000265,0001000433,MARC,0000000000800002651000,MABST,U,10.800,17.164
MATERIAL,000000000010001100,0001000434,MARC,0000000000100011002000,MINBE,U,5.000,6.645
MATERIAL,000000000010001100,0001000434,MARC,0000000000100011002000,MABST,U,6.200,6.645
MATERIAL,000000000010001105,0001000435,MARC,0000000000100011052000,MINBE,U,50.900,43.690
MATERIAL,000000000010001105,0001000435,MARC,0000000000100011052000,MABST,U,83.000,122.650
MATERIAL,000000000010001108,0001000436,MARC,0000000000100011083000,MINBE,U,2.700,4.467
MATERIAL,000000000010001108,0001000436,MARC,0000000000100011083000,MABST,U,6.500,8.528
MATERIAL,000000000010001112,0001000437,MARC,0000000000100011123000,MINBE,U,3.800,2.318
MATERIAL,000000000010001112,0001000437,MARC,0000000000100011123000,MABST,U,5.700,9.834
MATERIAL,000000000010001114,0001000438,MARC,0000000000100011142000,MINBE,U,15.900,21.226
MATERIAL,000000000010001114,0001000438,MARC,0000000000100011142000,MABST,U,39.500,31.424
MATERIAL,000000000080000271,0001000439,MARC,0000000000800002714000,MINBE,U,2.900,1.578
MATERIAL,000000000080000271,0001000439,MARC,0000000000800002714000,MABST,U,5.200,4.877
MATERIAL,000000000010001115,0001000440,MARC,0000000000100011153000,MINBE,U,21.300,20.059
MATERIAL,000000000010001115,0001000440,MARC,0000000000100011153000,MABST,U,27.300,40.547
MATERIAL,000000000010001116,0001000441,MARC,0000000000100011161000,MINBE,U,29.700,32.293
MATERIAL,000000000010001116,0001000441,MARC,0000000000100011161000,MABST,U,109.500,98.126
MATERIAL,000000000010001117,0001000442,MARC,0000000000100011174000,MINBE,U,0.600,0.875
MATERIAL,000000000010001117,0001000442,MARC,0000000000100011174000,MABST,U,1.100,0.907
MATERIAL,000000000010001121,0001000443,MARC,0000000000100011213000,MINBE,U,54.200,68.200
MATERIAL,000000000010001121,0001000443,MARC,0000000000100011213000,MABST,U,145.800,167.643
MATERIAL,000000000010001125,0001000444,MARC,0000000000100011253000,MINBE,U,6.400,9.822
MATERIAL,000000000010001125,0001000444,MARC,0000000000100011253000,MABST,U,8.900,12.280
MATERIAL,000000000010001135,0001000445,MARC,0000000000100011353000,MINBE,U,3.300,3.963
MATERIAL,000000000010001135,0001000445,MARC,0000000000100011353000,MABST,U,6.200,7.826
MATERIAL,000000000080000276,0001000446,MARC,0000000000800002762000,MINBE,U,15.200,25.915
MATERIAL,000000000080000276,0001000446,MARC,0000000000800002762000,MABST,U,22.700,38.274
MATERIAL,000000000010001136,0001000447,MARC,0000000000100011364000,MINBE,U,1.800,2.272
MATERIAL,000000000010001136,0001000447,MARC,0000000000100011364000,MABST,U,4.900,3.812
MATERIAL,000000000010001137,0001000448,MARC,0000000000100011373000,MINBE,U,2.100,3.781
MATERIAL,000000000010001137,0001000448,MARC,0000000000100011373000,MABST,U,4.500,4.906
MATERIAL,000000000010001139,0001000449,MARC,0000000000100011392000,MINBE,U,57.500,39.105
