Banfn,Bnfpo,Bsart,Loekz,Statu,Frgkz,Frgzu,Ekgrp,Ernam,Afnam,Txz01,Matnr,Werks,Lgort,Bednr,Matkl,Reswk,Menge,Meins,Badat,Lfdat,Preis,Peinh,Flief,Ebeln,Ebelp,Bsmng,Ebakz,Rsnum
2000005601,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR SC-701,000000000010000923,2000,SP02,,MECH-GBOX,,5.000,EA,2025-02-07T00:00:00,2025-06-17T00:00:00,574424.46,1.000,,4500005601,00010,5.000,true,
2000005602,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR TH-401,000000000010000923,2000,SP02,,MECH-GBOX,,9.000,EA,2025-06-14T00:00:00,2025-10-22T00:00:00,574424.46,1.000,,4500005602,00010,9.000,true,
2000005603,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,SPARE FOR CR-102,000000000080000213,3000,SP03,,MECH-PUMP,,16.000,EA,2024-09-29T00:00:00,2024-10-24T00:00:00,293486.08,1.000,,4500005603,00010,16.000,true,
2000005604,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR ML-202,000000000080000213,3000,SP03,,MECH-PUMP,,14.000,EA,2025-04-07T00:00:00,2025-05-02T00:00:00,293486.08,1.000,,4500005604,00010,14.000,true,
2000005605,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000080000213,3000,SP03,,MECH-PUMP,,15.000,EA,2025-09-07T00:00:00,2025-10-02T00:00:00,293486.08,1.000,,4500005605,00010,15.000,true,
2000005606,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR CR-101,000000000080000213,3000,SP03,,MECH-PUMP,,12.000,EA,2026-04-22T00:00:00,2026-05-17T00:00:00,293486.08,1.000,,4500005606,00010,12.000,true,
2000005607,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR CV-501,000000000010000925,1000,SP01,,ELEC-MOTR,,4.000,EA,2024-11-12T00:00:00,2024-12-03T00:00:00,171284.91,1.000,,4500005607,00010,4.000,true,
2000005608,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR TH-401,000000000010000925,1000,SP01,,ELEC-MOTR,,4.000,EA,2024-12-20T00:00:00,2025-01-10T00:00:00,171284.91,1.000,,4500005608,00010,4.000,true,
2000005609,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR FL-310,000000000010000925,1000,SP01,,ELEC-MOTR,,4.000,EA,2025-02-21T00:00:00,2025-03-14T00:00:00,171284.91,1.000,,4500005609,00010,4.000,true,
2000005610,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR CR-101,000000000010000925,1000,SP01,,ELEC-MOTR,,4.000,EA,2025-03-26T00:00:00,2025-04-16T00:00:00,171284.91,1.000,,4500005610,00010,4.000,true,
2000005611,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,SPARE FOR FL-310,000000000010000925,1000,SP01,,ELEC-MOTR,,4.000,EA,2026-01-22T00:00:00,2026-02-12T00:00:00,171284.91,1.000,,4500005611,00010,4.000,true,
2000005612,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR TH-401,000000000010000925,4000,SP04,,ELEC-MOTR,,2.000,EA,2024-09-07T00:00:00,2024-09-28T00:00:00,171284.91,1.000,,4500005612,00010,2.000,true,
2000005613,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ05,SPARE FOR PU-610,000000000010000925,4000,SP04,,ELEC-MOTR,,2.000,EA,2024-11-18T00:00:00,2024-12-09T00:00:00,171284.91,1.000,,4500005613,00010,2.000,true,
2000005614,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR CR-101,000000000010000925,4000,SP04,,ELEC-MOTR,,2.000,EA,2025-04-19T00:00:00,2025-05-10T00:00:00,171284.91,1.000,,4500005614,00010,2.000,true,
2000005615,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,SPARE FOR ML-201,000000000010000925,4000,SP04,,ELEC-MOTR,,2.000,EA,2025-12-28T00:00:00,2026-01-18T00:00:00,171284.91,1.000,,4500005615,00010,2.000,true,
2000005616,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR PU-610,000000000010000925,4000,SP04,,ELEC-MOTR,,2.000,EA,2026-05-12T00:00:00,2026-06-02T00:00:00,171284.91,1.000,,4500005616,00010,2.000,true,
2000005617,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,SPARE FOR SC-701,000000000010000928,2000,SP02,,MILL-LINR,,3.000,EA,2024-10-30T00:00:00,2025-03-09T00:00:00,150254.32,1.000,,4500005617,00010,3.000,true,
2000005618,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR SC-701,000000000010000928,2000,SP02,,MILL-LINR,,3.000,EA,2025-04-11T00:00:00,2025-08-19T00:00:00,150254.32,1.000,,4500005618,00010,3.000,true,
2000005619,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR CV-502,000000000010000928,2000,SP02,,MILL-LINR,,3.000,EA,2025-10-24T00:00:00,2026-03-03T00:00:00,150254.32,1.000,,4500005619,00010,3.000,true,
2000005620,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR PU-611,000000000010000928,2000,SP02,,MILL-LINR,,3.000,EA,2025-11-05T00:00:00,2026-03-15T00:00:00,150254.32,1.000,,4500005620,00010,3.000,true,
2000005621,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,SPARE FOR CR-102,000000000010000928,2000,SP02,,MILL-LINR,,3.000,EA,2026-03-24T00:00:00,2026-08-01T00:00:00,150254.32,1.000,,4500005621,00010,3.000,true,
2000005622,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,SPARE FOR CR-102,000000000010000928,4000,SP04,,MILL-LINR,,3.000,EA,2024-09-13T00:00:00,2025-01-21T00:00:00,150254.32,1.000,,4500005622,00010,3.000,true,
2000005623,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ05,SPARE FOR CR-102,000000000010000928,4000,SP04,,MILL-LINR,,3.000,EA,2025-02-20T00:00:00,2025-06-30T00:00:00,150254.32,1.000,,4500005623,00010,3.000,true,
2000005624,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ05,SPARE FOR CR-101,000000000010000928,4000,SP04,,MILL-LINR,,3.000,EA,2025-08-21T00:00:00,2025-12-29T00:00:00,150254.32,1.000,,4500005624,00010,3.000,true,
2000005625,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR CR-101,000000000010000928,4000,SP04,,MILL-LINR,,5.000,EA,2025-11-29T00:00:00,2026-04-08T00:00:00,150254.32,1.000,,4500005625,00010,5.000,true,
2000005626,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR ML-202,000000000010000928,4000,SP04,,MILL-LINR,,3.000,EA,2026-09-05T00:00:00,2027-01-13T00:00:00,150254.32,1.000,,4500005626,00010,3.000,true,
2000005627,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ01,SPARE FOR SC-701,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-01-09T00:00:00,2025-01-19T00:00:00,149559.41,1.000,,4500005627,00010,2.000,true,
2000005628,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR CR-101,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-03-30T00:00:00,2025-04-09T00:00:00,149559.41,1.000,,4500005628,00010,2.000,true,
2000005629,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR CR-101,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-04-05T00:00:00,2025-04-15T00:00:00,149559.41,1.000,,4500005629,00010,2.000,true,
2000005630,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR FL-310,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-05-28T00:00:00,2025-06-07T00:00:00,149559.41,1.000,,4500005630,00010,2.000,true,
2000005631,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR CV-502,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-06-28T00:00:00,2025-07-08T00:00:00,149559.41,1.000,,4500005631,00010,2.000,true,
2000005632,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000010000929,3000,SP03,,ELEC-CTRL,,1.000,EA,2025-09-16T00:00:00,2025-09-26T00:00:00,149559.41,1.000,,4500005632,00010,1.000,true,
2000005633,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR FA-810,000000000010000929,3000,SP03,,ELEC-CTRL,,1.000,EA,2025-10-14T00:00:00,2025-10-24T00:00:00,149559.41,1.000,,4500005633,00010,1.000,true,
2000005634,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR CV-502,000000000010000929,3000,SP03,,ELEC-CTRL,,2.000,EA,2026-08-31T00:00:00,2026-09-10T00:00:00,149559.41,1.000,,4500005634,00010,2.000,true,
2000005635,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR SC-701,000000000010000929,2000,SP02,,ELEC-CTRL,,11.000,EA,2024-09-30T00:00:00,2024-10-10T00:00:00,149559.41,1.000,,4500005635,00010,11.000,true,
2000005636,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000010000929,2000,SP02,,ELEC-CTRL,,9.000,EA,2025-01-27T00:00:00,2025-02-06T00:00:00,149559.41,1.000,,4500005636,00010,9.000,true,
2000005637,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR FA-810,000000000010000929,2000,SP02,,ELEC-CTRL,,9.000,EA,2025-02-17T00:00:00,2025-02-27T00:00:00,149559.41,1.000,,4500005637,00010,9.000,true,
2000005638,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR CR-101,000000000010000929,2000,SP02,,ELEC-CTRL,,10.000,EA,2025-05-05T00:00:00,2025-05-15T00:00:00,149559.41,1.000,,4500005638,00010,10.000,true,
2000005639,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR ML-202,000000000010000929,2000,SP02,,ELEC-CTRL,,12.000,EA,2025-12-23T00:00:00,2026-01-02T00:00:00,149559.41,1.000,,4500005639,00010,12.000,true,
2000005640,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR FL-310,000000000010000929,2000,SP02,,ELEC-CTRL,,10.000,EA,2026-06-09T00:00:00,2026-06-19T00:00:00,149559.41,1.000,,4500005640,00010,10.000,true,
2000005641,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR ML-202,000000000080000214,4000,SP04,,MILL-LINR,,10.000,EA,2024-10-14T00:00:00,2024-10-25T00:00:00,216820.68,1.000,,4500005641,00010,10.000,true,
2000005642,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR SC-701,000000000080000214,4000,SP04,,MILL-LINR,,10.000,EA,2025-03-24T00:00:00,2025-04-04T00:00:00,216820.68,1.000,,4500005642,00010,10.000,true,
2000005643,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR TH-401,000000000080000214,4000,SP04,,MILL-LINR,,10.000,EA,2025-10-05T00:00:00,2025-10-16T00:00:00,216820.68,1.000,,4500005643,00010,10.000,true,
2000005644,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR CV-502,000000000080000214,4000,SP04,,MILL-LINR,,10.000,EA,2026-03-24T00:00:00,2026-04-04T00:00:00,216820.68,1.000,,4500005644,00010,10.000,true,
2000005645,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR PU-611,000000000080000214,4000,SP04,,MILL-LINR,,9.000,EA,2026-09-02T00:00:00,2026-09-13T00:00:00,216820.68,1.000,,4500005645,00010,9.000,true,
2000005646,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ05,SPARE FOR SC-701,000000000010000932,1000,SP01,,CONV-COMP,,16.000,EA,2024-09-18T00:00:00,2025-02-12T00:00:00,750116.33,1.000,,4500005646,00010,16.000,true,
2000005647,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ04,SPARE FOR PU-610,000000000010000932,1000,SP01,,CONV-COMP,,16.000,EA,2025-08-14T00:00:00,2026-01-08T00:00:00,750116.33,1.000,,4500005647,00010,16.000,true,
2000005648,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR ML-201,000000000010000932,1000,SP01,,CONV-COMP,,14.000,EA,2026-07-08T00:00:00,2026-12-02T00:00:00,750116.33,1.000,,4500005648,00010,14.000,true,
2000005649,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ05,SPARE FOR CR-102,000000000010000933,2000,SP02,,MECH-BRG,,1.000,EA,2025-12-15T00:00:00,2026-01-29T00:00:00,166398.41,1.000,,4500005649,00010,1.000,true,
2000005650,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,SPARE FOR TH-401,000000000010000933,2000,SP02,,MECH-BRG,,2.000,EA,2026-01-15T00:00:00,2026-03-01T00:00:00,166398.41,1.000,,4500005650,00010,2.000,true,
2000005651,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ01,SPARE FOR FA-810,000000000080000215,3000,SP03,,MECH-GBOX,,6.000,EA,2024-12-04T00:00:00,2025-01-27T00:00:00,324391.70,1.000,,4500005651,00010,6.000,true,
2000005652,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ01,SPARE FOR CR-101,000000000080000215,3000,SP03,,MECH-GBOX,,6.000,EA,2025-01-11T00:00:00,2025-03-06T00:00:00,324391.70,1.000,,4500005652,00010,6.000,true,
2000005653,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR FA-810,000000000080000215,3000,SP03,,MECH-GBOX,,5.000,EA,2025-07-09T00:00:00,2025-09-01T00:00:00,324391.70,1.000,,4500005653,00010,5.000,true,
2000005654,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR CR-101,000000000080000215,3000,SP03,,MECH-GBOX,,5.000,EA,2026-03-29T00:00:00,2026-05-22T00:00:00,324391.70,1.000,,4500005654,00010,5.000,true,
2000005655,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR ML-201,000000000080000215,3000,SP03,,MECH-GBOX,,5.000,EA,2026-04-22T00:00:00,2026-06-15T00:00:00,324391.70,1.000,,4500005655,00010,5.000,true,
2000005656,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR FL-310,000000000080000215,3000,SP03,,MECH-GBOX,,7.000,EA,2026-05-24T00:00:00,2026-07-17T00:00:00,324391.70,1.000,,4500005656,00010,7.000,true,
2000005657,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR CR-101,000000000080000216,4000,SP04,,ELEC-MOTR,,7.000,EA,2024-09-08T00:00:00,2024-11-09T00:00:00,29518.26,1.000,,4500005657,00010,7.000,true,
2000005658,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR TH-401,000000000080000216,4000,SP04,,ELEC-MOTR,,7.000,EA,2025-05-22T00:00:00,2025-07-23T00:00:00,29518.26,1.000,,4500005658,00010,7.000,true,
2000005659,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR ML-201,000000000080000216,4000,SP04,,ELEC-MOTR,,13.000,EA,2025-08-08T00:00:00,2025-10-09T00:00:00,29518.26,1.000,,4500005659,00010,13.000,true,
2000005660,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR SC-701,000000000080000216,4000,SP04,,ELEC-MOTR,,6.000,EA,2026-06-25T00:00:00,2026-08-26T00:00:00,29518.26,1.000,,4500005660,00010,6.000,true,
2000005661,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR CV-502,000000000010000934,4000,SP04,,MECH-SEAL,,100.000,EA,2024-09-28T00:00:00,2024-10-31T00:00:00,710356.62,1.000,,4500005661,00010,100.000,true,
2000005662,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ01,SPARE FOR SC-701,000000000010000934,4000,SP04,,MECH-SEAL,,112.000,EA,2024-12-25T00:00:00,2025-01-27T00:00:00,710356.62,1.000,,4500005662,00010,112.000,true,
2000005663,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ03,SPARE FOR CV-502,000000000010000934,4000,SP04,,MECH-SEAL,,106.000,EA,2025-03-19T00:00:00,2025-04-21T00:00:00,710356.62,1.000,,4500005663,00010,106.000,true,
2000005664,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR PU-611,000000000010000934,4000,SP04,,MECH-SEAL,,129.000,EA,2025-06-22T00:00:00,2025-07-25T00:00:00,710356.62,1.000,,4500005664,00010,129.000,true,
2000005665,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,SPARE FOR CV-501,000000000010000934,4000,SP04,,MECH-SEAL,,105.000,EA,2025-09-30T00:00:00,2025-11-02T00:00:00,710356.62,1.000,,4500005665,00010,105.000,true,
2000005666,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ03,SPARE FOR CR-101,000000000010000934,4000,SP04,,MECH-SEAL,,102.000,EA,2025-12-04T00:00:00,2026-01-06T00:00:00,710356.62,1.000,,4500005666,00010,102.000,true,
2000005667,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ03,SPARE FOR CV-502,000000000010000934,4000,SP04,,MECH-SEAL,,155.000,EA,2026-01-23T00:00:00,2026-02-25T00:00:00,710356.62,1.000,,4500005667,00010,155.000,true,
2000005668,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR SC-701,000000000010000934,4000,SP04,,MECH-SEAL,,165.000,EA,2026-02-11T00:00:00,2026-03-16T00:00:00,710356.62,1.000,,4500005668,00010,165.000,true,
2000005669,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR FA-810,000000000010000934,4000,SP04,,MECH-SEAL,,116.000,EA,2026-07-02T00:00:00,2026-08-04T00:00:00,710356.62,1.000,,4500005669,00010,116.000,true,
2000005670,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,SPARE FOR FL-310,000000000010000934,4000,SP04,,MECH-SEAL,,158.000,EA,2026-08-06T00:00:00,2026-09-08T00:00:00,710356.62,1.000,,4500005670,00010,158.000,true,
2000005671,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR SC-701,000000000010000934,3000,SP03,,MECH-SEAL,,140.000,EA,2024-10-14T00:00:00,2024-11-16T00:00:00,710356.62,1.000,,4500005671,00010,140.000,true,
2000005672,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ03,SPARE FOR PU-610,000000000010000934,3000,SP03,,MECH-SEAL,,127.000,EA,2025-03-23T00:00:00,2025-04-25T00:00:00,710356.62,1.000,,4500005672,00010,127.000,true,
2000005673,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ04,SPARE FOR ML-201,000000000010000934,3000,SP03,,MECH-SEAL,,145.000,EA,2025-04-11T00:00:00,2025-05-14T00:00:00,710356.62,1.000,,4500005673,00010,145.000,true,
2000005674,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR ML-201,000000000010000934,3000,SP03,,MECH-SEAL,,136.000,EA,2025-09-05T00:00:00,2025-10-08T00:00:00,710356.62,1.000,,4500005674,00010,136.000,true,
2000005675,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR FL-310,000000000010000934,3000,SP03,,MECH-SEAL,,119.000,EA,2025-11-01T00:00:00,2025-12-04T00:00:00,710356.62,1.000,,4500005675,00010,119.000,true,
2000005676,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR ML-201,000000000010000934,3000,SP03,,MECH-SEAL,,143.000,EA,2026-04-06T00:00:00,2026-05-09T00:00:00,710356.62,1.000,,4500005676,00010,143.000,true,
2000005677,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR CV-501,000000000010000935,1000,SP01,,HYDR-ASSY,,6.000,EA,2024-09-15T00:00:00,2025-03-30T00:00:00,94421.22,1.000,,4500005677,00010,6.000,true,
2000005678,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR CR-101,000000000010000935,1000,SP01,,HYDR-ASSY,,6.000,EA,2025-06-13T00:00:00,2025-12-26T00:00:00,94421.22,1.000,,4500005678,00010,6.000,true,
2000005679,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR CV-502,000000000010000935,1000,SP01,,HYDR-ASSY,,9.000,EA,2026-01-08T00:00:00,2026-07-23T00:00:00,94421.22,1.000,,4500005679,00010,9.000,true,
2000005680,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR PU-610,000000000010000935,1000,SP01,,HYDR-ASSY,,7.000,EA,2026-02-07T00:00:00,2026-08-22T00:00:00,94421.22,1.000,,4500005680,00010,7.000,true,
2000005681,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR SC-701,000000000010000935,1000,SP01,,HYDR-ASSY,,8.000,EA,2026-03-10T00:00:00,2026-09-22T00:00:00,94421.22,1.000,,4500005681,00010,8.000,true,
2000005682,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR ML-201,000000000080000217,1000,SP01,,HYDR-ASSY,,16.000,EA,2024-09-12T00:00:00,2024-10-19T00:00:00,20339.63,1.000,,4500005682,00010,16.000,true,
2000005683,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR ML-201,000000000080000217,1000,SP01,,HYDR-ASSY,,16.000,EA,2025-08-13T00:00:00,2025-09-19T00:00:00,20339.63,1.000,,4500005683,00010,16.000,true,
2000005684,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR TH-401,000000000080000217,1000,SP01,,HYDR-ASSY,,15.000,EA,2026-04-12T00:00:00,2026-05-19T00:00:00,20339.63,1.000,,4500005684,00010,15.000,true,
2000005685,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ03,SPARE FOR PU-610,000000000080000217,4000,SP04,,HYDR-ASSY,,16.000,EA,2024-09-15T00:00:00,2024-10-22T00:00:00,20339.63,1.000,,4500005685,00010,16.000,true,
2000005686,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,SPARE FOR CV-501,000000000080000217,4000,SP04,,HYDR-ASSY,,17.000,EA,2025-06-09T00:00:00,2025-07-16T00:00:00,20339.63,1.000,,4500005686,00010,17.000,true,
2000005687,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,SPARE FOR CR-101,000000000080000217,4000,SP04,,HYDR-ASSY,,16.000,EA,2026-05-07T00:00:00,2026-06-13T00:00:00,20339.63,1.000,,4500005687,00010,16.000,true,
2000005688,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR CR-101,000000000080000218,4000,SP04,,HYDR-ASSY,,9.000,EA,2024-12-28T00:00:00,2025-01-18T00:00:00,272521.86,1.000,,4500005688,00010,9.000,true,
2000005689,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR FA-810,000000000080000218,4000,SP04,,HYDR-ASSY,,10.000,EA,2025-06-14T00:00:00,2025-07-05T00:00:00,272521.86,1.000,,4500005689,00010,10.000,true,
2000005690,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ05,SPARE FOR FA-810,000000000080000218,4000,SP04,,HYDR-ASSY,,10.000,EA,2026-03-13T00:00:00,2026-04-03T00:00:00,272521.86,1.000,,4500005690,00010,10.000,true,
2000005691,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR CV-502,000000000080000219,3000,SP03,,HYDR-ASSY,,12.000,EA,2024-09-19T00:00:00,2024-10-10T00:00:00,103917.97,1.000,,4500005691,00010,12.000,true,
2000005692,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ01,SPARE FOR SC-701,000000000080000219,3000,SP03,,HYDR-ASSY,,12.000,EA,2025-06-30T00:00:00,2025-07-21T00:00:00,103917.97,1.000,,4500005692,00010,12.000,true,
2000005693,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR FL-310,000000000080000219,3000,SP03,,HYDR-ASSY,,12.000,EA,2025-07-20T00:00:00,2025-08-10T00:00:00,103917.97,1.000,,4500005693,00010,12.000,true,
2000005694,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,SPARE FOR CR-102,000000000080000219,3000,SP03,,HYDR-ASSY,,11.000,EA,2026-02-20T00:00:00,2026-03-13T00:00:00,103917.97,1.000,,4500005694,00010,11.000,true,
2000005695,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR CV-502,000000000080000219,3000,SP03,,HYDR-ASSY,,12.000,EA,2026-03-07T00:00:00,2026-03-28T00:00:00,103917.97,1.000,,4500005695,00010,12.000,true,
2000005696,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR PU-610,000000000010000936,2000,SP02,,CONV-COMP,,4.000,EA,2025-02-07T00:00:00,2025-03-19T00:00:00,143525.09,1.000,,4500005696,00010,4.000,true,
2000005697,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR SC-701,000000000010000936,2000,SP02,,CONV-COMP,,3.000,EA,2025-06-25T00:00:00,2025-08-04T00:00:00,143525.09,1.000,,4500005697,00010,3.000,true,
2000005698,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR FA-810,000000000080000220,3000,SP03,,ELEC-MOTR,,9.000,EA,2024-09-18T00:00:00,2024-10-31T00:00:00,293943.35,1.000,,4500005698,00010,9.000,true,
2000005699,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR ML-202,000000000080000220,3000,SP03,,ELEC-MOTR,,9.000,EA,2025-07-25T00:00:00,2025-09-06T00:00:00,293943.35,1.000,,4500005699,00010,9.000,true,
2000005700,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR PU-611,000000000080000220,3000,SP03,,ELEC-MOTR,,10.000,EA,2026-04-07T00:00:00,2026-05-20T00:00:00,293943.35,1.000,,4500005700,00010,10.000,true,
2000005701,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ04,SPARE FOR CV-502,000000000080000220,3000,SP03,,ELEC-MOTR,,11.000,EA,2026-06-17T00:00:00,2026-07-30T00:00:00,293943.35,1.000,,4500005701,00010,11.000,true,
2000005702,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR PU-610,000000000010000938,1000,SP01,,ELEC-MOTR,,14.000,EA,2024-09-05T00:00:00,2025-04-08T00:00:00,265104.46,1.000,,4500005702,00010,14.000,true,
2000005703,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR ML-201,000000000010000938,1000,SP01,,ELEC-MOTR,,12.000,EA,2026-06-14T00:00:00,2027-01-15T00:00:00,265104.46,1.000,,4500005703,00010,12.000,true,
