id,rr_id,material_id,plant,origin,status,statement,declared_by,declared_at,chain_snapshot,created_at
122,452,34,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-14T04:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-08-07"", ""chains"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""material_group"": ""Valves"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2036"", ""repair_pr_id"": 36, ""repair_po_number"": ""RPO-3032"", ""repair_po_id"": 32, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 14358.4, ""opened_at"": ""2026-06-24"", ""expected_return"": ""2026-08-07"", ""days_open"": 63, ""days_overdue"": 19, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-14T04:18:35.097269+00:00
123,454,186,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,19,2026-05-24T16:18:35.097269+00:00,,2026-05-24T16:18:35.097269+00:00
124,456,184,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,8,2026-08-24T10:18:35.097269+00:00,"{""detected_at"": ""2026-08-24T10:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 184, ""material_code"": ""80-10184"", ""material_description"": ""Diaphragm Dosing Pump Head Assembly, Medium duty"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-07-22"", ""chains"": [{""material_id"": 184, ""material_code"": ""80-10184"", ""material_description"": ""Diaphragm Dosing Pump Head Assembly, Medium duty"", ""material_group"": ""Pumps"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2023"", ""repair_pr_id"": 23, ""repair_po_number"": ""RPO-3019"", ""repair_po_id"": 19, ""supplier_id"": 20, ""vendor"": ""Aggeneys Bearing & Drive Co (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 36307.74, ""opened_at"": ""2026-06-11"", ""expected_return"": ""2026-07-22"", ""days_open"": 76, ""days_overdue"": 35, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-24T10:18:35.097269+00:00
125,461,186,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-23T20:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 186, ""material_code"": ""80-10186"", ""material_description"": ""SAG Mill Liner Plate, lifter bar, chrome-moly steel"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": null, ""chains"": [{""material_id"": 186, ""material_code"": ""80-10186"", ""material_description"": ""SAG Mill Liner Plate, lifter bar, chrome-moly steel"", ""material_group"": ""Milling Components"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2040"", ""repair_pr_id"": 40, ""repair_po_number"": null, ""repair_po_id"": null, ""supplier_id"": null, ""vendor"": null, ""quantity_under_repair"": 1.0, ""repair_value"": 19965.1, ""opened_at"": ""2026-08-14"", ""expected_return"": null, ""days_open"": 12, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AWAITING_VENDOR_DISPATCH""}]}]}",2026-08-23T20:18:35.097269+00:00
126,462,30,BMM,MRP,PENDING,,,,,2026-04-27T09:18:35.097269+00:00
127,465,50,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,4,2026-04-18T22:18:35.097269+00:00,,2026-04-18T22:18:35.097269+00:00
128,467,132,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,14,2026-06-03T16:18:35.097269+00:00,,2026-06-03T16:18:35.097269+00:00
129,477,38,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-06-01T17:18:35.097269+00:00,,2026-06-01T17:18:35.097269+00:00
130,483,70,Gamsberg,MRP,PENDING,,,,,2026-04-30T23:18:35.097269+00:00
131,484,157,BMM,MRP,PENDING,,,,,2026-05-31T03:18:35.097269+00:00
132,485,179,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-07-09T03:18:35.097269+00:00,,2026-07-06T03:18:35.097269+00:00
133,487,58,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,14,2026-01-26T13:18:35.097269+00:00,,2026-01-26T13:18:35.097269+00:00
134,493,37,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,18,2026-08-22T02:18:35.097269+00:00,"{""detected_at"": ""2026-08-22T02:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-08-14"", ""chains"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""material_group"": ""Pumps"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2007"", ""repair_pr_id"": 7, ""repair_po_number"": ""RPO-3006"", ""repair_po_id"": 6, ""supplier_id"": 39, ""vendor"": ""Highveld Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 47692.88, ""opened_at"": ""2026-06-26"", ""expected_return"": ""2026-08-14"", ""days_open"": 61, ""days_overdue"": 12, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-22T02:18:35.097269+00:00
135,494,82,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-03-03T21:18:35.097269+00:00,,2026-03-03T21:18:35.097269+00:00
136,495,112,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-07-24T13:18:35.097269+00:00,,2026-07-20T13:18:35.097269+00:00
137,496,132,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,21,2026-01-05T12:18:35.097269+00:00,,2026-01-05T12:18:35.097269+00:00
138,498,181,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,18,2026-08-02T17:18:35.097269+00:00,"{""detected_at"": ""2026-08-02T17:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 181, ""material_code"": ""80-10181"", ""material_description"": ""Seal Support System, API Plan 32, shaft 65mm"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-06"", ""chains"": [{""material_id"": 181, ""material_code"": ""80-10181"", ""material_description"": ""Seal Support System, API Plan 32, shaft 65mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2015"", ""repair_pr_id"": 15, ""repair_po_number"": ""RPO-3013"", ""repair_po_id"": 13, ""supplier_id"": 1, ""vendor"": ""Vaal Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 44302.89, ""opened_at"": ""2026-08-05"", ""expected_return"": ""2026-09-06"", ""days_open"": 21, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-02T17:18:35.097269+00:00
139,506,131,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-07-16T07:18:35.097269+00:00,,2026-07-12T07:18:35.097269+00:00
140,509,188,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-02-27T14:18:35.097269+00:00,,2026-02-26T14:18:35.097269+00:00
141,514,157,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-06-07T21:18:35.097269+00:00,,2026-06-03T21:18:35.097269+00:00
142,520,157,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-04-02T06:18:35.097269+00:00,,2026-03-29T06:18:35.097269+00:00
143,526,184,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-03-01T13:18:35.097269+00:00,,2026-02-26T13:18:35.097269+00:00
144,528,59,Gamsberg,MRP,PENDING,,,,"{""detected_at"": ""2026-08-01T15:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-10-03"", ""chains"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""material_group"": ""Motors"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2039"", ""repair_pr_id"": 39, ""repair_po_number"": ""RPO-3035"", ""repair_po_id"": 35, ""supplier_id"": 3, ""vendor"": ""Springbok Engineering Supplies (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 57892.0, ""opened_at"": ""2026-08-16"", ""expected_return"": ""2026-10-03"", ""days_open"": 10, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-01T15:18:35.097269+00:00
145,531,59,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-02-17T01:18:35.097269+00:00,,2026-02-13T01:18:35.097269+00:00
146,537,130,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-06-20T11:18:35.097269+00:00,,2026-06-16T11:18:35.097269+00:00
147,539,142,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,8,2026-08-13T21:18:35.097269+00:00,"{""detected_at"": ""2026-08-13T21:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-22"", ""chains"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2035"", ""repair_pr_id"": 35, ""repair_po_number"": ""RPO-3031"", ""repair_po_id"": 31, ""supplier_id"": 8, ""vendor"": ""Waterberg Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 19745.97, ""opened_at"": ""2026-08-06"", ""expected_return"": ""2026-09-22"", ""days_open"": 20, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-13T21:18:35.097269+00:00
148,543,51,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,15,2026-02-09T18:18:35.097269+00:00,,2026-02-09T18:18:35.097269+00:00
149,545,130,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-02-01T02:18:35.097269+00:00,,2026-01-28T02:18:35.097269+00:00
150,548,126,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-08-01T00:18:35.097269+00:00,,2026-07-29T00:18:35.097269+00:00
151,551,142,Gamsberg,MRP,PENDING,,,,,2026-07-25T17:18:35.097269+00:00
152,552,102,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,17,2026-05-03T07:18:35.097269+00:00,,2026-05-03T07:18:35.097269+00:00
153,561,38,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-01-01T11:18:35.097269+00:00,,2025-12-29T11:18:35.097269+00:00
154,569,154,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-08-20T21:18:35.097269+00:00,,2026-08-16T21:18:35.097269+00:00
155,575,50,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2025-12-21T00:18:35.097269+00:00,,2025-12-19T00:18:35.097269+00:00
156,577,126,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-06-22T13:18:35.097269+00:00,,2026-06-22T13:18:35.097269+00:00
157,578,188,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,19,2026-08-19T05:18:35.097269+00:00,"{""detected_at"": ""2026-08-19T05:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 188, ""material_code"": ""80-10188"", ""material_description"": ""Centrifugal Slurry Pump Casing Liner, Low-flow metering"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": null, ""chains"": [{""material_id"": 188, ""material_code"": ""80-10188"", ""material_description"": ""Centrifugal Slurry Pump Casing Liner, Low-flow metering"", ""material_group"": ""Pumps"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2019"", ""repair_pr_id"": 19, ""repair_po_number"": null, ""repair_po_id"": null, ""supplier_id"": null, ""vendor"": null, ""quantity_under_repair"": 3.0, ""repair_value"": 64386.87, ""opened_at"": ""2026-08-01"", ""expected_return"": null, ""days_open"": 25, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AWAITING_VENDOR_DISPATCH""}]}]}",2026-08-19T05:18:35.097269+00:00
158,590,50,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-03-08T05:18:35.097269+00:00,,2026-03-07T05:18:35.097269+00:00
159,598,186,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,10,2026-07-07T19:18:35.097269+00:00,,2026-07-07T19:18:35.097269+00:00
160,601,70,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,3,2026-01-13T05:18:35.097269+00:00,,2026-01-13T05:18:35.097269+00:00
161,603,38,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,23,2026-08-24T21:18:35.097269+00:00,"{""detected_at"": ""2026-08-24T21:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 38, ""material_code"": ""80-10038"", ""material_description"": ""Mechanical Seal, shaft 50mm, tungsten carbide faces"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-15"", ""chains"": [{""material_id"": 38, ""material_code"": ""80-10038"", ""material_description"": ""Mechanical Seal, shaft 50mm, tungsten carbide faces"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2010"", ""repair_pr_id"": 10, ""repair_po_number"": ""RPO-3009"", ""repair_po_id"": 9, ""supplier_id"": 4, ""vendor"": ""Postmasburg Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 21792.84, ""opened_at"": ""2026-08-06"", ""expected_return"": ""2026-09-15"", ""days_open"": 20, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-24T21:18:35.097269+00:00
162,605,83,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-02-02T15:18:35.097269+00:00,,2026-01-30T15:18:35.097269+00:00
163,608,112,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-01-13T17:18:35.097269+00:00,,2026-01-11T17:18:35.097269+00:00
164,609,184,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-01-25T19:18:35.097269+00:00,,2026-01-25T19:18:35.097269+00:00
165,610,131,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired. The Existing Item has a fault thus it can be repaired,1,2026-08-27T04:48:17.995114+00:00,,2026-04-17T12:18:35.097269+00:00
166,611,51,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,11,2026-08-08T14:18:35.097269+00:00,"{""detected_at"": ""2026-08-08T14:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-04"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2034"", ""repair_pr_id"": 34, ""repair_po_number"": ""RPO-3030"", ""repair_po_id"": 30, ""supplier_id"": 10, ""vendor"": ""Upington Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 190413.9, ""opened_at"": ""2026-08-02"", ""expected_return"": ""2026-09-04"", ""days_open"": 24, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-08T14:18:35.097269+00:00
167,614,132,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-08-02T00:18:35.097269+00:00,,2026-08-01T00:18:35.097269+00:00
168,616,184,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,20,2026-03-09T17:18:35.097269+00:00,,2026-03-09T17:18:35.097269+00:00
169,617,51,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,10,2026-03-08T01:18:35.097269+00:00,,2026-03-08T01:18:35.097269+00:00
170,629,142,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-09T15:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-22"", ""chains"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2035"", ""repair_pr_id"": 35, ""repair_po_number"": ""RPO-3031"", ""repair_po_id"": 31, ""supplier_id"": 8, ""vendor"": ""Waterberg Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 19745.97, ""opened_at"": ""2026-08-06"", ""expected_return"": ""2026-09-22"", ""days_open"": 20, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-09T15:18:35.097269+00:00
171,630,181,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2025-12-26T06:18:35.097269+00:00,,2025-12-23T06:18:35.097269+00:00
172,631,51,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired. It has fault,1,2026-08-27T05:51:41.531171+00:00,"{""detected_at"": ""2026-08-06T00:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-07-29"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2046"", ""repair_pr_id"": 46, ""repair_po_number"": ""RPO-3041"", ""repair_po_id"": 41, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 126942.6, ""opened_at"": ""2026-05-29"", ""expected_return"": ""2026-07-29"", ""days_open"": 89, ""days_overdue"": 28, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-06T00:18:35.097269+00:00
173,643,186,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,17,2026-06-26T00:18:35.097269+00:00,,2026-06-26T00:18:35.097269+00:00
174,645,126,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-05-03T08:18:35.097269+00:00,,2026-04-29T08:18:35.097269+00:00
175,651,51,Gamsberg,CHAT,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-26T10:37:18.688381+00:00,"{""detected_at"": ""2026-08-26T10:37:18.544949+00:00"", ""plant"": ""Gamsberg"", ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 5.0, ""earliest_expected_return"": ""2026-07-29"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2046"", ""repair_pr_id"": 46, ""repair_po_number"": ""RPO-3041"", ""repair_po_id"": 41, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 126942.6, ""opened_at"": ""2026-05-30"", ""expected_return"": ""2026-07-29"", ""days_open"": 88, ""days_overdue"": 28, ""overdue"": true, ""stage"": ""AT_VENDOR""}, {""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2034"", ""repair_pr_id"": 34, ""repair_po_number"": ""RPO-3030"", ""repair_po_id"": 30, ""supplier_id"": 10, ""vendor"": ""Upington Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 190413.9, ""opened_at"": ""2026-08-05"", ""expected_return"": ""2026-09-04"", ""days_open"": 21, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}], ""chain_count"": 2}",2026-08-26T10:37:18.688381+00:00
176,652,70,Gamsberg,CHAT,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-26T11:21:11.750612+00:00,,2026-08-26T11:21:11.750612+00:00
177,653,187,Gamsberg,CHAT,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-27T04:43:21.044978+00:00,"{""detected_at"": ""2026-08-27T04:43:20.709515+00:00"", ""plant"": ""Gamsberg"", ""materials"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-07-22"", ""chains"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2017"", ""repair_pr_id"": 17, ""repair_po_number"": ""RPO-3015"", ""repair_po_id"": 15, ""supplier_id"": 13, ""vendor"": ""Namaqua Seals & Sealing Systems (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 18282.74, ""opened_at"": ""2026-06-08"", ""expected_return"": ""2026-07-22"", ""days_open"": 80, ""days_overdue"": 36, ""overdue"": true, ""stage"": ""AT_VENDOR""}, {""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2027"", ""repair_pr_id"": 27, ""repair_po_number"": ""RPO-3023"", ""repair_po_id"": 23, ""supplier_id"": 30, ""vendor"": ""Aggeneys Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 9141.37, ""opened_at"": ""2026-06-10"", ""expected_return"": ""2026-08-06"", ""days_open"": 78, ""days_overdue"": 21, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}], ""chain_count"": 2}",2026-08-27T04:43:21.044978+00:00
178,654,187,Gamsberg,CHAT,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-27T09:40:31.916421+00:00,"{""detected_at"": ""2026-08-27T09:40:31.750735+00:00"", ""plant"": ""Gamsberg"", ""materials"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-07-22"", ""chains"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2017"", ""repair_pr_id"": 17, ""repair_po_number"": ""RPO-3015"", ""repair_po_id"": 15, ""supplier_id"": 13, ""vendor"": ""Namaqua Seals & Sealing Systems (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 18282.74, ""opened_at"": ""2026-06-08"", ""expected_return"": ""2026-07-22"", ""days_open"": 80, ""days_overdue"": 36, ""overdue"": true, ""stage"": ""AT_VENDOR""}, {""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2027"", ""repair_pr_id"": 27, ""repair_po_number"": ""RPO-3023"", ""repair_po_id"": 23, ""supplier_id"": 30, ""vendor"": ""Aggeneys Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 9141.37, ""opened_at"": ""2026-06-10"", ""expected_return"": ""2026-08-06"", ""days_open"": 78, ""days_overdue"": 21, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}], ""chain_count"": 2}",2026-08-27T09:40:31.916421+00:00
