id,user_id,action,entity_type,entity_id,old_value,new_value,timestamp,ip_address,device_metadata
1595,2,DOA_APPROVED,RR,347,,,2026-01-09T10:46:36.003322+00:00,,synthetic-seed
1596,12,PR_CREATED,PR,299,,"{""pr_number"": ""PR-2299""}",2026-01-10T10:46:36.003322+00:00,,synthetic-seed
1597,12,RFQ_CLOSED,PR,299,,,2026-01-21T10:46:36.003322+00:00,,synthetic-seed
1598,12,PO_CREATED,PO,261,,"{""po_number"": ""PO-3261""}",2026-01-28T10:46:36.003322+00:00,,synthetic-seed
1599,19,RR_CREATED,RR,348,,"{""rr_number"": ""RR-1348""}",2026-03-10T11:46:36.003322+00:00,,synthetic-seed
1600,3,DOA_APPROVED,RR,348,,,2026-03-27T11:46:36.003322+00:00,,synthetic-seed
1601,13,PR_CREATED,PR,300,,"{""pr_number"": ""PR-2300""}",2026-03-29T11:46:36.003322+00:00,,synthetic-seed
1602,13,PO_CREATED,PO,262,,"{""po_number"": ""PO-3262""}",2026-03-30T11:46:36.003322+00:00,,synthetic-seed
1603,17,RR_CREATED,RR,349,,"{""rr_number"": ""RR-1349""}",2025-12-19T23:46:36.003322+00:00,,synthetic-seed
1604,15,DOA_APPROVED,RR,349,,,2025-12-22T23:46:36.003322+00:00,,synthetic-seed
1605,5,PR_CREATED,PR,301,,"{""pr_number"": ""PR-2301""}",2026-01-08T23:46:36.003322+00:00,,synthetic-seed
1606,5,RFQ_CLOSED,PR,301,,,2026-01-15T23:46:36.003322+00:00,,synthetic-seed
1607,15,NFA_APPROVED,PR,301,,,2026-01-19T23:46:36.003322+00:00,,synthetic-seed
1608,5,PO_CREATED,PO,263,,"{""po_number"": ""PO-3263""}",2026-01-20T23:46:36.003322+00:00,,synthetic-seed
1609,16,RR_CREATED,RR,350,,"{""rr_number"": ""RR-1350""}",2026-07-20T23:46:36.003322+00:00,,synthetic-seed
1610,10,RR_CREATED,RR,351,,"{""rr_number"": ""RR-1351""}",2026-02-14T07:46:36.003322+00:00,,synthetic-seed
1611,3,DOA_APPROVED,RR,351,,,2026-02-18T07:46:36.003322+00:00,,synthetic-seed
1612,12,PR_CREATED,PR,302,,"{""pr_number"": ""PR-2302""}",2026-02-21T07:46:36.003322+00:00,,synthetic-seed
1613,12,RFQ_CLOSED,PR,302,,,2026-03-02T07:46:36.003322+00:00,,synthetic-seed
1614,15,NFA_APPROVED,PR,302,,,2026-03-15T15:46:36.003322+00:00,,synthetic-seed
1615,12,PO_CREATED,PO,264,,"{""po_number"": ""PO-3264""}",2026-03-16T15:46:36.003322+00:00,,synthetic-seed
1616,20,RR_CREATED,RR,352,,"{""rr_number"": ""RR-1352""}",2026-03-22T09:46:36.003322+00:00,,synthetic-seed
1617,15,DOA_APPROVED,RR,352,,,2026-03-24T09:46:36.003322+00:00,,synthetic-seed
1618,12,PR_CREATED,PR,303,,"{""pr_number"": ""PR-2303""}",2026-03-25T09:46:36.003322+00:00,,synthetic-seed
1619,3,NFA_APPROVED,PR,303,,,2026-03-30T09:46:36.003322+00:00,,synthetic-seed
1620,12,PO_CREATED,PO,265,,"{""po_number"": ""PO-3265""}",2026-03-31T09:46:36.003322+00:00,,synthetic-seed
1621,20,RR_CREATED,RR,353,,"{""rr_number"": ""RR-1353""}",2026-07-07T21:46:36.003322+00:00,,synthetic-seed
1622,2,DOA_APPROVED,RR,353,,,2026-07-26T21:46:36.003322+00:00,,synthetic-seed
1623,5,PR_CREATED,PR,304,,"{""pr_number"": ""PR-2304""}",2026-07-29T21:46:36.003322+00:00,,synthetic-seed
1624,5,RFQ_CLOSED,PR,304,,,2026-08-07T21:46:36.003322+00:00,,synthetic-seed
1625,15,NFA_APPROVED,PR,304,,,2026-08-19T16:46:36.003322+00:00,,synthetic-seed
1626,19,RR_CREATED,RR,354,,"{""rr_number"": ""RR-1354""}",2025-12-12T01:46:36.003322+00:00,,synthetic-seed
1627,15,DOA_APPROVED,RR,354,,,2025-12-16T01:46:36.003322+00:00,,synthetic-seed
1628,12,PR_CREATED,PR,305,,"{""pr_number"": ""PR-2305""}",2025-12-18T01:46:36.003322+00:00,,synthetic-seed
1629,12,RFQ_CLOSED,PR,305,,,2025-12-28T01:46:36.003322+00:00,,synthetic-seed
1630,3,NFA_APPROVED,PR,305,,,2026-01-14T01:46:36.003322+00:00,,synthetic-seed
1631,12,PO_CREATED,PO,266,,"{""po_number"": ""PO-3266""}",2026-01-15T01:46:36.003322+00:00,,synthetic-seed
1632,19,RR_CREATED,RR,355,,"{""rr_number"": ""RR-1355""}",2026-07-14T22:46:36.003322+00:00,,synthetic-seed
1633,15,DOA_APPROVED,RR,355,,,2026-07-17T22:46:36.003322+00:00,,synthetic-seed
1634,13,PR_CREATED,PR,306,,"{""pr_number"": ""PR-2306""}",2026-07-20T22:46:36.003322+00:00,,synthetic-seed
1635,13,RFQ_CLOSED,PR,306,,,2026-07-30T22:46:36.003322+00:00,,synthetic-seed
1636,13,PO_CREATED,PO,267,,"{""po_number"": ""PO-3267""}",2026-08-05T19:46:36.003322+00:00,,synthetic-seed
1637,18,RR_CREATED,RR,356,,"{""rr_number"": ""RR-1356""}",2026-03-13T17:46:36.003322+00:00,,synthetic-seed
1638,3,DOA_APPROVED,RR,356,,,2026-04-09T17:46:36.003322+00:00,,synthetic-seed
1639,12,PR_CREATED,PR,307,,"{""pr_number"": ""PR-2307""}",2026-04-10T17:46:36.003322+00:00,,synthetic-seed
1640,12,RFQ_CLOSED,PR,307,,,2026-04-20T17:46:36.003322+00:00,,synthetic-seed
1641,3,NFA_APPROVED,PR,307,,,2026-04-25T17:46:36.003322+00:00,,synthetic-seed
1642,7,RR_CREATED,RR,357,,"{""rr_number"": ""RR-1357""}",2026-06-01T14:46:36.003322+00:00,,synthetic-seed
1643,2,DOA_APPROVED,RR,357,,,2026-06-04T14:46:36.003322+00:00,,synthetic-seed
1644,5,PR_CREATED,PR,308,,"{""pr_number"": ""PR-2308""}",2026-06-05T14:46:36.003322+00:00,,synthetic-seed
1645,5,RFQ_CLOSED,PR,308,,,2026-06-16T14:46:36.003322+00:00,,synthetic-seed
1646,3,NFA_APPROVED,PR,308,,,2026-06-28T21:46:36.003322+00:00,,synthetic-seed
1647,5,PO_CREATED,PO,268,,"{""po_number"": ""PO-3268""}",2026-06-29T21:46:36.003322+00:00,,synthetic-seed
1648,10,RR_CREATED,RR,358,,"{""rr_number"": ""RR-1358""}",2026-04-23T03:46:36.003322+00:00,,synthetic-seed
1649,2,DOA_APPROVED,RR,358,,,2026-04-26T03:46:36.003322+00:00,,synthetic-seed
1650,5,PR_CREATED,PR,309,,"{""pr_number"": ""PR-2309""}",2026-04-28T03:46:36.003322+00:00,,synthetic-seed
1651,5,RFQ_CLOSED,PR,309,,,2026-05-04T03:46:36.003322+00:00,,synthetic-seed
1652,3,NFA_APPROVED,PR,309,,,2026-05-30T03:46:36.003322+00:00,,synthetic-seed
1653,5,PO_CREATED,PO,269,,"{""po_number"": ""PO-3269""}",2026-05-31T03:46:36.003322+00:00,,synthetic-seed
1654,2,RR_CREATED,RR,359,,"{""rr_number"": ""RR-1359""}",2026-01-18T12:46:36.003322+00:00,,synthetic-seed
1655,2,DOA_APPROVED,RR,359,,,2026-01-22T12:46:36.003322+00:00,,synthetic-seed
1656,5,PR_CREATED,PR,310,,"{""pr_number"": ""PR-2310""}",2026-01-25T12:46:36.003322+00:00,,synthetic-seed
1657,5,RFQ_CLOSED,PR,310,,,2026-01-31T12:46:36.003322+00:00,,synthetic-seed
1658,15,NFA_APPROVED,PR,310,,,2026-03-11T13:46:36.003322+00:00,,synthetic-seed
1659,5,PO_CREATED,PO,270,,"{""po_number"": ""PO-3270""}",2026-03-12T13:46:36.003322+00:00,,synthetic-seed
1660,3,RR_CREATED,RR,360,,"{""rr_number"": ""RR-1360""}",2026-07-04T16:46:36.003322+00:00,,synthetic-seed
1661,2,DOA_APPROVED,RR,360,,,2026-07-06T16:46:36.003322+00:00,,synthetic-seed
1662,13,PR_CREATED,PR,311,,"{""pr_number"": ""PR-2311""}",2026-07-07T16:46:36.003322+00:00,,synthetic-seed
1663,15,NFA_APPROVED,PR,311,,,2026-07-13T16:46:36.003322+00:00,,synthetic-seed
1664,13,PO_CREATED,PO,271,,"{""po_number"": ""PO-3271""}",2026-07-14T16:46:36.003322+00:00,,synthetic-seed
1665,24,RR_CREATED,RR,361,,"{""rr_number"": ""RR-1361""}",2026-02-17T14:46:36.003322+00:00,,synthetic-seed
1666,2,DOA_APPROVED,RR,361,,,2026-02-20T14:46:36.003322+00:00,,synthetic-seed
1667,5,PR_CREATED,PR,312,,"{""pr_number"": ""PR-2312""}",2026-03-14T14:46:36.003322+00:00,,synthetic-seed
1668,15,NFA_APPROVED,PR,312,,,2026-03-18T14:46:36.003322+00:00,,synthetic-seed
1669,5,PO_CREATED,PO,272,,"{""po_number"": ""PO-3272""}",2026-03-19T14:46:36.003322+00:00,,synthetic-seed
1670,9,RR_CREATED,RR,362,,"{""rr_number"": ""RR-1362""}",2026-01-02T01:46:36.003322+00:00,,synthetic-seed
1671,2,DOA_APPROVED,RR,362,,,2026-02-06T01:46:36.003322+00:00,,synthetic-seed
1672,13,PR_CREATED,PR,313,,"{""pr_number"": ""PR-2313""}",2026-02-08T01:46:36.003322+00:00,,synthetic-seed
1673,13,RFQ_CLOSED,PR,313,,,2026-02-18T01:46:36.003322+00:00,,synthetic-seed
1674,15,NFA_APPROVED,PR,313,,,2026-02-23T01:46:36.003322+00:00,,synthetic-seed
1675,13,PO_CREATED,PO,273,,"{""po_number"": ""PO-3273""}",2026-02-24T01:46:36.003322+00:00,,synthetic-seed
1676,15,RR_CREATED,RR,363,,"{""rr_number"": ""RR-1363""}",2026-07-23T20:46:36.003322+00:00,,synthetic-seed
1677,3,DOA_APPROVED,RR,363,,,2026-07-26T20:46:36.003322+00:00,,synthetic-seed
1678,24,PR_CREATED,PR,314,,"{""pr_number"": ""PR-2314""}",2026-07-27T20:46:36.003322+00:00,,synthetic-seed
1679,3,NFA_APPROVED,PR,314,,,2026-08-02T20:46:36.003322+00:00,,synthetic-seed
1680,24,PO_CREATED,PO,274,,"{""po_number"": ""PO-3274""}",2026-08-03T20:46:36.003322+00:00,,synthetic-seed
1681,22,RR_CREATED,RR,364,,"{""rr_number"": ""RR-1364""}",2026-02-11T15:46:36.003322+00:00,,synthetic-seed
1682,2,DOA_APPROVED,RR,364,,,2026-02-15T15:46:36.003322+00:00,,synthetic-seed
1683,13,PR_CREATED,PR,315,,"{""pr_number"": ""PR-2315""}",2026-02-17T15:46:36.003322+00:00,,synthetic-seed
1684,3,NFA_APPROVED,PR,315,,,2026-02-21T15:46:36.003322+00:00,,synthetic-seed
1685,21,RR_CREATED,RR,365,,"{""rr_number"": ""RR-1365""}",2026-03-22T15:46:36.003322+00:00,,synthetic-seed
1686,2,DOA_APPROVED,RR,365,,,2026-04-08T15:46:36.003322+00:00,,synthetic-seed
1687,13,PR_CREATED,PR,316,,"{""pr_number"": ""PR-2316""}",2026-04-09T15:46:36.003322+00:00,,synthetic-seed
1688,15,NFA_APPROVED,PR,316,,,2026-04-12T15:46:36.003322+00:00,,synthetic-seed
1689,13,PO_CREATED,PO,275,,"{""po_number"": ""PO-3275""}",2026-04-13T15:46:36.003322+00:00,,synthetic-seed
1690,5,RR_CREATED,RR,366,,"{""rr_number"": ""RR-1366""}",2026-03-12T09:46:36.003322+00:00,,synthetic-seed
1691,2,DOA_APPROVED,RR,366,,,2026-03-14T09:46:36.003322+00:00,,synthetic-seed
1692,5,PR_CREATED,PR,317,,"{""pr_number"": ""PR-2317""}",2026-04-03T09:46:36.003322+00:00,,synthetic-seed
1693,15,NFA_APPROVED,PR,317,,,2026-04-06T09:46:36.003322+00:00,,synthetic-seed
1694,5,PO_CREATED,PO,276,,"{""po_number"": ""PO-3276""}",2026-04-07T09:46:36.003322+00:00,,synthetic-seed
1695,1,RR_CREATED,RR,367,,"{""rr_number"": ""RR-1367""}",2026-08-13T04:46:36.003322+00:00,,synthetic-seed
1696,2,DOA_APPROVED,RR,367,,,2026-08-17T04:46:36.003322+00:00,,synthetic-seed
1697,12,PR_CREATED,PR,318,,"{""pr_number"": ""PR-2318""}",2026-08-19T04:46:36.003322+00:00,,synthetic-seed
1698,12,PO_CREATED,PO,277,,"{""po_number"": ""PO-3277""}",2026-08-20T04:46:36.003322+00:00,,synthetic-seed
1699,13,RR_CREATED,RR,368,,"{""rr_number"": ""RR-1368""}",2026-02-23T18:46:36.003322+00:00,,synthetic-seed
1700,15,DOA_APPROVED,RR,368,,,2026-02-26T18:46:36.003322+00:00,,synthetic-seed
1701,13,PR_CREATED,PR,319,,"{""pr_number"": ""PR-2319""}",2026-03-01T18:46:36.003322+00:00,,synthetic-seed
1702,13,RFQ_CLOSED,PR,319,,,2026-03-12T18:46:36.003322+00:00,,synthetic-seed
1703,13,PO_CREATED,PO,278,,"{""po_number"": ""PO-3278""}",2026-03-13T18:46:36.003322+00:00,,synthetic-seed
1704,7,RR_CREATED,RR,369,,"{""rr_number"": ""RR-1369""}",2026-04-05T06:46:36.003322+00:00,,synthetic-seed
1705,2,DOA_APPROVED,RR,369,,,2026-04-06T06:46:36.003322+00:00,,synthetic-seed
1706,24,PR_CREATED,PR,320,,"{""pr_number"": ""PR-2320""}",2026-04-08T06:46:36.003322+00:00,,synthetic-seed
1707,24,RFQ_CLOSED,PR,320,,,2026-05-14T06:46:36.003322+00:00,,synthetic-seed
1708,3,NFA_APPROVED,PR,320,,,2026-05-20T06:46:36.003322+00:00,,synthetic-seed
1709,24,PO_CREATED,PO,279,,"{""po_number"": ""PO-3279""}",2026-05-21T06:46:36.003322+00:00,,synthetic-seed
1710,19,RR_CREATED,RR,370,,"{""rr_number"": ""RR-1370""}",2026-04-03T20:46:36.003322+00:00,,synthetic-seed
1711,15,DOA_APPROVED,RR,370,,,2026-04-07T20:46:36.003322+00:00,,synthetic-seed
1712,12,PR_CREATED,PR,321,,"{""pr_number"": ""PR-2321""}",2026-04-10T20:46:36.003322+00:00,,synthetic-seed
1713,12,PO_CREATED,PO,280,,"{""po_number"": ""PO-3280""}",2026-04-11T20:46:36.003322+00:00,,synthetic-seed
1714,18,RR_CREATED,RR,371,,"{""rr_number"": ""RR-1371""}",2025-12-25T05:46:36.003322+00:00,,synthetic-seed
1715,3,DOA_APPROVED,RR,371,,,2025-12-29T05:46:36.003322+00:00,,synthetic-seed
1716,5,PR_CREATED,PR,322,,"{""pr_number"": ""PR-2322""}",2026-01-01T05:46:36.003322+00:00,,synthetic-seed
1717,3,NFA_APPROVED,PR,322,,,2026-01-04T05:46:36.003322+00:00,,synthetic-seed
1718,5,PO_CREATED,PO,281,,"{""po_number"": ""PO-3281""}",2026-01-05T05:46:36.003322+00:00,,synthetic-seed
1719,21,RR_CREATED,RR,372,,"{""rr_number"": ""RR-1372""}",2026-03-04T19:46:36.003322+00:00,,synthetic-seed
1720,2,DOA_APPROVED,RR,372,,,2026-03-05T19:46:36.003322+00:00,,synthetic-seed
1721,12,PR_CREATED,PR,323,,"{""pr_number"": ""PR-2323""}",2026-03-06T19:46:36.003322+00:00,,synthetic-seed
1722,15,NFA_APPROVED,PR,323,,,2026-03-12T19:46:36.003322+00:00,,synthetic-seed
1723,12,PO_CREATED,PO,282,,"{""po_number"": ""PO-3282""}",2026-03-13T19:46:36.003322+00:00,,synthetic-seed
1724,8,RR_CREATED,RR,373,,"{""rr_number"": ""RR-1373""}",2026-04-28T01:46:36.003322+00:00,,synthetic-seed
1725,11,RR_CREATED,RR,374,,"{""rr_number"": ""RR-1374""}",2026-05-11T22:46:36.003322+00:00,,synthetic-seed
1726,2,DOA_APPROVED,RR,374,,,2026-05-14T22:46:36.003322+00:00,,synthetic-seed
1727,12,PR_CREATED,PR,324,,"{""pr_number"": ""PR-2324""}",2026-05-17T22:46:36.003322+00:00,,synthetic-seed
1728,12,RFQ_CLOSED,PR,324,,,2026-05-23T22:46:36.003322+00:00,,synthetic-seed
1729,12,PO_CREATED,PO,283,,"{""po_number"": ""PO-3283""}",2026-05-24T22:46:36.003322+00:00,,synthetic-seed
1730,18,RR_CREATED,RR,375,,"{""rr_number"": ""RR-1375""}",2026-05-13T14:46:36.003322+00:00,,synthetic-seed
1731,14,RR_CREATED,RR,376,,"{""rr_number"": ""RR-1376""}",2026-02-23T00:46:36.003322+00:00,,synthetic-seed
1732,2,DOA_APPROVED,RR,376,,,2026-02-27T00:46:36.003322+00:00,,synthetic-seed
1733,13,PR_CREATED,PR,325,,"{""pr_number"": ""PR-2325""}",2026-03-01T00:46:36.003322+00:00,,synthetic-seed
1734,13,RFQ_CLOSED,PR,325,,,2026-03-09T00:46:36.003322+00:00,,synthetic-seed
1735,15,NFA_APPROVED,PR,325,,,2026-03-20T18:46:36.003322+00:00,,synthetic-seed
1736,13,PO_CREATED,PO,284,,"{""po_number"": ""PO-3284""}",2026-03-21T18:46:36.003322+00:00,,synthetic-seed
1737,11,RR_CREATED,RR,377,,"{""rr_number"": ""RR-1377""}",2026-04-26T04:46:36.003322+00:00,,synthetic-seed
1738,11,RR_CANCELLED,RR,377,,,2026-04-27T04:46:36.003322+00:00,,synthetic-seed
1739,8,RR_CREATED,RR,378,,"{""rr_number"": ""RR-1378""}",2026-03-12T00:46:36.003322+00:00,,synthetic-seed
1740,2,DOA_APPROVED,RR,378,,,2026-03-14T00:46:36.003322+00:00,,synthetic-seed
1741,5,PR_CREATED,PR,326,,"{""pr_number"": ""PR-2326""}",2026-03-17T00:46:36.003322+00:00,,synthetic-seed
1742,5,RFQ_CLOSED,PR,326,,,2026-03-24T00:46:36.003322+00:00,,synthetic-seed
1743,15,NFA_REJECTED,PR,326,,,2026-04-05T09:46:36.003322+00:00,,synthetic-seed
1744,16,RR_CREATED,RR,379,,"{""rr_number"": ""RR-1379""}",2026-04-29T07:46:36.003322+00:00,,synthetic-seed
1745,2,DOA_APPROVED,RR,379,,,2026-05-02T07:46:36.003322+00:00,,synthetic-seed
1746,24,PR_CREATED,PR,327,,"{""pr_number"": ""PR-2327""}",2026-05-05T07:46:36.003322+00:00,,synthetic-seed
1747,21,RR_CREATED,RR,380,,"{""rr_number"": ""RR-1380""}",2026-03-05T14:46:36.003322+00:00,,synthetic-seed
1748,3,DOA_APPROVED,RR,380,,,2026-03-08T14:46:36.003322+00:00,,synthetic-seed
1749,24,PR_CREATED,PR,328,,"{""pr_number"": ""PR-2328""}",2026-03-09T14:46:36.003322+00:00,,synthetic-seed
1750,24,RFQ_CLOSED,PR,328,,,2026-03-16T14:46:36.003322+00:00,,synthetic-seed
1751,24,PO_CREATED,PO,285,,"{""po_number"": ""PO-3285""}",2026-03-17T14:46:36.003322+00:00,,synthetic-seed
1752,12,RR_CREATED,RR,381,,"{""rr_number"": ""RR-1381""}",2026-04-19T19:46:36.003322+00:00,,synthetic-seed
1753,15,DOA_APPROVED,RR,381,,,2026-04-20T19:46:36.003322+00:00,,synthetic-seed
1754,5,PR_CREATED,PR,329,,"{""pr_number"": ""PR-2329""}",2026-04-22T19:46:36.003322+00:00,,synthetic-seed
1755,5,RFQ_CLOSED,PR,329,,,2026-05-01T19:46:36.003322+00:00,,synthetic-seed
1756,15,NFA_APPROVED,PR,329,,,2026-05-12T20:46:36.003322+00:00,,synthetic-seed
1757,5,PO_CREATED,PO,286,,"{""po_number"": ""PO-3286""}",2026-05-13T20:46:36.003322+00:00,,synthetic-seed
1758,15,RR_CREATED,RR,382,,"{""rr_number"": ""RR-1382""}",2026-04-14T22:46:36.003322+00:00,,synthetic-seed
1759,11,RR_CREATED,RR,383,,"{""rr_number"": ""RR-1383""}",2026-07-18T23:46:36.003322+00:00,,synthetic-seed
1760,2,RR_CREATED,RR,384,,"{""rr_number"": ""RR-1384""}",2025-12-17T12:46:36.003322+00:00,,synthetic-seed
1761,2,DOA_APPROVED,RR,384,,,2025-12-20T12:46:36.003322+00:00,,synthetic-seed
1762,13,PR_CREATED,PR,330,,"{""pr_number"": ""PR-2330""}",2025-12-23T12:46:36.003322+00:00,,synthetic-seed
1763,13,RFQ_CLOSED,PR,330,,,2025-12-30T12:46:36.003322+00:00,,synthetic-seed
1764,3,NFA_APPROVED,PR,330,,,2026-02-04T12:46:36.003322+00:00,,synthetic-seed
1765,13,PO_CREATED,PO,287,,"{""po_number"": ""PO-3287""}",2026-02-05T12:46:36.003322+00:00,,synthetic-seed
1766,11,RR_CREATED,RR,385,,"{""rr_number"": ""RR-1385""}",2025-12-28T10:46:36.003322+00:00,,synthetic-seed
1767,3,DOA_APPROVED,RR,385,,,2026-02-01T10:46:36.003322+00:00,,synthetic-seed
1768,12,PR_CREATED,PR,331,,"{""pr_number"": ""PR-2331""}",2026-02-02T10:46:36.003322+00:00,,synthetic-seed
1769,15,NFA_APPROVED,PR,331,,,2026-02-07T10:46:36.003322+00:00,,synthetic-seed
1770,12,PO_CREATED,PO,288,,"{""po_number"": ""PO-3288""}",2026-02-08T10:46:36.003322+00:00,,synthetic-seed
1771,19,RR_CREATED,RR,386,,"{""rr_number"": ""RR-1386""}",2026-01-21T10:46:36.003322+00:00,,synthetic-seed
1772,2,DOA_APPROVED,RR,386,,,2026-01-25T10:46:36.003322+00:00,,synthetic-seed
1773,5,PR_CREATED,PR,332,,"{""pr_number"": ""PR-2332""}",2026-01-27T10:46:36.003322+00:00,,synthetic-seed
1774,5,RFQ_CLOSED,PR,332,,,2026-02-04T10:46:36.003322+00:00,,synthetic-seed
1775,5,PO_CREATED,PO,289,,"{""po_number"": ""PO-3289""}",2026-02-11T10:46:36.003322+00:00,,synthetic-seed
1776,5,RR_CREATED,RR,387,,"{""rr_number"": ""RR-1387""}",2026-05-26T13:46:36.003322+00:00,,synthetic-seed
1777,2,DOA_APPROVED,RR,387,,,2026-05-28T13:46:36.003322+00:00,,synthetic-seed
1778,24,PR_CREATED,PR,333,,"{""pr_number"": ""PR-2333""}",2026-05-30T13:46:36.003322+00:00,,synthetic-seed
1779,24,RFQ_CLOSED,PR,333,,,2026-06-08T13:46:36.003322+00:00,,synthetic-seed
1780,3,NFA_APPROVED,PR,333,,,2026-06-23T06:46:36.003322+00:00,,synthetic-seed
1781,24,PO_CREATED,PO,290,,"{""po_number"": ""PO-3290""}",2026-06-24T06:46:36.003322+00:00,,synthetic-seed
1782,22,RR_CREATED,RR,388,,"{""rr_number"": ""RR-1388""}",2026-07-27T18:46:36.003322+00:00,,synthetic-seed
1783,1,RR_CREATED,RR,389,,"{""rr_number"": ""RR-1389""}",2026-04-03T01:46:36.003322+00:00,,synthetic-seed
1784,15,APPROVAL_ESCALATED,RR,389,,,2026-04-05T01:46:36.003322+00:00,,synthetic-seed
1785,15,RR_CREATED,RR,390,,"{""rr_number"": ""RR-1390""}",2026-06-19T20:46:36.003322+00:00,,synthetic-seed
1786,15,DOA_APPROVED,RR,390,,,2026-06-20T20:46:36.003322+00:00,,synthetic-seed
1787,24,PR_CREATED,PR,334,,"{""pr_number"": ""PR-2334""}",2026-06-22T20:46:36.003322+00:00,,synthetic-seed
1788,24,RFQ_CLOSED,PR,334,,,2026-07-17T20:46:36.003322+00:00,,synthetic-seed
1789,3,NFA_APPROVED,PR,334,,,2026-07-21T20:46:36.003322+00:00,,synthetic-seed
1790,24,PO_CREATED,PO,291,,"{""po_number"": ""PO-3291""}",2026-07-22T20:46:36.003322+00:00,,synthetic-seed
1791,11,RR_CREATED,RR,391,,"{""rr_number"": ""RR-1391""}",2026-03-05T07:46:36.003322+00:00,,synthetic-seed
1792,15,DOA_APPROVED,RR,391,,,2026-03-06T07:46:36.003322+00:00,,synthetic-seed
1793,5,PR_CREATED,PR,335,,"{""pr_number"": ""PR-2335""}",2026-03-09T07:46:36.003322+00:00,,synthetic-seed
1794,5,RFQ_CLOSED,PR,335,,,2026-03-18T07:46:36.003322+00:00,,synthetic-seed
1795,15,NFA_APPROVED,PR,335,,,2026-03-29T02:46:36.003322+00:00,,synthetic-seed
1796,5,PO_CREATED,PO,292,,"{""po_number"": ""PO-3292""}",2026-03-30T02:46:36.003322+00:00,,synthetic-seed
1797,4,RR_CREATED,RR,392,,"{""rr_number"": ""RR-1392""}",2026-01-18T15:46:36.003322+00:00,,synthetic-seed
1798,2,DOA_APPROVED,RR,392,,,2026-01-22T15:46:36.003322+00:00,,synthetic-seed
1799,5,PR_CREATED,PR,336,,"{""pr_number"": ""PR-2336""}",2026-01-24T15:46:36.003322+00:00,,synthetic-seed
1800,5,RFQ_CLOSED,PR,336,,,2026-02-03T15:46:36.003322+00:00,,synthetic-seed
1801,3,NFA_APPROVED,PR,336,,,2026-02-09T15:46:36.003322+00:00,,synthetic-seed
1802,5,PO_CREATED,PO,293,,"{""po_number"": ""PO-3293""}",2026-02-10T15:46:36.003322+00:00,,synthetic-seed
1803,14,RR_CREATED,RR,393,,"{""rr_number"": ""RR-1393""}",2026-02-03T12:46:36.003322+00:00,,synthetic-seed
1804,2,DOA_APPROVED,RR,393,,,2026-02-06T12:46:36.003322+00:00,,synthetic-seed
1805,13,PR_CREATED,PR,337,,"{""pr_number"": ""PR-2337""}",2026-02-07T12:46:36.003322+00:00,,synthetic-seed
1806,13,RFQ_CLOSED,PR,337,,,2026-02-16T12:46:36.003322+00:00,,synthetic-seed
1807,15,NFA_APPROVED,PR,337,,,2026-02-19T12:46:36.003322+00:00,,synthetic-seed
1808,13,PO_CREATED,PO,294,,"{""po_number"": ""PO-3294""}",2026-02-20T12:46:36.003322+00:00,,synthetic-seed
1809,22,RR_CREATED,RR,394,,"{""rr_number"": ""RR-1394""}",2026-07-02T15:46:36.003322+00:00,,synthetic-seed
1810,2,DOA_APPROVED,RR,394,,,2026-07-04T15:46:36.003322+00:00,,synthetic-seed
1811,12,PR_CREATED,PR,338,,"{""pr_number"": ""PR-2338""}",2026-07-05T15:46:36.003322+00:00,,synthetic-seed
1812,15,NFA_APPROVED,PR,338,,,2026-07-11T15:46:36.003322+00:00,,synthetic-seed
1813,8,RR_CREATED,RR,395,,"{""rr_number"": ""RR-1395""}",2026-06-09T13:46:36.003322+00:00,,synthetic-seed
1814,15,DOA_APPROVED,RR,395,,,2026-06-11T13:46:36.003322+00:00,,synthetic-seed
1815,24,PR_CREATED,PR,339,,"{""pr_number"": ""PR-2339""}",2026-06-12T13:46:36.003322+00:00,,synthetic-seed
1816,15,NFA_APPROVED,PR,339,,,2026-06-18T13:46:36.003322+00:00,,synthetic-seed
1817,16,RR_CREATED,RR,396,,"{""rr_number"": ""RR-1396""}",2026-02-19T01:46:36.003322+00:00,,synthetic-seed
1818,15,DOA_APPROVED,RR,396,,,2026-02-22T01:46:36.003322+00:00,,synthetic-seed
1819,13,PR_CREATED,PR,340,,"{""pr_number"": ""PR-2340""}",2026-02-25T01:46:36.003322+00:00,,synthetic-seed
1820,13,PO_CREATED,PO,295,,"{""po_number"": ""PO-3295""}",2026-02-26T01:46:36.003322+00:00,,synthetic-seed
1821,17,RR_CREATED,RR,397,,"{""rr_number"": ""RR-1397""}",2026-07-07T18:46:36.003322+00:00,,synthetic-seed
1822,18,RR_CREATED,RR,398,,"{""rr_number"": ""RR-1398""}",2026-03-31T08:46:36.003322+00:00,,synthetic-seed
1823,15,DOA_APPROVED,RR,398,,,2026-04-17T08:46:36.003322+00:00,,synthetic-seed
1824,5,PR_CREATED,PR,341,,"{""pr_number"": ""PR-2341""}",2026-04-19T08:46:36.003322+00:00,,synthetic-seed
1825,5,PO_CREATED,PO,296,,"{""po_number"": ""PO-3296""}",2026-04-20T08:46:36.003322+00:00,,synthetic-seed
1826,3,RR_CREATED,RR,399,,"{""rr_number"": ""RR-1399""}",2026-05-23T06:46:36.003322+00:00,,synthetic-seed
