id,entity_type,entity_id,stage_code,stage_name,started_at,completed_at,status,owner_id,source_system
1742,RR,300,MRP,MRP Processing,2026-06-21T06:09:36.211764+00:00,2026-06-22T06:09:36.211764+00:00,COMPLETED,,synthetic
1743,PR,256,PR_CREATED,PR Created,2026-06-22T06:09:36.211764+00:00,2026-06-22T06:09:36.211764+00:00,COMPLETED,5,synthetic
1744,PR,256,RFQ,RFQ,2026-06-23T06:09:36.211764+00:00,2026-07-02T06:09:36.211764+00:00,COMPLETED,5,synthetic
1745,PR,256,NFA,NFA Approval,2026-07-03T06:09:36.211764+00:00,2026-07-07T06:09:36.211764+00:00,COMPLETED,15,synthetic
1746,PR,256,PO_CREATED,PO Created,2026-07-08T06:09:36.211764+00:00,2026-07-08T06:09:36.211764+00:00,COMPLETED,5,synthetic
1747,RR,301,RR_CREATED,RR Created,2026-07-03T04:09:36.211764+00:00,2026-07-03T04:09:36.211764+00:00,COMPLETED,10,synthetic
1748,RR,301,DOA,DOA Approval,2026-07-03T04:09:36.211764+00:00,2026-07-04T04:09:36.211764+00:00,COMPLETED,2,synthetic
1749,RR,301,MRP,MRP Processing,2026-07-04T04:09:36.211764+00:00,2026-07-06T04:09:36.211764+00:00,COMPLETED,,synthetic
1750,PR,257,PR_CREATED,PR Created,2026-07-06T04:09:36.211764+00:00,2026-07-06T04:09:36.211764+00:00,COMPLETED,13,synthetic
1751,PR,257,RFQ,RFQ,2026-07-07T04:09:36.211764+00:00,2026-07-14T04:09:36.211764+00:00,COMPLETED,13,synthetic
1752,PR,257,ARIBA,Ariba Event,2026-07-15T04:09:36.211764+00:00,2026-07-18T04:09:36.211764+00:00,COMPLETED,13,synthetic
1753,PR,257,AUCTION,Auction,2026-07-18T07:09:36.211764+00:00,2026-07-18T09:09:36.211764+00:00,COMPLETED,13,synthetic
1754,PR,257,PO_CREATED,PO Created,2026-07-19T09:09:36.211764+00:00,2026-07-19T09:09:36.211764+00:00,COMPLETED,13,synthetic
1755,RR,302,RR_CREATED,RR Created,2026-04-09T15:09:36.211764+00:00,2026-04-09T15:09:36.211764+00:00,COMPLETED,22,synthetic
1756,RR,302,DOA,DOA Approval,2026-04-09T15:09:36.211764+00:00,2026-04-10T15:09:36.211764+00:00,COMPLETED,3,synthetic
1757,RR,302,MRP,MRP Processing,2026-04-10T15:09:36.211764+00:00,2026-04-13T15:09:36.211764+00:00,COMPLETED,,synthetic
1758,PR,258,PR_CREATED,PR Created,2026-04-13T15:09:36.211764+00:00,2026-04-13T15:09:36.211764+00:00,COMPLETED,13,synthetic
1759,PR,258,RFQ,RFQ,2026-04-14T15:09:36.211764+00:00,2026-04-20T15:09:36.211764+00:00,COMPLETED,13,synthetic
1760,PR,258,PO_CREATED,PO Created,2026-04-21T15:09:36.211764+00:00,2026-04-21T15:09:36.211764+00:00,COMPLETED,13,synthetic
1761,RR,303,RR_CREATED,RR Created,2026-05-13T11:09:36.211764+00:00,2026-05-13T11:09:36.211764+00:00,COMPLETED,10,synthetic
1762,RR,303,DOA,DOA Approval,2026-05-13T11:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
1763,RR,304,RR_CREATED,RR Created,2026-02-07T19:09:36.211764+00:00,2026-02-07T19:09:36.211764+00:00,COMPLETED,19,synthetic
1764,RR,304,DOA,DOA Approval,2026-02-07T19:09:36.211764+00:00,2026-02-08T19:09:36.211764+00:00,COMPLETED,3,synthetic
1765,RR,304,MRP,MRP Processing,2026-02-08T19:09:36.211764+00:00,2026-02-09T19:09:36.211764+00:00,COMPLETED,,synthetic
1766,PR,259,PR_CREATED,PR Created,2026-02-09T19:09:36.211764+00:00,2026-02-09T19:09:36.211764+00:00,COMPLETED,5,synthetic
1767,PR,259,RFQ,RFQ,2026-02-10T19:09:36.211764+00:00,2026-02-19T19:09:36.211764+00:00,COMPLETED,5,synthetic
1768,PR,259,NFA,NFA Approval,2026-02-20T19:09:36.211764+00:00,2026-02-25T19:09:36.211764+00:00,COMPLETED,15,synthetic
1769,PR,259,PO_CREATED,PO Created,2026-02-26T19:09:36.211764+00:00,2026-02-26T19:09:36.211764+00:00,COMPLETED,5,synthetic
1770,RR,305,RR_CREATED,RR Created,2026-03-22T18:09:36.211764+00:00,2026-03-22T18:09:36.211764+00:00,COMPLETED,7,synthetic
1771,RR,305,DOA,DOA Approval,2026-03-22T18:09:36.211764+00:00,2026-03-25T18:09:36.211764+00:00,COMPLETED,2,synthetic
1772,RR,305,MRP,MRP Processing,2026-03-25T18:09:36.211764+00:00,2026-04-12T18:09:36.211764+00:00,COMPLETED,,synthetic
1773,PR,260,PR_CREATED,PR Created,2026-04-12T18:09:36.211764+00:00,2026-04-12T18:09:36.211764+00:00,COMPLETED,5,synthetic
1774,PR,260,PO_CREATED,PO Created,2026-04-13T18:09:36.211764+00:00,2026-04-13T18:09:36.211764+00:00,COMPLETED,5,synthetic
1775,RR,306,RR_CREATED,RR Created,2026-04-26T14:09:36.211764+00:00,2026-04-26T14:09:36.211764+00:00,COMPLETED,13,synthetic
1776,RR,306,DOA,DOA Approval,2026-04-26T14:09:36.211764+00:00,2026-04-29T14:09:36.211764+00:00,COMPLETED,2,synthetic
1777,RR,306,MRP,MRP Processing,2026-04-29T14:09:36.211764+00:00,2026-04-30T14:09:36.211764+00:00,COMPLETED,,synthetic
1778,PR,261,PR_CREATED,PR Created,2026-04-30T14:09:36.211764+00:00,2026-04-30T14:09:36.211764+00:00,COMPLETED,12,synthetic
1779,PR,261,NFA,NFA Approval,2026-05-01T14:09:36.211764+00:00,2026-05-03T14:09:36.211764+00:00,COMPLETED,3,synthetic
1780,PR,261,PO_CREATED,PO Created,2026-05-04T14:09:36.211764+00:00,2026-05-04T14:09:36.211764+00:00,COMPLETED,12,synthetic
1781,RR,307,RR_CREATED,RR Created,2026-03-02T23:09:36.211764+00:00,2026-03-02T23:09:36.211764+00:00,COMPLETED,23,synthetic
1782,RR,307,DOA,DOA Approval,2026-03-02T23:09:36.211764+00:00,2026-03-04T23:09:36.211764+00:00,COMPLETED,2,synthetic
1783,RR,307,MRP,MRP Processing,2026-03-04T23:09:36.211764+00:00,2026-03-05T23:09:36.211764+00:00,COMPLETED,,synthetic
1784,PR,262,PR_CREATED,PR Created,2026-03-05T23:09:36.211764+00:00,2026-03-05T23:09:36.211764+00:00,COMPLETED,5,synthetic
1785,PR,262,RFQ,RFQ,2026-03-06T23:09:36.211764+00:00,2026-04-03T23:09:36.211764+00:00,COMPLETED,5,synthetic
1786,PR,262,PO_CREATED,PO Created,2026-04-04T23:09:36.211764+00:00,2026-04-04T23:09:36.211764+00:00,COMPLETED,5,synthetic
1787,RR,308,RR_CREATED,RR Created,2026-06-10T13:09:36.211764+00:00,2026-06-10T13:09:36.211764+00:00,COMPLETED,12,synthetic
1788,RR,308,DOA,DOA Approval,2026-06-10T13:09:36.211764+00:00,,IN_PROGRESS,15,synthetic
1789,RR,309,RR_CREATED,RR Created,2026-05-02T03:09:36.211764+00:00,2026-05-02T03:09:36.211764+00:00,COMPLETED,16,synthetic
1790,RR,309,DOA,DOA Approval,2026-05-02T03:09:36.211764+00:00,2026-05-03T03:09:36.211764+00:00,COMPLETED,2,synthetic
1791,RR,309,MRP,MRP Processing,2026-05-03T03:09:36.211764+00:00,2026-05-05T03:09:36.211764+00:00,COMPLETED,,synthetic
1792,PR,263,PR_CREATED,PR Created,2026-05-05T03:09:36.211764+00:00,2026-05-05T03:09:36.211764+00:00,COMPLETED,24,synthetic
1793,PR,263,RFQ,RFQ,2026-05-06T03:09:36.211764+00:00,2026-05-11T03:09:36.211764+00:00,COMPLETED,24,synthetic
1794,PR,263,ARIBA,Ariba Event,2026-05-12T03:09:36.211764+00:00,2026-05-19T03:09:36.211764+00:00,COMPLETED,24,synthetic
1795,PR,263,AUCTION,Auction,2026-05-19T09:09:36.211764+00:00,2026-05-19T13:09:36.211764+00:00,COMPLETED,24,synthetic
1796,PR,263,PO_CREATED,PO Created,2026-05-20T13:09:36.211764+00:00,2026-05-20T13:09:36.211764+00:00,COMPLETED,24,synthetic
1797,RR,310,RR_CREATED,RR Created,2026-02-02T01:09:36.211764+00:00,2026-02-02T01:09:36.211764+00:00,COMPLETED,24,synthetic
1798,RR,310,DOA,DOA Approval,2026-02-02T01:09:36.211764+00:00,2026-02-05T01:09:36.211764+00:00,COMPLETED,2,synthetic
1799,RR,310,MRP,MRP Processing,2026-02-05T01:09:36.211764+00:00,2026-02-06T01:09:36.211764+00:00,COMPLETED,,synthetic
1800,PR,264,PR_CREATED,PR Created,2026-02-06T01:09:36.211764+00:00,2026-02-06T01:09:36.211764+00:00,COMPLETED,12,synthetic
1801,PR,264,RFQ,RFQ,2026-02-07T01:09:36.211764+00:00,2026-02-12T01:09:36.211764+00:00,COMPLETED,12,synthetic
1802,PR,264,NFA,NFA Approval,2026-02-13T01:09:36.211764+00:00,2026-02-17T01:09:36.211764+00:00,COMPLETED,3,synthetic
1803,PR,264,PO_CREATED,PO Created,2026-02-18T01:09:36.211764+00:00,2026-02-18T01:09:36.211764+00:00,COMPLETED,12,synthetic
1804,RR,311,RR_CREATED,RR Created,2026-07-02T07:09:36.211764+00:00,2026-07-02T07:09:36.211764+00:00,COMPLETED,18,synthetic
1805,RR,311,DOA,DOA Approval,2026-07-02T07:09:36.211764+00:00,2026-07-05T07:09:36.211764+00:00,COMPLETED,2,synthetic
1806,RR,311,MRP,MRP Processing,2026-07-05T07:09:36.211764+00:00,2026-07-06T07:09:36.211764+00:00,COMPLETED,,synthetic
1807,PR,265,PR_CREATED,PR Created,2026-07-06T07:09:36.211764+00:00,2026-07-06T07:09:36.211764+00:00,COMPLETED,13,synthetic
1808,PR,265,RFQ,RFQ,2026-07-07T07:09:36.211764+00:00,2026-07-17T07:09:36.211764+00:00,COMPLETED,13,synthetic
1809,PR,265,ARIBA,Ariba Event,2026-07-18T07:09:36.211764+00:00,2026-07-22T07:09:36.211764+00:00,COMPLETED,13,synthetic
1810,PR,265,NFA,NFA Approval,2026-07-23T07:09:36.211764+00:00,2026-07-28T07:09:36.211764+00:00,COMPLETED,15,synthetic
1811,PR,265,PO_CREATED,PO Created,2026-07-29T07:09:36.211764+00:00,2026-07-29T07:09:36.211764+00:00,COMPLETED,13,synthetic
1812,RR,312,RR_CREATED,RR Created,2026-01-26T11:09:36.211764+00:00,2026-01-26T11:09:36.211764+00:00,COMPLETED,23,synthetic
1813,RR,312,DOA,DOA Approval,2026-01-26T11:09:36.211764+00:00,2026-01-30T11:09:36.211764+00:00,COMPLETED,3,synthetic
1814,RR,312,MRP,MRP Processing,2026-01-30T11:09:36.211764+00:00,2026-01-31T11:09:36.211764+00:00,COMPLETED,,synthetic
1815,PR,266,PR_CREATED,PR Created,2026-01-31T11:09:36.211764+00:00,2026-01-31T11:09:36.211764+00:00,COMPLETED,24,synthetic
1816,PR,266,RFQ,RFQ,2026-02-01T11:09:36.211764+00:00,2026-02-06T11:09:36.211764+00:00,COMPLETED,24,synthetic
1817,PR,266,NFA,NFA Approval,2026-02-07T11:09:36.211764+00:00,2026-03-04T11:09:36.211764+00:00,COMPLETED,15,synthetic
1818,PR,266,PO_CREATED,PO Created,2026-03-05T11:09:36.211764+00:00,2026-03-05T11:09:36.211764+00:00,COMPLETED,24,synthetic
1819,RR,313,RR_CREATED,RR Created,2026-08-04T07:09:36.211764+00:00,2026-08-04T07:09:36.211764+00:00,COMPLETED,18,synthetic
1820,RR,313,DOA,DOA Approval,2026-08-04T07:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
1821,RR,314,RR_CREATED,RR Created,2026-05-05T03:09:36.211764+00:00,2026-05-05T03:09:36.211764+00:00,COMPLETED,4,synthetic
1822,RR,314,DOA,DOA Approval,2026-05-05T03:09:36.211764+00:00,2026-05-06T03:09:36.211764+00:00,COMPLETED,15,synthetic
1823,RR,314,MRP,MRP Processing,2026-05-06T03:09:36.211764+00:00,2026-05-07T03:09:36.211764+00:00,COMPLETED,,synthetic
1824,PR,267,PR_CREATED,PR Created,2026-05-07T03:09:36.211764+00:00,2026-05-07T03:09:36.211764+00:00,COMPLETED,24,synthetic
1825,PR,267,NFA,NFA Approval,2026-05-08T03:09:36.211764+00:00,2026-05-11T03:09:36.211764+00:00,COMPLETED,15,synthetic
1826,PR,267,PO_CREATED,PO Created,2026-05-12T03:09:36.211764+00:00,2026-05-12T03:09:36.211764+00:00,COMPLETED,24,synthetic
1827,RR,315,RR_CREATED,RR Created,2026-04-12T12:09:36.211764+00:00,2026-04-12T12:09:36.211764+00:00,COMPLETED,6,synthetic
1828,RR,315,DOA,DOA Approval,2026-04-12T12:09:36.211764+00:00,2026-04-16T12:09:36.211764+00:00,COMPLETED,3,synthetic
1829,RR,315,MRP,MRP Processing,2026-04-16T12:09:36.211764+00:00,2026-04-19T12:09:36.211764+00:00,COMPLETED,,synthetic
1830,PR,268,PR_CREATED,PR Created,2026-04-19T12:09:36.211764+00:00,2026-04-19T12:09:36.211764+00:00,COMPLETED,12,synthetic
1831,PR,268,RFQ,RFQ,2026-04-20T12:09:36.211764+00:00,2026-04-26T12:09:36.211764+00:00,COMPLETED,12,synthetic
1832,PR,268,NFA,NFA Approval,2026-04-27T12:09:36.211764+00:00,2026-04-30T12:09:36.211764+00:00,COMPLETED,3,synthetic
1833,PR,268,PO_CREATED,PO Created,2026-05-01T12:09:36.211764+00:00,2026-05-01T12:09:36.211764+00:00,COMPLETED,12,synthetic
1834,RR,316,RR_CREATED,RR Created,2025-12-24T17:09:36.211764+00:00,2025-12-24T17:09:36.211764+00:00,COMPLETED,18,synthetic
1835,RR,316,DOA,DOA Approval,2025-12-24T17:09:36.211764+00:00,2025-12-27T17:09:36.211764+00:00,COMPLETED,2,synthetic
1836,RR,316,MRP,MRP Processing,2025-12-27T17:09:36.211764+00:00,2025-12-30T17:09:36.211764+00:00,COMPLETED,,synthetic
1837,PR,269,PR_CREATED,PR Created,2025-12-30T17:09:36.211764+00:00,2025-12-30T17:09:36.211764+00:00,COMPLETED,13,synthetic
1838,PR,269,NFA,NFA Approval,2025-12-31T17:09:36.211764+00:00,2026-01-02T17:09:36.211764+00:00,COMPLETED,3,synthetic
1839,PR,269,PO_CREATED,PO Created,2026-01-03T17:09:36.211764+00:00,2026-01-03T17:09:36.211764+00:00,COMPLETED,13,synthetic
1840,RR,317,RR_CREATED,RR Created,2026-05-08T01:09:36.211764+00:00,2026-05-08T01:09:36.211764+00:00,COMPLETED,21,synthetic
1841,RR,317,DOA,DOA Approval,2026-05-08T01:09:36.211764+00:00,2026-05-12T01:09:36.211764+00:00,COMPLETED,3,synthetic
1842,RR,317,MRP,MRP Processing,2026-05-12T01:09:36.211764+00:00,2026-05-15T01:09:36.211764+00:00,COMPLETED,,synthetic
1843,PR,270,PR_CREATED,PR Created,2026-05-15T01:09:36.211764+00:00,2026-05-15T01:09:36.211764+00:00,COMPLETED,24,synthetic
1844,PR,270,RFQ,RFQ,2026-05-16T01:09:36.211764+00:00,,IN_PROGRESS,24,synthetic
1845,RR,318,RR_CREATED,RR Created,2026-07-28T07:09:36.211764+00:00,2026-07-28T07:09:36.211764+00:00,COMPLETED,22,synthetic
1846,RR,318,DOA,DOA Approval,2026-07-28T07:09:36.211764+00:00,2026-07-31T07:09:36.211764+00:00,COMPLETED,3,synthetic
1847,RR,318,MRP,MRP Processing,2026-07-31T07:09:36.211764+00:00,2026-08-01T07:09:36.211764+00:00,COMPLETED,,synthetic
1848,PR,271,PR_CREATED,PR Created,2026-08-01T07:09:36.211764+00:00,2026-08-01T07:09:36.211764+00:00,COMPLETED,5,synthetic
1849,PR,271,RFQ,RFQ,2026-08-02T07:09:36.211764+00:00,2026-09-11T07:09:36.211764+00:00,COMPLETED,5,synthetic
1850,PR,271,ARIBA,Ariba Event,2026-09-12T07:09:36.211764+00:00,2026-09-17T07:09:36.211764+00:00,COMPLETED,5,synthetic
1851,PR,271,AUCTION,Auction,2026-09-17T23:09:36.211764+00:00,2026-09-18T01:09:36.211764+00:00,COMPLETED,5,synthetic
1852,PR,271,NFA,NFA Approval,2026-09-19T01:09:36.211764+00:00,2026-09-21T01:09:36.211764+00:00,COMPLETED,3,synthetic
1853,PR,271,PO_CREATED,PO Created,2026-09-22T01:09:36.211764+00:00,2026-09-22T01:09:36.211764+00:00,COMPLETED,5,synthetic
1854,RR,319,RR_CREATED,RR Created,2026-01-09T05:09:36.211764+00:00,2026-01-09T05:09:36.211764+00:00,COMPLETED,2,synthetic
1855,RR,319,DOA,DOA Approval,2026-01-09T05:09:36.211764+00:00,2026-01-13T05:09:36.211764+00:00,COMPLETED,2,synthetic
1856,RR,319,MRP,MRP Processing,2026-01-13T05:09:36.211764+00:00,2026-01-15T05:09:36.211764+00:00,COMPLETED,,synthetic
1857,PR,272,PR_CREATED,PR Created,2026-01-15T05:09:36.211764+00:00,2026-01-15T05:09:36.211764+00:00,COMPLETED,12,synthetic
1858,PR,272,NFA,NFA Approval,2026-01-16T05:09:36.211764+00:00,2026-01-21T05:09:36.211764+00:00,COMPLETED,3,synthetic
1859,PR,272,PO_CREATED,PO Created,2026-01-22T05:09:36.211764+00:00,2026-01-22T05:09:36.211764+00:00,COMPLETED,12,synthetic
1860,RR,320,RR_CREATED,RR Created,2026-03-06T02:09:36.211764+00:00,2026-03-06T02:09:36.211764+00:00,COMPLETED,5,synthetic
1861,RR,320,DOA,DOA Approval,2026-03-06T02:09:36.211764+00:00,2026-03-08T02:09:36.211764+00:00,REJECTED,3,synthetic
1862,RR,321,RR_CREATED,RR Created,2026-01-15T15:09:36.211764+00:00,2026-01-15T15:09:36.211764+00:00,COMPLETED,15,synthetic
1863,RR,321,DOA,DOA Approval,2026-01-15T15:09:36.211764+00:00,2026-01-18T15:09:36.211764+00:00,COMPLETED,15,synthetic
1864,RR,321,MRP,MRP Processing,2026-01-18T15:09:36.211764+00:00,2026-01-19T15:09:36.211764+00:00,COMPLETED,,synthetic
1865,PR,273,PR_CREATED,PR Created,2026-01-19T15:09:36.211764+00:00,2026-01-19T15:09:36.211764+00:00,COMPLETED,12,synthetic
1866,PR,273,RFQ,RFQ,2026-01-20T15:09:36.211764+00:00,2026-01-27T15:09:36.211764+00:00,COMPLETED,12,synthetic
1867,PR,273,NFA,NFA Approval,2026-01-28T15:09:36.211764+00:00,2026-01-30T15:09:36.211764+00:00,COMPLETED,3,synthetic
1868,PR,273,PO_CREATED,PO Created,2026-01-31T15:09:36.211764+00:00,2026-01-31T15:09:36.211764+00:00,COMPLETED,12,synthetic
1869,RR,322,RR_CREATED,RR Created,2025-12-24T23:09:36.211764+00:00,2025-12-24T23:09:36.211764+00:00,COMPLETED,17,synthetic
1870,RR,322,DOA,DOA Approval,2025-12-24T23:09:36.211764+00:00,2025-12-27T23:09:36.211764+00:00,COMPLETED,3,synthetic
1871,RR,322,MRP,MRP Processing,2025-12-27T23:09:36.211764+00:00,2025-12-28T23:09:36.211764+00:00,COMPLETED,,synthetic
1872,PR,274,PR_CREATED,PR Created,2025-12-28T23:09:36.211764+00:00,2025-12-28T23:09:36.211764+00:00,COMPLETED,12,synthetic
1873,PR,274,NFA,NFA Approval,2025-12-29T23:09:36.211764+00:00,2026-01-01T23:09:36.211764+00:00,COMPLETED,3,synthetic
1874,PR,274,PO_CREATED,PO Created,2026-01-02T23:09:36.211764+00:00,2026-01-02T23:09:36.211764+00:00,COMPLETED,12,synthetic
1875,RR,323,RR_CREATED,RR Created,2026-08-08T08:09:36.211764+00:00,2026-08-08T08:09:36.211764+00:00,COMPLETED,3,synthetic
1876,RR,323,DOA,DOA Approval,2026-08-08T08:09:36.211764+00:00,2026-08-11T08:09:36.211764+00:00,COMPLETED,15,synthetic
1877,RR,323,MRP,MRP Processing,2026-08-11T08:09:36.211764+00:00,2026-08-14T08:09:36.211764+00:00,COMPLETED,,synthetic
1878,PR,275,PR_CREATED,PR Created,2026-08-14T08:09:36.211764+00:00,2026-08-14T08:09:36.211764+00:00,COMPLETED,24,synthetic
1879,PR,275,RFQ,RFQ,2026-08-15T08:09:36.211764+00:00,2026-08-21T08:09:36.211764+00:00,COMPLETED,24,synthetic
1880,PR,275,NFA,NFA Approval,2026-08-22T08:09:36.211764+00:00,2026-08-25T08:09:36.211764+00:00,COMPLETED,15,synthetic
1881,PR,275,PO_CREATED,PO Created,2026-08-26T08:09:36.211764+00:00,2026-08-26T08:09:36.211764+00:00,COMPLETED,24,synthetic
1882,RR,324,RR_CREATED,RR Created,2026-03-19T15:09:36.211764+00:00,2026-03-19T15:09:36.211764+00:00,COMPLETED,18,synthetic
1883,RR,324,DOA,DOA Approval,2026-03-19T15:09:36.211764+00:00,2026-03-21T15:09:36.211764+00:00,COMPLETED,2,synthetic
1884,RR,324,MRP,MRP Processing,2026-03-21T15:09:36.211764+00:00,2026-03-22T15:09:36.211764+00:00,COMPLETED,,synthetic
1885,PR,276,PR_CREATED,PR Created,2026-03-22T15:09:36.211764+00:00,2026-03-22T15:09:36.211764+00:00,COMPLETED,13,synthetic
1886,PR,276,RFQ,RFQ,2026-03-23T15:09:36.211764+00:00,2026-04-01T15:09:36.211764+00:00,COMPLETED,13,synthetic
1887,PR,276,ARIBA,Ariba Event,2026-04-02T15:09:36.211764+00:00,2026-04-08T15:09:36.211764+00:00,COMPLETED,13,synthetic
1888,PR,276,AUCTION,Auction,2026-04-09T02:09:36.211764+00:00,2026-04-09T07:09:36.211764+00:00,COMPLETED,13,synthetic
1889,PR,276,PO_CREATED,PO Created,2026-04-10T07:09:36.211764+00:00,2026-04-10T07:09:36.211764+00:00,COMPLETED,13,synthetic
1890,RR,325,RR_CREATED,RR Created,2026-02-05T19:09:36.211764+00:00,2026-02-05T19:09:36.211764+00:00,COMPLETED,10,synthetic
1891,RR,325,DOA,DOA Approval,2026-02-05T19:09:36.211764+00:00,2026-02-07T19:09:36.211764+00:00,COMPLETED,2,synthetic
1892,RR,325,MRP,MRP Processing,2026-02-07T19:09:36.211764+00:00,2026-02-08T19:09:36.211764+00:00,COMPLETED,,synthetic
1893,PR,277,PR_CREATED,PR Created,2026-02-08T19:09:36.211764+00:00,2026-02-08T19:09:36.211764+00:00,COMPLETED,5,synthetic
1894,PR,277,PO_CREATED,PO Created,2026-02-09T19:09:36.211764+00:00,2026-02-09T19:09:36.211764+00:00,COMPLETED,5,synthetic
1895,RR,326,RR_CREATED,RR Created,2026-01-28T10:09:36.211764+00:00,2026-01-28T10:09:36.211764+00:00,COMPLETED,11,synthetic
1896,RR,326,DOA,DOA Approval,2026-01-28T10:09:36.211764+00:00,2026-02-01T10:09:36.211764+00:00,COMPLETED,15,synthetic
1897,RR,326,MRP,MRP Processing,2026-02-01T10:09:36.211764+00:00,2026-02-02T10:09:36.211764+00:00,COMPLETED,,synthetic
1898,PR,278,PR_CREATED,PR Created,2026-02-02T10:09:36.211764+00:00,2026-02-02T10:09:36.211764+00:00,COMPLETED,12,synthetic
1899,PR,278,RFQ,RFQ,2026-02-03T10:09:36.211764+00:00,2026-02-12T10:09:36.211764+00:00,COMPLETED,12,synthetic
1900,PR,278,NFA,NFA Approval,2026-02-13T10:09:36.211764+00:00,2026-03-04T10:09:36.211764+00:00,COMPLETED,15,synthetic
1901,PR,278,PO_CREATED,PO Created,2026-03-05T10:09:36.211764+00:00,2026-03-05T10:09:36.211764+00:00,COMPLETED,12,synthetic
1902,RR,327,RR_CREATED,RR Created,2026-02-01T07:09:36.211764+00:00,2026-02-01T07:09:36.211764+00:00,COMPLETED,10,synthetic
1903,RR,327,DOA,DOA Approval,2026-02-01T07:09:36.211764+00:00,2026-02-05T07:09:36.211764+00:00,COMPLETED,2,synthetic
1904,RR,327,MRP,MRP Processing,2026-02-05T07:09:36.211764+00:00,2026-02-06T07:09:36.211764+00:00,COMPLETED,,synthetic
1905,PR,279,PR_CREATED,PR Created,2026-02-06T07:09:36.211764+00:00,2026-02-06T07:09:36.211764+00:00,COMPLETED,5,synthetic
1906,PR,279,RFQ,RFQ,2026-02-07T07:09:36.211764+00:00,2026-02-14T07:09:36.211764+00:00,COMPLETED,5,synthetic
1907,PR,279,PO_CREATED,PO Created,2026-02-15T07:09:36.211764+00:00,2026-02-15T07:09:36.211764+00:00,COMPLETED,5,synthetic
1908,RR,328,RR_CREATED,RR Created,2026-04-25T01:09:36.211764+00:00,2026-04-25T01:09:36.211764+00:00,COMPLETED,8,synthetic
1909,RR,328,DOA,DOA Approval,2026-04-25T01:09:36.211764+00:00,2026-04-27T01:09:36.211764+00:00,COMPLETED,3,synthetic
1910,RR,328,MRP,MRP Processing,2026-04-27T01:09:36.211764+00:00,2026-04-29T01:09:36.211764+00:00,COMPLETED,,synthetic
1911,PR,280,PR_CREATED,PR Created,2026-04-29T01:09:36.211764+00:00,2026-04-29T01:09:36.211764+00:00,COMPLETED,13,synthetic
1912,PR,280,RFQ,RFQ,2026-04-30T01:09:36.211764+00:00,2026-05-06T01:09:36.211764+00:00,COMPLETED,13,synthetic
1913,PR,280,ARIBA,Ariba Event,2026-05-07T01:09:36.211764+00:00,2026-05-11T01:09:36.211764+00:00,COMPLETED,13,synthetic
1914,PR,280,AUCTION,Auction,2026-05-11T21:09:36.211764+00:00,2026-05-12T03:09:36.211764+00:00,COMPLETED,13,synthetic
1915,PR,280,NFA,NFA Approval,2026-05-13T03:09:36.211764+00:00,2026-05-15T03:09:36.211764+00:00,COMPLETED,15,synthetic
1916,PR,280,PO_CREATED,PO Created,2026-05-16T03:09:36.211764+00:00,2026-05-16T03:09:36.211764+00:00,COMPLETED,13,synthetic
1917,RR,329,RR_CREATED,RR Created,2026-03-01T20:09:36.211764+00:00,2026-03-01T20:09:36.211764+00:00,COMPLETED,24,synthetic
1918,RR,329,DOA,DOA Approval,2026-03-01T20:09:36.211764+00:00,2026-03-03T20:09:36.211764+00:00,COMPLETED,15,synthetic
1919,RR,329,MRP,MRP Processing,2026-03-03T20:09:36.211764+00:00,2026-03-05T20:09:36.211764+00:00,COMPLETED,,synthetic
1920,PR,281,PR_CREATED,PR Created,2026-03-05T20:09:36.211764+00:00,2026-03-05T20:09:36.211764+00:00,COMPLETED,5,synthetic
1921,PR,281,RFQ,RFQ,2026-03-06T20:09:36.211764+00:00,2026-03-15T20:09:36.211764+00:00,COMPLETED,5,synthetic
1922,PR,281,ARIBA,Ariba Event,2026-03-16T20:09:36.211764+00:00,2026-04-05T20:09:36.211764+00:00,COMPLETED,5,synthetic
1923,PR,281,NFA,NFA Approval,2026-04-06T20:09:36.211764+00:00,2026-04-11T20:09:36.211764+00:00,COMPLETED,3,synthetic
1924,PR,281,PO_CREATED,PO Created,2026-04-12T20:09:36.211764+00:00,2026-04-12T20:09:36.211764+00:00,COMPLETED,5,synthetic
1925,RR,330,RR_CREATED,RR Created,2025-12-19T17:09:36.211764+00:00,2025-12-19T17:09:36.211764+00:00,COMPLETED,15,synthetic
1926,RR,330,DOA,DOA Approval,2025-12-19T17:09:36.211764+00:00,2025-12-21T17:09:36.211764+00:00,COMPLETED,3,synthetic
1927,RR,330,MRP,MRP Processing,2025-12-21T17:09:36.211764+00:00,2025-12-22T17:09:36.211764+00:00,COMPLETED,,synthetic
1928,PR,282,PR_CREATED,PR Created,2025-12-22T17:09:36.211764+00:00,2025-12-22T17:09:36.211764+00:00,COMPLETED,13,synthetic
1929,PR,282,RFQ,RFQ,2025-12-23T17:09:36.211764+00:00,2025-12-31T17:09:36.211764+00:00,COMPLETED,13,synthetic
1930,PR,282,NFA,NFA Approval,2026-01-01T17:09:36.211764+00:00,2026-01-06T17:09:36.211764+00:00,COMPLETED,15,synthetic
1931,PR,282,PO_CREATED,PO Created,2026-01-07T17:09:36.211764+00:00,2026-01-07T17:09:36.211764+00:00,COMPLETED,13,synthetic
