id,recipient_id,type,title,message,status,related_entity_type,related_entity_id,created_at,read_at
352,11,APPROVAL_RESULT,RR-1206 approved,Your requisition was approved at DOA.,READ,RR,206,2026-07-11T02:18:35.097269+00:00,2026-07-11T10:18:35.097269+00:00
353,11,PO_CREATED,PO-3190 created,A purchase order has been created for your requisition.,READ,PO,190,2026-07-14T02:18:35.097269+00:00,2026-07-14T05:18:35.097269+00:00
354,3,APPROVAL_REQUEST,DOA approval needed: RR-1207,A requisition is waiting on your DOA approval.,UNREAD,RR,207,2026-08-12T08:18:35.097269+00:00,
355,16,APPROVAL_RESULT,RR-1208 approved,Your requisition was approved at DOA.,READ,RR,208,2026-07-05T18:18:35.097269+00:00,2026-07-06T20:18:35.097269+00:00
356,16,PO_CREATED,PO-3191 created,A purchase order has been created for your requisition.,READ,PO,191,2026-07-20T17:18:35.097269+00:00,2026-07-21T03:18:35.097269+00:00
357,2,APPROVAL_REQUEST,DOA approval needed: RR-1209,A requisition is waiting on your DOA approval.,UNREAD,RR,209,2026-08-10T08:18:35.097269+00:00,
358,11,APPROVAL_RESULT,RR-1210 approved,Your requisition was approved at DOA.,UNREAD,RR,210,2026-07-18T01:18:35.097269+00:00,
359,11,PO_CREATED,PO-3192 created,A purchase order has been created for your requisition.,UNREAD,PO,192,2026-08-21T01:18:35.097269+00:00,
360,4,APPROVAL_RESULT,RR-1211 approved,Your requisition was approved at DOA.,READ,RR,211,2026-08-13T03:18:35.097269+00:00,2026-08-13T04:18:35.097269+00:00
361,4,PO_CREATED,PO-3193 created,A purchase order has been created for your requisition.,UNREAD,PO,193,2026-08-16T03:18:35.097269+00:00,
362,12,APPROVAL_RESULT,RR-1212 approved,Your requisition was approved at DOA.,READ,RR,212,2025-12-29T00:18:35.097269+00:00,2025-12-29T10:18:35.097269+00:00
363,12,PO_CREATED,PO-3194 created,A purchase order has been created for your requisition.,READ,PO,194,2026-01-28T00:18:35.097269+00:00,2026-01-28T21:18:35.097269+00:00
364,10,APPROVAL_RESULT,RR-1213 approved,Your requisition was approved at DOA.,READ,RR,213,2026-03-08T13:18:35.097269+00:00,2026-03-08T21:18:35.097269+00:00
365,10,PO_CREATED,PO-3195 created,A purchase order has been created for your requisition.,READ,PO,195,2026-03-19T13:18:35.097269+00:00,2026-03-20T05:18:35.097269+00:00
366,8,APPROVAL_RESULT,RR-1215 approved,Your requisition was approved at DOA.,UNREAD,RR,215,2025-12-29T11:18:35.097269+00:00,
367,8,PO_CREATED,PO-3196 created,A purchase order has been created for your requisition.,READ,PO,196,2026-01-17T11:18:35.097269+00:00,2026-01-18T06:18:35.097269+00:00
368,8,APPROVAL_RESULT,RR-1216 approved,Your requisition was approved at DOA.,READ,RR,216,2026-08-17T16:18:35.097269+00:00,2026-08-18T21:18:35.097269+00:00
369,8,PO_CREATED,PO-3197 created,A purchase order has been created for your requisition.,READ,PO,197,2026-09-04T16:18:35.097269+00:00,2026-09-05T21:18:35.097269+00:00
370,3,APPROVAL_RESULT,RR-1217 approved,Your requisition was approved at DOA.,UNREAD,RR,217,2026-05-26T13:18:35.097269+00:00,
371,3,PO_CREATED,PO-3198 created,A purchase order has been created for your requisition.,UNREAD,PO,198,2026-07-12T03:18:35.097269+00:00,
372,22,APPROVAL_RESULT,RR-1218 approved,Your requisition was approved at DOA.,UNREAD,RR,218,2026-06-30T22:18:35.097269+00:00,
373,22,PO_CREATED,PO-3199 created,A purchase order has been created for your requisition.,UNREAD,PO,199,2026-07-02T22:18:35.097269+00:00,
374,3,APPROVAL_RESULT,RR-1219 approved,Your requisition was approved at DOA.,READ,RR,219,2026-03-22T20:18:35.097269+00:00,2026-03-23T23:18:35.097269+00:00
375,3,PO_CREATED,PO-3200 created,A purchase order has been created for your requisition.,READ,PO,200,2026-04-04T20:18:35.097269+00:00,2026-04-05T06:18:35.097269+00:00
376,19,APPROVAL_RESULT,RR-1220 approved,Your requisition was approved at DOA.,UNREAD,RR,220,2026-08-09T19:18:35.097269+00:00,
377,19,PO_CREATED,PO-3201 created,A purchase order has been created for your requisition.,READ,PO,201,2026-08-23T19:18:35.097269+00:00,2026-08-24T22:18:35.097269+00:00
378,15,APPROVAL_RESULT,RR-1221 approved,Your requisition was approved at DOA.,UNREAD,RR,221,2026-05-31T02:18:35.097269+00:00,
379,15,PO_CREATED,PO-3202 created,A purchase order has been created for your requisition.,READ,PO,202,2026-07-10T02:18:35.097269+00:00,2026-07-10T09:18:35.097269+00:00
380,15,APPROVAL_REQUEST,DOA approval needed: RR-1222,A requisition is waiting on your DOA approval.,UNREAD,RR,222,2026-07-06T04:18:35.097269+00:00,
381,1,APPROVAL_RESULT,RR-1223 approved,Your requisition was approved at DOA.,UNREAD,RR,223,2026-04-23T19:18:35.097269+00:00,
382,1,PO_CREATED,PO-3203 created,A purchase order has been created for your requisition.,READ,PO,203,2026-05-17T18:18:35.097269+00:00,2026-05-18T12:18:35.097269+00:00
383,3,APPROVAL_REQUEST,DOA approval needed: RR-1225,A requisition is waiting on your DOA approval.,UNREAD,RR,225,2026-08-21T04:18:35.097269+00:00,
384,15,APPROVAL_REQUEST,DOA approval needed: RR-1226,A requisition is waiting on your DOA approval.,UNREAD,RR,226,2026-08-11T09:18:35.097269+00:00,
385,3,APPROVAL_REQUEST,DOA approval needed: RR-1227,A requisition is waiting on your DOA approval.,UNREAD,RR,227,2026-05-12T23:18:35.097269+00:00,
386,23,APPROVAL_RESULT,RR-1228 approved,Your requisition was approved at DOA.,READ,RR,228,2026-04-04T23:18:35.097269+00:00,2026-04-05T13:18:35.097269+00:00
387,23,PO_CREATED,PO-3204 created,A purchase order has been created for your requisition.,READ,PO,204,2026-04-12T23:18:35.097269+00:00,2026-04-14T03:18:35.097269+00:00
388,22,APPROVAL_RESULT,RR-1229 approved,Your requisition was approved at DOA.,READ,RR,229,2026-06-13T00:18:35.097269+00:00,2026-06-13T17:18:35.097269+00:00
389,22,PO_CREATED,PO-3205 created,A purchase order has been created for your requisition.,UNREAD,PO,205,2026-07-18T16:18:35.097269+00:00,
390,14,APPROVAL_RESULT,RR-1230 approved,Your requisition was approved at DOA.,UNREAD,RR,230,2026-03-25T20:18:35.097269+00:00,
391,14,PO_CREATED,PO-3206 created,A purchase order has been created for your requisition.,READ,PO,206,2026-04-04T20:18:35.097269+00:00,2026-04-05T00:18:35.097269+00:00
392,1,APPROVAL_RESULT,RR-1231 approved,Your requisition was approved at DOA.,READ,RR,231,2026-08-06T17:18:35.097269+00:00,2026-08-07T06:18:35.097269+00:00
393,1,PO_CREATED,PO-3207 created,A purchase order has been created for your requisition.,UNREAD,PO,207,2026-08-25T17:18:35.097269+00:00,
394,2,APPROVAL_RESULT,RR-1232 approved,Your requisition was approved at DOA.,READ,RR,232,2026-04-17T13:18:35.097269+00:00,2026-04-18T05:18:35.097269+00:00
395,2,PO_CREATED,PO-3208 created,A purchase order has been created for your requisition.,READ,PO,208,2026-06-02T13:18:35.097269+00:00,2026-06-03T11:18:35.097269+00:00
396,22,APPROVAL_RESULT,RR-1233 approved,Your requisition was approved at DOA.,UNREAD,RR,233,2026-04-15T13:18:35.097269+00:00,
397,11,APPROVAL_RESULT,RR-1235 approved,Your requisition was approved at DOA.,READ,RR,235,2026-02-24T10:18:35.097269+00:00,2026-02-24T13:18:35.097269+00:00
398,11,PO_CREATED,PO-3209 created,A purchase order has been created for your requisition.,READ,PO,209,2026-03-05T10:18:35.097269+00:00,2026-03-05T13:18:35.097269+00:00
399,19,APPROVAL_RESULT,RR-1236 approved,Your requisition was approved at DOA.,READ,RR,236,2026-07-11T04:18:35.097269+00:00,2026-07-11T06:18:35.097269+00:00
400,19,PO_CREATED,PO-3210 created,A purchase order has been created for your requisition.,UNREAD,PO,210,2026-08-24T04:18:35.097269+00:00,
401,15,APPROVAL_REQUEST,DOA approval needed: RR-1237,A requisition is waiting on your DOA approval.,UNREAD,RR,237,2026-08-11T19:18:35.097269+00:00,
402,12,APPROVAL_RESULT,RR-1238 approved,Your requisition was approved at DOA.,UNREAD,RR,238,2026-01-11T06:18:35.097269+00:00,
403,12,PO_CREATED,PO-3211 created,A purchase order has been created for your requisition.,READ,PO,211,2026-01-18T06:18:35.097269+00:00,2026-01-18T11:18:35.097269+00:00
404,2,APPROVAL_REQUEST,DOA approval needed: RR-1239,A requisition is waiting on your DOA approval.,UNREAD,RR,239,2026-08-21T02:18:35.097269+00:00,
405,3,APPROVAL_RESULT,RR-1240 approved,Your requisition was approved at DOA.,UNREAD,RR,240,2026-08-13T09:18:35.097269+00:00,
406,3,PO_CREATED,PO-3212 created,A purchase order has been created for your requisition.,UNREAD,PO,212,2026-08-23T09:18:35.097269+00:00,
407,11,APPROVAL_RESULT,RR-1241 approved,Your requisition was approved at DOA.,READ,RR,241,2026-05-22T07:18:35.097269+00:00,2026-05-22T18:18:35.097269+00:00
408,11,PO_CREATED,PO-3213 created,A purchase order has been created for your requisition.,UNREAD,PO,213,2026-06-04T07:18:35.097269+00:00,
409,21,APPROVAL_RESULT,RR-1243 approved,Your requisition was approved at DOA.,READ,RR,243,2025-12-18T00:18:35.097269+00:00,2025-12-18T10:18:35.097269+00:00
410,21,PO_CREATED,PO-3214 created,A purchase order has been created for your requisition.,READ,PO,214,2026-02-08T00:18:35.097269+00:00,2026-02-08T18:18:35.097269+00:00
411,3,APPROVAL_REQUEST,DOA approval needed: RR-1244,A requisition is waiting on your DOA approval.,UNREAD,RR,244,2026-04-06T09:18:35.097269+00:00,
412,8,APPROVAL_RESULT,RR-1245 approved,Your requisition was approved at DOA.,READ,RR,245,2026-01-10T14:18:35.097269+00:00,2026-01-11T16:18:35.097269+00:00
413,8,PO_CREATED,PO-3215 created,A purchase order has been created for your requisition.,UNREAD,PO,215,2026-01-27T14:18:35.097269+00:00,
414,8,APPROVAL_RESULT,RR-1246 approved,Your requisition was approved at DOA.,READ,RR,246,2026-02-21T07:18:35.097269+00:00,2026-02-21T13:18:35.097269+00:00
415,8,PO_CREATED,PO-3216 created,A purchase order has been created for your requisition.,UNREAD,PO,216,2026-03-03T07:18:35.097269+00:00,
416,8,APPROVAL_RESULT,RR-1247 approved,Your requisition was approved at DOA.,UNREAD,RR,247,2026-02-16T23:18:35.097269+00:00,
417,8,PO_CREATED,PO-3217 created,A purchase order has been created for your requisition.,UNREAD,PO,217,2026-03-03T23:18:35.097269+00:00,
418,3,APPROVAL_REQUEST,DOA approval needed: RR-1248,A requisition is waiting on your DOA approval.,UNREAD,RR,248,2026-07-03T15:18:35.097269+00:00,
419,19,APPROVAL_RESULT,RR-1249 approved,Your requisition was approved at DOA.,READ,RR,249,2026-04-19T03:18:35.097269+00:00,2026-04-19T12:18:35.097269+00:00
420,19,PO_CREATED,PO-3218 created,A purchase order has been created for your requisition.,UNREAD,PO,218,2026-06-03T16:18:35.097269+00:00,
421,11,APPROVAL_RESULT,RR-1250 approved,Your requisition was approved at DOA.,READ,RR,250,2026-07-22T09:18:35.097269+00:00,2026-07-23T14:18:35.097269+00:00
422,1,APPROVAL_RESULT,RR-1251 approved,Your requisition was approved at DOA.,UNREAD,RR,251,2026-03-07T21:18:35.097269+00:00,
423,1,PO_CREATED,PO-3219 created,A purchase order has been created for your requisition.,READ,PO,219,2026-03-11T21:18:35.097269+00:00,2026-03-12T04:18:35.097269+00:00
424,19,APPROVAL_RESULT,RR-1252 approved,Your requisition was approved at DOA.,READ,RR,252,2026-07-04T02:18:35.097269+00:00,2026-07-04T09:18:35.097269+00:00
425,24,APPROVAL_RESULT,RR-1253 approved,Your requisition was approved at DOA.,READ,RR,253,2026-02-22T18:18:35.097269+00:00,2026-02-23T09:18:35.097269+00:00
426,24,PO_CREATED,PO-3220 created,A purchase order has been created for your requisition.,READ,PO,220,2026-03-03T18:18:35.097269+00:00,2026-03-04T18:18:35.097269+00:00
427,7,APPROVAL_RESULT,RR-1254 approved,Your requisition was approved at DOA.,READ,RR,254,2026-08-19T00:18:35.097269+00:00,2026-08-20T03:18:35.097269+00:00
428,7,PO_CREATED,PO-3221 created,A purchase order has been created for your requisition.,UNREAD,PO,221,2026-08-21T00:18:35.097269+00:00,
429,11,APPROVAL_RESULT,RR-1255 approved,Your requisition was approved at DOA.,READ,RR,255,2026-03-17T14:18:35.097269+00:00,2026-03-17T21:18:35.097269+00:00
430,11,PO_CREATED,PO-3222 created,A purchase order has been created for your requisition.,UNREAD,PO,222,2026-04-08T07:18:35.097269+00:00,
431,9,APPROVAL_RESULT,RR-1257 approved,Your requisition was approved at DOA.,READ,RR,257,2026-07-05T19:18:35.097269+00:00,2026-07-06T21:18:35.097269+00:00
432,9,PO_CREATED,PO-3223 created,A purchase order has been created for your requisition.,UNREAD,PO,223,2026-07-22T19:18:35.097269+00:00,
433,18,APPROVAL_RESULT,RR-1258 approved,Your requisition was approved at DOA.,READ,RR,258,2026-05-30T23:18:35.097269+00:00,2026-05-31T22:18:35.097269+00:00
434,13,APPROVAL_RESULT,RR-1259 approved,Your requisition was approved at DOA.,UNREAD,RR,259,2026-05-12T08:18:35.097269+00:00,
435,13,PO_CREATED,PO-3224 created,A purchase order has been created for your requisition.,UNREAD,PO,224,2026-05-21T08:18:35.097269+00:00,
436,6,APPROVAL_RESULT,RR-1260 approved,Your requisition was approved at DOA.,READ,RR,260,2026-07-04T12:18:35.097269+00:00,2026-07-05T10:18:35.097269+00:00
437,6,PO_CREATED,PO-3225 created,A purchase order has been created for your requisition.,UNREAD,PO,225,2026-07-30T12:18:35.097269+00:00,
438,6,APPROVAL_RESULT,RR-1261 approved,Your requisition was approved at DOA.,READ,RR,261,2026-01-21T20:18:35.097269+00:00,2026-01-22T19:18:35.097269+00:00
439,6,PO_CREATED,PO-3226 created,A purchase order has been created for your requisition.,READ,PO,226,2026-02-01T20:18:35.097269+00:00,2026-02-02T08:18:35.097269+00:00
440,7,APPROVAL_RESULT,RR-1262 approved,Your requisition was approved at DOA.,READ,RR,262,2026-01-20T12:18:35.097269+00:00,2026-01-20T18:18:35.097269+00:00
441,7,PO_CREATED,PO-3227 created,A purchase order has been created for your requisition.,UNREAD,PO,227,2026-02-18T08:18:35.097269+00:00,
442,17,APPROVAL_RESULT,RR-1263 approved,Your requisition was approved at DOA.,UNREAD,RR,263,2026-05-30T22:18:35.097269+00:00,
443,17,PO_CREATED,PO-3228 created,A purchase order has been created for your requisition.,UNREAD,PO,228,2026-07-08T09:18:35.097269+00:00,
444,6,APPROVAL_RESULT,RR-1264 approved,Your requisition was approved at DOA.,READ,RR,264,2026-06-16T16:18:35.097269+00:00,2026-06-17T11:18:35.097269+00:00
445,6,PO_CREATED,PO-3229 created,A purchase order has been created for your requisition.,READ,PO,229,2026-07-06T14:18:35.097269+00:00,2026-07-07T16:18:35.097269+00:00
446,3,APPROVAL_RESULT,RR-1265 approved,Your requisition was approved at DOA.,READ,RR,265,2026-07-31T05:18:35.097269+00:00,2026-07-31T09:18:35.097269+00:00
447,3,PO_CREATED,PO-3230 created,A purchase order has been created for your requisition.,UNREAD,PO,230,2026-08-08T05:18:35.097269+00:00,
448,1,APPROVAL_RESULT,RR-1266 approved,Your requisition was approved at DOA.,UNREAD,RR,266,2026-05-22T23:18:35.097269+00:00,
449,14,APPROVAL_RESULT,RR-1267 approved,Your requisition was approved at DOA.,READ,RR,267,2026-05-11T04:18:35.097269+00:00,2026-05-11T22:18:35.097269+00:00
450,14,PO_CREATED,PO-3231 created,A purchase order has been created for your requisition.,UNREAD,PO,231,2026-05-18T04:18:35.097269+00:00,
451,22,APPROVAL_RESULT,RR-1268 approved,Your requisition was approved at DOA.,UNREAD,RR,268,2026-07-14T06:18:35.097269+00:00,
452,6,APPROVAL_RESULT,RR-1269 approved,Your requisition was approved at DOA.,UNREAD,RR,269,2026-06-25T07:18:35.097269+00:00,
453,6,PO_CREATED,PO-3232 created,A purchase order has been created for your requisition.,UNREAD,PO,232,2026-07-28T07:18:35.097269+00:00,
454,20,APPROVAL_RESULT,RR-1270 approved,Your requisition was approved at DOA.,UNREAD,RR,270,2026-05-27T12:18:35.097269+00:00,
455,20,PO_CREATED,PO-3233 created,A purchase order has been created for your requisition.,READ,PO,233,2026-06-01T12:18:35.097269+00:00,2026-06-01T18:18:35.097269+00:00
456,15,APPROVAL_RESULT,RR-1271 approved,Your requisition was approved at DOA.,READ,RR,271,2026-07-09T14:18:35.097269+00:00,2026-07-09T23:18:35.097269+00:00
457,15,PO_CREATED,PO-3234 created,A purchase order has been created for your requisition.,UNREAD,PO,234,2026-07-18T14:18:35.097269+00:00,
458,16,APPROVAL_RESULT,RR-1272 approved,Your requisition was approved at DOA.,UNREAD,RR,272,2026-08-25T07:18:35.097269+00:00,
459,16,PO_CREATED,PO-3235 created,A purchase order has been created for your requisition.,READ,PO,235,2026-09-04T07:18:35.097269+00:00,2026-09-04T11:18:35.097269+00:00
460,4,APPROVAL_RESULT,RR-1273 approved,Your requisition was approved at DOA.,UNREAD,RR,273,2026-04-27T03:18:35.097269+00:00,
461,14,APPROVAL_RESULT,RR-1274 approved,Your requisition was approved at DOA.,READ,RR,274,2026-01-05T05:18:35.097269+00:00,2026-01-05T12:18:35.097269+00:00
462,14,PO_CREATED,PO-3236 created,A purchase order has been created for your requisition.,READ,PO,236,2026-02-01T14:18:35.097269+00:00,2026-02-01T18:18:35.097269+00:00
463,13,APPROVAL_RESULT,RR-1275 approved,Your requisition was approved at DOA.,UNREAD,RR,275,2025-12-20T02:18:35.097269+00:00,
464,13,PO_CREATED,PO-3237 created,A purchase order has been created for your requisition.,READ,PO,237,2025-12-27T02:18:35.097269+00:00,2025-12-27T08:18:35.097269+00:00
465,23,APPROVAL_RESULT,RR-1276 approved,Your requisition was approved at DOA.,READ,RR,276,2026-02-04T10:18:35.097269+00:00,2026-02-04T11:18:35.097269+00:00
466,23,PO_CREATED,PO-3238 created,A purchase order has been created for your requisition.,READ,PO,238,2026-02-18T10:18:35.097269+00:00,2026-02-19T13:18:35.097269+00:00
467,19,APPROVAL_RESULT,RR-1277 approved,Your requisition was approved at DOA.,READ,RR,277,2026-04-10T17:18:35.097269+00:00,2026-04-11T02:18:35.097269+00:00
468,19,PO_CREATED,PO-3239 created,A purchase order has been created for your requisition.,READ,PO,239,2026-04-27T17:18:35.097269+00:00,2026-04-27T19:18:35.097269+00:00
469,2,APPROVAL_RESULT,RR-1278 approved,Your requisition was approved at DOA.,UNREAD,RR,278,2026-08-28T18:18:35.097269+00:00,
470,2,PO_CREATED,PO-3240 created,A purchase order has been created for your requisition.,READ,PO,240,2026-09-15T18:18:35.097269+00:00,2026-09-16T21:18:35.097269+00:00
471,14,APPROVAL_RESULT,RR-1279 approved,Your requisition was approved at DOA.,READ,RR,279,2026-07-07T12:18:35.097269+00:00,2026-07-07T19:18:35.097269+00:00
472,15,APPROVAL_RESULT,RR-1280 approved,Your requisition was approved at DOA.,UNREAD,RR,280,2026-07-29T18:18:35.097269+00:00,
473,15,PO_CREATED,PO-3241 created,A purchase order has been created for your requisition.,UNREAD,PO,241,2026-08-02T18:18:35.097269+00:00,
474,11,APPROVAL_RESULT,RR-1281 approved,Your requisition was approved at DOA.,READ,RR,281,2026-08-18T17:18:35.097269+00:00,2026-08-19T00:18:35.097269+00:00
475,11,PO_CREATED,PO-3242 created,A purchase order has been created for your requisition.,UNREAD,PO,242,2026-09-07T12:18:35.097269+00:00,
476,13,APPROVAL_RESULT,RR-1282 approved,Your requisition was approved at DOA.,READ,RR,282,2026-05-16T15:18:35.097269+00:00,2026-05-17T09:18:35.097269+00:00
477,13,PO_CREATED,PO-3243 created,A purchase order has been created for your requisition.,UNREAD,PO,243,2026-05-18T15:18:35.097269+00:00,
478,2,APPROVAL_RESULT,RR-1283 approved,Your requisition was approved at DOA.,READ,RR,283,2025-11-30T19:18:35.097269+00:00,2025-11-30T21:18:35.097269+00:00
479,2,PO_CREATED,PO-3244 created,A purchase order has been created for your requisition.,UNREAD,PO,244,2025-12-13T19:18:35.097269+00:00,
480,5,APPROVAL_RESULT,RR-1284 approved,Your requisition was approved at DOA.,READ,RR,284,2026-02-09T03:18:35.097269+00:00,2026-02-09T19:18:35.097269+00:00
481,5,PO_CREATED,PO-3245 created,A purchase order has been created for your requisition.,READ,PO,245,2026-02-27T03:18:35.097269+00:00,2026-02-27T21:18:35.097269+00:00
482,5,APPROVAL_RESULT,RR-1285 approved,Your requisition was approved at DOA.,READ,RR,285,2026-03-05T20:18:35.097269+00:00,2026-03-06T12:18:35.097269+00:00
483,5,PO_CREATED,PO-3246 created,A purchase order has been created for your requisition.,UNREAD,PO,246,2026-04-28T20:18:35.097269+00:00,
484,15,APPROVAL_RESULT,RR-1286 approved,Your requisition was approved at DOA.,READ,RR,286,2026-01-08T06:18:35.097269+00:00,2026-01-09T00:18:35.097269+00:00
485,13,APPROVAL_RESULT,RR-1287 approved,Your requisition was approved at DOA.,READ,RR,287,2026-06-20T11:18:35.097269+00:00,2026-06-20T21:18:35.097269+00:00
486,13,PO_CREATED,PO-3247 created,A purchase order has been created for your requisition.,UNREAD,PO,247,2026-07-05T11:18:35.097269+00:00,
487,22,APPROVAL_RESULT,RR-1288 approved,Your requisition was approved at DOA.,UNREAD,RR,288,2026-01-30T12:18:35.097269+00:00,
488,22,PO_CREATED,PO-3248 created,A purchase order has been created for your requisition.,READ,PO,248,2026-02-07T12:18:35.097269+00:00,2026-02-07T21:18:35.097269+00:00
489,13,APPROVAL_RESULT,RR-1289 approved,Your requisition was approved at DOA.,READ,RR,289,2025-12-27T05:18:35.097269+00:00,2025-12-28T03:18:35.097269+00:00
490,2,APPROVAL_RESULT,RR-1290 approved,Your requisition was approved at DOA.,READ,RR,290,2026-01-10T18:18:35.097269+00:00,2026-01-10T20:18:35.097269+00:00
491,2,PO_CREATED,PO-3249 created,A purchase order has been created for your requisition.,READ,PO,249,2026-03-06T13:18:35.097269+00:00,2026-03-06T19:18:35.097269+00:00
492,12,APPROVAL_RESULT,RR-1291 approved,Your requisition was approved at DOA.,READ,RR,291,2026-07-07T18:18:35.097269+00:00,2026-07-08T14:18:35.097269+00:00
493,12,PO_CREATED,PO-3250 created,A purchase order has been created for your requisition.,READ,PO,250,2026-07-09T18:18:35.097269+00:00,2026-07-09T20:18:35.097269+00:00
494,15,APPROVAL_REQUEST,DOA approval needed: RR-1292,A requisition is waiting on your DOA approval.,UNREAD,RR,292,2026-07-08T00:18:35.097269+00:00,
495,1,APPROVAL_RESULT,RR-1293 approved,Your requisition was approved at DOA.,READ,RR,293,2026-01-17T03:18:35.097269+00:00,2026-01-17T22:18:35.097269+00:00
496,1,PO_CREATED,PO-3251 created,A purchase order has been created for your requisition.,READ,PO,251,2026-01-21T03:18:35.097269+00:00,2026-01-21T21:18:35.097269+00:00
497,11,APPROVAL_RESULT,RR-1294 approved,Your requisition was approved at DOA.,READ,RR,294,2026-05-06T22:18:35.097269+00:00,2026-05-07T00:18:35.097269+00:00
498,11,PO_CREATED,PO-3252 created,A purchase order has been created for your requisition.,UNREAD,PO,252,2026-05-25T22:18:35.097269+00:00,
499,14,APPROVAL_RESULT,RR-1295 approved,Your requisition was approved at DOA.,UNREAD,RR,295,2026-07-17T12:18:35.097269+00:00,
500,14,PO_CREATED,PO-3253 created,A purchase order has been created for your requisition.,UNREAD,PO,253,2026-08-07T12:18:35.097269+00:00,
501,3,APPROVAL_RESULT,RR-1296 approved,Your requisition was approved at DOA.,UNREAD,RR,296,2026-01-21T15:18:35.097269+00:00,
502,3,PO_CREATED,PO-3254 created,A purchase order has been created for your requisition.,UNREAD,PO,254,2026-01-26T15:18:35.097269+00:00,
503,18,APPROVAL_RESULT,RR-1297 approved,Your requisition was approved at DOA.,READ,RR,297,2026-08-12T14:18:35.097269+00:00,2026-08-13T04:18:35.097269+00:00
504,18,PO_CREATED,PO-3255 created,A purchase order has been created for your requisition.,READ,PO,255,2026-08-25T14:18:35.097269+00:00,2026-08-25T20:18:35.097269+00:00
505,3,APPROVAL_RESULT,RR-1298 approved,Your requisition was approved at DOA.,READ,RR,298,2026-08-11T09:18:35.097269+00:00,2026-08-12T02:18:35.097269+00:00
506,3,PO_CREATED,PO-3256 created,A purchase order has been created for your requisition.,READ,PO,256,2026-08-29T09:18:35.097269+00:00,2026-08-29T17:18:35.097269+00:00
507,16,APPROVAL_RESULT,RR-1299 approved,Your requisition was approved at DOA.,READ,RR,299,2026-05-06T04:18:35.097269+00:00,2026-05-07T01:18:35.097269+00:00
508,16,PO_CREATED,PO-3257 created,A purchase order has been created for your requisition.,READ,PO,257,2026-05-21T04:18:35.097269+00:00,2026-05-22T08:18:35.097269+00:00
509,1,APPROVAL_RESULT,RR-1300 approved,Your requisition was approved at DOA.,READ,RR,300,2026-02-13T23:18:35.097269+00:00,2026-02-14T11:18:35.097269+00:00
510,1,PO_CREATED,PO-3258 created,A purchase order has been created for your requisition.,UNREAD,PO,258,2026-03-22T23:18:35.097269+00:00,
511,2,APPROVAL_REQUEST,DOA approval needed: RR-1301,A requisition is waiting on your DOA approval.,UNREAD,RR,301,2026-08-09T05:18:35.097269+00:00,
512,9,APPROVAL_RESULT,RR-1302 approved,Your requisition was approved at DOA.,READ,RR,302,2026-01-27T01:18:35.097269+00:00,2026-01-28T01:18:35.097269+00:00
513,9,PO_CREATED,PO-3259 created,A purchase order has been created for your requisition.,UNREAD,PO,259,2026-03-11T01:18:35.097269+00:00,
514,14,APPROVAL_RESULT,RR-1303 approved,Your requisition was approved at DOA.,READ,RR,303,2026-07-10T03:18:35.097269+00:00,2026-07-11T08:18:35.097269+00:00
515,11,APPROVAL_RESULT,RR-1304 approved,Your requisition was approved at DOA.,READ,RR,304,2026-07-09T04:18:35.097269+00:00,2026-07-10T04:18:35.097269+00:00
516,11,PO_CREATED,PO-3260 created,A purchase order has been created for your requisition.,UNREAD,PO,260,2026-07-15T04:18:35.097269+00:00,
517,1,APPROVAL_RESULT,RR-1305 approved,Your requisition was approved at DOA.,READ,RR,305,2026-07-28T08:18:35.097269+00:00,2026-07-28T21:18:35.097269+00:00
518,1,PO_CREATED,PO-3261 created,A purchase order has been created for your requisition.,UNREAD,PO,261,2026-08-18T08:18:35.097269+00:00,
519,6,APPROVAL_RESULT,RR-1306 approved,Your requisition was approved at DOA.,UNREAD,RR,306,2026-07-20T20:18:35.097269+00:00,
520,6,PO_CREATED,PO-3262 created,A purchase order has been created for your requisition.,READ,PO,262,2026-08-23T06:18:35.097269+00:00,2026-08-24T11:18:35.097269+00:00
521,6,APPROVAL_RESULT,RR-1307 approved,Your requisition was approved at DOA.,READ,RR,307,2026-05-25T07:18:35.097269+00:00,2026-05-26T01:18:35.097269+00:00
522,17,APPROVAL_RESULT,RR-1308 approved,Your requisition was approved at DOA.,UNREAD,RR,308,2026-07-13T13:18:35.097269+00:00,
523,17,PO_CREATED,PO-3263 created,A purchase order has been created for your requisition.,READ,PO,263,2026-08-03T13:18:35.097269+00:00,2026-08-04T05:18:35.097269+00:00
524,20,APPROVAL_RESULT,RR-1309 approved,Your requisition was approved at DOA.,UNREAD,RR,309,2026-06-16T22:18:35.097269+00:00,
525,20,PO_CREATED,PO-3264 created,A purchase order has been created for your requisition.,UNREAD,PO,264,2026-06-24T22:18:35.097269+00:00,
526,22,APPROVAL_RESULT,RR-1311 approved,Your requisition was approved at DOA.,READ,RR,311,2026-01-09T20:18:35.097269+00:00,2026-01-10T21:18:35.097269+00:00
527,22,PO_CREATED,PO-3265 created,A purchase order has been created for your requisition.,UNREAD,PO,265,2026-01-29T06:18:35.097269+00:00,
528,23,APPROVAL_RESULT,RR-1312 approved,Your requisition was approved at DOA.,READ,RR,312,2026-04-28T10:18:35.097269+00:00,2026-04-28T23:18:35.097269+00:00
