id,pr_number,rr_id,creation_date,required_date,status,buyer_id,plant,total_value,source_system,doc_type,duplicate_flag,duplicate_context
350,PR-2350,359,2026-04-25,2026-05-17,PO_CREATED,24,Gamsberg,467818.12,synthetic,NEW_BUY,false,
351,PR-2351,360,2026-06-20,2026-07-23,PO_CREATED,12,BMM,305093.88,synthetic,NEW_BUY,false,
352,PR-2352,361,2026-08-20,2026-09-12,PO_CREATED,5,BMM,40152.3,synthetic,NEW_BUY,true,"{""detected_at"": ""2026-08-16T12:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-08-07"", ""chains"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""material_group"": ""Valves"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2036"", ""repair_pr_id"": 36, ""repair_po_number"": ""RPO-3032"", ""repair_po_id"": 32, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 14358.4, ""opened_at"": ""2026-06-24"", ""expected_return"": ""2026-08-07"", ""days_open"": 63, ""days_overdue"": 19, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}"
353,PR-2353,362,2026-05-17,2026-06-11,PO_CREATED,13,BMM,174303.39,synthetic,NEW_BUY,false,
354,PR-2354,363,2026-04-15,2026-05-29,PO_CREATED,12,BMM,1400827.0,synthetic,NEW_BUY,false,
355,PR-2355,364,2026-01-10,2026-01-20,REJECTED,24,Gamsberg,506747.4,synthetic,NEW_BUY,false,
356,PR-2356,366,2026-03-28,2026-05-07,PO_CREATED,12,Gamsberg,150557.85,synthetic,NEW_BUY,false,
357,PR-2357,367,2026-02-03,2026-02-15,PO_CREATED,12,Gamsberg,483561.26,synthetic,NEW_BUY,false,
358,PR-2358,368,2026-04-27,2026-05-29,PO_CREATED,13,BMM,1619762.04,synthetic,NEW_BUY,false,
359,PR-2359,369,2026-06-03,2026-05-29,PO_CREATED,13,Gamsberg,13161.52,synthetic,NEW_BUY,false,
360,PR-2360,370,2026-02-13,2026-04-01,PO_CREATED,12,Gamsberg,4454312.0,synthetic,NEW_BUY,false,
361,PR-2361,371,2026-04-03,2026-05-02,PO_CREATED,12,BMM,1402863.11,synthetic,NEW_BUY,false,
362,PR-2362,372,2026-04-07,2026-04-20,PO_CREATED,24,Gamsberg,7092280.26,synthetic,NEW_BUY,false,
363,PR-2363,373,2026-04-18,2026-06-03,AWAITING_RFQ,13,Gamsberg,114904.59,synthetic,NEW_BUY,false,
364,PR-2364,374,2026-06-24,2026-07-26,PO_CREATED,13,Gamsberg,2279096.64,synthetic,NEW_BUY,false,
365,PR-2365,375,2026-01-26,2026-02-18,PO_CREATED,5,Gamsberg,309530.9,synthetic,NEW_BUY,false,
366,PR-2366,376,2026-05-10,2026-06-10,PO_CREATED,5,Gamsberg,25178.84,synthetic,NEW_BUY,false,
367,PR-2367,377,2025-12-01,2026-01-02,PO_CREATED,5,Gamsberg,175799.4,synthetic,NEW_BUY,false,
368,PR-2368,378,2026-04-26,2026-06-06,PO_CREATED,24,Gamsberg,1848928.25,synthetic,NEW_BUY,false,
369,PR-2369,379,2026-08-14,2026-08-29,PO_CREATED,5,Gamsberg,781482.0,synthetic,NEW_BUY,false,
370,PR-2370,380,2026-01-11,2026-01-16,PO_CREATED,24,Gamsberg,1424797.44,synthetic,NEW_BUY,false,
371,PR-2371,382,2026-08-15,2026-10-02,PO_CREATED,13,Gamsberg,1189618.72,synthetic,NEW_BUY,true,"{""detected_at"": ""2026-08-09T23:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-10-03"", ""chains"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""material_group"": ""Motors"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2039"", ""repair_pr_id"": 39, ""repair_po_number"": ""RPO-3035"", ""repair_po_id"": 35, ""supplier_id"": 3, ""vendor"": ""Springbok Engineering Supplies (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 57892.0, ""opened_at"": ""2026-08-16"", ""expected_return"": ""2026-10-03"", ""days_open"": 10, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}"
372,PR-2372,383,2026-03-18,2026-05-13,PO_CREATED,5,Gamsberg,1150351.49,synthetic,NEW_BUY,false,
373,PR-2373,387,2026-06-08,2026-07-15,PO_CREATED,13,Gamsberg,2024619.88,synthetic,NEW_BUY,false,
374,PR-2374,388,2026-04-09,2026-04-27,PO_CREATED,24,BMM,2261879.02,synthetic,NEW_BUY,false,
375,PR-2375,389,2026-04-27,2026-06-16,PO_CREATED,12,Gamsberg,1322371.81,synthetic,NEW_BUY,false,
376,PR-2376,390,2026-04-16,2026-06-05,PO_CREATED,12,Gamsberg,514829.36,synthetic,NEW_BUY,false,
377,PR-2377,391,2026-02-04,2026-03-08,PO_CREATED,13,Gamsberg,1805672.76,synthetic,NEW_BUY,false,
378,PR-2378,392,2026-05-09,2026-06-22,PO_CREATED,5,BMM,857714.24,synthetic,NEW_BUY,false,
379,PR-2379,393,2026-03-14,2026-03-04,AWAITING_PO,13,Gamsberg,438466.92,synthetic,NEW_BUY,false,
380,PR-2380,394,2026-04-02,2026-05-24,PO_CREATED,24,BMM,2101.78,synthetic,NEW_BUY,false,
381,PR-2381,395,2026-04-29,2026-06-16,PO_CREATED,12,BMM,589418.56,synthetic,NEW_BUY,false,
382,PR-2382,396,2026-07-29,2026-09-05,AWAITING_RFQ,13,Gamsberg,576354.99,synthetic,NEW_BUY,false,
383,PR-2383,397,2026-03-25,2026-04-27,PO_CREATED,24,BMM,457242.75,synthetic,NEW_BUY,false,
384,PR-2384,398,2026-04-08,2026-05-06,PO_CREATED,12,BMM,2188241.81,synthetic,NEW_BUY,false,
385,PR-2385,399,2026-04-22,2026-06-12,PO_CREATED,24,Gamsberg,3003124.33,synthetic,NEW_BUY,false,
386,PR-2386,400,2026-05-16,2026-06-17,PO_CREATED,12,BMM,862541.61,synthetic,NEW_BUY,false,
387,PR-2387,401,2026-06-22,2026-07-04,PO_CREATED,13,BMM,43974.42,synthetic,NEW_BUY,false,
388,PR-2388,402,2026-05-17,2026-06-12,PO_CREATED,5,Gamsberg,2367979.22,synthetic,NEW_BUY,false,
389,PR-2389,403,2026-05-05,2026-06-23,PO_CREATED,24,BMM,2758799.36,synthetic,NEW_BUY,false,
390,PR-2390,404,2026-01-05,2026-01-23,PO_CREATED,5,BMM,443369.88,synthetic,NEW_BUY,false,
391,PR-2391,405,2026-08-24,2026-09-05,PO_CREATED,12,Gamsberg,686623.6,synthetic,NEW_BUY,false,
392,PR-2392,406,2026-05-21,2026-07-10,PO_CREATED,24,Gamsberg,2160509.9,synthetic,NEW_BUY,false,
393,PR-2393,408,2026-08-16,2026-09-10,PO_CREATED,12,Gamsberg,45392.1,synthetic,NEW_BUY,false,
394,PR-2394,409,2026-05-13,2026-06-03,AWAITING_PO,24,BMM,534903.19,synthetic,NEW_BUY,false,
395,PR-2395,410,2026-06-13,2026-08-01,PO_CREATED,13,Gamsberg,6949431.61,synthetic,NEW_BUY,false,
396,PR-2396,411,2026-08-01,2026-09-10,PO_CREATED,5,Gamsberg,19016.69,synthetic,NEW_BUY,false,
397,PR-2397,412,2026-03-15,2026-04-14,PO_CREATED,24,Gamsberg,1484127.44,synthetic,NEW_BUY,false,
398,PR-2398,413,2026-01-21,2026-02-22,PO_CREATED,5,BMM,302755.62,synthetic,NEW_BUY,false,
399,PR-2399,414,2026-03-15,2026-04-12,AWAITING_PO,5,BMM,9860.8,synthetic,NEW_BUY,false,
400,PR-2400,415,2026-05-07,2026-06-18,PO_CREATED,12,BMM,1013019.54,synthetic,NEW_BUY,false,
401,PR-2401,416,2026-07-24,2026-08-24,AWAITING_PO,13,BMM,871474.8,synthetic,NEW_BUY,false,
402,PR-2402,417,2026-04-29,2026-05-13,AWAITING_RFQ,24,Gamsberg,3715848.08,synthetic,NEW_BUY,false,
403,PR-2403,418,2026-02-10,2026-03-06,PO_CREATED,24,Gamsberg,1398024.16,synthetic,NEW_BUY,false,
404,PR-2404,419,2026-04-13,2026-05-05,AWAITING_RFQ,13,BMM,168580.92,synthetic,NEW_BUY,false,
405,PR-2405,420,2026-06-16,2026-06-29,AWAITING_RFQ,12,Gamsberg,301260.26,synthetic,NEW_BUY,false,
406,PR-2406,421,2025-12-19,2026-01-24,PO_CREATED,12,BMM,631897.82,synthetic,NEW_BUY,false,
407,PR-2407,423,2026-07-08,2026-08-22,PO_CREATED,13,Gamsberg,669530.4,synthetic,NEW_BUY,false,
408,PR-2408,424,2026-04-07,2026-04-20,AWAITING_RFQ,5,BMM,4018239.88,synthetic,NEW_BUY,false,
409,PR-2409,427,2026-04-10,2026-05-06,PO_CREATED,12,Gamsberg,246918.03,synthetic,NEW_BUY,false,
410,PR-2410,428,2026-03-14,2026-04-29,PO_CREATED,24,Gamsberg,8242.78,synthetic,NEW_BUY,false,
411,PR-2411,429,2026-04-16,2026-04-15,PO_CREATED,12,Gamsberg,2221773.44,synthetic,NEW_BUY,false,
412,PR-2412,430,2026-05-16,2026-07-05,PO_CREATED,13,Gamsberg,4637516.58,synthetic,NEW_BUY,false,
413,PR-2413,431,2026-01-31,2026-02-20,PO_CREATED,24,Gamsberg,695487.5,synthetic,NEW_BUY,false,
414,PR-2414,432,2026-06-25,2026-07-21,PO_CREATED,24,Gamsberg,490255.6,synthetic,NEW_BUY,false,
415,PR-2415,433,2026-01-29,2026-02-09,PO_CREATED,13,Gamsberg,894909.81,synthetic,NEW_BUY,false,
416,PR-2416,434,2026-07-30,2026-08-18,PO_CREATED,5,Gamsberg,413956.2,synthetic,NEW_BUY,false,
417,PR-2417,435,2026-07-30,2026-09-21,PO_CREATED,12,BMM,1618532.33,synthetic,NEW_BUY,false,
418,PR-2418,436,2026-07-12,2026-08-24,PO_CREATED,24,BMM,1617393.25,synthetic,NEW_BUY,false,
419,PR-2419,437,2026-03-09,2026-03-24,PO_CREATED,13,Gamsberg,312524.16,synthetic,NEW_BUY,false,
420,PR-2420,438,2026-01-12,2026-01-30,PO_CREATED,24,BMM,6113419.4,synthetic,NEW_BUY,false,
421,PR-2421,440,2026-07-09,2026-07-22,PO_CREATED,5,Gamsberg,2008407.56,synthetic,NEW_BUY,false,
422,PR-2422,441,2026-08-13,2026-08-06,PO_CREATED,13,BMM,903586.5,synthetic,NEW_BUY,false,
423,PR-2423,442,2026-04-01,2026-04-27,PO_CREATED,12,Gamsberg,9357.66,synthetic,NEW_BUY,false,
424,PR-2424,443,2026-03-09,2026-03-23,PO_CREATED,12,BMM,2032136.93,synthetic,NEW_BUY,false,
425,PR-2425,445,2026-01-14,2026-03-07,PO_CREATED,24,BMM,144829.44,synthetic,NEW_BUY,false,
426,PR-2426,446,2026-07-21,2026-08-29,AWAITING_ARIBA,12,Gamsberg,420296.1,synthetic,NEW_BUY,false,
427,PR-2427,447,2026-01-15,2026-01-31,PO_CREATED,12,BMM,275942.95,synthetic,NEW_BUY,false,
428,PR-2428,449,2026-06-27,2026-07-16,PO_CREATED,13,Gamsberg,576815.52,synthetic,NEW_BUY,false,
429,PR-2429,450,2026-05-09,2026-06-06,AWAITING_PO,24,Gamsberg,495906.23,synthetic,NEW_BUY,false,
430,PR-2430,451,2026-01-29,2026-02-26,PO_CREATED,24,Gamsberg,299931.76,synthetic,NEW_BUY,false,
431,PR-2431,453,2025-12-23,2026-01-22,PO_CREATED,5,Gamsberg,381881.04,synthetic,NEW_BUY,false,
432,PR-2432,454,2026-06-07,2026-07-16,AWAITING_PO,12,BMM,4483343.08,synthetic,NEW_BUY,false,
433,PR-2433,457,2026-08-30,2026-10-20,AWAITING_PO,12,Gamsberg,365475.68,synthetic,NEW_BUY,false,
434,PR-2434,458,2026-01-12,2026-02-27,PO_CREATED,12,BMM,688274.58,synthetic,NEW_BUY,false,
435,PR-2435,459,2026-04-16,2026-05-28,PO_CREATED,13,BMM,1569728.52,synthetic,NEW_BUY,false,
436,PR-2436,463,2026-04-13,2026-05-15,PO_CREATED,24,BMM,2658512.48,synthetic,NEW_BUY,false,
437,PR-2437,464,2026-04-13,2026-05-02,PO_CREATED,12,BMM,1917500.52,synthetic,NEW_BUY,false,
438,PR-2438,465,2026-05-05,2026-05-28,PO_CREATED,24,Gamsberg,2944873.67,synthetic,NEW_BUY,false,
439,PR-2439,466,2026-01-07,2026-02-02,PO_CREATED,12,Gamsberg,2868802.52,synthetic,NEW_BUY,false,
440,PR-2440,468,2026-02-17,2026-02-17,PO_CREATED,5,Gamsberg,100468.3,synthetic,NEW_BUY,false,
441,PR-2441,469,2026-02-25,2026-04-19,PO_CREATED,24,Gamsberg,64644.46,synthetic,NEW_BUY,false,
442,PR-2442,470,2025-12-23,2026-01-14,PO_CREATED,5,BMM,150673.64,synthetic,NEW_BUY,false,
443,PR-2443,472,2026-07-19,2026-07-26,PO_CREATED,5,Gamsberg,78867.3,synthetic,NEW_BUY,false,
444,PR-2444,473,2026-03-05,2026-03-19,AWAITING_PO,5,BMM,2186224.73,synthetic,NEW_BUY,false,
445,PR-2445,474,2026-01-09,2026-01-26,PO_CREATED,5,BMM,2394244.18,synthetic,NEW_BUY,false,
446,PR-2446,476,2026-01-15,2026-01-17,PO_CREATED,5,Gamsberg,876652.13,synthetic,NEW_BUY,false,
447,PR-2447,477,2026-06-07,2026-06-23,PO_CREATED,5,Gamsberg,619258.29,synthetic,NEW_BUY,false,
448,PR-2448,478,2026-07-01,2026-08-11,PO_CREATED,5,BMM,1285615.55,synthetic,NEW_BUY,false,
449,PR-2449,479,2026-06-23,2026-08-16,PO_CREATED,13,Gamsberg,443632.19,synthetic,NEW_BUY,false,
450,PR-2450,480,2026-05-19,2026-06-02,AWAITING_RFQ,24,BMM,801616.62,synthetic,NEW_BUY,false,
451,PR-2451,481,2026-05-01,2026-05-10,AWAITING_PO,24,Gamsberg,208849.2,synthetic,NEW_BUY,false,
452,PR-2452,482,2026-08-27,2026-10-18,PO_CREATED,5,Gamsberg,400324.56,synthetic,NEW_BUY,false,
453,PR-2453,486,2026-06-13,2026-06-30,PO_CREATED,13,Gamsberg,861738.17,synthetic,NEW_BUY,false,
454,PR-2454,487,2026-01-30,2026-02-12,PO_CREATED,13,Gamsberg,11311521.83,synthetic,NEW_BUY,false,
455,PR-2455,488,2026-02-01,2026-02-03,PO_CREATED,12,BMM,1143820.92,synthetic,NEW_BUY,false,
456,PR-2456,489,2026-04-14,2026-04-28,PO_CREATED,5,BMM,565257.16,synthetic,NEW_BUY,false,
457,PR-2457,492,2026-02-21,2026-03-02,PO_CREATED,13,Gamsberg,1654898.9,synthetic,NEW_BUY,false,
458,PR-2458,494,2026-03-07,2026-04-21,PO_CREATED,13,Gamsberg,34139.8,synthetic,NEW_BUY,false,
459,PR-2459,495,2026-07-23,2026-08-19,PO_CREATED,24,Gamsberg,3289795.04,synthetic,NEW_BUY,false,
460,PR-2460,496,2026-01-12,2026-02-20,PO_CREATED,5,BMM,473254.81,synthetic,NEW_BUY,false,
461,PR-2461,497,2026-01-12,2026-02-23,PO_CREATED,24,BMM,568331.79,synthetic,NEW_BUY,false,
462,PR-2462,498,2026-08-04,2026-08-21,PO_CREATED,12,Gamsberg,697319.1,synthetic,NEW_BUY,true,"{""detected_at"": ""2026-08-02T17:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 181, ""material_code"": ""80-10181"", ""material_description"": ""Seal Support System, API Plan 32, shaft 65mm"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-06"", ""chains"": [{""material_id"": 181, ""material_code"": ""80-10181"", ""material_description"": ""Seal Support System, API Plan 32, shaft 65mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2015"", ""repair_pr_id"": 15, ""repair_po_number"": ""RPO-3013"", ""repair_po_id"": 13, ""supplier_id"": 1, ""vendor"": ""Vaal Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 44302.89, ""opened_at"": ""2026-08-05"", ""expected_return"": ""2026-09-06"", ""days_open"": 21, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}"
463,PR-2463,500,2026-04-10,2026-05-23,PO_CREATED,12,Gamsberg,64691.4,synthetic,NEW_BUY,false,
464,PR-2464,501,2026-03-13,2026-04-13,PO_CREATED,5,Gamsberg,444360.44,synthetic,NEW_BUY,false,
465,PR-2465,502,2026-05-13,2026-05-31,PO_CREATED,12,Gamsberg,704590.25,synthetic,NEW_BUY,false,
466,PR-2466,503,2026-04-23,2026-06-05,AWAITING_RFQ,24,BMM,166916.43,synthetic,NEW_BUY,false,
467,PR-2467,505,2026-04-14,2026-04-24,PO_CREATED,13,Gamsberg,1055775.16,synthetic,NEW_BUY,false,
468,PR-2468,506,2026-07-16,2026-08-18,PO_CREATED,12,Gamsberg,1149815.86,synthetic,NEW_BUY,false,
469,PR-2469,507,2026-03-01,2026-03-27,PO_CREATED,24,Gamsberg,652610.72,synthetic,NEW_BUY,false,
470,PR-2470,508,2026-06-30,2026-07-09,AWAITING_RFQ,5,BMM,5038416.83,synthetic,NEW_BUY,false,
471,PR-2471,509,2026-03-03,2026-03-20,PO_CREATED,24,Gamsberg,2115665.05,synthetic,NEW_BUY,false,
472,PR-2472,510,2026-04-09,2026-05-01,PO_CREATED,24,Gamsberg,2526243.12,synthetic,NEW_BUY,false,
473,PR-2473,511,2026-08-09,2026-08-19,PO_CREATED,5,BMM,4430224.9,synthetic,NEW_BUY,false,
474,PR-2474,512,2025-12-14,2026-01-07,AWAITING_PO,12,BMM,1575357.02,synthetic,NEW_BUY,false,
475,PR-2475,513,2026-05-15,2026-06-24,PO_CREATED,5,BMM,137931.16,synthetic,NEW_BUY,false,
476,PR-2476,514,2026-06-09,2026-07-25,PO_CREATED,5,Gamsberg,934851.54,synthetic,NEW_BUY,false,
477,PR-2477,515,2026-07-20,2026-07-30,PO_CREATED,12,BMM,1092823.94,synthetic,NEW_BUY,false,
478,PR-2478,516,2026-02-17,2026-03-08,PO_CREATED,13,BMM,479257.98,synthetic,NEW_BUY,false,
479,PR-2479,517,2026-06-27,2026-07-08,PO_CREATED,12,BMM,1980394.28,synthetic,NEW_BUY,false,
480,PR-2480,518,2026-08-07,2026-09-04,PO_CREATED,24,Gamsberg,845010.75,synthetic,NEW_BUY,false,
481,PR-2481,519,2026-07-01,2026-07-19,PO_CREATED,5,Gamsberg,80861.21,synthetic,NEW_BUY,false,
482,PR-2482,520,2026-04-02,2026-05-04,PO_CREATED,5,BMM,763857.72,synthetic,NEW_BUY,false,
483,PR-2483,521,2026-07-02,2026-07-24,PO_CREATED,12,BMM,99965.65,synthetic,NEW_BUY,false,
484,PR-2484,522,2025-12-23,2026-02-13,REJECTED,13,BMM,275642.05,synthetic,NEW_BUY,false,
485,PR-2485,523,2026-03-23,2026-05-15,PO_CREATED,5,BMM,1567723.28,synthetic,NEW_BUY,false,
486,PR-2486,524,2025-12-13,2026-01-17,PO_CREATED,24,Gamsberg,159437.46,synthetic,NEW_BUY,false,
487,PR-2487,525,2026-05-12,2026-06-25,PO_CREATED,12,Gamsberg,378508.7,synthetic,NEW_BUY,false,
488,PR-2488,526,2026-03-05,2026-04-15,PO_CREATED,24,Gamsberg,919077.45,synthetic,NEW_BUY,false,
489,PR-2489,527,2026-07-16,2026-07-27,PO_CREATED,12,Gamsberg,1018292.27,synthetic,NEW_BUY,false,
490,PR-2490,529,2026-05-14,2026-06-06,PO_CREATED,13,BMM,60142.15,synthetic,NEW_BUY,false,
491,PR-2491,530,2026-04-24,2026-05-21,PO_CREATED,24,Gamsberg,620364.81,synthetic,NEW_BUY,false,
492,PR-2492,531,2026-02-19,2026-03-15,PO_CREATED,13,Gamsberg,950328.3,synthetic,NEW_BUY,false,
493,PR-2493,532,2026-05-23,2026-07-12,PO_CREATED,13,Gamsberg,1493606.39,synthetic,NEW_BUY,false,
494,PR-2494,533,2026-01-14,2026-01-27,PO_CREATED,5,BMM,6106748.0,synthetic,NEW_BUY,false,
495,PR-2495,534,2025-12-14,2026-02-02,PO_CREATED,5,BMM,235007.08,synthetic,NEW_BUY,false,
496,PR-2496,535,2026-08-23,2026-09-25,PO_CREATED,12,BMM,1817524.96,synthetic,NEW_BUY,false,
497,PR-2497,536,2025-12-06,2026-01-09,PO_CREATED,24,Gamsberg,184599.74,synthetic,NEW_BUY,false,
498,PR-2498,537,2026-06-20,2026-08-05,AWAITING_PO,24,Gamsberg,2233152.84,synthetic,NEW_BUY,false,
499,PR-2499,538,2026-04-29,2026-05-10,PO_CREATED,13,Gamsberg,796635.56,synthetic,NEW_BUY,false,
500,PR-2500,539,2026-08-18,2026-10-02,AWAITING_PO,5,BMM,796435.31,synthetic,NEW_BUY,true,"{""detected_at"": ""2026-08-13T21:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-22"", ""chains"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2035"", ""repair_pr_id"": 35, ""repair_po_number"": ""RPO-3031"", ""repair_po_id"": 31, ""supplier_id"": 8, ""vendor"": ""Waterberg Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 19745.97, ""opened_at"": ""2026-08-06"", ""expected_return"": ""2026-09-22"", ""days_open"": 20, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}"
501,PR-2501,540,2026-08-05,2026-08-20,PO_CREATED,5,BMM,2670088.08,synthetic,NEW_BUY,false,
502,PR-2502,541,2026-08-08,2026-09-17,PO_CREATED,13,Gamsberg,739893.24,synthetic,NEW_BUY,false,
503,PR-2503,542,2026-02-13,2026-03-24,PO_CREATED,13,Gamsberg,72049.72,synthetic,NEW_BUY,false,
504,PR-2504,543,2026-02-15,2026-03-13,PO_CREATED,24,Gamsberg,5126205.6,synthetic,NEW_BUY,false,
505,PR-2505,544,2026-08-18,2026-08-27,PO_CREATED,12,Gamsberg,5919.56,synthetic,NEW_BUY,false,
506,PR-2506,545,2026-02-26,2026-02-16,PO_CREATED,24,Gamsberg,515449.34,synthetic,NEW_BUY,false,
507,PR-2507,546,2026-06-25,2026-07-21,PO_CREATED,5,Gamsberg,894338.44,synthetic,NEW_BUY,false,
508,PR-2508,547,2026-05-13,2026-06-06,PO_CREATED,12,Gamsberg,115866.75,synthetic,NEW_BUY,false,
509,PR-2509,548,2026-08-04,2026-08-21,AWAITING_NFA,5,Gamsberg,743087.82,synthetic,NEW_BUY,false,
510,PR-2510,549,2026-01-20,2026-02-09,AWAITING_PO,5,Gamsberg,534011.05,synthetic,NEW_BUY,false,
511,PR-2511,550,2026-06-01,2026-07-07,AWAITING_PO,5,BMM,4178043.71,synthetic,NEW_BUY,false,
512,PR-2512,553,2026-03-06,2026-04-23,PO_CREATED,12,Gamsberg,3602327.1,synthetic,NEW_BUY,false,
513,PR-2513,554,2026-06-23,2026-07-17,PO_CREATED,24,BMM,278562.62,synthetic,NEW_BUY,false,
514,PR-2514,555,2026-01-13,2026-01-15,PO_CREATED,24,BMM,3428061.72,synthetic,NEW_BUY,false,
515,PR-2515,556,2026-01-30,2026-02-22,PO_CREATED,5,Gamsberg,185463.48,synthetic,NEW_BUY,false,
516,PR-2516,557,2026-06-02,2026-07-19,PO_CREATED,5,Gamsberg,2259753.41,synthetic,NEW_BUY,false,
517,PR-2517,559,2026-03-30,2026-04-19,PO_CREATED,12,Gamsberg,1025405.9,synthetic,NEW_BUY,false,
518,PR-2518,560,2025-12-18,2026-01-28,PO_CREATED,24,Gamsberg,1527232.57,synthetic,NEW_BUY,false,
519,PR-2519,561,2026-01-04,2026-02-03,PO_CREATED,24,Gamsberg,992231.06,synthetic,NEW_BUY,false,
520,PR-2520,562,2026-01-19,2026-02-28,PO_CREATED,13,Gamsberg,740467.77,synthetic,NEW_BUY,false,
521,PR-2521,563,2026-08-08,2026-09-04,PO_CREATED,5,BMM,140022.51,synthetic,NEW_BUY,false,
522,PR-2522,565,2026-07-20,2026-09-09,AWAITING_PO,24,BMM,56092.01,synthetic,NEW_BUY,false,
523,PR-2523,566,2025-12-17,2025-12-29,PO_CREATED,5,Gamsberg,6990.74,synthetic,NEW_BUY,false,
524,PR-2524,568,2026-08-21,2026-09-02,PO_CREATED,12,Gamsberg,1679266.6,synthetic,NEW_BUY,false,
525,PR-2525,569,2026-08-23,2026-10-11,PO_CREATED,5,Gamsberg,227242.31,synthetic,NEW_BUY,false,
526,PR-2526,570,2026-03-13,2026-03-27,PO_CREATED,13,BMM,408554.04,synthetic,NEW_BUY,false,
527,PR-2527,571,2026-04-03,2026-05-09,PO_CREATED,12,BMM,182429.5,synthetic,NEW_BUY,false,
528,PR-2528,572,2026-06-09,2026-07-14,AWAITING_RFQ,13,Gamsberg,9643967.14,synthetic,NEW_BUY,false,
529,PR-2529,573,2025-12-21,2026-01-06,PO_CREATED,24,Gamsberg,610891.04,synthetic,NEW_BUY,false,
530,PR-2530,574,2026-07-27,2026-09-13,PO_CREATED,12,Gamsberg,2598187.95,synthetic,NEW_BUY,false,
531,PR-2531,575,2026-01-09,2026-02-14,PO_CREATED,12,BMM,204828.41,synthetic,NEW_BUY,false,
532,PR-2532,577,2026-06-28,2026-07-13,PO_CREATED,5,Gamsberg,1993630.9,synthetic,NEW_BUY,false,
533,PR-2533,579,2026-06-19,2026-07-27,AWAITING_RFQ,13,Gamsberg,5755522.05,synthetic,NEW_BUY,false,
534,PR-2534,580,2025-12-04,2025-12-29,PO_CREATED,13,Gamsberg,995575.25,synthetic,NEW_BUY,false,
535,PR-2535,582,2026-02-08,2026-03-03,PO_CREATED,13,BMM,805485.05,synthetic,NEW_BUY,false,
536,PR-2536,583,2025-12-23,2026-01-28,PO_CREATED,13,Gamsberg,35831.79,synthetic,NEW_BUY,false,
537,PR-2537,584,2026-01-12,2026-02-06,PO_CREATED,13,Gamsberg,300627.3,synthetic,NEW_BUY,false,
538,PR-2538,585,2026-06-27,2026-07-21,PO_CREATED,5,Gamsberg,1018899.49,synthetic,NEW_BUY,false,
539,PR-2539,586,2026-01-18,2026-02-08,PO_CREATED,5,Gamsberg,1593233.65,synthetic,NEW_BUY,false,
540,PR-2540,587,2026-05-21,2026-06-24,AWAITING_PO,13,BMM,1403738.73,synthetic,NEW_BUY,false,
