case_id,Matnr,Werks,repair_pr,repair_po,repair_po_item,session_id,attestation_id,stage,removed_on,expected_back_on,returned_on,overdue,vendor_turnaround_days,notes
RPR-000293,000000000080000239,3000,2000008951,4500008901,00010,SESS-001022,ATT-000199,IN_REPAIR,2026-08-04,2026-09-22,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000294,000000000080000240,3000,2000008952,4500008902,00010,SESS-001023,ATT-000200,BACK_IN_STOCK,2026-07-24,2026-08-27,2026-08-29,false,29,Repair vendor Orange River Hydraulic Service Cent.
RPR-000295,000000000080000241,1000,2000008953,4500008903,00010,SESS-001024,ATT-000201,BACK_IN_STOCK,2025-12-15,2026-03-13,2026-03-15,false,81,Repair vendor Kalahari Rotating Equipment Service.
RPR-000296,000000000080000241,4000,2000008954,4500008904,00010,SESS-001025,ATT-000202,BACK_IN_STOCK,2026-06-05,2026-08-01,2026-08-19,false,70,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000297,000000000080000242,3000,,,,SESS-001026,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008905 while a repairable unit was on hand.
RPR-000298,000000000080000242,2000,2000008956,4500008906,00010,SESS-001027,ATT-000203,RETURNED,2025-12-15,2026-03-18,2026-03-20,false,89,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000299,000000000080000244,3000,,,,SESS-001028,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008907 while a repairable unit was on hand.
RPR-000300,000000000080000245,3000,2000008958,4500008908,00010,SESS-001029,,BACK_IN_STOCK,2025-12-18,2026-02-20,2026-02-22,false,53,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000301,000000000080000246,3000,2000008959,4500008909,00010,SESS-001030,,OVERDUE,2026-05-02,2026-06-07,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000302,000000000080000247,2000,,,,SESS-001031,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008910 while a repairable unit was on hand.
RPR-000303,000000000080000247,3000,2000008961,4500008911,00010,SESS-001032,ATT-000204,RETURNED,2026-03-16,2026-06-14,2026-07-07,false,104,Repair vendor Springbok Mechanical Repair Works (.
RPR-000304,000000000080000248,2000,2000008962,4500008912,00010,SESS-001033,ATT-000205,EXPECTED_BACK,2026-07-20,2026-09-12,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000305,000000000080000249,4000,2000008963,4500008913,00010,SESS-001034,ATT-000206,IN_REPAIR,2026-08-15,2026-09-29,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000306,000000000080000250,3000,2000008964,4500008914,00010,SESS-001035,,BACK_IN_STOCK,2025-11-19,2026-02-11,2026-03-07,false,101,Repair vendor Kalahari Rotating Equipment Service.
RPR-000307,000000000080000251,2000,,,,SESS-001036,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008915 while a repairable unit was on hand.
RPR-000308,000000000080000252,2000,2000008966,4500008916,00010,SESS-001037,ATT-000207,BACK_IN_STOCK,2026-01-12,2026-02-09,2026-02-16,false,32,Repair vendor Orange River Hydraulic Service Cent.
RPR-000309,000000000080000254,1000,2000008967,4500008917,00010,SESS-001038,,IN_REPAIR,2026-08-29,2026-10-02,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000310,000000000080000255,2000,2000008968,4500008918,00010,SESS-001039,ATT-000208,IN_REPAIR,2026-07-03,2026-09-26,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000311,000000000080000256,3000,2000008969,4500008919,00010,SESS-001040,,IN_REPAIR,2026-09-03,2026-10-11,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000312,000000000080000256,4000,2000008970,4500008920,00010,SESS-001041,ATT-000209,IN_REPAIR,2026-08-29,2026-10-02,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000313,000000000080000257,2000,2000008971,4500008921,00010,SESS-001042,ATT-000210,IN_REPAIR,2026-07-20,2026-09-24,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000314,000000000080000258,1000,2000008972,4500008922,00010,SESS-001043,ATT-000211,OVERDUE,2026-06-06,2026-07-18,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000315,000000000080000259,1000,2000008973,4500008923,00010,SESS-001044,ATT-000212,BACK_IN_STOCK,2026-04-11,2026-05-06,2026-05-06,false,21,Repair vendor Springbok Mechanical Repair Works (.
RPR-000316,000000000080000260,2000,2000008974,4500008924,00010,SESS-001045,ATT-000213,IN_REPAIR,2026-08-20,2026-09-23,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000317,000000000080000260,4000,2000008975,4500008925,00010,SESS-001046,ATT-000214,OVERDUE,2026-05-11,2026-07-12,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000318,000000000080000261,3000,2000008976,4500008926,00010,SESS-001047,ATT-000215,IN_REPAIR,2026-07-04,2026-10-06,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000319,000000000080000262,4000,2000008977,4500008927,00010,SESS-001048,,BACK_IN_STOCK,2026-06-23,2026-08-19,2026-09-01,false,63,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000320,000000000080000262,2000,2000008978,4500008928,00010,SESS-001049,ATT-000216,IN_REPAIR,2026-08-07,2026-09-29,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000321,000000000080000263,4000,2000008979,4500008929,00010,SESS-001050,ATT-000217,IN_REPAIR,2026-07-16,2026-09-22,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000322,000000000080000264,2000,,,,SESS-001051,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008930 while a repairable unit was on hand.
RPR-000323,000000000080000265,1000,2000008981,4500008931,00010,SESS-001052,ATT-000218,EXPECTED_BACK,2026-06-26,2026-09-08,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000324,000000000080000265,2000,2000008982,4500008932,00010,SESS-001053,ATT-000219,IN_REPAIR,2026-08-20,2026-11-26,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000325,000000000080000266,2000,,,,SESS-001054,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008933 while a repairable unit was on hand.
RPR-000326,000000000080000267,4000,,,,SESS-001055,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008934 while a repairable unit was on hand.
RPR-000327,000000000080000268,3000,2000008985,4500008935,00010,SESS-001056,ATT-000220,IN_REPAIR,2026-08-15,2026-10-23,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000328,000000000080000269,1000,2000008986,4500008936,00010,SESS-001057,ATT-000221,BACK_IN_STOCK,2026-01-22,2026-03-05,2026-03-16,false,44,Repair vendor Springbok Mechanical Repair Works (.
RPR-000329,000000000080000269,4000,2000008987,4500008937,00010,SESS-001058,ATT-000222,OVERDUE,2026-05-31,2026-08-05,,true,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000330,000000000080000270,3000,2000008988,4500008938,00010,SESS-001059,ATT-000223,RETURNED,2026-05-18,2026-07-12,2026-08-02,false,66,Repair vendor Orange River Hydraulic Service Cent.
RPR-000331,000000000080000271,4000,2000008989,4500008939,00010,SESS-001060,ATT-000224,IN_REPAIR,2026-08-15,2026-10-17,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000332,000000000080000272,4000,2000008990,4500008940,00010,SESS-001061,ATT-000225,EXPECTED_BACK,2026-06-25,2026-09-08,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000333,000000000080000273,1000,2000008991,4500008941,00010,SESS-001062,ATT-000226,OVERDUE,2026-04-20,2026-07-29,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000334,000000000080000274,4000,2000008992,4500008942,00010,SESS-001063,,BACK_IN_STOCK,2025-11-04,2026-01-19,2026-01-31,false,77,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000335,000000000080000275,1000,2000008993,4500008943,00010,SESS-001064,ATT-000227,OVERDUE,2026-05-03,2026-08-09,,true,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000336,000000000080000276,4000,,,,SESS-001065,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008944 while a repairable unit was on hand.
RPR-000337,000000000080000276,2000,2000008995,4500008945,00010,SESS-001066,ATT-000228,BACK_IN_STOCK,2026-01-16,2026-03-28,2026-04-09,false,75,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000338,000000000080000277,3000,,,,SESS-001067,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008946 while a repairable unit was on hand.
RPR-000339,000000000080000278,2000,2000008997,4500008947,00010,SESS-001068,ATT-000229,BACK_IN_STOCK,2026-03-02,2026-05-17,2026-05-24,false,72,Repair vendor Kalahari Rotating Equipment Service.
RPR-000340,000000000080000279,2000,2000008998,4500008948,00010,SESS-001069,ATT-000230,BACK_IN_STOCK,2026-03-23,2026-06-24,2026-07-09,false,101,Repair vendor Kalahari Rotating Equipment Service.
RPR-000341,000000000080000280,2000,2000008999,4500008949,00010,SESS-001070,ATT-000231,OVERDUE,2026-05-28,2026-07-18,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000342,000000000080000281,2000,2000009000,4500008950,00010,SESS-001071,ATT-000232,OVERDUE,2026-05-24,2026-08-14,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000343,000000000080000282,3000,2000009001,4500008951,00010,SESS-001072,ATT-000233,IN_REPAIR,2026-08-22,2026-09-23,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000344,000000000080000283,4000,,,,SESS-001073,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008952 while a repairable unit was on hand.
RPR-000345,000000000080000283,2000,2000009003,4500008953,00010,SESS-001074,ATT-000234,BACK_IN_STOCK,2026-01-04,2026-03-16,2026-03-21,false,69,Repair vendor Kalahari Rotating Equipment Service.
RPR-000346,000000000080000284,1000,2000009004,4500008954,00010,SESS-001075,ATT-000235,OVERDUE,2026-03-23,2026-06-16,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000347,000000000080000285,2000,2000009005,4500008955,00010,SESS-001076,ATT-000236,BACK_IN_STOCK,2026-02-19,2026-05-25,2026-06-02,false,89,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000348,000000000080000286,1000,2000009006,4500008956,00010,SESS-001077,ATT-000237,RETURNED,2026-02-22,2026-05-13,2026-06-01,false,94,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000349,000000000080000286,3000,2000009007,4500008957,00010,SESS-001078,ATT-000238,OVERDUE,2026-05-10,2026-08-17,,true,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000350,000000000080000287,2000,2000009008,4500008958,00010,SESS-001079,,IN_REPAIR,2026-08-14,2026-11-16,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000351,000000000080000288,2000,2000009009,4500008959,00010,SESS-001080,ATT-000239,EXPECTED_BACK,2026-07-24,2026-09-11,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000352,000000000080000289,1000,,,,SESS-001081,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008960 while a repairable unit was on hand.
RPR-000353,000000000080000290,1000,2000009011,4500008961,00010,SESS-001082,ATT-000240,OVERDUE,2026-04-19,2026-07-26,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000354,000000000080000290,2000,,,,SESS-001083,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008962 while a repairable unit was on hand.
RPR-000355,000000000080000291,4000,2000009013,4500008963,00010,SESS-001084,ATT-000241,EXPECTED_BACK,2026-07-17,2026-09-10,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000356,000000000080000292,1000,2000009014,4500008964,00010,SESS-001085,ATT-000242,EXPECTED_BACK,2026-07-17,2026-09-13,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000357,000000000080000292,3000,2000009015,4500008965,00010,SESS-001086,ATT-000243,OVERDUE,2026-06-19,2026-08-24,,true,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000358,000000000080000293,3000,2000009016,4500008966,00010,SESS-001087,,EXPECTED_BACK,2026-07-21,2026-09-11,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000359,000000000080000294,1000,2000009017,4500008967,00010,SESS-001088,,IN_REPAIR,2026-08-06,2026-09-30,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000360,000000000080000294,3000,2000009018,4500008968,00010,SESS-001089,ATT-000244,IN_REPAIR,2026-08-17,2026-11-21,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000361,000000000080000295,1000,2000009019,4500008969,00010,SESS-001090,ATT-000245,IN_REPAIR,2026-07-11,2026-10-11,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000362,000000000080000296,1000,2000009020,4500008970,00010,SESS-001091,ATT-000246,EXPECTED_BACK,2026-07-12,2026-09-13,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000363,000000000080000297,2000,2000009021,4500008971,00010,SESS-001092,ATT-000247,RETURNED,2026-05-05,2026-06-16,2026-06-23,false,40,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000364,000000000080000297,4000,2000009022,4500008972,00010,SESS-001093,ATT-000248,OVERDUE,2026-06-24,2026-08-26,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000365,000000000080000298,2000,2000009023,4500008973,00010,SESS-001094,ATT-000249,BACK_IN_STOCK,2026-04-05,2026-05-13,2026-06-07,false,50,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000366,000000000080000298,3000,,,,SESS-001095,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008974 while a repairable unit was on hand.
RPR-000367,000000000080000299,3000,2000009025,4500008975,00010,SESS-001096,ATT-000250,IN_REPAIR,2026-08-12,2026-09-20,,false,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000368,000000000080000299,1000,2000009026,4500008976,00010,SESS-001097,ATT-000251,EXPECTED_BACK,2026-06-15,2026-09-11,,false,,Repair vendor Kalahari Rotating Equipment Service.
